step,time,center_value,total_mass,max_value,min_value,diffusion_ratio,transport_ratio,warning
24,4.800000000000001,0.13511948336744647,1.0,0.247750507677092,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
25,5.0,0.12749064459911866,0.9999999999999999,0.24539788058353218,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
26,5.2,0.12041766222837047,0.9999999999999999,0.24249562712541703,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
27,5.4,0.1138470802378858,0.9999999999999999,0.23912065299903573,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
28,5.6000000000000005,0.10773187027773079,0.9999999999999999,0.23534291015393471,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
29,5.800000000000001,0.10203053757897275,0.9999999999999999,0.2312257232475047,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
30,6.0,0.09670636269946467,0.9999999999999999,0.2268261695810675,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
31,6.2,0.09172675731132109,0.9999999999999999,0.22219548914509596,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
32,6.4,0.08706271586145783,0.9999999999999999,0.21737950736458683,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
33,6.6000000000000005,0.08268834794155341,0.9999999999999999,0.21241905778898473,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
34,6.800000000000001,0.07858047869883852,0.9999999999999999,0.20735039558388338,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
35,7.0,0.07471830669237733,0.9999999999999999,0.20341244817548051,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
36,7.2,0.071083110323667,0.9999999999999999,0.2025726722862007,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
37,7.4,0.06765799540543818,0.9999999999999999,0.20138268936445614,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
38,7.6000000000000005,0.06442767762801083,0.9999999999999999,0.19987341517447557,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
39,7.800000000000001,0.0613782946793514,0.9999999999999999,0.19807449024838591,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
40,8.0,0.05849724360689471,0.9999999999999999,0.1960141847551701,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
41,8.200000000000001,0.055773039704188815,0.9999999999999999,0.1937193363663349,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
42,8.4,0.05319519378662193,0.9999999999999999,0.19121531556601265,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
43,8.6,0.05075410520704222,0.9999999999999999,0.1885260135704339,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
44,8.8,0.04844096836984488,0.9999999999999999,0.18567384867092185,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
45,9.0,0.046247690844222845,0.9999999999999999,0.18267978739709748,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
46,9.200000000000001,0.0441668214646622,0.9999999999999999,0.17956337741576958,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
47,9.4,0.04219148704846266,0.9999999999999999,0.1763427895399403,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
48,9.600000000000001,0.040315336563595414,0.9999999999999999,0.17541138259847605,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
49,9.8,0.0385324917518251,1.0,0.17472475669513446,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
50,10.0,0.036837503356919044,1.0,0.1738234981697932,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
51,10.200000000000001,0.03522531223027368,1.0,0.17272229033612238,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
52,10.4,0.033691214690012024,1.0,0.1714355037635798,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
53,10.600000000000001,0.03223083159755628,1.0,0.16997713936684666,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
54,10.8,0.030840080690365562,1.0,0.1683607820104897,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
55,11.0,0.02951515177305,0.9999999999999999,0.16659956350053795,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
56,11.200000000000001,0.02825248442318181,0.9999999999999999,0.16470613391158825,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
57,11.4,0.027048747914291817,0.9999999999999998,0.16269264027609873,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
58,11.600000000000001,0.025900823097995275,0.9999999999999996,0.16057071174004753,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
59,11.8,0.024805786020967554,0.9999999999999993,0.15835145036487258,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
60,12.0,0.023760893081454414,0.9999999999999989,0.15681562471444185,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
61,12.200000000000001,0.02276356755488218,0.9999999999999979,0.15639383028104423,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
62,12.4,0.021811387339543957,0.9999999999999963,0.15581521293773687,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
63,12.600000000000001,0.020902073791795404,0.9999999999999938,0.15508816706652015,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
64,12.8,0.02003348153613421,0.9999999999999896,0.15422104532763137,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
65,13.0,0.019203589149329223,0.9999999999999827,0.15322212195873025,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
66,13.200000000000001,0.018410490629720132,0.9999999999999717,0.15209956048353454,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
67,13.4,0.017652387573190213,0.999999999999954,0.1508613855307293,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
68,13.600000000000001,0.0169275819863472,0.9999999999999263,0.14951545846739342,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
69,13.8,0.016234469675320308,0.9999999999998832,0.14806945655747666,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
70,14.0,0.015571534155457015,0.9999999999998168,0.1465308553644226,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
71,14.200000000000001,0.01493734103321858,0.9999999999997157,0.14490691412734064,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
72,14.4,0.014330532816846235,0.999999999999563,0.14320466385174432,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
73,14.600000000000001,0.013749824117000351,0.9999999999993349,0.1428007595177848,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
74,14.8,0.013193997202648942,0.999999999998997,0.14241467132933816,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
75,15.0,0.01266189788107263,0.9999999999985009,0.1419128923600442,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
76,15.200000000000001,0.012152431674024038,0.9999999999977787,0.14130072261058735,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
77,15.4,0.011664560264884528,0.9999999999967355,0.14058347460874102,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
78,15.600000000000001,0.011197298194146964,0.9999999999952409,0.13976645211410554,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
79,15.8,0.0107497097827599,0.9999999999931156,0.1388549307715566,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
80,16.0,0.010320906264831118,0.9999999999901157,0.13785414062734888,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
81,16.2,0.009910043112936638,0.9999999999859108,0.1367692504182316,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
82,16.400000000000002,0.00951631754084131,0.9999999999800578,0.13560535354164738,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
83,16.6,0.009138966169831514,0.9999999999719644,0.13436745561392838,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
84,16.8,0.008777262846108715,0.9999999999608451,0.13306046352321302,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
85,17.0,0.0084305165978121,0.9999999999456637,0.13220312516897567,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
86,17.2,0.008098069721243693,0.9999999999250616,0.1319412896248194,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
87,17.400000000000002,0.007779295986773759,0.9999999998972673,0.13158606908084491,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
88,17.6,0.007473598955718743,0.9999999998599834,0.13114104086231923,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
89,17.8,0.007180410400219009,0.9999999998102469,0.13060982312472522,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
90,18.0,0.006899188818807502,0.9999999997442545,0.12999606061480357,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
91,18.2,0.006629418040961215,0.9999999996571507,0.1293034114196356,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
92,18.400000000000002,0.00637060591447149,0.9999999995427656,0.1285355346818619,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
93,18.6,0.006122283069962963,0.9999999993932963,0.1276960792553982,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
94,18.8,0.005884001757339338,0.9999999991989205,0.12678867327291315,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
95,19.0,0.005655334749342186,0.9999999989473287,0.12581691459381752,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
96,19.200000000000003,0.005435874307780324,0.9999999986231625,0.12478436209952164,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
97,19.400000000000002,0.005225231208326101,0.9999999982073402,0.12369452780119909,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
98,19.6,0.005023033820084051,0.9999999976762525,0.12346345006199534,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
99,19.8,0.004828927236419981,0.9999999970008061,0.12320902573427704,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
100,20.0,0.004642572453797053,0.9999999961452916,0.12287973858729422,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
101,20.200000000000003,0.0044636455956022685,0.999999995066046,0.12247816369334444,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
102,20.400000000000002,0.004291837178163872,0.9999999937098821,0.1220069137561506,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
103,20.6,0.004126851416359528,0.9999999920122479,0.12146862986176095,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
104,20.8,0.0039684055663982256,0.9999999898950769,0.12086597275554857,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
105,21.0,0.003816229303527345,0.9999999872642886,0.12020161464109697,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
106,21.200000000000003,0.003670064132571364,0.9999999840068895,0.11947823149440373,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
107,21.400000000000002,0.003529662829351587,0.9999999799876216,0.11869849588476934,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
108,21.6,0.003394788911168098,0.9999999750451025,0.11786507029194329,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
109,21.8,0.00326521613464681,0.9999999689873911,0.11698060090755609,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
110,22.0,0.003140728019366919,0.9999999615869106,0.11641783540725098,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
111,22.200000000000003,0.0030211173957880727,0.9999999525746527,0.11623568363829777,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
112,22.400000000000002,0.002906185976092769,0.9999999416335796,0.11598991679197107,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
113,22.6,0.002795743946648685,0.9999999283911367,0.1156824310191861,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
114,22.8,0.0026896095808782656,0.9999999124107771,0.1153151617603985,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
115,23.0,0.0025876088713995904,0.9999998931823965,0.1148900771393018,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
116,23.200000000000003,0.0024895751803737276,0.9999998701115661,0.11440917165381247,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
117,23.400000000000002,0.0023953489070599413,0.9999998425074452,0.1138744601671101,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
118,23.6,0.0023047771716416376,0.9999998095692476,0.11328797219989424,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
119,23.8,0.0022177135144431604,0.9999997703711265,0.11265174652355792,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
120,24.0,0.0021340176097108597,0.9999997238453364,0.11196782605265679,0.0,0.016,0.08000000000000002,"Spatial dynamics depend on field meaning, boundary conditions, grid spacing, time step, and numerical stability."
