run_id,growth_rate,carrying_capacity,initial_state,final_state,max_state
77,0.3629906971,90.0783546561,9.156757126,87.7489392974,87.7489392974
78,0.351970466,104.0255819265,10.5801841911,100.8345384873,100.8345384873
79,0.3299152407,90.7844621726,9.2222181589,86.8668455237,86.8668455237
80,0.3014070754,105.1472734621,7.687718894,95.414218933,95.414218933
81,0.3360023229,103.5990266568,11.5220127247,99.9056003113,99.9056003113
82,0.3529945864,108.0102715161,9.6009959282,104.2439867166,104.2439867166
83,0.3187350326,94.6048556925,11.5273357819,90.6220368626,90.6220368626
84,0.391757288,103.8991834117,13.3302688636,102.5779311054,102.5779311054
85,0.3486416624,104.9627972082,10.3075915526,101.4423627155,101.4423627155
86,0.340680801,118.5293707822,11.506604803,113.9788552364,113.9788552364
87,0.2912218553,96.8012294217,10.4283365384,89.7602997144,89.7602997144
88,0.382893695,89.2124234415,7.744438413,87.208243547,87.208243547
89,0.2699325873,99.4311082933,9.896796821,88.7420252444,88.7420252444
90,0.3644992138,93.842601777,8.7757623241,91.2489981263,91.2489981263
91,0.2650321076,102.63349887,10.3700539585,90.9774656403,90.9774656403
92,0.3917057342,106.3263655038,9.8092844191,104.377756914,104.377756914
93,0.4066689604,98.9090647078,9.3391636137,97.5124112289,97.5124112289
94,0.3281357054,95.3215068424,7.8342632805,90.0456971129,90.0456971129
95,0.3565656942,101.9990847341,9.6377341891,98.8455314817,98.8455314817
96,0.3200186583,102.9744305948,11.7168705875,98.3959935867,98.3959935867
97,0.3516067164,95.9389311423,9.4085527976,92.8609551603,92.8609551603
98,0.3470702296,89.8818754317,9.8747393118,87.1456135539,87.1456135539
99,0.3525696551,114.7574295021,10.9434737641,111.0198012418,111.0198012418
100,0.3934292279,94.2964116712,10.6699215432,92.9517471635,92.9517471635
101,0.3021459361,102.4956855735,10.4187372604,95.7656032018,95.7656032018
102,0.3178108045,115.9950384413,10.5673736628,109.2492848632,109.2492848632
103,0.2700854113,104.4228790928,9.5925881811,92.3034155544,92.3034155544
104,0.3500578011,103.7261183273,10.3905326673,100.3944005545,100.3944005545
105,0.2643556436,90.7334420511,10.7726241586,81.8856967198,81.8856967198
106,0.4046505785,115.2252230933,11.8031682387,113.6887258718,113.6887258718
107,0.2636674626,106.1558569675,8.0837097989,90.0724590801,90.0724590801
108,0.4177712306,102.0267952226,8.858831212,100.7025788248,100.7025788248
109,0.4344158398,105.1517669623,8.108851111,103.9598669205,103.9598669205
110,0.3623256609,94.1508807387,10.11129548,91.833581745,91.833581745
111,0.3304618262,110.9879510901,8.5767136118,104.6701548076,104.6701548076
112,0.3633310171,114.5135067248,9.173039701,110.7150587537,110.7150587537
113,0.3588472444,101.6160131276,9.3102978111,98.4820347496,98.4820347496
114,0.3772115322,100.7764022545,9.0562324952,98.3921962984,98.3921962984
115,0.4240046764,106.3329199727,9.832893055,105.1649520275,105.1649520275
116,0.3232596598,93.7250990223,11.2309409726,89.9762598458,89.9762598458
117,0.3438479141,103.6755056309,9.8155432991,99.7821948926,99.7821948926
118,0.3758891977,99.072166959,10.7638538725,97.124929744,97.124929744
119,0.3423051418,106.6366983769,10.6723841093,102.7717617194,102.7717617194
120,0.3451023884,93.1217820766,9.0598800095,89.7899174928,89.7899174928
121,0.3188890536,92.1240988537,10.8657964213,88.115519432,88.115519432
122,0.3480427029,112.5608078206,12.2793298277,109.1593992313,109.1593992313
123,0.3510173438,87.6158623813,9.6185464685,85.1050895096,85.1050895096
124,0.3468353665,88.0924612388,9.7495067227,85.4223470126,85.4223470126
125,0.362051745,96.3245772304,9.2315740771,93.630972565,93.630972565
126,0.3181322161,114.2934698429,9.8403539197,107.281705661,107.281705661
127,0.3151429352,97.0168128744,10.954343708,92.3314863028,92.3314863028
128,0.3212431022,103.8547784747,10.7278849489,98.828819739,98.828819739
129,0.381462949,111.1975573696,9.4495180204,108.5841519103,108.5841519103
130,0.3975747802,93.6571712015,9.603460123,92.2623417044,92.2623417044
131,0.4002356613,106.5790032249,10.0020975506,104.9023425181,104.9023425181
132,0.2999606193,104.4932786167,9.3696273005,96.4312535403,96.4312535403
133,0.3111968372,94.8149259646,10.2464940399,89.7203633055,89.7203633055
134,0.2609166516,102.8861052257,10.1739096197,90.2385519353,90.2385519353
135,0.3254498911,108.2954183476,10.6114404237,103.0973836005,103.0973836005
136,0.3245360659,94.6398670258,10.6951514755,90.6841060327,90.6841060327
137,0.2863249105,97.339020562,9.3689534725,88.7989328325,88.7989328325
138,0.3529348544,101.6890121791,10.036787915,98.515003603,98.515003603
139,0.3976636192,101.8245042771,9.6850077488,100.1805882954,100.1805882954
140,0.2991440939,105.7747983749,10.5281465459,98.3512488313,98.3512488313
141,0.4109340009,94.0203613324,10.0264180401,92.9343940001,92.9343940001
142,0.3475349067,99.299113126,10.0103902113,96.0051387315,96.0051387315
143,0.2779893414,106.5998842722,10.6532058713,96.4347018389,96.4347018389
144,0.3974798828,117.996594932,9.6810328064,115.7561202713,115.7561202713
145,0.3484819866,100.078268521,11.9421854507,97.3559948425,97.3559948425
146,0.2772887716,103.8861437617,8.5291686326,91.7457693709,91.7457693709
147,0.2415740272,83.8333376681,8.6182314443,70.8698927815,70.8698927815
148,0.3948990685,93.0531166963,9.7725423407,91.6451069011,91.6451069011
149,0.3011324641,104.8876038258,8.8980384755,96.4762218028,96.4762218028
150,0.4053413914,92.0551566859,9.235172562,90.8128269547,90.8128269547
151,0.3551551239,100.1976897666,11.4246900888,97.6149407415,97.6149407415
152,0.3550571061,90.3373256931,9.4396647259,87.7719803697,87.7719803697
153,0.3259430744,105.800337769,10.3837930088,100.7687055149,100.7687055149
154,0.344985577,106.95685776,9.4715035828,102.7206908012,102.7206908012
155,0.3442781826,101.4460832347,11.5281812828,98.337831626,98.337831626
156,0.3458616064,97.1936087295,8.9541629623,93.5511525513,93.5511525513
157,0.3788141917,95.298837006,10.3436850179,93.5078521055,93.5078521055
158,0.2701323846,108.3454956705,8.668062232,93.9995684279,93.9995684279
159,0.3173516207,108.4686490788,8.665529264,101.2017031577,101.2017031577
160,0.3466628885,100.5940486486,9.0014431867,96.7538298359,96.7538298359
161,0.4064031861,111.9902264186,8.0283824964,109.8567197961,109.8567197961
162,0.2891424075,106.4658576199,8.6969758646,95.9092222182,95.9092222182
163,0.3336772312,101.0364167067,10.6918500823,97.0970331897,97.0970331897
164,0.340623391,100.7617673584,9.2232670826,96.6409218294,96.6409218294
165,0.4042791871,96.0374891448,10.3397328876,94.8181289341,94.8181289341
166,0.3285112004,100.8505879259,9.8318368956,96.2057800553,96.2057800553
167,0.3431765048,91.8897531343,10.7964127942,89.128614104,89.128614104
168,0.4093897815,101.9451847822,10.7323352737,100.7212692575,100.7212692575
169,0.385198851,107.4238862479,10.3033567514,105.3333275688,105.3333275688
170,0.3589148058,106.9120581762,10.0688323256,103.7136737921,103.7136737921
171,0.3090954275,100.1907868356,8.1115846085,92.7033006956,92.7033006956
172,0.34975219,103.3069786904,11.2359807763,100.2569820339,100.2569820339
173,0.3563536457,107.4251185695,9.9994624858,104.0390607596,104.0390607596
174,0.3070139935,88.7089622582,9.0302656219,83.3020928275,83.3020928275
175,0.2926217958,105.0696624842,9.7923853143,96.3847641898,96.3847641898
176,0.3739532254,100.5874514387,11.0440495447,98.5729396503,98.5729396503
177,0.3945280972,94.8372959378,9.7256840391,93.3556404403,93.3556404403
178,0.3276211994,87.0295033941,10.6752171454,83.8566573881,83.8566573881
179,0.3999293811,99.9485728698,9.5068077816,98.3915387787,98.3915387787
180,0.3958180112,81.2403016879,10.1774751959,80.244908449,80.244908449
181,0.3560179269,95.4331435638,11.3915745308,93.1257884803,93.1257884803
182,0.3907708876,97.9107420184,9.9133040099,96.2649849444,96.2649849444
183,0.3337029935,95.9030407308,8.6918000731,91.4968529424,91.4968529424
184,0.4079578351,108.2240012023,10.7981663311,106.8141555211,106.8141555211
185,0.3040378914,116.6467613171,11.9801652656,109.2809895382,109.2809895382
186,0.3578984011,92.7662347829,9.1335699165,90.0782757558,90.0782757558
187,0.3675790425,92.6958868778,9.9657891157,90.5966417088,90.5966417088
188,0.3957230778,87.9454100505,12.0057286956,86.966669627,86.966669627
189,0.4158017532,90.1033132029,8.5863587058,89.0128645578,89.0128645578
190,0.3380962822,91.7508543976,9.7362791731,88.4188224065,88.4188224065
191,0.2415901895,98.1703835584,11.8028564716,85.1191891391,85.1191891391
192,0.3031030226,97.8154493054,8.5103907991,90.3876504365,90.3876504365
193,0.3768059761,98.197446486,11.9407330597,96.5184257223,96.5184257223
194,0.3586872566,97.0225602541,10.5502724958,94.5293124553,94.5293124553
195,0.3287384257,89.2855345774,10.3019477698,85.8647639984,85.8647639984
196,0.3426555105,101.3305204027,10.3754573326,97.7660631591,97.7660631591
197,0.3285665738,103.3726109799,11.7376965731,99.3319477087,99.3319477087
198,0.3034724198,113.8994040579,9.757196749,105.1613353412,105.1613353412
199,0.3178016809,119.4177645692,10.1550216331,111.9610752104,111.9610752104
200,0.4075569262,106.5407539273,8.319405175,104.7204267066,104.7204267066
201,0.3550744231,95.7974419226,8.658207405,92.6192704762,92.6192704762
202,0.2755881226,100.8183219498,10.5902530108,91.3522033561,91.3522033561
203,0.3664080638,97.5533715587,9.2014830204,94.9601744817,94.9601744817
204,0.3085518304,95.5587152443,8.9669447969,89.3648581429,89.3648581429
205,0.3414624646,99.8169033283,9.1040118351,95.771621174,95.771621174
206,0.3402538944,93.9174396921,9.9955275947,90.6288484267,90.6288484267
207,0.3712976837,101.4250018716,10.4721508745,99.1599600609,99.1599600609
208,0.2806153877,96.9704280114,10.2767393767,88.5840886545,88.5840886545
209,0.3769288233,87.2159730981,10.1591782538,85.6545059033,85.6545059033
210,0.4006696672,98.5711144335,9.9052418885,97.1416968835,97.1416968835
211,0.368919189,101.9769454717,10.6746373503,99.64839392,99.64839392
212,0.3530413823,101.2199685628,9.2175555629,97.782323521,97.782323521
213,0.3428416098,110.0249762981,9.7958302443,105.5469071822,105.5469071822
214,0.3429203003,96.0679730246,10.7871858824,93.0223506688,93.0223506688
215,0.3141034787,107.2840175604,9.0630266057,100.1556207363,100.1556207363
216,0.3055731927,101.6475156968,10.1301794696,95.175056009,95.175056009
217,0.3624974067,108.5002969671,9.5875040348,105.2138263116,105.2138263116
218,0.3686057309,92.7214618772,11.2591690297,90.9153177271,90.9153177271
219,0.376563264,104.2921501228,10.1878784913,102.0141361013,102.0141361013
220,0.3170048233,97.3810275067,10.5017794618,92.5793586577,92.5793586577
221,0.349194267,100.9899572998,8.6401804932,97.1022630211,97.1022630211
222,0.3576059472,94.4645808789,8.9166634462,91.5875604982,91.5875604982
223,0.3435032136,85.1479659791,10.6985699904,82.7843395251,82.7843395251
224,0.3857845417,99.572511206,9.0062178254,97.5268080486,97.5268080486
225,0.3102945095,98.7910155723,7.5762662688,91.1326392997,91.1326392997
226,0.3575800249,105.3154561918,9.6881051515,102.0171131799,102.0171131799
227,0.3292351005,101.4557380685,10.350644067,97.052014496,97.052014496
228,0.3959543736,100.1471734337,9.3102423485,98.4445431755,98.4445431755
229,0.3306268681,101.4555659349,11.556200375,97.6266216894,97.6266216894
230,0.3365485212,91.5797867248,9.1298933799,87.9379369802,87.9379369802
231,0.2619539465,102.6383519814,8.6386757107,88.1316515926,88.1316515926
232,0.2981925998,84.1918830868,8.8820116204,78.549899763,78.549899763
233,0.373873408,89.509167067,8.2503576633,87.3381504005,87.3381504005
234,0.3574870516,97.2706296885,10.4321900135,94.6851336869,94.6851336869
235,0.3811035118,99.9320085557,8.7022391736,97.6310173429,97.6310173429
236,0.3448004016,104.0020758412,9.4170110429,99.967036929,99.967036929
237,0.2896266276,108.820896487,9.5847523568,98.8750080967,98.8750080967
238,0.3328123395,100.1276979338,11.0304723575,96.3392918335,96.3392918335
239,0.3610720296,97.3341921091,10.6821333453,94.948450816,94.948450816
240,0.4401750287,111.1022900648,10.6728714207,110.1963539625,110.1963539625
241,0.3028642198,130.0164699445,8.8013428813,117.3152297423,117.3152297423
242,0.3343842781,94.4008864462,11.6268918615,91.3146389714,91.3146389714
243,0.3676500832,88.5830002972,10.2675871773,86.7384268064,86.7384268064
244,0.372970038,97.4521358115,8.7798102107,94.9954781042,94.9954781042
245,0.3195485964,96.505207847,10.0227315289,91.7403354452,91.7403354452
246,0.3281637821,105.881763234,9.0500525019,100.2562462825,100.2562462825
247,0.2772817515,94.084852449,11.3488906464,86.6107070639,86.6107070639
248,0.3259274351,118.7264711023,10.4914842344,112.4225826938,112.4225826938
249,0.3010941053,93.3257104257,10.2433724714,87.5811071168,87.5811071168
250,0.3005389553,118.9966292243,9.0091092191,108.2171202848,108.2171202848
251,0.3785996251,111.6810391221,9.890799593,109.0547667989,109.0547667989
252,0.3081738327,97.8154692618,10.3622163975,92.196866163,92.196866163
253,0.3867815879,100.453735488,8.599777574,98.2983587375,98.2983587375
254,0.3517776041,94.6131346276,7.8167641626,90.9821082305,90.9821082305
255,0.3207024721,88.5403946017,10.5868544073,84.8485426811,84.8485426811
256,0.4316549197,114.8700292541,9.4267912556,113.5977599275,113.5977599275
257,0.3303694365,105.5102559946,11.0612856121,101.1384010778,101.1384010778
258,0.3324129794,98.8589124938,12.2069293492,95.5361606639,95.5361606639
259,0.3454870362,96.1174284617,10.1199139839,92.9769587383,92.9769587383
260,0.3743474992,91.8268651423,9.7515971943,89.9309756201,89.9309756201
261,0.301012854,97.773891572,11.8769245288,92.364747596,92.364747596
262,0.3811523315,99.2596539943,9.0668879744,97.0900985763,97.0900985763
263,0.3369208657,108.405866622,9.4383131897,103.4604068279,103.4604068279
264,0.4109176676,89.0109091579,9.7099537067,88.0080606471,88.0080606471
265,0.423196102,83.9372898476,11.1884131573,83.3162494698,83.3162494698
266,0.2722421629,99.2793612235,9.8274652616,88.8968565749,88.8968565749
267,0.3846203266,74.763654831,8.0821901871,73.4753985509,73.4753985509
268,0.3262273157,100.2951603222,9.1067831455,95.1418474495,95.1418474495
269,0.340723587,90.5106146655,9.5987270327,87.3521057913,87.3521057913
270,0.3144358218,101.9521704081,10.5814198502,96.5083443537,96.5083443537
271,0.4101830626,94.7486516383,9.6820081767,93.5878196657,93.5878196657
272,0.352005308,97.6406458633,9.9480094529,94.6526744799,94.6526744799
273,0.2843884934,102.9740385886,9.0848084397,92.837497656,92.837497656
274,0.3098076141,87.2949903688,11.1610016307,83.2978850133,83.2978850133
275,0.3440944177,109.195935859,10.2723016818,105.0830006979,105.0830006979
276,0.2784588411,91.3304285528,10.7579319739,84.0205007884,84.0205007884
277,0.317841326,91.277247609,9.8206208717,86.8224129528,86.8224129528
278,0.3425673792,91.9050608073,9.6738547444,88.7626328887,88.7626328887
279,0.3299033077,79.2800829003,10.502663527,76.7177285385,76.7177285385
280,0.3159222514,110.4355153981,8.8498757647,102.9008905005,102.9008905005
281,0.2836568681,109.5009915519,8.4149448842,97.0402968633,97.0402968633
282,0.3232806807,104.7786937479,9.6703538999,99.2439679735,99.2439679735
283,0.2804701773,101.5042818769,9.8056770888,91.8432003617,91.8432003617
284,0.4039219127,104.7091832321,13.0357142981,103.572559694,103.572559694
285,0.2808724505,99.8266019736,8.933345509,89.6339249468,89.6339249468
286,0.398499521,106.574703822,10.7540378266,104.9826891868,104.9826891868
287,0.3173520578,94.0387873969,7.9703201123,88.1069336194,88.1069336194
288,0.421799006,104.0657543544,9.7391400495,102.8974430945,102.8974430945
289,0.3892076444,106.0073242931,10.9752641947,104.2252072091,104.2252072091
290,0.2818114273,94.289312456,10.1954419811,86.4397504216,86.4397504216
291,0.3649276881,107.6578789076,8.9913644497,104.3239902651,104.3239902651
292,0.3553427837,117.6428303358,10.6919219776,113.7790153927,113.7790153927
293,0.3865636411,99.8465018379,10.767627013,98.1733738759,98.1733738759
294,0.425767571,100.8531358981,11.2239784048,99.9748073477,99.9748073477
295,0.3132441461,104.720790133,10.9042166752,99.0468777725,99.0468777725
296,0.3184158581,108.7849935884,9.324753404,102.1092847518,102.1092847518
297,0.3161799512,99.9904611912,11.931989743,95.5125508684,95.5125508684
298,0.362984424,107.4862782564,9.2682022787,104.1698999786,104.1698999786
299,0.3532548931,90.5875490401,9.4288936267,87.930810697,87.930810697
