step,time,euler_value,rk4_value,exact_value,euler_absolute_error,rk4_absolute_error,step_size,warning
30,15.000000000000,0.311615072940,0.524776760574,0.524751839918,0.213136766979,0.000024920656,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
31,15.500000000000,0.257082435175,0.440528233345,0.440506616181,0.183424181006,0.000021617164,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
32,16.000000000000,0.212093009019,0.369805103720,0.369786371648,0.157693362629,0.000018732072,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
33,16.500000000000,0.174976732441,0.310435982046,0.310419765865,0.135443033424,0.000016216181,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
34,17.000000000000,0.144355804264,0.260598077148,0.260584051841,0.116228247577,0.000014025307,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
35,17.500000000000,0.119093538518,0.218761231754,0.218749111818,0.099655573301,0.000012119936,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
36,18.000000000000,0.098252169277,0.183640942567,0.183630477703,0.085378308426,0.000010464864,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
37,18.500000000000,0.081058039654,0.154158922568,0.154149893735,0.073091854081,0.000009028833,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
38,19.000000000000,0.066872882714,0.129409994716,0.129402210547,0.062529327832,0.000007784170,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
39,19.500000000000,0.055170128239,0.108634300587,0.108627594146,0.053457465907,0.000006706441,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
40,20.000000000000,0.045515355797,0.091193970682,0.091188196555,0.045672840758,0.000005774127,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
