scenario,model_type,time,analytical_state,euler_state,absolute_error,rate_at_euler_state,growth_rate,carrying_capacity,initial_state,method,warning
exponential_growth,separable_dx_dt_equals_r_x,4.4,30.041660239464335,29.638080769658938,0.40357946980539694,7.4095201924147345,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.5,30.80216848918031,30.37903278890041,0.4231357002799001,7.594758197225103,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.6000000000000005,31.58192909689768,31.13850860862292,0.44342048827476077,7.78462715215573,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.7,32.38142943837961,31.916971323838492,0.4644581145411202,7.979242830959623,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.800000000000001,33.20116922736548,32.714895606934455,0.48627362043102806,8.178723901733614,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.9,34.04166082790819,33.53276799710782,0.5088928308003702,8.383191999276955,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.0,34.903429574618414,34.371087197035514,0.5323423775828999,8.592771799258879,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.1000000000000005,35.7870141010158,35.230364376961404,0.5566497240543953,8.807591094240351,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.2,36.69296667619244,36.11112348638544,0.5818431898070031,9.02778087159636,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.300000000000001,37.621853549999116,37.01390157354508,0.6079519764540393,9.25347539338627,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.4,38.57425530696975,37.9392491128837,0.6350061940860456,9.484812278220925,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.5,39.550767229205775,38.887730340705794,0.6630368884999811,9.721932585176448,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.6000000000000005,40.551999668446754,39.859923599223436,0.6920760692233188,9.964980899805859,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.7,41.578578427560075,40.85642168920402,0.7221567383560554,10.214105422301005,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.800000000000001,42.63114515168819,41.87783223143412,0.7533129202540678,10.46945805785853,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,5.9,43.710357729297584,42.92477803721997,0.7855796920776115,10.731194509304993,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.0,44.81689070338064,43.99789748815047,0.8189932152301722,10.999474372037618,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.1000000000000005,45.95143569306689,45.09784492535423,0.8535907677126602,11.274461231338558,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.2,47.11470182590742,46.22529104848809,0.8894107774193287,11.556322762122022,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.300000000000001,48.307416181102795,47.38092332470029,0.9264928564025041,11.845230831175073,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.4,49.53032424395115,48.565446407817795,0.9648778361333541,12.141361601954449,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.5,50.78419037180082,49.77958256801324,1.0046078037875787,12.44489564200331,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.6000000000000005,52.0697982717985,51.02407213221357,1.0457261395849287,12.756018033053392,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.7,53.387951490731766,52.29967393551891,1.088277555212855,13.074918483879728,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.800000000000001,54.73947391727201,53.607165783906886,1.1323081333651217,13.401791445976722,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,6.9,56.12521029693157,54.947344928504556,1.177865368427014,13.736836232126139,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.0,57.54602676005731,56.32102855171717,1.2249982083401392,14.080257137929292,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.1000000000000005,59.00281136319017,57.7290542655101,1.2737570976800683,14.432263566377525,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.2,60.496474644129464,59.17228062214785,1.3241940219816115,14.793070155536963,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.300000000000001,62.02795019104866,60.651587637701546,1.3763625533471142,15.162896909425386,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.4,63.59819522601832,62.16787732864408,1.4303178973742376,15.54196933216102,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.5,65.20819120330113,63.722074261860186,1.4861169414409403,15.930518565465047,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.6000000000000005,66.8589444227927,65.3151261184067,1.5438183043860079,16.328781529601674,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.7,68.55148665899178,66.94800427136687,1.6034823876249078,16.737001067841717,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.800000000000001,70.28687580589295,68.62170437815104,1.6651714277419103,17.15542609453776,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,7.9,72.06619653820468,70.33724698760481,1.7289495505998644,17.584311746901204,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.0,73.89056098930651,72.09567816229493,1.7948828270115769,18.023919540573733,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.1,75.76110944636845,73.8980701163523,1.86303933001615,18.474517529088075,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.200000000000001,77.67901106306775,75.74552186926111,1.9334891938066363,18.936380467315278,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.3,79.64546459034773,77.63915991599264,2.0063046743550927,19.40978997899816,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.4,81.66169912567652,79.58013891389245,2.0815602117840655,19.895034728473114,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.5,83.72897488127265,81.56964238673977,2.159332494532876,20.392410596684943,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.6,85.84858397177894,83.60888344640827,2.239700525370665,20.902220861602068,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.700000000000001,88.02185122187609,85.69910553256848,2.3227456893076095,21.42477638314212,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.8,90.25013499434122,87.8415831708827,2.4085518234585237,21.960395792720675,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,8.9,92.53482803906893,90.03762275015477,2.4972052889141594,22.509405687538692,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.0,94.87735836358526,92.28856331890864,2.5887950446766155,23.07214082972716,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.1,97.27919012559883,94.59577740188136,2.683412723717467,23.64894435047034,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.200000000000001,99.74182454814724,96.9606718369284,2.7811527112188372,24.2401679592321,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.3,102.26680085791001,99.3846886328516,2.882112225058407,24.8461721582129,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.4,104.85569724727576,101.8693058486729,2.986391398602862,25.467326462168224,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.5,107.51013186076355,104.41603849488972,3.0940933658738317,26.10400962372243,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.600000000000001,110.23176380641604,107.02643945726196,3.2053243491540826,26.75660986431549,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.700000000000001,113.02229419279584,109.70210044369351,3.32019374910233,27.425525110923378,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.8,115.88346719223392,112.44465295478585,3.438814237448071,28.111163238696463,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,9.9,118.81707113099401,115.25576927865549,3.5613018523385165,28.813942319663873,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,10.0,121.82493960703474,118.13716351062187,3.687776096412861,29.53429087765547,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.0,10.0,10.0,0.0,2.25,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.1,10.22726077133817,10.225,0.0022607713381699313,2.2948734375,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.2,10.45908608270509,10.45448734375,0.004598738955090553,2.3403810718859277,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.30000000000000004,10.695540202156575,10.688525450938592,0.007014751217983672,2.3865199219462427,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.4,10.936687039095704,10.927177443133216,0.009509595962487793,2.4332863435990055,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.5,11.182590073708786,11.170506077493116,0.012083996215670467,2.4806760043050025,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.6000000000000001,11.433312283751146,11.418573677923616,0.014738605827529838,2.528683857385479,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.7000000000000001,11.688916068680133,11.671442063662164,0.017474005017968253,2.5773041163019847,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.8,11.949463171139337,11.929172475292363,0.02029069584697396,2.6265302289599086,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,0.9,12.215014595804965,12.191825498188354,0.023189097616610255,2.676354852101399,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.0,12.48563052561278,12.459460983398493,0.026169542214287134,2.72676982585755,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.1,12.761370235391801,12.732137965984249,0.029232269407552636,2.7777661485339182,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.2000000000000002,13.042292002939389,13.009914580837641,0.032377422101747655,2.8293339517076808,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.3,13.328453017580943,13.29284797600841,0.035605041572532414,2.8814624757189256,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.4000000000000001,13.619909286266738,13.580994223580303,0.038915062686434965,2.934140045642772,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.5,13.916715537267947,13.87440822814458,0.04230730912336789,2.9873540478331297,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.6,14.218925121543979,14.173143632927893,0.04578148861608611,3.0410909071329617,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.7000000000000002,14.52658991186362,14.47725272364119,0.04933718822243094,3.0953360648498567,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.8,14.839760199773366,14.786786330126175,0.05297386964719131,3.1500739575995276,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,1.9000000000000001,15.158484590517425,15.101793725886127,0.0566908646312978,3.2052879971234978,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.0,15.482809896025467,15.422322525598476,0.060487370426990594,3.2609605511906636,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.1,15.812781026096012,15.748418580717543,0.06436244537846925,3.317072925695662,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.2,16.14844087791548,16.08012587328711,0.0683150046283707,3.3736053480698835,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.3000000000000003,16.489830224065294,16.4174864080941,0.07234381597119466,3.4305369521236386,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.4000000000000004,16.83698759918214,16.760540103306464,0.07644749587567645,3.4878457644402556,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.5,17.189949185449073,17.10932467975049,0.0806245056985837,3.5455086924448245,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.6,17.54874869710826,17.463875548994974,0.08487314811328517,3.603501514271782,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.7,17.913417264198937,17.82422570042215,0.08919156377678661,3.6617988705565643,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.8000000000000003,18.283983315737387,18.19040558747781,0.09357772825957866,3.7203742582770927,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
