scenario,period,stock,inflow,demand,losses,raw_next_stock,constrained_next_stock,shortage,overflow,low_storage_rule_active,domain_valid
baseline_logic,34,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,35,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,36,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,37,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,38,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,39,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,40,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,41,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,42,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,43,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,44,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,45,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,46,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,47,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,48,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,49,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,50,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,51,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,52,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,53,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,54,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,55,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,56,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,57,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,58,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,59,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
baseline_logic,60,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,False,True
constraint_stress,0,40.0,3.0,7.0,2.0,34.0,34.0,0.0,0.0,False,True
constraint_stress,1,34.0,3.0,7.0,1.7,28.3,28.3,0.0,0.0,False,True
constraint_stress,2,28.3,3.0,7.0,1.415,22.885,22.885,0.0,0.0,False,True
constraint_stress,3,22.885,3.0,7.0,1.14425,17.74075,17.74075,0.0,0.0,True,True
constraint_stress,4,17.74075,3.0,6.0,0.8870375,13.8537125,13.8537125,0.0,0.0,True,True
constraint_stress,5,13.8537125,3.0,5.0,0.69268563,11.16102688,11.16102688,0.0,0.0,True,True
constraint_stress,6,11.16102688,3.0,4.0,0.55805134,9.60297553,9.60297553,0.0,0.0,True,True
constraint_stress,7,9.60297553,3.0,3.0,0.48014878,9.12282675,9.12282675,0.0,0.0,True,True
constraint_stress,8,9.12282675,3.0,2.0,0.45614134,9.66668542,9.66668542,0.0,0.0,True,True
constraint_stress,9,9.66668542,3.0,1.0,0.48333427,11.18335115,11.18335115,0.0,0.0,True,True
constraint_stress,10,11.18335115,3.0,0.0,0.55916756,13.62418359,13.62418359,0.0,0.0,True,True
constraint_stress,11,13.62418359,3.0,0.0,0.68120918,15.94297441,15.94297441,0.0,0.0,True,True
constraint_stress,12,15.94297441,3.0,0.0,0.79714872,18.14582569,18.14582569,0.0,0.0,True,True
constraint_stress,13,18.14582569,3.0,0.0,0.90729128,20.2385344,20.2385344,0.0,0.0,True,True
constraint_stress,14,20.2385344,3.0,0.0,1.01192672,22.22660768,22.22660768,0.0,0.0,True,True
constraint_stress,15,22.22660768,3.0,0.0,1.11133038,24.1152773,24.1152773,0.0,0.0,True,True
constraint_stress,16,24.1152773,3.0,0.0,1.20576387,25.90951344,25.90951344,0.0,0.0,True,True
constraint_stress,17,25.90951344,3.0,0.0,1.29547567,27.61403776,27.61403776,0.0,0.0,False,True
constraint_stress,18,27.61403776,3.0,0.0,1.38070189,29.23333588,29.23333588,0.0,0.0,False,True
constraint_stress,19,29.23333588,3.0,0.0,1.46166679,30.77166908,30.77166908,0.0,0.0,False,True
constraint_stress,20,30.77166908,3.0,0.0,1.53858345,32.23308563,32.23308563,0.0,0.0,False,True
constraint_stress,21,32.23308563,3.0,0.0,1.61165428,33.62143135,33.62143135,0.0,0.0,False,True
constraint_stress,22,33.62143135,3.0,0.0,1.68107157,34.94035978,34.94035978,0.0,0.0,False,True
constraint_stress,23,34.94035978,3.0,0.0,1.74701799,36.19334179,36.19334179,0.0,0.0,False,True
constraint_stress,24,36.19334179,3.0,0.0,1.80966709,37.3836747,37.3836747,0.0,0.0,False,True
constraint_stress,25,37.3836747,3.0,0.0,1.86918374,38.51449097,38.51449097,0.0,0.0,False,True
constraint_stress,26,38.51449097,3.0,0.0,1.92572455,39.58876642,39.58876642,0.0,0.0,False,True
constraint_stress,27,39.58876642,3.0,0.0,1.97943832,40.6093281,40.6093281,0.0,0.0,False,True
constraint_stress,28,40.6093281,3.0,0.0,2.0304664,41.57886169,41.57886169,0.0,0.0,False,True
constraint_stress,29,41.57886169,3.0,0.0,2.07894308,42.49991861,42.49991861,0.0,0.0,False,True
constraint_stress,30,42.49991861,3.0,0.0,2.12499593,43.37492268,43.37492268,0.0,0.0,False,True
constraint_stress,31,43.37492268,3.0,0.0,2.16874613,44.20617654,44.20617654,0.0,0.0,False,True
constraint_stress,32,44.20617654,3.0,0.0,2.21030883,44.99586772,44.99586772,0.0,0.0,False,True
constraint_stress,33,44.99586772,3.0,0.0,2.24979339,45.74607433,45.74607433,0.0,0.0,False,True
constraint_stress,34,45.74607433,3.0,0.0,2.28730372,46.45877061,46.45877061,0.0,0.0,False,True
constraint_stress,35,46.45877061,3.0,0.0,2.32293853,47.13583208,47.13583208,0.0,0.0,False,True
constraint_stress,36,47.13583208,3.0,0.0,2.3567916,47.77904048,47.77904048,0.0,0.0,False,True
constraint_stress,37,47.77904048,3.0,0.0,2.38895202,48.39008845,48.39008845,0.0,0.0,False,True
constraint_stress,38,48.39008845,3.0,0.0,2.41950442,48.97058403,48.97058403,0.0,0.0,False,True
constraint_stress,39,48.97058403,3.0,0.0,2.4485292,49.52205483,49.52205483,0.0,0.0,False,True
constraint_stress,40,49.52205483,3.0,0.0,2.47610274,50.04595209,50.04595209,0.0,0.0,False,True
constraint_stress,41,50.04595209,3.0,0.0,2.5022976,50.54365448,50.54365448,0.0,0.0,False,True
constraint_stress,42,50.54365448,3.0,0.0,2.52718272,51.01647176,51.01647176,0.0,0.0,False,True
constraint_stress,43,51.01647176,3.0,0.0,2.55082359,51.46564817,51.46564817,0.0,0.0,False,True
constraint_stress,44,51.46564817,3.0,0.0,2.57328241,51.89236576,51.89236576,0.0,0.0,False,True
constraint_stress,45,51.89236576,3.0,0.0,2.59461829,52.29774748,52.29774748,0.0,0.0,False,True
constraint_stress,46,52.29774748,3.0,0.0,2.61488737,52.6828601,52.6828601,0.0,0.0,False,True
constraint_stress,47,52.6828601,3.0,0.0,2.63414301,53.0487171,53.0487171,0.0,0.0,False,True
constraint_stress,48,53.0487171,3.0,0.0,2.65243585,53.39628124,53.39628124,0.0,0.0,False,True
constraint_stress,49,53.39628124,3.0,0.0,2.66981406,53.72646718,53.72646718,0.0,0.0,False,True
constraint_stress,50,53.72646718,3.0,0.0,2.68632336,54.04014382,54.04014382,0.0,0.0,False,True
constraint_stress,51,54.04014382,3.0,0.0,2.70200719,54.33813663,54.33813663,0.0,0.0,False,True
constraint_stress,52,54.33813663,3.0,0.0,2.71690683,54.6212298,54.6212298,0.0,0.0,False,True
constraint_stress,53,54.6212298,3.0,0.0,2.73106149,54.89016831,54.89016831,0.0,0.0,False,True
constraint_stress,54,54.89016831,3.0,0.0,2.74450842,55.14565989,55.14565989,0.0,0.0,False,True
constraint_stress,55,55.14565989,3.0,0.0,2.75728299,55.3883769,55.3883769,0.0,0.0,False,True
constraint_stress,56,55.3883769,3.0,0.0,2.76941884,55.61895805,55.61895805,0.0,0.0,False,True
constraint_stress,57,55.61895805,3.0,0.0,2.7809479,55.83801015,55.83801015,0.0,0.0,False,True
constraint_stress,58,55.83801015,3.0,0.0,2.79190051,56.04610964,56.04610964,0.0,0.0,False,True
constraint_stress,59,56.04610964,3.0,0.0,2.80230548,56.24380416,56.24380416,0.0,0.0,False,True
constraint_stress,60,56.24380416,3.0,0.0,2.81219021,56.43161395,56.43161395,0.0,0.0,False,True
tight_capacity,0,70.0,8.0,6.0,1.05,70.95,70.95,0.0,0.0,False,True
tight_capacity,1,70.95,8.0,6.0,1.06425,71.88575,71.88575,0.0,0.0,False,True
tight_capacity,2,71.88575,8.0,6.0,1.07828625,72.80746375,72.80746375,0.0,0.0,False,True
tight_capacity,3,72.80746375,8.0,6.0,1.09211196,73.71535179,73.71535179,0.0,0.0,False,True
tight_capacity,4,73.71535179,8.0,6.0,1.10573028,74.60962152,74.60962152,0.0,0.0,False,True
tight_capacity,5,74.60962152,8.0,6.0,1.11914432,75.49047719,75.0,0.0,0.49047719,False,True
tight_capacity,6,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,7,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,8,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,9,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,10,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,11,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,12,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,13,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,14,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,15,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,16,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,17,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,18,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,19,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,20,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,21,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,22,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,23,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,24,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,25,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,26,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,27,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,28,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,29,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,30,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,31,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,32,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,33,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,34,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,35,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,36,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,37,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,38,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,39,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,40,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,41,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,42,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,43,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,44,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,45,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,46,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,47,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,48,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,49,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,50,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,51,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,52,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,53,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,54,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,55,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,56,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,57,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,58,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,59,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
tight_capacity,60,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,False,True
high_loss_logic,0,80.0,8.0,6.0,4.0,78.0,78.0,0.0,0.0,False,True
high_loss_logic,1,78.0,8.0,6.0,3.9,76.1,76.1,0.0,0.0,False,True
high_loss_logic,2,76.1,8.0,6.0,3.805,74.295,74.295,0.0,0.0,False,True
high_loss_logic,3,74.295,8.0,6.0,3.71475,72.58025,72.58025,0.0,0.0,False,True
high_loss_logic,4,72.58025,8.0,6.0,3.6290125,70.9512375,70.9512375,0.0,0.0,False,True
high_loss_logic,5,70.9512375,8.0,6.0,3.54756187,69.40367562,69.40367562,0.0,0.0,False,True
high_loss_logic,6,69.40367562,8.0,6.0,3.47018378,67.93349184,67.93349184,0.0,0.0,False,True
high_loss_logic,7,67.93349184,8.0,6.0,3.39667459,66.53681725,66.53681725,0.0,0.0,False,True
high_loss_logic,8,66.53681725,8.0,6.0,3.32684086,65.20997639,65.20997639,0.0,0.0,False,True
high_loss_logic,9,65.20997639,8.0,6.0,3.26049882,63.94947757,63.94947757,0.0,0.0,False,True
high_loss_logic,10,63.94947757,8.0,6.0,3.19747388,62.75200369,62.75200369,0.0,0.0,False,True
high_loss_logic,11,62.75200369,8.0,6.0,3.13760018,61.61440351,61.61440351,0.0,0.0,False,True
high_loss_logic,12,61.61440351,8.0,6.0,3.08072018,60.53368333,60.53368333,0.0,0.0,False,True
high_loss_logic,13,60.53368333,8.0,6.0,3.02668417,59.50699916,59.50699916,0.0,0.0,False,True
high_loss_logic,14,59.50699916,8.0,6.0,2.97534996,58.53164921,58.53164921,0.0,0.0,False,True
high_loss_logic,15,58.53164921,8.0,6.0,2.92658246,57.60506675,57.60506675,0.0,0.0,False,True
high_loss_logic,16,57.60506675,8.0,6.0,2.88025334,56.72481341,56.72481341,0.0,0.0,False,True
high_loss_logic,17,56.72481341,8.0,6.0,2.83624067,55.88857274,55.88857274,0.0,0.0,False,True
high_loss_logic,18,55.88857274,8.0,6.0,2.79442864,55.0941441,55.0941441,0.0,0.0,False,True
high_loss_logic,19,55.0941441,8.0,6.0,2.75470721,54.3394369,54.3394369,0.0,0.0,False,True
high_loss_logic,20,54.3394369,8.0,6.0,2.71697184,53.62246505,53.62246505,0.0,0.0,False,True
high_loss_logic,21,53.62246505,8.0,6.0,2.68112325,52.9413418,52.9413418,0.0,0.0,False,True
high_loss_logic,22,52.9413418,8.0,6.0,2.64706709,52.29427471,52.29427471,0.0,0.0,False,True
high_loss_logic,23,52.29427471,8.0,6.0,2.61471374,51.67956097,51.67956097,0.0,0.0,False,True
high_loss_logic,24,51.67956097,8.0,6.0,2.58397805,51.09558292,51.09558292,0.0,0.0,False,True
high_loss_logic,25,51.09558292,8.0,6.0,2.55477915,50.54080378,50.54080378,0.0,0.0,False,True
high_loss_logic,26,50.54080378,8.0,6.0,2.52704019,50.01376359,50.01376359,0.0,0.0,False,True
high_loss_logic,27,50.01376359,8.0,6.0,2.50068818,49.51307541,49.51307541,0.0,0.0,False,True
high_loss_logic,28,49.51307541,8.0,6.0,2.47565377,49.03742164,49.03742164,0.0,0.0,False,True
high_loss_logic,29,49.03742164,8.0,6.0,2.45187108,48.58555056,48.58555056,0.0,0.0,False,True
high_loss_logic,30,48.58555056,8.0,6.0,2.42927753,48.15627303,48.15627303,0.0,0.0,False,True
high_loss_logic,31,48.15627303,8.0,6.0,2.40781365,47.74845938,47.74845938,0.0,0.0,False,True
high_loss_logic,32,47.74845938,8.0,6.0,2.38742297,47.36103641,47.36103641,0.0,0.0,False,True
high_loss_logic,33,47.36103641,8.0,6.0,2.36805182,46.99298459,46.99298459,0.0,0.0,False,True
high_loss_logic,34,46.99298459,8.0,6.0,2.34964923,46.64333536,46.64333536,0.0,0.0,False,True
high_loss_logic,35,46.64333536,8.0,6.0,2.33216677,46.31116859,46.31116859,0.0,0.0,False,True
high_loss_logic,36,46.31116859,8.0,6.0,2.31555843,45.99561016,45.99561016,0.0,0.0,False,True
high_loss_logic,37,45.99561016,8.0,6.0,2.29978051,45.69582965,45.69582965,0.0,0.0,False,True
high_loss_logic,38,45.69582965,8.0,6.0,2.28479148,45.41103817,45.41103817,0.0,0.0,False,True
high_loss_logic,39,45.41103817,8.0,6.0,2.27055191,45.14048626,45.14048626,0.0,0.0,False,True
high_loss_logic,40,45.14048626,8.0,6.0,2.25702431,44.88346195,44.88346195,0.0,0.0,False,True
high_loss_logic,41,44.88346195,8.0,6.0,2.2441731,44.63928885,44.63928885,0.0,0.0,False,True
high_loss_logic,42,44.63928885,8.0,6.0,2.23196444,44.40732441,44.40732441,0.0,0.0,False,True
high_loss_logic,43,44.40732441,8.0,6.0,2.22036622,44.18695819,44.18695819,0.0,0.0,False,True
high_loss_logic,44,44.18695819,8.0,6.0,2.20934791,43.97761028,43.97761028,0.0,0.0,False,True
high_loss_logic,45,43.97761028,8.0,6.0,2.19888051,43.77872977,43.77872977,0.0,0.0,False,True
high_loss_logic,46,43.77872977,8.0,6.0,2.18893649,43.58979328,43.58979328,0.0,0.0,False,True
high_loss_logic,47,43.58979328,8.0,6.0,2.17948966,43.41030361,43.41030361,0.0,0.0,False,True
high_loss_logic,48,43.41030361,8.0,6.0,2.17051518,43.23978843,43.23978843,0.0,0.0,False,True
high_loss_logic,49,43.23978843,8.0,6.0,2.16198942,43.07779901,43.07779901,0.0,0.0,False,True
high_loss_logic,50,43.07779901,8.0,6.0,2.15388995,42.92390906,42.92390906,0.0,0.0,False,True
high_loss_logic,51,42.92390906,8.0,6.0,2.14619545,42.77771361,42.77771361,0.0,0.0,False,True
high_loss_logic,52,42.77771361,8.0,6.0,2.13888568,42.63882793,42.63882793,0.0,0.0,False,True
high_loss_logic,53,42.63882793,8.0,6.0,2.1319414,42.50688653,42.50688653,0.0,0.0,False,True
high_loss_logic,54,42.50688653,8.0,6.0,2.12534433,42.3815422,42.3815422,0.0,0.0,False,True
high_loss_logic,55,42.3815422,8.0,6.0,2.11907711,42.26246509,42.26246509,0.0,0.0,False,True
high_loss_logic,56,42.26246509,8.0,6.0,2.11312325,42.14934184,42.14934184,0.0,0.0,False,True
high_loss_logic,57,42.14934184,8.0,6.0,2.10746709,42.04187475,42.04187475,0.0,0.0,False,True
high_loss_logic,58,42.04187475,8.0,6.0,2.10209374,41.93978101,41.93978101,0.0,0.0,False,True
high_loss_logic,59,41.93978101,8.0,6.0,2.09698905,41.84279196,41.84279196,0.0,0.0,False,True
high_loss_logic,60,41.84279196,8.0,6.0,2.0921396,41.75065236,41.75065236,0.0,0.0,False,True
high_demand_logic,0,80.0,8.0,9.0,1.2,77.8,77.8,0.0,0.0,False,True
high_demand_logic,1,77.8,8.0,9.0,1.167,75.633,75.633,0.0,0.0,False,True
high_demand_logic,2,75.633,8.0,9.0,1.134495,73.498505,73.498505,0.0,0.0,False,True
high_demand_logic,3,73.498505,8.0,9.0,1.10247757,71.39602742,71.39602742,0.0,0.0,False,True
high_demand_logic,4,71.39602742,8.0,9.0,1.07094041,69.32508701,69.32508701,0.0,0.0,False,True
high_demand_logic,5,69.32508701,8.0,9.0,1.03987631,67.28521071,67.28521071,0.0,0.0,False,True
high_demand_logic,6,67.28521071,8.0,9.0,1.00927816,65.27593255,65.27593255,0.0,0.0,False,True
high_demand_logic,7,65.27593255,8.0,9.0,0.97913899,63.29679356,63.29679356,0.0,0.0,False,True
high_demand_logic,8,63.29679356,8.0,9.0,0.9494519,61.34734166,61.34734166,0.0,0.0,False,True
high_demand_logic,9,61.34734166,8.0,9.0,0.92021012,59.42713153,59.42713153,0.0,0.0,False,True
high_demand_logic,10,59.42713153,8.0,9.0,0.89140697,57.53572456,57.53572456,0.0,0.0,False,True
high_demand_logic,11,57.53572456,8.0,9.0,0.86303587,55.67268869,55.67268869,0.0,0.0,False,True
high_demand_logic,12,55.67268869,8.0,9.0,0.83509033,53.83759836,53.83759836,0.0,0.0,False,True
high_demand_logic,13,53.83759836,8.0,9.0,0.80756398,52.03003438,52.03003438,0.0,0.0,False,True
high_demand_logic,14,52.03003438,8.0,9.0,0.78045052,50.24958387,50.24958387,0.0,0.0,False,True
high_demand_logic,15,50.24958387,8.0,9.0,0.75374376,48.49584011,48.49584011,0.0,0.0,False,True
high_demand_logic,16,48.49584011,8.0,9.0,0.7274376,46.76840251,46.76840251,0.0,0.0,False,True
high_demand_logic,17,46.76840251,8.0,9.0,0.70152604,45.06687647,45.06687647,0.0,0.0,False,True
high_demand_logic,18,45.06687647,8.0,9.0,0.67600315,43.39087332,43.39087332,0.0,0.0,False,True
high_demand_logic,19,43.39087332,8.0,9.0,0.6508631,41.74001022,41.74001022,0.0,0.0,False,True
high_demand_logic,20,41.74001022,8.0,9.0,0.62610015,40.11391007,40.11391007,0.0,0.0,False,True
high_demand_logic,21,40.11391007,8.0,9.0,0.60170865,38.51220142,38.51220142,0.0,0.0,False,True
high_demand_logic,22,38.51220142,8.0,9.0,0.57768302,36.9345184,36.9345184,0.0,0.0,False,True
high_demand_logic,23,36.9345184,8.0,9.0,0.55401778,35.38050062,35.38050062,0.0,0.0,False,True
high_demand_logic,24,35.38050062,8.0,9.0,0.53070751,33.84979311,33.84979311,0.0,0.0,False,True
high_demand_logic,25,33.84979311,8.0,9.0,0.5077469,32.34204622,32.34204622,0.0,0.0,True,True
high_demand_logic,26,32.34204622,8.0,8.0,0.48513069,31.85691552,31.85691552,0.0,0.0,True,True
high_demand_logic,27,31.85691552,8.0,7.0,0.47785373,32.37906179,32.37906179,0.0,0.0,True,True
high_demand_logic,28,32.37906179,8.0,6.0,0.48568593,33.89337586,33.89337586,0.0,0.0,True,True
high_demand_logic,29,33.89337586,8.0,5.0,0.50840064,36.38497523,36.38497523,0.0,0.0,True,True
high_demand_logic,30,36.38497523,8.0,4.0,0.54577463,39.8392006,39.8392006,0.0,0.0,False,True
