scenario,run,demand,supply,reserve,available_supply,shortage,shortage_event
baseline,153,114.85296449,82.44062972,5.0,87.44062972,27.41233477,True
baseline,154,81.65639344,104.61520267,5.0,109.61520267,0.0,False
baseline,155,117.30753696,101.59498772,5.0,106.59498772,10.71254923,True
baseline,156,54.24351588,100.47444383,5.0,105.47444383,0.0,False
baseline,157,107.47101457,99.15039008,5.0,104.15039008,3.3206245,True
baseline,158,84.29700107,101.03720622,5.0,106.03720622,0.0,False
baseline,159,119.44386846,101.70927065,5.0,106.70927065,12.73459781,True
baseline,160,79.5585719,103.99708373,5.0,108.99708373,0.0,False
baseline,161,104.96142281,97.12379477,5.0,102.12379477,2.83762804,True
baseline,162,104.42098469,90.16449604,5.0,95.16449604,9.25648865,True
baseline,163,88.25376917,91.24441953,5.0,96.24441953,0.0,False
baseline,164,87.85301961,93.94486099,5.0,98.94486099,0.0,False
baseline,165,76.28507366,90.34014703,5.0,95.34014703,0.0,False
baseline,166,74.15016721,97.80955971,5.0,102.80955971,0.0,False
baseline,167,102.73219554,87.10722701,5.0,92.10722701,10.62496853,True
baseline,168,107.14026729,90.034929,5.0,95.034929,12.1053383,True
baseline,169,123.53555455,93.52725625,5.0,98.52725625,25.0082983,True
baseline,170,104.84805296,89.10582252,5.0,94.10582252,10.74223043,True
baseline,171,136.52730141,98.6389792,5.0,103.6389792,32.88832222,True
baseline,172,81.06774581,76.23427841,5.0,81.23427841,0.0,False
baseline,173,97.44475768,98.9032575,5.0,103.9032575,0.0,False
baseline,174,78.47266904,103.51767326,5.0,108.51767326,0.0,False
baseline,175,62.55520172,84.03325388,5.0,89.03325388,0.0,False
baseline,176,71.62633135,97.50339276,5.0,102.50339276,0.0,False
baseline,177,82.27919679,103.11026961,5.0,108.11026961,0.0,False
baseline,178,99.3414772,87.42961005,5.0,92.42961005,6.91186715,True
baseline,179,91.75227885,100.33094387,5.0,105.33094387,0.0,False
baseline,180,76.43497053,98.57006345,5.0,103.57006345,0.0,False
baseline,181,101.64880497,95.8425985,5.0,100.8425985,0.80620646,True
baseline,182,140.00452248,90.82243601,5.0,95.82243601,44.18208647,True
baseline,183,74.37626936,98.12205547,5.0,103.12205547,0.0,False
baseline,184,93.33877244,85.21114792,5.0,90.21114792,3.12762451,True
baseline,185,75.74903581,96.7697818,5.0,101.7697818,0.0,False
baseline,186,66.62554681,96.62719511,5.0,101.62719511,0.0,False
baseline,187,130.26219861,95.01224293,5.0,100.01224293,30.24995568,True
baseline,188,79.60086218,74.3827809,5.0,79.3827809,0.21808127,True
baseline,189,88.5691202,88.08831527,5.0,93.08831527,0.0,False
baseline,190,98.77163338,102.71132757,5.0,107.71132757,0.0,False
baseline,191,80.57371621,87.02821367,5.0,92.02821367,0.0,False
baseline,192,76.86269656,94.35385133,5.0,99.35385133,0.0,False
baseline,193,119.45766694,94.1694031,5.0,99.1694031,20.28826384,True
baseline,194,88.91211176,86.90855604,5.0,91.90855604,0.0,False
baseline,195,69.50272446,101.40548795,5.0,106.40548795,0.0,False
baseline,196,103.49296357,89.27158375,5.0,94.27158375,9.22137982,True
baseline,197,88.60724659,110.15672298,5.0,115.15672298,0.0,False
baseline,198,87.38008499,93.21311359,5.0,98.21311359,0.0,False
baseline,199,137.35369993,100.2052604,5.0,105.2052604,32.14843952,True
baseline,200,94.97607086,96.56263616,5.0,101.56263616,0.0,False
baseline,201,96.99284565,102.31293033,5.0,107.31293033,0.0,False
baseline,202,86.05619598,83.08313172,5.0,88.08313172,0.0,False
baseline,203,70.89228987,84.04069598,5.0,89.04069598,0.0,False
baseline,204,68.29593389,95.20309814,5.0,100.20309814,0.0,False
baseline,205,56.5646065,90.43086575,5.0,95.43086575,0.0,False
baseline,206,79.04995444,109.55337258,5.0,114.55337258,0.0,False
baseline,207,89.34504957,79.1683525,5.0,84.1683525,5.17669707,True
baseline,208,91.55570141,83.16998759,5.0,88.16998759,3.38571382,True
baseline,209,87.96452223,85.33643634,5.0,90.33643634,0.0,False
baseline,210,97.67021026,105.54962552,5.0,110.54962552,0.0,False
baseline,211,96.69083067,98.37780196,5.0,103.37780196,0.0,False
baseline,212,126.56052919,109.03168373,5.0,114.03168373,12.52884546,True
baseline,213,100.93126211,99.88760579,5.0,104.88760579,0.0,False
baseline,214,90.10451284,78.47764759,5.0,83.47764759,6.62686525,True
baseline,215,97.58717938,100.24819305,5.0,105.24819305,0.0,False
baseline,216,66.59314734,100.51668048,5.0,105.51668048,0.0,False
baseline,217,84.12740013,102.05421045,5.0,107.05421045,0.0,False
baseline,218,111.58963021,103.9571739,5.0,108.9571739,2.6324563,True
baseline,219,105.92221716,113.54305867,5.0,118.54305867,0.0,False
baseline,220,65.24763706,96.23586519,5.0,101.23586519,0.0,False
baseline,221,81.34572548,74.26277281,5.0,79.26277281,2.08295266,True
baseline,222,98.31185905,92.23371905,5.0,97.23371905,1.07813999,True
baseline,223,117.00268132,92.28598382,5.0,97.28598382,19.7166975,True
baseline,224,101.22351848,86.73518686,5.0,91.73518686,9.48833162,True
baseline,225,56.60688844,94.54918362,5.0,99.54918362,0.0,False
baseline,226,68.27182007,87.44733776,5.0,92.44733776,0.0,False
baseline,227,105.02559771,94.77754404,5.0,99.77754404,5.24805367,True
baseline,228,160.19158926,93.03712596,5.0,98.03712596,62.1544633,True
baseline,229,77.67768983,102.96882379,5.0,107.96882379,0.0,False
baseline,230,128.72988016,101.23112298,5.0,106.23112298,22.49875719,True
baseline,231,75.14946359,103.18837351,5.0,108.18837351,0.0,False
baseline,232,90.37195416,83.49271364,5.0,88.49271364,1.87924051,True
baseline,233,131.98319216,82.13452214,5.0,87.13452214,44.84867002,True
baseline,234,122.78449348,77.75122278,5.0,82.75122278,40.0332707,True
baseline,235,77.31844724,124.7538833,5.0,129.7538833,0.0,False
baseline,236,57.57525513,91.23511181,5.0,96.23511181,0.0,False
baseline,237,110.43727558,89.29725433,5.0,94.29725433,16.14002124,True
baseline,238,64.15527152,99.8255254,5.0,104.8255254,0.0,False
baseline,239,97.46323312,94.5020441,5.0,99.5020441,0.0,False
baseline,240,130.73061195,106.37496021,5.0,111.37496021,19.35565174,True
baseline,241,75.2676966,78.02281449,5.0,83.02281449,0.0,False
baseline,242,76.58819321,100.40055,5.0,105.40055,0.0,False
baseline,243,70.81170233,95.00392345,5.0,100.00392345,0.0,False
baseline,244,102.34527753,92.14585676,5.0,97.14585676,5.19942078,True
baseline,245,104.07019491,95.44582233,5.0,100.44582233,3.62437257,True
baseline,246,69.44836032,101.94338516,5.0,106.94338516,0.0,False
baseline,247,62.54477684,84.88585651,5.0,89.88585651,0.0,False
baseline,248,76.09979612,104.50566227,5.0,109.50566227,0.0,False
baseline,249,95.37843142,97.5245664,5.0,102.5245664,0.0,False
baseline,250,96.45262657,84.06131921,5.0,89.06131921,7.39130737,True
baseline,251,75.835994,103.71936773,5.0,108.71936773,0.0,False
baseline,252,68.9071717,86.32876544,5.0,91.32876544,0.0,False
baseline,253,81.17141636,92.4050472,5.0,97.4050472,0.0,False
baseline,254,61.74939479,103.55039235,5.0,108.55039235,0.0,False
baseline,255,64.98384691,95.0947215,5.0,100.0947215,0.0,False
baseline,256,67.69445787,108.73500319,5.0,113.73500319,0.0,False
baseline,257,146.49898995,90.97298289,5.0,95.97298289,50.52600706,True
baseline,258,100.37231075,98.2540165,5.0,103.2540165,0.0,False
baseline,259,67.00217889,101.72843716,5.0,106.72843716,0.0,False
baseline,260,99.26233165,79.36106315,5.0,84.36106315,14.9012685,True
baseline,261,68.92297553,97.17343535,5.0,102.17343535,0.0,False
baseline,262,62.60444611,88.08254636,5.0,93.08254636,0.0,False
baseline,263,70.32447161,92.46901305,5.0,97.46901305,0.0,False
baseline,264,93.42097132,85.88769481,5.0,90.88769481,2.53327651,True
baseline,265,90.4926067,93.52609586,5.0,98.52609586,0.0,False
baseline,266,75.150892,90.77123063,5.0,95.77123063,0.0,False
baseline,267,89.67461444,82.40987337,5.0,87.40987337,2.26474107,True
baseline,268,92.83798923,92.55277763,5.0,97.55277763,0.0,False
baseline,269,82.71770917,98.98993682,5.0,103.98993682,0.0,False
baseline,270,132.29198489,81.52825366,5.0,86.52825366,45.76373124,True
baseline,271,121.02604645,88.65059979,5.0,93.65059979,27.37544667,True
baseline,272,86.11718333,84.48679471,5.0,89.48679471,0.0,False
baseline,273,78.82820526,109.20181176,5.0,114.20181176,0.0,False
baseline,274,65.37371506,107.05622383,5.0,112.05622383,0.0,False
baseline,275,130.19875137,84.19565519,5.0,89.19565519,41.00309618,True
baseline,276,80.53030288,89.34924606,5.0,94.34924606,0.0,False
baseline,277,88.86495263,87.92030092,5.0,92.92030092,0.0,False
baseline,278,155.50058578,86.68970361,5.0,91.68970361,63.81088217,True
baseline,279,85.69044939,93.26865977,5.0,98.26865977,0.0,False
baseline,280,134.47884308,87.97738715,5.0,92.97738715,41.50145593,True
baseline,281,88.66778735,106.10750029,5.0,111.10750029,0.0,False
baseline,282,110.47090822,88.04213509,5.0,93.04213509,17.42877313,True
baseline,283,105.34937264,98.68506639,5.0,103.68506639,1.66430624,True
baseline,284,66.25121093,105.2324531,5.0,110.2324531,0.0,False
baseline,285,81.30384988,95.40104875,5.0,100.40104875,0.0,False
baseline,286,79.52045693,104.88931302,5.0,109.88931302,0.0,False
baseline,287,97.08289932,90.02460931,5.0,95.02460931,2.05829002,True
baseline,288,75.84075597,101.49751226,5.0,106.49751226,0.0,False
baseline,289,66.55164561,80.71454759,5.0,85.71454759,0.0,False
baseline,290,117.37108845,93.51776541,5.0,98.51776541,18.85332304,True
baseline,291,78.73088222,94.64123296,5.0,99.64123296,0.0,False
baseline,292,123.85454364,95.48494024,5.0,100.48494024,23.36960339,True
baseline,293,61.23429944,93.35602767,5.0,98.35602767,0.0,False
baseline,294,104.7367878,91.72640828,5.0,96.72640828,8.01037952,True
baseline,295,88.62627078,89.99966091,5.0,94.99966091,0.0,False
baseline,296,108.62376717,114.74557095,5.0,119.74557095,0.0,False
baseline,297,115.0043026,88.26070511,5.0,93.26070511,21.74359749,True
baseline,298,46.28298444,87.05707739,5.0,92.05707739,0.0,False
baseline,299,108.87275679,88.702293,5.0,93.702293,15.17046379,True
baseline,300,72.28269306,93.48341604,5.0,98.48341604,0.0,False
baseline,301,109.62177561,94.74542794,5.0,99.74542794,9.87634767,True
baseline,302,56.59406921,97.21712482,5.0,102.21712482,0.0,False
baseline,303,99.26040421,96.3363375,5.0,101.3363375,0.0,False
baseline,304,120.29851136,89.58671532,5.0,94.58671532,25.71179604,True
baseline,305,75.09614409,99.60104626,5.0,104.60104626,0.0,False
baseline,306,101.95617312,74.05831054,5.0,79.05831054,22.89786258,True
baseline,307,80.96915466,94.07169373,5.0,99.07169373,0.0,False
baseline,308,105.91512685,102.71603681,5.0,107.71603681,0.0,False
baseline,309,79.42082814,91.93933166,5.0,96.93933166,0.0,False
baseline,310,78.0348886,110.32717893,5.0,115.32717893,0.0,False
baseline,311,74.73974942,103.84016611,5.0,108.84016611,0.0,False
baseline,312,125.66799291,92.38269373,5.0,97.38269373,28.28529918,True
baseline,313,87.46369671,95.61880792,5.0,100.61880792,0.0,False
baseline,314,80.23712334,101.10769615,5.0,106.10769615,0.0,False
baseline,315,99.96130318,90.95541767,5.0,95.95541767,4.00588551,True
baseline,316,79.94610636,84.95156074,5.0,89.95156074,0.0,False
baseline,317,85.62915049,97.04994704,5.0,102.04994704,0.0,False
baseline,318,75.49854182,109.07860607,5.0,114.07860607,0.0,False
baseline,319,76.59597807,98.37775577,5.0,103.37775577,0.0,False
baseline,320,71.52825006,101.77623433,5.0,106.77623433,0.0,False
baseline,321,112.94744407,94.62699758,5.0,99.62699758,13.3204465,True
baseline,322,114.05858542,94.38202682,5.0,99.38202682,14.6765586,True
baseline,323,94.11738354,85.83865823,5.0,90.83865823,3.27872532,True
baseline,324,124.93499638,85.87725378,5.0,90.87725378,34.05774261,True
baseline,325,93.52780969,101.92409281,5.0,106.92409281,0.0,False
baseline,326,58.22708698,99.7586849,5.0,104.7586849,0.0,False
baseline,327,75.01614331,101.85098641,5.0,106.85098641,0.0,False
baseline,328,106.43698058,95.54034707,5.0,100.54034707,5.8966335,True
baseline,329,90.83765391,105.7715361,5.0,110.7715361,0.0,False
baseline,330,139.5312281,90.95921403,5.0,95.95921403,43.57201407,True
baseline,331,108.96689856,100.23055438,5.0,105.23055438,3.73634417,True
baseline,332,87.7131743,96.98055668,5.0,101.98055668,0.0,False
baseline,333,125.76183508,82.6011383,5.0,87.6011383,38.16069677,True
baseline,334,77.93808417,100.36140328,5.0,105.36140328,0.0,False
baseline,335,68.62741684,101.68295454,5.0,106.68295454,0.0,False
baseline,336,87.57568596,103.7783963,5.0,108.7783963,0.0,False
baseline,337,70.27342539,85.5745743,5.0,90.5745743,0.0,False
baseline,338,125.15078278,114.74350495,5.0,119.74350495,5.40727782,True
baseline,339,100.43113714,101.46653923,5.0,106.46653923,0.0,False
baseline,340,115.13898595,107.38378622,5.0,112.38378622,2.75519973,True
baseline,341,71.9555335,98.15511309,5.0,103.15511309,0.0,False
baseline,342,89.41372973,99.45064094,5.0,104.45064094,0.0,False
baseline,343,74.21037126,93.53036371,5.0,98.53036371,0.0,False
baseline,344,120.95176428,103.02290764,5.0,108.02290764,12.92885665,True
baseline,345,85.78598615,115.62185906,5.0,120.62185906,0.0,False
baseline,346,84.61023139,90.62915406,5.0,95.62915406,0.0,False
baseline,347,95.58097476,94.765736,5.0,99.765736,0.0,False
baseline,348,112.94980988,88.18325101,5.0,93.18325101,19.76655887,True
baseline,349,65.07867539,94.73137597,5.0,99.73137597,0.0,False
baseline,350,70.00085057,94.5353452,5.0,99.5353452,0.0,False
baseline,351,96.18491754,85.22319462,5.0,90.22319462,5.96172292,True
baseline,352,76.90108403,101.699286,5.0,106.699286,0.0,False
baseline,353,73.09272256,92.44104549,5.0,97.44104549,0.0,False
baseline,354,70.68364873,96.75968575,5.0,101.75968575,0.0,False
baseline,355,91.68738969,86.66072082,5.0,91.66072082,0.02666887,True
baseline,356,124.91039272,109.03427858,5.0,114.03427858,10.87611414,True
baseline,357,110.32159552,94.04123911,5.0,99.04123911,11.28035641,True
baseline,358,75.27420856,88.53081425,5.0,93.53081425,0.0,False
baseline,359,89.18908104,112.50609544,5.0,117.50609544,0.0,False
baseline,360,79.72900931,98.92672184,5.0,103.92672184,0.0,False
baseline,361,144.95318235,96.60152792,5.0,101.60152792,43.35165443,True
baseline,362,86.89254519,108.4786658,5.0,113.4786658,0.0,False
baseline,363,96.45898287,99.25749868,5.0,104.25749868,0.0,False
baseline,364,113.83121024,93.70644015,5.0,98.70644015,15.12477009,True
baseline,365,76.49629814,98.17365794,5.0,103.17365794,0.0,False
baseline,366,78.50342185,95.67779354,5.0,100.67779354,0.0,False
baseline,367,76.34138423,88.86898789,5.0,93.86898789,0.0,False
baseline,368,91.44403961,99.38634111,5.0,104.38634111,0.0,False
baseline,369,133.81335066,88.99377543,5.0,93.99377543,39.81957523,True
baseline,370,92.77922951,100.99877747,5.0,105.99877747,0.0,False
baseline,371,102.87167005,105.41367521,5.0,110.41367521,0.0,False
baseline,372,102.67819429,103.34576804,5.0,108.34576804,0.0,False
baseline,373,79.11079969,94.54169164,5.0,99.54169164,0.0,False
baseline,374,80.57113128,89.22641523,5.0,94.22641523,0.0,False
baseline,375,57.15625422,92.68310169,5.0,97.68310169,0.0,False
baseline,376,98.56506568,99.61762327,5.0,104.61762327,0.0,False
baseline,377,83.22951326,91.82727506,5.0,96.82727506,0.0,False
baseline,378,105.02382451,83.52382955,5.0,88.52382955,16.49999496,True
baseline,379,70.98768073,98.69062918,5.0,103.69062918,0.0,False
baseline,380,158.78596202,93.166365,5.0,98.166365,60.61959702,True
baseline,381,141.75399654,97.2944453,5.0,102.2944453,39.45955123,True
baseline,382,97.15767525,98.24267034,5.0,103.24267034,0.0,False
baseline,383,124.02930833,108.64803438,5.0,113.64803438,10.38127395,True
baseline,384,72.40916533,99.92601493,5.0,104.92601493,0.0,False
baseline,385,139.76701647,109.81660872,5.0,114.81660872,24.95040776,True
baseline,386,80.83700974,88.71931055,5.0,93.71931055,0.0,False
baseline,387,117.51601433,103.9615664,5.0,108.9615664,8.55444793,True
baseline,388,101.91689337,69.88189753,5.0,74.88189753,27.03499584,True
baseline,389,106.15545989,88.89731985,5.0,93.89731985,12.25814004,True
baseline,390,110.74957646,102.18146301,5.0,107.18146301,3.56811345,True
baseline,391,75.5738353,89.77899603,5.0,94.77899603,0.0,False
baseline,392,102.91812029,115.14557561,5.0,120.14557561,0.0,False
baseline,393,148.69585987,98.70283659,5.0,103.70283659,44.99302327,True
baseline,394,117.34960566,95.38350244,5.0,100.38350244,16.96610321,True
baseline,395,109.39598831,82.61823816,5.0,87.61823816,21.77775015,True
baseline,396,108.07697981,107.33980708,5.0,112.33980708,0.0,False
baseline,397,99.45034736,95.98396848,5.0,100.98396848,0.0,False
baseline,398,61.43993363,88.51338001,5.0,93.51338001,0.0,False
baseline,399,93.85894145,97.26162229,5.0,102.26162229,0.0,False
baseline,400,96.32309554,110.40637061,5.0,115.40637061,0.0,False
baseline,401,93.66204008,96.7587245,5.0,101.7587245,0.0,False
