run,demand,supply,reserve,available_supply,shortage,shortage_event
64,90.063145,105.802458,5.000000,110.802458,0.000000,0
65,78.334429,86.312239,5.000000,91.312239,0.000000,0
66,151.740737,84.404883,5.000000,89.404883,62.335854,1
67,109.149785,85.278294,5.000000,90.278294,18.871492,1
68,112.132895,89.520863,5.000000,94.520863,17.612032,1
69,85.437825,96.716786,5.000000,101.716786,0.000000,0
70,94.151308,98.167558,5.000000,103.167558,0.000000,0
71,74.859533,95.259001,5.000000,100.259001,0.000000,0
72,137.990214,94.691466,5.000000,99.691466,38.298747,1
73,71.910392,97.300812,5.000000,102.300812,0.000000,0
74,141.247143,89.274581,5.000000,94.274581,46.972561,1
75,81.607595,98.325575,5.000000,103.325575,0.000000,0
76,81.976098,99.476026,5.000000,104.476026,0.000000,0
77,98.081381,91.864523,5.000000,96.864523,1.216858,1
78,93.362189,97.133753,5.000000,102.133753,0.000000,0
79,66.685364,98.587202,5.000000,103.587202,0.000000,0
80,66.644771,99.864111,5.000000,104.864111,0.000000,0
81,80.705064,103.105961,5.000000,108.105961,0.000000,0
82,82.569103,99.786371,5.000000,104.786371,0.000000,0
83,92.080628,96.965756,5.000000,101.965756,0.000000,0
84,90.377462,100.589703,5.000000,105.589703,0.000000,0
85,69.606558,88.923369,5.000000,93.923369,0.000000,0
86,95.864231,95.256081,5.000000,100.256081,0.000000,0
87,104.552359,98.141913,5.000000,103.141913,1.410446,1
88,113.349270,92.350529,5.000000,97.350529,15.998741,1
89,92.154880,97.736916,5.000000,102.736916,0.000000,0
90,109.186946,89.685248,5.000000,94.685248,14.501698,1
91,73.303733,99.906283,5.000000,104.906283,0.000000,0
92,63.335575,86.448191,5.000000,91.448191,0.000000,0
93,113.600750,93.563378,5.000000,98.563378,15.037372,1
94,107.290054,87.372503,5.000000,92.372503,14.917552,1
95,70.504619,93.707732,5.000000,98.707732,0.000000,0
96,66.684409,88.380585,5.000000,93.380585,0.000000,0
97,85.296774,74.691826,5.000000,79.691826,5.604949,1
98,121.839526,102.558507,5.000000,107.558507,14.281019,1
99,182.253061,95.965421,5.000000,100.965421,81.287640,1
100,116.224353,96.811411,5.000000,101.811411,14.412941,1
101,131.536391,97.996898,5.000000,102.996898,28.539493,1
102,87.156653,91.146012,5.000000,96.146012,0.000000,0
103,72.262669,96.076929,5.000000,101.076929,0.000000,0
104,107.804100,90.636416,5.000000,95.636416,12.167683,1
105,145.342510,88.127238,5.000000,93.127238,52.215272,1
106,152.065981,85.465521,5.000000,90.465521,61.600460,1
107,90.913564,102.195616,5.000000,107.195616,0.000000,0
108,82.054427,87.948637,5.000000,92.948637,0.000000,0
109,126.108273,102.606242,5.000000,107.606242,18.502031,1
110,72.772665,94.249531,5.000000,99.249531,0.000000,0
111,136.602019,85.678572,5.000000,90.678572,45.923447,1
112,139.846906,87.642985,5.000000,92.642985,47.203921,1
113,57.582942,90.671547,5.000000,95.671547,0.000000,0
114,151.986090,109.551662,5.000000,114.551662,37.434428,1
115,84.162802,100.658808,5.000000,105.658808,0.000000,0
116,77.709938,102.026761,5.000000,107.026761,0.000000,0
117,116.223855,97.674506,5.000000,102.674506,13.549349,1
118,119.801947,109.675333,5.000000,114.675333,5.126615,1
119,63.657361,92.544618,5.000000,97.544618,0.000000,0
120,99.097764,92.986108,5.000000,97.986108,1.111657,1
121,71.055345,100.358237,5.000000,105.358237,0.000000,0
122,86.356605,95.400428,5.000000,100.400428,0.000000,0
123,91.299296,112.858023,5.000000,117.858023,0.000000,0
124,90.055625,95.923243,5.000000,100.923243,0.000000,0
125,73.058937,95.714395,5.000000,100.714395,0.000000,0
126,94.144344,92.149038,5.000000,97.149038,0.000000,0
127,84.064887,94.348203,5.000000,99.348203,0.000000,0
128,137.167558,89.714265,5.000000,94.714265,42.453293,1
129,102.622608,92.427616,5.000000,97.427616,5.194991,1
130,65.952225,100.719002,5.000000,105.719002,0.000000,0
131,68.183230,96.478936,5.000000,101.478936,0.000000,0
132,59.443158,93.138380,5.000000,98.138380,0.000000,0
133,86.139391,89.563912,5.000000,94.563912,0.000000,0
134,116.155159,104.766800,5.000000,109.766800,6.388359,1
135,75.425401,99.045920,5.000000,104.045920,0.000000,0
136,74.423106,98.747285,5.000000,103.747285,0.000000,0
137,75.767080,113.063195,5.000000,118.063195,0.000000,0
138,69.697054,109.600303,5.000000,114.600303,0.000000,0
139,68.663782,98.462790,5.000000,103.462790,0.000000,0
140,90.158004,92.618539,5.000000,97.618539,0.000000,0
141,116.832233,88.820173,5.000000,93.820173,23.012060,1
142,113.003716,89.885157,5.000000,94.885157,18.118559,1
143,71.567703,91.893857,5.000000,96.893857,0.000000,0
144,73.143917,101.212348,5.000000,106.212348,0.000000,0
145,47.160018,88.038514,5.000000,93.038514,0.000000,0
146,103.022153,91.545809,5.000000,96.545809,6.476344,1
147,85.487704,95.354600,5.000000,100.354600,0.000000,0
148,76.544341,98.400904,5.000000,103.400904,0.000000,0
149,117.597821,87.928778,5.000000,92.928778,24.669043,1
150,98.016014,99.359336,5.000000,104.359336,0.000000,0
151,96.598893,105.022767,5.000000,110.022767,0.000000,0
152,82.703561,96.718758,5.000000,101.718758,0.000000,0
153,81.746552,109.978576,5.000000,114.978576,0.000000,0
154,112.471804,103.181584,5.000000,108.181584,4.290220,1
155,117.918965,93.378493,5.000000,98.378493,19.540472,1
156,86.185815,99.220046,5.000000,104.220046,0.000000,0
157,77.470303,96.617716,5.000000,101.617716,0.000000,0
158,155.610894,99.714116,5.000000,104.714116,50.896778,1
159,116.535145,86.746235,5.000000,91.746235,24.788909,1
160,88.331778,90.242617,5.000000,95.242617,0.000000,0
161,112.297693,92.036868,5.000000,97.036868,15.260825,1
162,102.457651,102.700459,5.000000,107.700459,0.000000,0
163,77.366280,98.743172,5.000000,103.743172,0.000000,0
164,83.963581,94.197485,5.000000,99.197485,0.000000,0
165,73.082946,94.833977,5.000000,99.833977,0.000000,0
166,88.506960,80.616767,5.000000,85.616767,2.890193,1
167,123.006570,105.427569,5.000000,110.427569,12.579000,1
168,90.499783,90.034849,5.000000,95.034849,0.000000,0
169,85.628764,90.723702,5.000000,95.723702,0.000000,0
170,120.794246,97.329358,5.000000,102.329358,18.464888,1
171,87.719563,95.239097,5.000000,100.239097,0.000000,0
172,54.433821,90.101261,5.000000,95.101261,0.000000,0
173,110.030716,98.898125,5.000000,103.898125,6.132591,1
174,57.719993,98.265982,5.000000,103.265982,0.000000,0
175,98.390578,93.193186,5.000000,98.193186,0.197392,1
176,90.166019,108.310768,5.000000,113.310768,0.000000,0
177,95.622185,93.404898,5.000000,98.404898,0.000000,0
178,72.363958,113.554584,5.000000,118.554584,0.000000,0
179,97.954807,96.270213,5.000000,101.270213,0.000000,0
180,97.594016,96.770129,5.000000,101.770129,0.000000,0
181,83.965085,90.667037,5.000000,95.667037,0.000000,0
182,106.270416,90.760836,5.000000,95.760836,10.509580,1
183,93.357330,88.120798,5.000000,93.120798,0.236531,1
184,56.239254,103.328242,5.000000,108.328242,0.000000,0
185,78.622517,109.034292,5.000000,114.034292,0.000000,0
186,79.474610,91.657605,5.000000,96.657605,0.000000,0
187,104.655561,93.080451,5.000000,98.080451,6.575110,1
188,71.560553,108.329307,5.000000,113.329307,0.000000,0
189,89.930588,97.987774,5.000000,102.987774,0.000000,0
190,96.967714,111.523989,5.000000,116.523989,0.000000,0
191,73.943562,107.258197,5.000000,112.258197,0.000000,0
192,71.325099,121.141692,5.000000,126.141692,0.000000,0
193,79.874902,98.955405,5.000000,103.955405,0.000000,0
194,91.286445,98.992930,5.000000,103.992930,0.000000,0
195,74.354846,83.770251,5.000000,88.770251,0.000000,0
196,77.060734,95.079866,5.000000,100.079866,0.000000,0
197,78.837338,101.396804,5.000000,106.396804,0.000000,0
198,87.824178,84.550791,5.000000,89.550791,0.000000,0
199,88.118385,95.119637,5.000000,100.119637,0.000000,0
200,109.611777,100.657810,5.000000,105.657810,3.953966,1
201,78.409560,93.702672,5.000000,98.702672,0.000000,0
202,90.704609,93.437889,5.000000,98.437889,0.000000,0
203,97.209714,93.306942,5.000000,98.306942,0.000000,0
204,103.448278,102.945698,5.000000,107.945698,0.000000,0
205,94.329779,87.577409,5.000000,92.577409,1.752370,1
206,86.719353,115.901091,5.000000,120.901091,0.000000,0
207,137.472245,101.717128,5.000000,106.717128,30.755117,1
208,99.252639,95.200749,5.000000,100.200749,0.000000,0
209,144.568033,91.221739,5.000000,96.221739,48.346294,1
210,81.722947,103.052674,5.000000,108.052674,0.000000,0
211,88.526441,93.684211,5.000000,98.684211,0.000000,0
212,87.213723,89.830694,5.000000,94.830694,0.000000,0
213,97.653547,80.531022,5.000000,85.531022,12.122525,1
214,124.052418,92.039110,5.000000,97.039110,27.013309,1
215,111.697589,88.088867,5.000000,93.088867,18.608722,1
216,83.340481,85.652111,5.000000,90.652111,0.000000,0
217,66.048246,88.517339,5.000000,93.517339,0.000000,0
218,96.593235,87.171717,5.000000,92.171717,4.421518,1
219,119.196610,95.436908,5.000000,100.436908,18.759702,1
220,110.051059,84.723350,5.000000,89.723350,20.327710,1
221,127.605515,103.071968,5.000000,108.071968,19.533547,1
222,73.682525,93.227186,5.000000,98.227186,0.000000,0
223,81.675499,93.953233,5.000000,98.953233,0.000000,0
224,108.675002,92.803061,5.000000,97.803061,10.871941,1
225,71.446379,95.610303,5.000000,100.610303,0.000000,0
226,90.641472,101.196353,5.000000,106.196353,0.000000,0
227,54.753329,97.181032,5.000000,102.181032,0.000000,0
228,101.380347,103.614782,5.000000,108.614782,0.000000,0
229,91.774741,99.174161,5.000000,104.174161,0.000000,0
230,73.311219,93.072625,5.000000,98.072625,0.000000,0
231,76.450832,93.529663,5.000000,98.529663,0.000000,0
232,89.263555,100.614058,5.000000,105.614058,0.000000,0
233,118.728251,93.908225,5.000000,98.908225,19.820026,1
234,73.427157,75.830141,5.000000,80.830141,0.000000,0
235,100.468117,97.971449,5.000000,102.971449,0.000000,0
236,121.573101,102.990476,5.000000,107.990476,13.582624,1
237,117.264783,91.706433,5.000000,96.706433,20.558350,1
238,77.700084,88.238754,5.000000,93.238754,0.000000,0
239,75.262622,109.031288,5.000000,114.031288,0.000000,0
240,48.748804,87.182685,5.000000,92.182685,0.000000,0
241,106.105680,84.690728,5.000000,89.690728,16.414952,1
242,94.140752,85.469690,5.000000,90.469690,3.671061,1
243,76.314561,103.816249,5.000000,108.816249,0.000000,0
244,72.515013,105.137991,5.000000,110.137991,0.000000,0
245,98.859471,96.148541,5.000000,101.148541,0.000000,0
246,91.791101,93.492109,5.000000,98.492109,0.000000,0
247,77.135485,84.424854,5.000000,89.424854,0.000000,0
248,81.129573,100.897850,5.000000,105.897850,0.000000,0
249,112.866494,98.903703,5.000000,103.903703,8.962791,1
250,106.907150,88.405663,5.000000,93.405663,13.501486,1
251,53.549841,101.120446,5.000000,106.120446,0.000000,0
252,61.208784,103.298630,5.000000,108.298630,0.000000,0
253,77.984365,103.053005,5.000000,108.053005,0.000000,0
254,63.979314,93.276736,5.000000,98.276736,0.000000,0
255,118.947211,104.850651,5.000000,109.850651,9.096560,1
256,49.701992,88.056385,5.000000,93.056385,0.000000,0
257,117.395193,86.310822,5.000000,91.310822,26.084371,1
258,76.730134,94.354166,5.000000,99.354166,0.000000,0
259,135.967831,77.208371,5.000000,82.208371,53.759461,1
260,62.144640,91.732508,5.000000,96.732508,0.000000,0
261,92.104867,94.847207,5.000000,99.847207,0.000000,0
262,183.118290,91.502096,5.000000,96.502096,86.616193,1
263,108.016663,80.959685,5.000000,85.959685,22.056978,1
264,80.681669,93.811874,5.000000,98.811874,0.000000,0
265,53.990570,92.600533,5.000000,97.600533,0.000000,0
266,81.300825,92.026402,5.000000,97.026402,0.000000,0
267,99.108933,100.931588,5.000000,105.931588,0.000000,0
268,90.957198,87.350334,5.000000,92.350334,0.000000,0
269,76.853427,83.472836,5.000000,88.472836,0.000000,0
270,106.908349,93.788260,5.000000,98.788260,8.120089,1
271,97.439467,84.564646,5.000000,89.564646,7.874821,1
272,97.465243,102.058288,5.000000,107.058288,0.000000,0
273,88.750220,93.541729,5.000000,98.541729,0.000000,0
274,60.076912,103.891458,5.000000,108.891458,0.000000,0
275,109.238592,82.449461,5.000000,87.449461,21.789132,1
276,49.438408,97.822815,5.000000,102.822815,0.000000,0
277,79.332444,95.835081,5.000000,100.835081,0.000000,0
278,69.005128,93.927490,5.000000,98.927490,0.000000,0
279,120.386255,90.262002,5.000000,95.262002,25.124253,1
280,100.604395,89.862269,5.000000,94.862269,5.742125,1
281,85.068300,94.799003,5.000000,99.799003,0.000000,0
282,91.561063,92.068951,5.000000,97.068951,0.000000,0
283,100.129951,83.579912,5.000000,88.579912,11.550039,1
284,98.167919,97.751614,5.000000,102.751614,0.000000,0
285,93.840139,99.301168,5.000000,104.301168,0.000000,0
286,104.625814,97.744617,5.000000,102.744617,1.881196,1
287,68.928231,105.221282,5.000000,110.221282,0.000000,0
288,106.541849,88.550708,5.000000,93.550708,12.991141,1
289,81.858364,94.564786,5.000000,99.564786,0.000000,0
290,104.420708,75.203397,5.000000,80.203397,24.217311,1
291,108.434152,97.750582,5.000000,102.750582,5.683570,1
292,86.191269,111.127727,5.000000,116.127727,0.000000,0
293,72.646906,101.959185,5.000000,106.959185,0.000000,0
294,78.413574,98.592618,5.000000,103.592618,0.000000,0
295,75.123586,98.226533,5.000000,103.226533,0.000000,0
296,128.170321,97.521236,5.000000,102.521236,25.649085,1
297,92.414763,82.146016,5.000000,87.146016,5.268747,1
298,93.819593,105.387024,5.000000,110.387024,0.000000,0
299,92.214103,110.542431,5.000000,115.542431,0.000000,0
300,135.414054,94.181557,5.000000,99.181557,36.232497,1
301,100.338916,106.830407,5.000000,111.830407,0.000000,0
302,98.158917,97.549788,5.000000,102.549788,0.000000,0
303,156.410552,85.848592,5.000000,90.848592,65.561960,1
304,119.994165,92.744780,5.000000,97.744780,22.249384,1
305,94.969777,96.261852,5.000000,101.261852,0.000000,0
306,128.244294,103.032840,5.000000,108.032840,20.211455,1
307,89.752209,88.295380,5.000000,93.295380,0.000000,0
308,60.164471,90.557196,5.000000,95.557196,0.000000,0
309,143.403334,88.945788,5.000000,93.945788,49.457546,1
310,79.020952,103.944798,5.000000,108.944798,0.000000,0
311,106.474819,101.787662,5.000000,106.787662,0.000000,0
312,84.994417,91.893555,5.000000,96.893555,0.000000,0
313,68.842915,107.645572,5.000000,112.645572,0.000000,0
314,38.962099,91.200128,5.000000,96.200128,0.000000,0
315,106.077559,88.417585,5.000000,93.417585,12.659975,1
316,139.065983,104.631172,5.000000,109.631172,29.434810,1
317,131.109441,96.957611,5.000000,101.957611,29.151830,1
318,99.449233,102.815058,5.000000,107.815058,0.000000,0
319,135.312881,92.600277,5.000000,97.600277,37.712604,1
320,58.702008,95.668277,5.000000,100.668277,0.000000,0
321,131.756175,99.531111,5.000000,104.531111,27.225064,1
322,101.655797,90.032309,5.000000,95.032309,6.623487,1
323,105.333500,100.631499,5.000000,105.631499,0.000000,0
324,86.640341,96.732320,5.000000,101.732320,0.000000,0
325,68.766827,111.838256,5.000000,116.838256,0.000000,0
326,121.108875,97.731217,5.000000,102.731217,18.377658,1
327,87.913201,98.641120,5.000000,103.641120,0.000000,0
328,87.398716,100.462979,5.000000,105.462979,0.000000,0
329,75.822109,98.601879,5.000000,103.601879,0.000000,0
330,76.215801,94.263066,5.000000,99.263066,0.000000,0
331,59.932110,82.260950,5.000000,87.260950,0.000000,0
332,170.202909,75.598707,5.000000,80.598707,89.604202,1
333,60.286007,92.057001,5.000000,97.057001,0.000000,0
334,101.168955,106.339001,5.000000,111.339001,0.000000,0
335,56.177111,92.853293,5.000000,97.853293,0.000000,0
336,102.384425,87.099971,5.000000,92.099971,10.284454,1
337,80.481162,103.097607,5.000000,108.097607,0.000000,0
338,63.174914,106.652147,5.000000,111.652147,0.000000,0
339,98.712827,92.544860,5.000000,97.544860,1.167967,1
340,72.896791,101.269714,5.000000,106.269714,0.000000,0
341,69.356141,99.368466,5.000000,104.368466,0.000000,0
342,117.319299,104.608304,5.000000,109.608304,7.710995,1
343,80.287896,90.474372,5.000000,95.474372,0.000000,0
344,72.297276,87.895109,5.000000,92.895109,0.000000,0
345,114.643205,89.480331,5.000000,94.480331,20.162874,1
346,67.466095,87.365343,5.000000,92.365343,0.000000,0
347,77.096002,99.224987,5.000000,104.224987,0.000000,0
348,85.140496,96.666401,5.000000,101.666401,0.000000,0
349,102.675508,87.825299,5.000000,92.825299,9.850208,1
350,103.289431,95.672002,5.000000,100.672002,2.617429,1
351,106.523842,87.743988,5.000000,92.743988,13.779854,1
352,94.413495,103.368296,5.000000,108.368296,0.000000,0
353,102.986959,105.017598,5.000000,110.017598,0.000000,0
354,64.202978,95.068217,5.000000,100.068217,0.000000,0
355,102.442736,115.696142,5.000000,120.696142,0.000000,0
356,94.783622,88.044525,5.000000,93.044525,1.739097,1
357,84.448988,94.475470,5.000000,99.475470,0.000000,0
358,122.949093,91.733429,5.000000,96.733429,26.215664,1
359,86.246529,90.352711,5.000000,95.352711,0.000000,0
360,70.965736,100.315748,5.000000,105.315748,0.000000,0
361,92.385827,88.042389,5.000000,93.042389,0.000000,0
362,159.935367,104.912749,5.000000,109.912749,50.022618,1
363,130.642922,90.071032,5.000000,95.071032,35.571890,1
364,69.800652,85.038471,5.000000,90.038471,0.000000,0
365,62.463928,98.021496,5.000000,103.021496,0.000000,0
366,56.016697,88.665450,5.000000,93.665450,0.000000,0
367,73.990400,106.737073,5.000000,111.737073,0.000000,0
368,101.708330,98.314057,5.000000,103.314057,0.000000,0
369,97.967032,90.274639,5.000000,95.274639,2.692393,1
370,65.691844,94.284443,5.000000,99.284443,0.000000,0
371,84.000584,91.685344,5.000000,96.685344,0.000000,0
372,91.178100,98.153493,5.000000,103.153493,0.000000,0
373,85.940050,97.795591,5.000000,102.795591,0.000000,0
374,87.050583,100.922738,5.000000,105.922738,0.000000,0
375,81.185936,90.765309,5.000000,95.765309,0.000000,0
376,83.005103,86.099729,5.000000,91.099729,0.000000,0
377,83.462761,91.070043,5.000000,96.070043,0.000000,0
378,92.154710,91.938449,5.000000,96.938449,0.000000,0
379,119.201601,79.488540,5.000000,84.488540,34.713061,1
380,78.050482,99.361682,5.000000,104.361682,0.000000,0
381,98.428818,97.738468,5.000000,102.738468,0.000000,0
382,81.066596,100.207335,5.000000,105.207335,0.000000,0
383,72.994642,89.741736,5.000000,94.741736,0.000000,0
384,113.668758,91.315242,5.000000,96.315242,17.353517,1
385,57.303082,88.182700,5.000000,93.182700,0.000000,0
386,60.768708,101.162409,5.000000,106.162409,0.000000,0
387,63.006761,81.908161,5.000000,86.908161,0.000000,0
388,76.147316,103.290995,5.000000,108.290995,0.000000,0
389,145.283886,98.655891,5.000000,103.655891,41.627995,1
390,100.057335,106.304632,5.000000,111.304632,0.000000,0
391,84.897611,95.817863,5.000000,100.817863,0.000000,0
392,62.180760,96.545347,5.000000,101.545347,0.000000,0
393,124.497223,91.757481,5.000000,96.757481,27.739742,1
394,119.885041,99.073077,5.000000,104.073077,15.811963,1
395,114.107418,100.089148,5.000000,105.089148,9.018270,1
396,68.731985,86.848456,5.000000,91.848456,0.000000,0
397,60.267372,103.172770,5.000000,108.172770,0.000000,0
398,49.057274,110.718537,5.000000,115.718537,0.000000,0
399,63.028625,102.780472,5.000000,107.780472,0.000000,0
400,106.678138,90.452772,5.000000,95.452772,11.225366,1
401,95.384420,84.336342,5.000000,89.336342,6.048078,1
402,107.798982,94.712294,5.000000,99.712294,8.086689,1
403,91.812430,80.857966,5.000000,85.857966,5.954465,1
404,144.571100,84.254542,5.000000,89.254542,55.316558,1
405,84.908724,100.123929,5.000000,105.123929,0.000000,0
406,64.876479,86.559431,5.000000,91.559431,0.000000,0
407,110.957295,87.981976,5.000000,92.981976,17.975318,1
408,79.430358,99.441220,5.000000,104.441220,0.000000,0
409,86.644299,93.713745,5.000000,98.713745,0.000000,0
410,108.564838,90.622898,5.000000,95.622898,12.941940,1
411,99.492944,105.048965,5.000000,110.048965,0.000000,0
412,80.931061,98.927311,5.000000,103.927311,0.000000,0
413,90.950176,80.074095,5.000000,85.074095,5.876081,1
414,90.574049,92.487311,5.000000,97.487311,0.000000,0
415,124.463435,101.603995,5.000000,106.603995,17.859440,1
416,90.406708,101.859304,5.000000,106.859304,0.000000,0
417,87.681992,93.227941,5.000000,98.227941,0.000000,0
418,82.736447,92.241422,5.000000,97.241422,0.000000,0
419,85.614441,95.739377,5.000000,100.739377,0.000000,0
420,79.367465,106.870148,5.000000,111.870148,0.000000,0
421,125.860247,94.213007,5.000000,99.213007,26.647240,1
422,76.045465,107.781003,5.000000,112.781003,0.000000,0
423,69.652807,96.592609,5.000000,101.592609,0.000000,0
424,50.204840,108.914360,5.000000,113.914360,0.000000,0
425,127.663790,90.742320,5.000000,95.742320,31.921470,1
426,98.443227,108.898901,5.000000,113.898901,0.000000,0
427,72.764486,94.511589,5.000000,99.511589,0.000000,0
428,87.564208,105.940763,5.000000,110.940763,0.000000,0
429,83.201714,90.675966,5.000000,95.675966,0.000000,0
430,74.409646,88.012268,5.000000,93.012268,0.000000,0
431,116.809889,74.163435,5.000000,79.163435,37.646454,1
432,127.797449,98.500373,5.000000,103.500373,24.297076,1
433,152.641067,87.016695,5.000000,92.016695,60.624372,1
434,92.711474,87.613087,5.000000,92.613087,0.098388,1
435,135.925120,90.719000,5.000000,95.719000,40.206120,1
436,87.877338,99.596196,5.000000,104.596196,0.000000,0
437,108.734687,84.726203,5.000000,89.726203,19.008484,1
438,131.819682,104.350913,5.000000,109.350913,22.468769,1
439,78.071780,88.183004,5.000000,93.183004,0.000000,0
440,75.723699,95.795720,5.000000,100.795720,0.000000,0
441,72.560059,95.934045,5.000000,100.934045,0.000000,0
442,101.905128,85.054962,5.000000,90.054962,11.850166,1
443,68.737388,101.318070,5.000000,106.318070,0.000000,0
444,91.526524,92.375745,5.000000,97.375745,0.000000,0
445,93.320017,95.327273,5.000000,100.327273,0.000000,0
446,120.184780,95.135514,5.000000,100.135514,20.049266,1
447,79.035316,83.998839,5.000000,88.998839,0.000000,0
448,90.578635,86.843189,5.000000,91.843189,0.000000,0
449,83.511702,90.342857,5.000000,95.342857,0.000000,0
450,55.384437,94.306467,5.000000,99.306467,0.000000,0
451,80.145862,85.407985,5.000000,90.407985,0.000000,0
452,77.208221,102.728574,5.000000,107.728574,0.000000,0
453,75.930849,89.172327,5.000000,94.172327,0.000000,0
454,83.096796,82.013672,5.000000,87.013672,0.000000,0
455,89.040965,102.338778,5.000000,107.338778,0.000000,0
456,101.875631,91.482724,5.000000,96.482724,5.392907,1
457,79.977099,98.467977,5.000000,103.467977,0.000000,0
458,91.496476,86.416061,5.000000,91.416061,0.080415,1
459,88.256851,100.194643,5.000000,105.194643,0.000000,0
460,76.932989,87.254639,5.000000,92.254639,0.000000,0
461,59.206330,103.945691,5.000000,108.945691,0.000000,0
462,68.449316,91.804622,5.000000,96.804622,0.000000,0
463,123.670092,86.279857,5.000000,91.279857,32.390235,1
464,77.435250,101.706756,5.000000,106.706756,0.000000,0
465,100.264403,101.230565,5.000000,106.230565,0.000000,0
466,88.896634,121.084507,5.000000,126.084507,0.000000,0
467,120.324014,92.341194,5.000000,97.341194,22.982819,1
468,90.038732,85.236984,5.000000,90.236984,0.000000,0
469,40.725103,97.894814,5.000000,102.894814,0.000000,0
470,107.961622,96.412049,5.000000,101.412049,6.549572,1
471,82.842403,82.553440,5.000000,87.553440,0.000000,0
472,85.913538,93.796196,5.000000,98.796196,0.000000,0
473,89.989663,99.030746,5.000000,104.030746,0.000000,0
474,90.270785,101.883984,5.000000,106.883984,0.000000,0
475,68.958877,89.438372,5.000000,94.438372,0.000000,0
476,111.118733,87.715663,5.000000,92.715663,18.403070,1
477,63.798616,89.835704,5.000000,94.835704,0.000000,0
478,87.352187,101.192641,5.000000,106.192641,0.000000,0
479,77.470937,98.367272,5.000000,103.367272,0.000000,0
480,93.840091,105.766067,5.000000,110.766067,0.000000,0
