scenario,time,state,rate,parameter_a,parameter_b,parameter_c,method,warning
logistic_growth,2.3000000000000003,30.36396347033475,12.686556416433913,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.35,30.998291291156445,12.833610396865552,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.4000000000000004,31.63997181099972,12.97745618939469,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.45,32.288844620469455,13.117889850732757,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.5,32.944739113006094,13.254708456459456,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.5500000000000003,33.60747453582907,13.387710653439047,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.6,34.27686006850102,13.516697224167013,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.6500000000000004,34.952694929709374,13.641471660729637,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.7,35.63476851274586,13.761840745905614,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.75,36.32286055004114,13.877615138798273,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.8000000000000003,37.016741306981054,13.988609962260888,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.85,37.7161718050941,14.094645389268209,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.9000000000000004,38.42090407455751,14.195547225296405,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,2.95,39.13068143582233,14.291147483702536,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.0,39.84523881000746,14.381284951045327,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.0500000000000003,40.56430305755973,14.465805739262539,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.1,41.287593344522854,14.544563821617583,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.1500000000000004,42.01482153560373,14.617421549350452,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.2,42.745692613071256,14.684250146015705,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.25,43.47990512037204,14.744930176563896,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.3000000000000003,44.21715162920023,14.79935198832203,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.35,44.957119228616335,14.847416121153653,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.4000000000000004,45.69949003467402,14.889033684228792,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.45,46.44394171888546,14.9241266970079,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.5,47.190148053735854,14.952628392240456,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.5500000000000003,47.937779473347874,14.974483478996726,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.6,48.68650364729771,14.989648363988625,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.6500000000000004,49.43598606549715,14.998091329690117,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.7,50.18589063198165,14.99979266803765,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.75,50.93588026538353,14.994744768773195,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.8000000000000003,51.68561750382219,14.98295216178485,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.85,52.43476511191144,14.964431513098912,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.9000000000000004,53.182986687566384,14.939211574480652,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,3.95,53.92994726629042,14.907333086905055,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.0,54.67531392063567,14.86884863846106,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.05,55.418756352558724,14.823822477549626,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.1000000000000005,56.1599474764362,14.772330282525283,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.15,56.898563990562465,14.71445888920869,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.2,57.6342869350229,14.65030597796243,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.25,58.36680223392102,14.579979722270725,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.3,59.09580122003456,14.503598400993706,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.3500000000000005,59.82098114008424,14.421289976676658,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.4,60.542045638918076,14.33319164248181,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.45,61.25870522104216,14.239449340474067,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.5,61.97067768806587,14.140217254130652,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.55,62.6776885507724,14.035657278057684,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.6000000000000005,63.37947141467529,13.925938467983324,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.65,64.07576833807445,13.811236474157164,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.7,64.7663301617823,13.691732961319428,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.75,65.45091680984828,13.567615018410885,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.800000000000001,66.12929756076882,13.439074561177062,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.8500000000000005,66.80125128882767,13.306307730778,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.9,67.46656667536658,13.169514291449842,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,4.95,68.12504238993907,13.028897030177468,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.0,68.77648724144794,12.884661161230456,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.050000000000001,69.42072029950945,12.737013738289328,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.1000000000000005,70.05757098642393,12.586163076747392,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.15,70.6868791402613,12.432318188617334,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.2,71.30849504969217,12.275688232303466,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.25,71.92227946130734,12.116481979322057,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.300000000000001,72.52810356027344,11.95490729986557,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.3500000000000005,73.12584892526671,11.791170668914443,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.4,73.71540745871243,11.62547669440348,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.45,74.29668129343261,11.458027668752173,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.5,74.86958267687022,11.289023144869898,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.550000000000001,75.43403383411372,11.11865953755095,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.6000000000000005,75.98996681099126,10.947129750981436,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.65,76.53732329854033,10.774622832892492,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.7,77.07605444018495,10.601323655712845,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.75,77.6061206229706,10.427412624899983,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.800000000000001,78.1274912542156,10.253065414464151,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.8500000000000005,78.6401445249388,10.078452729543706,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.9,79.14406716141599,9.903740095745245,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,5.95,79.63925416620326,9.729087674827218,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.0,80.12570854994462,9.554650106182761,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.050000000000001,80.60344105525375,9.380576373465653,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.1000000000000005,81.07246987392703,9.20700969560338,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.15,81.5328203587072,9.034087441353002,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.2,81.98452473077485,8.861941066478709,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.25,82.42762178409879,8.690696072564648,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.300000000000001,82.86215658772703,8.520471986422253,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.3500000000000005,83.28818018704814,8.351382359007692,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.4,83.70574930499852,8.183534782731549,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.45,84.1149260441351,8.017030926019153,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.5,84.51577759043606,7.851966583965312,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.550000000000001,84.90837591963432,7.688431743920965,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.6000000000000005,85.29279750683037,7.526510664851211,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.65,85.66912304007293,7.366281969312827,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.7,86.03743713853858,7.207818746915285,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.75,86.39782807588435,7.051188668150187,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.800000000000001,86.75038750929185,6.896454107501309,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.8500000000000005,87.09521021466692,6.743672274778027,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.9,87.43239382840582,6.592895353650755,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,6.95,87.76203859608836,6.444170646405201,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.0,88.08424712840862,6.297540723973798,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.050000000000001,88.39912416460731,6.1530435803464245,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.1000000000000005,88.70677634362464,6.0107127905077204,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.15,89.00731198315003,5.870577671095202,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.2,89.30084086670479,5.73266344301968,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.25,89.58747403885577,5.59699139533752,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.300000000000001,89.86732360862266,5.463579049712154,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.3500000000000005,90.14050256110826,5.332440324849967,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.4,90.40712457735076,5.203585700342736,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.45,90.66730386236789,5.077022379395027,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.5,90.92115498133764,4.952754449960075,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.550000000000001,91.16879270383563,4.83078304385166,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.6000000000000005,91.41033185602822,4.711106493441683,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.65,91.6458871807003,4.593720485594293,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.7,91.87557320498001,4.478618212526161,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.75,92.09950411560632,4.365790519320278,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.800000000000001,92.31779364157234,4.255226047855802,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.8500000000000005,92.53055494396513,4.1469113769501815,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.9,92.73790051281264,4.040831158541573,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,7.95,92.93994207073972,3.9369682497691008,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.0,93.13679048322817,3.835303840836453,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.05,93.32855567527,3.7358175785701686,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.1,93.5153465541985,3.63848768560803,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.15,93.69727093847891,3.5432910751750017,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.200000000000001,93.87443549223765,3.4502034614248625,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.25,94.0469456653089,3.359199465343952,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.3,94.2149056385761,3.2702527162308703,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.35,94.37841827438764,3.183335948780981,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.4,94.5375850718267,3.0984210958187957,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.450000000000001,94.69250612661764,3.0154793767334636,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.5,94.84328009545432,2.9344813816837827,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.55,94.9900041645385,2.8553971516488508,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.6,95.13277402212094,2.7781962544089933,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.65,95.2716838348414,2.7028478565489635,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.700000000000001,95.40682622766884,2.629320791581711,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.75,95.53829226724793,2.5575836242962464,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.8,95.66617144846273,2.4876047114376423,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.85,95.79055168403461,2.4193522588305316,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.9,95.91151929697614,2.352794375060329,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,8.950000000000001,96.02915901572915,2.2878991218283202,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.0,96.14355397182057,2.2246345610980973,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
