scenario,period,stock,inflow,demand,losses,shortage,capacity,stock_margin
baseline,31,99.95060153,8.0,6.0,1.49925902,0.0,100.0,0.99950602
baseline,32,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,33,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,34,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,35,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,36,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,37,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,38,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,39,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,40,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,41,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,42,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,43,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,44,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,45,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,46,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,47,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,48,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,49,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,50,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,51,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,52,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,53,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,54,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,55,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,56,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,57,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,58,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,59,100.0,8.0,6.0,1.5,0.0,100.0,1.0
baseline,60,100.0,8.0,6.0,1.5,0.0,100.0,1.0
low_inflow,0,80.0,5.0,6.0,1.2,0.0,100.0,0.8
low_inflow,1,77.8,5.0,6.0,1.167,0.0,100.0,0.778
low_inflow,2,75.633,5.0,6.0,1.134495,0.0,100.0,0.75633
low_inflow,3,73.498505,5.0,6.0,1.10247757,0.0,100.0,0.73498505
low_inflow,4,71.39602742,5.0,6.0,1.07094041,0.0,100.0,0.71396027
low_inflow,5,69.32508701,5.0,6.0,1.03987631,0.0,100.0,0.69325087
low_inflow,6,67.28521071,5.0,6.0,1.00927816,0.0,100.0,0.67285211
low_inflow,7,65.27593255,5.0,6.0,0.97913899,0.0,100.0,0.65275933
low_inflow,8,63.29679356,5.0,6.0,0.9494519,0.0,100.0,0.63296794
low_inflow,9,61.34734166,5.0,6.0,0.92021012,0.0,100.0,0.61347342
low_inflow,10,59.42713153,5.0,6.0,0.89140697,0.0,100.0,0.59427132
low_inflow,11,57.53572456,5.0,6.0,0.86303587,0.0,100.0,0.57535725
low_inflow,12,55.67268869,5.0,6.0,0.83509033,0.0,100.0,0.55672689
low_inflow,13,53.83759836,5.0,6.0,0.80756398,0.0,100.0,0.53837598
low_inflow,14,52.03003438,5.0,6.0,0.78045052,0.0,100.0,0.52030034
low_inflow,15,50.24958387,5.0,6.0,0.75374376,0.0,100.0,0.50249584
low_inflow,16,48.49584011,5.0,6.0,0.7274376,0.0,100.0,0.4849584
low_inflow,17,46.76840251,5.0,6.0,0.70152604,0.0,100.0,0.46768403
low_inflow,18,45.06687647,5.0,6.0,0.67600315,0.0,100.0,0.45066876
low_inflow,19,43.39087332,5.0,6.0,0.6508631,0.0,100.0,0.43390873
low_inflow,20,41.74001022,5.0,6.0,0.62610015,0.0,100.0,0.4174001
low_inflow,21,40.11391007,5.0,6.0,0.60170865,0.0,100.0,0.4011391
low_inflow,22,38.51220142,5.0,6.0,0.57768302,0.0,100.0,0.38512201
low_inflow,23,36.9345184,5.0,6.0,0.55401778,0.0,100.0,0.36934518
low_inflow,24,35.38050062,5.0,6.0,0.53070751,0.0,100.0,0.35380501
low_inflow,25,33.84979311,5.0,6.0,0.5077469,0.0,100.0,0.33849793
low_inflow,26,32.34204622,5.0,6.0,0.48513069,0.0,100.0,0.32342046
low_inflow,27,30.85691552,5.0,6.0,0.46285373,0.0,100.0,0.30856916
low_inflow,28,29.39406179,5.0,6.0,0.44091093,0.0,100.0,0.29394062
low_inflow,29,27.95315086,5.0,6.0,0.41929726,0.0,100.0,0.27953151
low_inflow,30,26.5338536,5.0,6.0,0.3980078,0.0,100.0,0.26533854
low_inflow,31,25.1358458,5.0,6.0,0.37703769,0.0,100.0,0.25135846
low_inflow,32,23.75880811,5.0,6.0,0.35638212,0.0,100.0,0.23758808
low_inflow,33,22.40242599,5.0,6.0,0.33603639,0.0,100.0,0.22402426
low_inflow,34,21.0663896,5.0,6.0,0.31599584,0.0,100.0,0.2106639
low_inflow,35,19.75039375,5.0,6.0,0.29625591,0.0,100.0,0.19750394
low_inflow,36,18.45413785,5.0,6.0,0.27681207,0.0,100.0,0.18454138
low_inflow,37,17.17732578,5.0,6.0,0.25765989,0.0,100.0,0.17177326
low_inflow,38,15.91966589,5.0,6.0,0.23879499,0.0,100.0,0.15919666
low_inflow,39,14.68087091,5.0,6.0,0.22021306,0.0,100.0,0.14680871
low_inflow,40,13.46065784,5.0,6.0,0.20190987,0.0,100.0,0.13460658
low_inflow,41,12.25874797,5.0,6.0,0.18388122,0.0,100.0,0.12258748
low_inflow,42,11.07486675,5.0,6.0,0.166123,0.0,100.0,0.11074867
low_inflow,43,9.90874375,5.0,6.0,0.14863116,0.0,100.0,0.09908744
low_inflow,44,8.7601126,5.0,6.0,0.13140169,0.0,100.0,0.08760113
low_inflow,45,7.62871091,5.0,6.0,0.11443066,0.0,100.0,0.07628711
low_inflow,46,6.51428024,5.0,6.0,0.0977142,0.0,100.0,0.0651428
low_inflow,47,5.41656604,5.0,6.0,0.08124849,0.0,100.0,0.05416566
low_inflow,48,4.33531755,5.0,6.0,0.06502976,0.0,100.0,0.04335318
low_inflow,49,3.27028779,5.0,6.0,0.04905432,0.0,100.0,0.03270288
low_inflow,50,2.22123347,5.0,6.0,0.0333185,0.0,100.0,0.02221233
low_inflow,51,1.18791497,5.0,6.0,0.01781872,0.0,100.0,0.01187915
low_inflow,52,0.17009624,5.0,6.0,0.00255144,0.8324552,100.0,0.00170096
low_inflow,53,0.0,5.0,6.0,0.0,1.0,100.0,0.0
low_inflow,54,0.0,5.0,6.0,0.0,1.0,100.0,0.0
low_inflow,55,0.0,5.0,6.0,0.0,1.0,100.0,0.0
low_inflow,56,0.0,5.0,6.0,0.0,1.0,100.0,0.0
low_inflow,57,0.0,5.0,6.0,0.0,1.0,100.0,0.0
low_inflow,58,0.0,5.0,6.0,0.0,1.0,100.0,0.0
low_inflow,59,0.0,5.0,6.0,0.0,1.0,100.0,0.0
low_inflow,60,0.0,5.0,6.0,0.0,1.0,100.0,0.0
higher_losses,0,80.0,8.0,6.0,2.8,0.0,100.0,0.8
higher_losses,1,79.2,8.0,6.0,2.772,0.0,100.0,0.792
higher_losses,2,78.428,8.0,6.0,2.74498,0.0,100.0,0.78428
higher_losses,3,77.68302,8.0,6.0,2.7189057,0.0,100.0,0.7768302
higher_losses,4,76.9641143,8.0,6.0,2.693744,0.0,100.0,0.76964114
higher_losses,5,76.2703703,8.0,6.0,2.66946296,0.0,100.0,0.7627037
higher_losses,6,75.60090734,8.0,6.0,2.64603176,0.0,100.0,0.75600907
higher_losses,7,74.95487558,8.0,6.0,2.62342065,0.0,100.0,0.74954876
higher_losses,8,74.33145494,8.0,6.0,2.60160092,0.0,100.0,0.74331455
higher_losses,9,73.72985401,8.0,6.0,2.58054489,0.0,100.0,0.73729854
higher_losses,10,73.14930912,8.0,6.0,2.56022582,0.0,100.0,0.73149309
higher_losses,11,72.5890833,8.0,6.0,2.54061792,0.0,100.0,0.72589083
higher_losses,12,72.04846539,8.0,6.0,2.52169629,0.0,100.0,0.72048465
higher_losses,13,71.5267691,8.0,6.0,2.50343692,0.0,100.0,0.71526769
higher_losses,14,71.02333218,8.0,6.0,2.48581663,0.0,100.0,0.71023332
higher_losses,15,70.53751556,8.0,6.0,2.46881304,0.0,100.0,0.70537516
higher_losses,16,70.06870251,8.0,6.0,2.45240459,0.0,100.0,0.70068703
higher_losses,17,69.61629792,8.0,6.0,2.43657043,0.0,100.0,0.69616298
higher_losses,18,69.1797275,8.0,6.0,2.42129046,0.0,100.0,0.69179727
higher_losses,19,68.75843703,8.0,6.0,2.4065453,0.0,100.0,0.68758437
higher_losses,20,68.35189174,8.0,6.0,2.39231621,0.0,100.0,0.68351892
higher_losses,21,67.95957553,8.0,6.0,2.37858514,0.0,100.0,0.67959576
higher_losses,22,67.58099038,8.0,6.0,2.36533466,0.0,100.0,0.6758099
higher_losses,23,67.21565572,8.0,6.0,2.35254795,0.0,100.0,0.67215656
higher_losses,24,66.86310777,8.0,6.0,2.34020877,0.0,100.0,0.66863108
higher_losses,25,66.522899,8.0,6.0,2.32830146,0.0,100.0,0.66522899
higher_losses,26,66.19459753,8.0,6.0,2.31681091,0.0,100.0,0.66194598
higher_losses,27,65.87778662,8.0,6.0,2.30572253,0.0,100.0,0.65877787
higher_losses,28,65.57206409,8.0,6.0,2.29502224,0.0,100.0,0.65572064
higher_losses,29,65.27704184,8.0,6.0,2.28469646,0.0,100.0,0.65277042
higher_losses,30,64.99234538,8.0,6.0,2.27473209,0.0,100.0,0.64992345
higher_losses,31,64.71761329,8.0,6.0,2.26511647,0.0,100.0,0.64717613
higher_losses,32,64.45249683,8.0,6.0,2.25583739,0.0,100.0,0.64452497
higher_losses,33,64.19665944,8.0,6.0,2.24688308,0.0,100.0,0.64196659
higher_losses,34,63.94977636,8.0,6.0,2.23824217,0.0,100.0,0.63949776
higher_losses,35,63.71153418,8.0,6.0,2.2299037,0.0,100.0,0.63711534
higher_losses,36,63.48163049,8.0,6.0,2.22185707,0.0,100.0,0.6348163
higher_losses,37,63.25977342,8.0,6.0,2.21409207,0.0,100.0,0.63259773
higher_losses,38,63.04568135,8.0,6.0,2.20659885,0.0,100.0,0.63045681
higher_losses,39,62.8390825,8.0,6.0,2.19936789,0.0,100.0,0.62839083
higher_losses,40,62.63971462,8.0,6.0,2.19239001,0.0,100.0,0.62639715
higher_losses,41,62.4473246,8.0,6.0,2.18565636,0.0,100.0,0.62447325
higher_losses,42,62.26166824,8.0,6.0,2.17915839,0.0,100.0,0.62261668
higher_losses,43,62.08250985,8.0,6.0,2.17288784,0.0,100.0,0.6208251
higher_losses,44,61.90962201,8.0,6.0,2.16683677,0.0,100.0,0.61909622
higher_losses,45,61.74278524,8.0,6.0,2.16099748,0.0,100.0,0.61742785
higher_losses,46,61.58178776,8.0,6.0,2.15536257,0.0,100.0,0.61581788
higher_losses,47,61.42642518,8.0,6.0,2.14992488,0.0,100.0,0.61426425
higher_losses,48,61.2765003,8.0,6.0,2.14467751,0.0,100.0,0.612765
higher_losses,49,61.13182279,8.0,6.0,2.1396138,0.0,100.0,0.61131823
higher_losses,50,60.99220899,8.0,6.0,2.13472731,0.0,100.0,0.60992209
higher_losses,51,60.85748168,8.0,6.0,2.13001186,0.0,100.0,0.60857482
higher_losses,52,60.72746982,8.0,6.0,2.12546144,0.0,100.0,0.6072747
higher_losses,53,60.60200838,8.0,6.0,2.12107029,0.0,100.0,0.60602008
higher_losses,54,60.48093808,8.0,6.0,2.11683283,0.0,100.0,0.60480938
higher_losses,55,60.36410525,8.0,6.0,2.11274368,0.0,100.0,0.60364105
higher_losses,56,60.25136157,8.0,6.0,2.10879765,0.0,100.0,0.60251362
higher_losses,57,60.14256391,8.0,6.0,2.10498974,0.0,100.0,0.60142564
higher_losses,58,60.03757418,8.0,6.0,2.1013151,0.0,100.0,0.60037574
higher_losses,59,59.93625908,8.0,6.0,2.09776907,0.0,100.0,0.59936259
higher_losses,60,59.83849001,8.0,6.0,2.09434715,0.0,100.0,0.5983849
lower_capacity,0,70.0,8.0,6.0,1.05,0.0,75.0,0.93333333
lower_capacity,1,70.95,8.0,6.0,1.06425,0.0,75.0,0.946
lower_capacity,2,71.88575,8.0,6.0,1.07828625,0.0,75.0,0.95847667
lower_capacity,3,72.80746375,8.0,6.0,1.09211196,0.0,75.0,0.97076618
lower_capacity,4,73.71535179,8.0,6.0,1.10573028,0.0,75.0,0.98287136
lower_capacity,5,74.60962152,8.0,6.0,1.11914432,0.0,75.0,0.99479495
lower_capacity,6,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,7,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,8,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,9,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,10,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,11,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,12,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,13,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,14,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,15,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,16,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,17,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,18,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,19,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,20,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,21,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,22,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,23,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,24,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,25,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,26,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,27,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,28,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,29,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,30,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,31,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,32,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,33,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,34,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,35,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,36,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,37,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,38,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,39,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,40,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,41,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,42,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,43,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,44,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,45,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,46,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,47,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,48,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,49,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,50,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,51,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,52,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,53,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,54,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,55,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,56,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,57,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,58,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,59,75.0,8.0,6.0,1.125,0.0,75.0,1.0
lower_capacity,60,75.0,8.0,6.0,1.125,0.0,75.0,1.0
compound_stress,0,70.0,5.0,7.0,2.1,0.0,80.0,0.875
compound_stress,1,65.9,5.0,7.0,1.977,0.0,80.0,0.82375
compound_stress,2,61.923,5.0,7.0,1.85769,0.0,80.0,0.7740375
compound_stress,3,58.06531,5.0,7.0,1.7419593,0.0,80.0,0.72581638
compound_stress,4,54.3233507,5.0,7.0,1.62970052,0.0,80.0,0.67904188
compound_stress,5,50.69365018,5.0,7.0,1.52080951,0.0,80.0,0.63367063
compound_stress,6,47.17284067,5.0,7.0,1.41518522,0.0,80.0,0.58966051
compound_stress,7,43.75765545,5.0,7.0,1.31272966,0.0,80.0,0.54697069
compound_stress,8,40.44492579,5.0,7.0,1.21334777,0.0,80.0,0.50556157
compound_stress,9,37.23157802,5.0,7.0,1.11694734,0.0,80.0,0.46539473
compound_stress,10,34.11463068,5.0,7.0,1.02343892,0.0,80.0,0.42643288
compound_stress,11,31.09119176,5.0,7.0,0.93273575,0.0,80.0,0.3886399
compound_stress,12,28.158456,5.0,7.0,0.84475368,0.0,80.0,0.3519807
compound_stress,13,25.31370232,5.0,7.0,0.75941107,0.0,80.0,0.31642128
compound_stress,14,22.55429125,5.0,7.0,0.67662874,0.0,80.0,0.28192864
compound_stress,15,19.87766252,5.0,7.0,0.59632988,0.0,80.0,0.24847078
compound_stress,16,17.28133264,5.0,7.0,0.51843998,0.0,80.0,0.21601666
compound_stress,17,14.76289266,5.0,7.0,0.44288678,0.0,80.0,0.18453616
compound_stress,18,12.32000588,5.0,7.0,0.36960018,0.0,80.0,0.15400007
compound_stress,19,9.9504057,5.0,7.0,0.29851217,0.0,80.0,0.12438007
compound_stress,20,7.65189353,5.0,7.0,0.22955681,0.0,80.0,0.09564867
compound_stress,21,5.42233673,5.0,7.0,0.1626701,0.0,80.0,0.06777921
compound_stress,22,3.25966663,5.0,7.0,0.09779,0.0,80.0,0.04074583
compound_stress,23,1.16187663,5.0,7.0,0.0348563,0.87297967,80.0,0.01452346
compound_stress,24,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,25,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,26,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,27,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,28,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,29,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,30,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,31,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,32,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,33,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,34,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,35,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,36,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,37,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,38,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,39,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,40,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,41,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,42,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,43,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,44,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,45,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,46,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,47,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,48,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,49,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,50,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,51,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,52,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,53,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,54,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,55,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,56,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,57,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,58,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,59,0.0,5.0,7.0,0.0,2.0,80.0,0.0
compound_stress,60,0.0,5.0,7.0,0.0,2.0,80.0,0.0
high_demand,0,80.0,8.0,8.0,1.2,0.0,100.0,0.8
high_demand,1,78.8,8.0,8.0,1.182,0.0,100.0,0.788
high_demand,2,77.618,8.0,8.0,1.16427,0.0,100.0,0.77618
high_demand,3,76.45373,8.0,8.0,1.14680595,0.0,100.0,0.7645373
high_demand,4,75.30692405,8.0,8.0,1.12960386,0.0,100.0,0.75306924
high_demand,5,74.17732019,8.0,8.0,1.1126598,0.0,100.0,0.7417732
high_demand,6,73.06466039,8.0,8.0,1.09596991,0.0,100.0,0.7306466
high_demand,7,71.96869048,8.0,8.0,1.07953036,0.0,100.0,0.7196869
high_demand,8,70.88916012,8.0,8.0,1.0633374,0.0,100.0,0.7088916
high_demand,9,69.82582272,8.0,8.0,1.04738734,0.0,100.0,0.69825823
high_demand,10,68.77843538,8.0,8.0,1.03167653,0.0,100.0,0.68778435
high_demand,11,67.74675885,8.0,8.0,1.01620138,0.0,100.0,0.67746759
high_demand,12,66.73055747,8.0,8.0,1.00095836,0.0,100.0,0.66730557
high_demand,13,65.72959911,8.0,8.0,0.98594399,0.0,100.0,0.65729599
high_demand,14,64.74365512,8.0,8.0,0.97115483,0.0,100.0,0.64743655
high_demand,15,63.77250029,8.0,8.0,0.9565875,0.0,100.0,0.637725
high_demand,16,62.81591279,8.0,8.0,0.94223869,0.0,100.0,0.62815913
high_demand,17,61.8736741,8.0,8.0,0.92810511,0.0,100.0,0.61873674
high_demand,18,60.94556898,8.0,8.0,0.91418353,0.0,100.0,0.60945569
high_demand,19,60.03138545,8.0,8.0,0.90047078,0.0,100.0,0.60031385
high_demand,20,59.13091467,8.0,8.0,0.88696372,0.0,100.0,0.59130915
high_demand,21,58.24395095,8.0,8.0,0.87365926,0.0,100.0,0.58243951
high_demand,22,57.37029168,8.0,8.0,0.86055438,0.0,100.0,0.57370292
high_demand,23,56.50973731,8.0,8.0,0.84764606,0.0,100.0,0.56509737
high_demand,24,55.66209125,8.0,8.0,0.83493137,0.0,100.0,0.55662091
high_demand,25,54.82715988,8.0,8.0,0.8224074,0.0,100.0,0.5482716
high_demand,26,54.00475248,8.0,8.0,0.81007129,0.0,100.0,0.54004752
high_demand,27,53.19468119,8.0,8.0,0.79792022,0.0,100.0,0.53194681
high_demand,28,52.39676098,8.0,8.0,0.78595141,0.0,100.0,0.52396761
high_demand,29,51.61080956,8.0,8.0,0.77416214,0.0,100.0,0.5161081
high_demand,30,50.83664742,8.0,8.0,0.76254971,0.0,100.0,0.50836647
high_demand,31,50.07409771,8.0,8.0,0.75111147,0.0,100.0,0.50074098
high_demand,32,49.32298624,8.0,8.0,0.73984479,0.0,100.0,0.49322986
high_demand,33,48.58314145,8.0,8.0,0.72874712,0.0,100.0,0.48583141
high_demand,34,47.85439433,8.0,8.0,0.71781591,0.0,100.0,0.47854394
high_demand,35,47.13657841,8.0,8.0,0.70704868,0.0,100.0,0.47136578
high_demand,36,46.42952974,8.0,8.0,0.69644295,0.0,100.0,0.4642953
high_demand,37,45.73308679,8.0,8.0,0.6859963,0.0,100.0,0.45733087
high_demand,38,45.04709049,8.0,8.0,0.67570636,0.0,100.0,0.4504709
high_demand,39,44.37138413,8.0,8.0,0.66557076,0.0,100.0,0.44371384
high_demand,40,43.70581337,8.0,8.0,0.6555872,0.0,100.0,0.43705813
high_demand,41,43.05022617,8.0,8.0,0.64575339,0.0,100.0,0.43050226
high_demand,42,42.40447278,8.0,8.0,0.63606709,0.0,100.0,0.42404473
high_demand,43,41.76840568,8.0,8.0,0.62652609,0.0,100.0,0.41768406
high_demand,44,41.1418796,8.0,8.0,0.61712819,0.0,100.0,0.4114188
high_demand,45,40.5247514,8.0,8.0,0.60787127,0.0,100.0,0.40524751
high_demand,46,39.91688013,8.0,8.0,0.5987532,0.0,100.0,0.3991688
high_demand,47,39.31812693,8.0,8.0,0.5897719,0.0,100.0,0.39318127
high_demand,48,38.72835503,8.0,8.0,0.58092533,0.0,100.0,0.38728355
high_demand,49,38.1474297,8.0,8.0,0.57221145,0.0,100.0,0.3814743
