scenario,structure,period,stock,inflow,demand,losses,raw_next_stock,next_stock,shortage,overflow,capacity
linear_baseline,linear,28,98.40215935,8.0,6.0,1.47603239,98.92612696,98.92612696,0.0,0.0,100.0
linear_baseline,linear,29,98.92612696,8.0,6.0,1.4838919,99.44223505,99.44223505,0.0,0.0,100.0
linear_baseline,linear,30,99.44223505,8.0,6.0,1.49163353,99.95060153,99.95060153,0.0,0.0,100.0
linear_baseline,linear,31,99.95060153,8.0,6.0,1.49925902,100.45134251,100.45134251,0.0,0.45134251,100.0
linear_baseline,linear,32,100.45134251,8.0,6.0,1.50677014,100.94457237,100.94457237,0.0,0.94457237,100.0
linear_baseline,linear,33,100.94457237,8.0,6.0,1.51416859,101.43040378,101.43040378,0.0,1.43040378,100.0
linear_baseline,linear,34,101.43040378,8.0,6.0,1.52145606,101.90894773,101.90894773,0.0,1.90894773,100.0
linear_baseline,linear,35,101.90894773,8.0,6.0,1.52863422,102.38031351,102.38031351,0.0,2.38031351,100.0
linear_baseline,linear,36,102.38031351,8.0,6.0,1.5357047,102.84460881,102.84460881,0.0,2.84460881,100.0
linear_baseline,linear,37,102.84460881,8.0,6.0,1.54266913,103.30193968,103.30193968,0.0,3.30193968,100.0
linear_baseline,linear,38,103.30193968,8.0,6.0,1.5495291,103.75241058,103.75241058,0.0,3.75241058,100.0
linear_baseline,linear,39,103.75241058,8.0,6.0,1.55628616,104.19612442,104.19612442,0.0,4.19612442,100.0
linear_baseline,linear,40,104.19612442,8.0,6.0,1.56294187,104.63318255,104.63318255,0.0,4.63318255,100.0
linear_baseline,linear,41,104.63318255,8.0,6.0,1.56949774,105.06368482,105.06368482,0.0,5.06368482,100.0
linear_baseline,linear,42,105.06368482,8.0,6.0,1.57595527,105.48772954,105.48772954,0.0,5.48772954,100.0
linear_baseline,linear,43,105.48772954,8.0,6.0,1.58231594,105.9054136,105.9054136,0.0,5.9054136,100.0
linear_baseline,linear,44,105.9054136,8.0,6.0,1.5885812,106.3168324,106.3168324,0.0,6.3168324,100.0
linear_baseline,linear,45,106.3168324,8.0,6.0,1.59475249,106.72207991,106.72207991,0.0,6.72207991,100.0
linear_baseline,linear,46,106.72207991,8.0,6.0,1.6008312,107.12124871,107.12124871,0.0,7.12124871,100.0
linear_baseline,linear,47,107.12124871,8.0,6.0,1.60681873,107.51442998,107.51442998,0.0,7.51442998,100.0
linear_baseline,linear,48,107.51442998,8.0,6.0,1.61271645,107.90171353,107.90171353,0.0,7.90171353,100.0
linear_baseline,linear,49,107.90171353,8.0,6.0,1.6185257,108.28318783,108.28318783,0.0,8.28318783,100.0
linear_baseline,linear,50,108.28318783,8.0,6.0,1.62424782,108.65894001,108.65894001,0.0,8.65894001,100.0
linear_baseline,linear,51,108.65894001,8.0,6.0,1.6298841,109.02905591,109.02905591,0.0,9.02905591,100.0
linear_baseline,linear,52,109.02905591,8.0,6.0,1.63543584,109.39362007,109.39362007,0.0,9.39362007,100.0
linear_baseline,linear,53,109.39362007,8.0,6.0,1.6409043,109.75271577,109.75271577,0.0,9.75271577,100.0
linear_baseline,linear,54,109.75271577,8.0,6.0,1.64629074,110.10642504,110.10642504,0.0,10.10642504,100.0
linear_baseline,linear,55,110.10642504,8.0,6.0,1.65159638,110.45482866,110.45482866,0.0,10.45482866,100.0
linear_baseline,linear,56,110.45482866,8.0,6.0,1.65682243,110.79800623,110.79800623,0.0,10.79800623,100.0
linear_baseline,linear,57,110.79800623,8.0,6.0,1.66197009,111.13603614,111.13603614,0.0,11.13603614,100.0
linear_baseline,linear,58,111.13603614,8.0,6.0,1.66704054,111.46899559,111.46899559,0.0,11.46899559,100.0
linear_baseline,linear,59,111.46899559,8.0,6.0,1.67203493,111.79696066,111.79696066,0.0,11.79696066,100.0
linear_baseline,linear,60,111.79696066,8.0,6.0,1.67695441,112.12000625,112.12000625,0.0,12.12000625,100.0
constrained_baseline,constrained,0,80.0,8.0,6.0,1.2,80.8,80.8,0.0,0.0,100.0
constrained_baseline,constrained,1,80.8,8.0,6.0,1.212,81.588,81.588,0.0,0.0,100.0
constrained_baseline,constrained,2,81.588,8.0,6.0,1.22382,82.36418,82.36418,0.0,0.0,100.0
constrained_baseline,constrained,3,82.36418,8.0,6.0,1.2354627,83.1287173,83.1287173,0.0,0.0,100.0
constrained_baseline,constrained,4,83.1287173,8.0,6.0,1.24693076,83.88178654,83.88178654,0.0,0.0,100.0
constrained_baseline,constrained,5,83.88178654,8.0,6.0,1.2582268,84.62355974,84.62355974,0.0,0.0,100.0
constrained_baseline,constrained,6,84.62355974,8.0,6.0,1.2693534,85.35420635,85.35420635,0.0,0.0,100.0
constrained_baseline,constrained,7,85.35420635,8.0,6.0,1.2803131,86.07389325,86.07389325,0.0,0.0,100.0
constrained_baseline,constrained,8,86.07389325,8.0,6.0,1.2911084,86.78278485,86.78278485,0.0,0.0,100.0
constrained_baseline,constrained,9,86.78278485,8.0,6.0,1.30174177,87.48104308,87.48104308,0.0,0.0,100.0
constrained_baseline,constrained,10,87.48104308,8.0,6.0,1.31221565,88.16882743,88.16882743,0.0,0.0,100.0
constrained_baseline,constrained,11,88.16882743,8.0,6.0,1.32253241,88.84629502,88.84629502,0.0,0.0,100.0
constrained_baseline,constrained,12,88.84629502,8.0,6.0,1.33269443,89.5136006,89.5136006,0.0,0.0,100.0
constrained_baseline,constrained,13,89.5136006,8.0,6.0,1.34270401,90.17089659,90.17089659,0.0,0.0,100.0
constrained_baseline,constrained,14,90.17089659,8.0,6.0,1.35256345,90.81833314,90.81833314,0.0,0.0,100.0
constrained_baseline,constrained,15,90.81833314,8.0,6.0,1.362275,91.45605814,91.45605814,0.0,0.0,100.0
constrained_baseline,constrained,16,91.45605814,8.0,6.0,1.37184087,92.08421727,92.08421727,0.0,0.0,100.0
constrained_baseline,constrained,17,92.08421727,8.0,6.0,1.38126326,92.70295401,92.70295401,0.0,0.0,100.0
constrained_baseline,constrained,18,92.70295401,8.0,6.0,1.39054431,93.3124097,93.3124097,0.0,0.0,100.0
constrained_baseline,constrained,19,93.3124097,8.0,6.0,1.39968615,93.91272355,93.91272355,0.0,0.0,100.0
constrained_baseline,constrained,20,93.91272355,8.0,6.0,1.40869085,94.5040327,94.5040327,0.0,0.0,100.0
constrained_baseline,constrained,21,94.5040327,8.0,6.0,1.41756049,95.08647221,95.08647221,0.0,0.0,100.0
constrained_baseline,constrained,22,95.08647221,8.0,6.0,1.42629708,95.66017513,95.66017513,0.0,0.0,100.0
constrained_baseline,constrained,23,95.66017513,8.0,6.0,1.43490263,96.2252725,96.2252725,0.0,0.0,100.0
constrained_baseline,constrained,24,96.2252725,8.0,6.0,1.44337909,96.78189341,96.78189341,0.0,0.0,100.0
constrained_baseline,constrained,25,96.78189341,8.0,6.0,1.4517284,97.33016501,97.33016501,0.0,0.0,100.0
constrained_baseline,constrained,26,97.33016501,8.0,6.0,1.45995248,97.87021254,97.87021254,0.0,0.0,100.0
constrained_baseline,constrained,27,97.87021254,8.0,6.0,1.46805319,98.40215935,98.40215935,0.0,0.0,100.0
constrained_baseline,constrained,28,98.40215935,8.0,6.0,1.47603239,98.92612696,98.92612696,0.0,0.0,100.0
constrained_baseline,constrained,29,98.92612696,8.0,6.0,1.4838919,99.44223505,99.44223505,0.0,0.0,100.0
constrained_baseline,constrained,30,99.44223505,8.0,6.0,1.49163353,99.95060153,99.95060153,0.0,0.0,100.0
constrained_baseline,constrained,31,99.95060153,8.0,6.0,1.49925902,100.45134251,100.0,0.0,0.45134251,100.0
constrained_baseline,constrained,32,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,33,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,34,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,35,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,36,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,37,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,38,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,39,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,40,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,41,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,42,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,43,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,44,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,45,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,46,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,47,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,48,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,49,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,50,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,51,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,52,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,53,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,54,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,55,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,56,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,57,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,58,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,59,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
constrained_baseline,constrained,60,100.0,8.0,6.0,1.5,100.5,100.0,0.0,0.5,100.0
feedback_stress,feedback,0,40.0,3.0,7.0,2.0,34.0,34.0,0.0,0.0,60.0
feedback_stress,feedback,1,34.0,3.0,7.0,1.7,28.3,28.3,0.0,0.0,60.0
feedback_stress,feedback,2,28.3,3.0,7.0,1.415,22.885,22.885,0.0,0.0,60.0
feedback_stress,feedback,3,22.885,3.0,7.0,1.14425,17.74075,17.74075,0.0,0.0,60.0
feedback_stress,feedback,4,17.74075,3.0,7.0,0.8870375,12.8537125,12.8537125,0.0,0.0,60.0
feedback_stress,feedback,5,12.8537125,3.0,7.0,0.64268563,8.21102688,8.21102688,0.0,0.0,60.0
feedback_stress,feedback,6,8.21102688,3.0,7.0,0.41055134,3.80047553,3.80047553,0.0,0.0,60.0
feedback_stress,feedback,7,3.80047553,3.0,7.0,0.19002378,-0.38954825,0.0,0.38954825,0.0,60.0
feedback_stress,feedback,8,0.0,3.0,6.92209035,0.0,-3.92209035,0.0,3.92209035,0.0,60.0
feedback_stress,feedback,9,0.0,3.0,6.13767228,0.0,-3.13767228,0.0,3.13767228,0.0,60.0
feedback_stress,feedback,10,0.0,3.0,5.51013782,0.0,-2.51013782,0.0,2.51013782,0.0,60.0
feedback_stress,feedback,11,0.0,3.0,5.00811026,0.0,-2.00811026,0.0,2.00811026,0.0,60.0
feedback_stress,feedback,12,0.0,3.0,4.60648821,0.0,-1.60648821,0.0,1.60648821,0.0,60.0
feedback_stress,feedback,13,0.0,3.0,4.28519057,0.0,-1.28519057,0.0,1.28519057,0.0,60.0
feedback_stress,feedback,14,0.0,3.0,4.02815245,0.0,-1.02815245,0.0,1.02815245,0.0,60.0
feedback_stress,feedback,15,0.0,3.0,3.82252196,0.0,-0.82252196,0.0,0.82252196,0.0,60.0
feedback_stress,feedback,16,0.0,3.0,3.65801757,0.0,-0.65801757,0.0,0.65801757,0.0,60.0
feedback_stress,feedback,17,0.0,3.0,3.52641406,0.0,-0.52641406,0.0,0.52641406,0.0,60.0
feedback_stress,feedback,18,0.0,3.0,3.42113124,0.0,-0.42113124,0.0,0.42113124,0.0,60.0
feedback_stress,feedback,19,0.0,3.0,3.336905,0.0,-0.336905,0.0,0.336905,0.0,60.0
feedback_stress,feedback,20,0.0,3.0,3.269524,0.0,-0.269524,0.0,0.269524,0.0,60.0
feedback_stress,feedback,21,0.0,3.0,3.2156192,0.0,-0.2156192,0.0,0.2156192,0.0,60.0
feedback_stress,feedback,22,0.0,3.0,3.17249536,0.0,-0.17249536,0.0,0.17249536,0.0,60.0
feedback_stress,feedback,23,0.0,3.0,3.13799629,0.0,-0.13799629,0.0,0.13799629,0.0,60.0
feedback_stress,feedback,24,0.0,3.0,3.11039703,0.0,-0.11039703,0.0,0.11039703,0.0,60.0
feedback_stress,feedback,25,0.0,3.0,3.08831762,0.0,-0.08831762,0.0,0.08831762,0.0,60.0
feedback_stress,feedback,26,0.0,3.0,3.0706541,0.0,-0.0706541,0.0,0.0706541,0.0,60.0
feedback_stress,feedback,27,0.0,3.0,3.05652328,0.0,-0.05652328,0.0,0.05652328,0.0,60.0
feedback_stress,feedback,28,0.0,3.0,3.04521862,0.0,-0.04521862,0.0,0.04521862,0.0,60.0
feedback_stress,feedback,29,0.0,3.0,3.0361749,0.0,-0.0361749,0.0,0.0361749,0.0,60.0
feedback_stress,feedback,30,0.0,3.0,3.02893992,0.0,-0.02893992,0.0,0.02893992,0.0,60.0
feedback_stress,feedback,31,0.0,3.0,3.02315194,0.0,-0.02315194,0.0,0.02315194,0.0,60.0
feedback_stress,feedback,32,0.0,3.0,3.01852155,0.0,-0.01852155,0.0,0.01852155,0.0,60.0
feedback_stress,feedback,33,0.0,3.0,3.01481724,0.0,-0.01481724,0.0,0.01481724,0.0,60.0
feedback_stress,feedback,34,0.0,3.0,3.01185379,0.0,-0.01185379,0.0,0.01185379,0.0,60.0
feedback_stress,feedback,35,0.0,3.0,3.00948303,0.0,-0.00948303,0.0,0.00948303,0.0,60.0
feedback_stress,feedback,36,0.0,3.0,3.00758643,0.0,-0.00758643,0.0,0.00758643,0.0,60.0
feedback_stress,feedback,37,0.0,3.0,3.00606914,0.0,-0.00606914,0.0,0.00606914,0.0,60.0
feedback_stress,feedback,38,0.0,3.0,3.00485531,0.0,-0.00485531,0.0,0.00485531,0.0,60.0
feedback_stress,feedback,39,0.0,3.0,3.00388425,0.0,-0.00388425,0.0,0.00388425,0.0,60.0
feedback_stress,feedback,40,0.0,3.0,3.0031074,0.0,-0.0031074,0.0,0.0031074,0.0,60.0
feedback_stress,feedback,41,0.0,3.0,3.00248592,0.0,-0.00248592,0.0,0.00248592,0.0,60.0
feedback_stress,feedback,42,0.0,3.0,3.00198874,0.0,-0.00198874,0.0,0.00198874,0.0,60.0
feedback_stress,feedback,43,0.0,3.0,3.00159099,0.0,-0.00159099,0.0,0.00159099,0.0,60.0
feedback_stress,feedback,44,0.0,3.0,3.00127279,0.0,-0.00127279,0.0,0.00127279,0.0,60.0
feedback_stress,feedback,45,0.0,3.0,3.00101823,0.0,-0.00101823,0.0,0.00101823,0.0,60.0
feedback_stress,feedback,46,0.0,3.0,3.00081459,0.0,-0.00081459,0.0,0.00081459,0.0,60.0
feedback_stress,feedback,47,0.0,3.0,3.00065167,0.0,-0.00065167,0.0,0.00065167,0.0,60.0
feedback_stress,feedback,48,0.0,3.0,3.00052134,0.0,-0.00052134,0.0,0.00052134,0.0,60.0
feedback_stress,feedback,49,0.0,3.0,3.00041707,0.0,-0.00041707,0.0,0.00041707,0.0,60.0
feedback_stress,feedback,50,0.0,3.0,3.00033365,0.0,-0.00033365,0.0,0.00033365,0.0,60.0
feedback_stress,feedback,51,0.0,3.0,3.00026692,0.0,-0.00026692,0.0,0.00026692,0.0,60.0
feedback_stress,feedback,52,0.0,3.0,3.00021354,0.0,-0.00021354,0.0,0.00021354,0.0,60.0
feedback_stress,feedback,53,0.0,3.0,3.00017083,0.0,-0.00017083,0.0,0.00017083,0.0,60.0
feedback_stress,feedback,54,0.0,3.0,3.00013666,0.0,-0.00013666,0.0,0.00013666,0.0,60.0
feedback_stress,feedback,55,0.0,3.0,3.00010933,0.0,-0.00010933,0.0,0.00010933,0.0,60.0
feedback_stress,feedback,56,0.0,3.0,3.00008747,0.0,-8.747e-05,0.0,8.747e-05,0.0,60.0
feedback_stress,feedback,57,0.0,3.0,3.00006997,0.0,-6.997e-05,0.0,6.997e-05,0.0,60.0
feedback_stress,feedback,58,0.0,3.0,3.00005598,0.0,-5.598e-05,0.0,5.598e-05,0.0,60.0
feedback_stress,feedback,59,0.0,3.0,3.00004478,0.0,-4.478e-05,0.0,4.478e-05,0.0,60.0
feedback_stress,feedback,60,0.0,3.0,3.00003583,0.0,-3.583e-05,0.0,3.583e-05,0.0,60.0
stochastic_inflow,stochastic,0,70.0,5.84638318,6.0,1.4,68.44638318,68.44638318,0.0,0.0,100.0
stochastic_inflow,stochastic,1,68.44638318,5.81614006,6.0,1.36892766,66.89359557,66.89359557,0.0,0.0,100.0
stochastic_inflow,stochastic,2,66.89359557,5.88097529,6.0,1.33787191,65.43669895,65.43669895,0.0,0.0,100.0
stochastic_inflow,stochastic,3,65.43669895,6.80812356,6.0,1.30873398,64.93608853,64.93608853,0.0,0.0,100.0
stochastic_inflow,stochastic,4,64.93608853,5.86377491,6.0,1.29872177,63.50114166,63.50114166,0.0,0.0,100.0
stochastic_inflow,stochastic,5,63.50114166,4.58245946,6.0,1.27002283,60.81357829,60.81357829,0.0,0.0,100.0
stochastic_inflow,stochastic,6,60.81357829,6.36985541,6.0,1.21627157,59.96716214,59.96716214,0.0,0.0,100.0
stochastic_inflow,stochastic,7,59.96716214,5.71811224,6.0,1.19934324,58.48593114,58.48593114,0.0,0.0,100.0
stochastic_inflow,stochastic,8,58.48593114,5.77020095,6.0,1.16971862,57.08641346,57.08641346,0.0,0.0,100.0
stochastic_inflow,stochastic,9,57.08641346,6.12647002,6.0,1.14172827,56.07115521,56.07115521,0.0,0.0,100.0
stochastic_inflow,stochastic,10,56.07115521,6.25620056,6.0,1.1214231,55.20593267,55.20593267,0.0,0.0,100.0
stochastic_inflow,stochastic,11,55.20593267,7.39792853,6.0,1.10411865,55.49974255,55.49974255,0.0,0.0,100.0
stochastic_inflow,stochastic,12,55.49974255,6.75277844,6.0,1.10999485,55.14252613,55.14252613,0.0,0.0,100.0
stochastic_inflow,stochastic,13,55.14252613,6.12054265,6.0,1.10285052,54.16021826,54.16021826,0.0,0.0,100.0
stochastic_inflow,stochastic,14,54.16021826,5.25332695,6.0,1.08320437,52.33034085,52.33034085,0.0,0.0,100.0
stochastic_inflow,stochastic,15,52.33034085,4.99841191,6.0,1.04660682,50.28214594,50.28214594,0.0,0.0,100.0
stochastic_inflow,stochastic,16,50.28214594,6.27203626,6.0,1.00564292,49.54853928,49.54853928,0.0,0.0,100.0
stochastic_inflow,stochastic,17,49.54853928,7.59700445,6.0,0.99097079,50.15457294,50.15457294,0.0,0.0,100.0
stochastic_inflow,stochastic,18,50.15457294,6.04515851,6.0,1.00309146,49.19663999,49.19663999,0.0,0.0,100.0
stochastic_inflow,stochastic,19,49.19663999,5.88626268,6.0,0.9839328,48.09896987,48.09896987,0.0,0.0,100.0
stochastic_inflow,stochastic,20,48.09896987,6.60270352,6.0,0.9619794,47.73969399,47.73969399,0.0,0.0,100.0
stochastic_inflow,stochastic,21,47.73969399,4.61873711,6.0,0.95479388,45.40363722,45.40363722,0.0,0.0,100.0
stochastic_inflow,stochastic,22,45.40363722,5.67204403,6.0,0.90807274,44.16760851,44.16760851,0.0,0.0,100.0
stochastic_inflow,stochastic,23,44.16760851,6.5536669,6.0,0.88335217,43.83792324,43.83792324,0.0,0.0,100.0
stochastic_inflow,stochastic,24,43.83792324,7.02146762,6.0,0.87675846,43.98263239,43.98263239,0.0,0.0,100.0
stochastic_inflow,stochastic,25,43.98263239,5.7456677,6.0,0.87965265,42.84864745,42.84864745,0.0,0.0,100.0
stochastic_inflow,stochastic,26,42.84864745,6.42083033,6.0,0.85697295,42.41250483,42.41250483,0.0,0.0,100.0
stochastic_inflow,stochastic,27,42.41250483,6.2741492,6.0,0.8482501,41.83840393,41.83840393,0.0,0.0,100.0
stochastic_inflow,stochastic,28,41.83840393,6.90729635,6.0,0.83676808,41.9089322,41.9089322,0.0,0.0,100.0
stochastic_inflow,stochastic,29,41.9089322,4.91051817,6.0,0.83817864,39.98127173,39.98127173,0.0,0.0,100.0
stochastic_inflow,stochastic,30,39.98127173,6.64619555,6.0,0.79962543,39.82784184,39.82784184,0.0,0.0,100.0
stochastic_inflow,stochastic,31,39.82784184,4.56832126,6.0,0.79655684,37.59960627,37.59960627,0.0,0.0,100.0
stochastic_inflow,stochastic,32,37.59960627,3.74405517,6.0,0.75199213,34.59166931,34.59166931,0.0,0.0,100.0
stochastic_inflow,stochastic,33,34.59166931,5.37908959,6.0,0.69183339,33.27892551,33.27892551,0.0,0.0,100.0
stochastic_inflow,stochastic,34,33.27892551,5.08814671,6.0,0.66557851,31.70149371,31.70149371,0.0,0.0,100.0
stochastic_inflow,stochastic,35,31.70149371,7.02476437,6.0,0.63402987,32.09222821,32.09222821,0.0,0.0,100.0
stochastic_inflow,stochastic,36,32.09222821,6.76205834,6.0,0.64184456,32.21244198,32.21244198,0.0,0.0,100.0
stochastic_inflow,stochastic,37,32.21244198,4.81784155,6.0,0.64424884,30.38603469,30.38603469,0.0,0.0,100.0
stochastic_inflow,stochastic,38,30.38603469,6.98862988,6.0,0.60772069,30.76694387,30.76694387,0.0,0.0,100.0
stochastic_inflow,stochastic,39,30.76694387,5.00963451,6.0,0.61533888,29.16123951,29.16123951,0.0,0.0,100.0
stochastic_inflow,stochastic,40,29.16123951,5.90757589,6.0,0.58322479,28.48559061,28.48559061,0.0,0.0,100.0
stochastic_inflow,stochastic,41,28.48559061,5.69083798,6.0,0.56971181,27.60671678,27.60671678,0.0,0.0,100.0
stochastic_inflow,stochastic,42,27.60671678,6.12485476,6.0,0.55213434,27.1794372,27.1794372,0.0,0.0,100.0
stochastic_inflow,stochastic,43,27.1794372,6.95258828,6.0,0.54358874,27.58843674,27.58843674,0.0,0.0,100.0
stochastic_inflow,stochastic,44,27.58843674,6.73066501,6.0,0.55176873,27.76733302,27.76733302,0.0,0.0,100.0
stochastic_inflow,stochastic,45,27.76733302,6.39002888,6.0,0.55534666,27.60201523,27.60201523,0.0,0.0,100.0
stochastic_inflow,stochastic,46,27.60201523,6.74465357,6.0,0.5520403,27.7946285,27.7946285,0.0,0.0,100.0
stochastic_inflow,stochastic,47,27.7946285,6.5396787,6.0,0.55589257,27.77841463,27.77841463,0.0,0.0,100.0
stochastic_inflow,stochastic,48,27.77841463,5.35966828,6.0,0.55556829,26.58251462,26.58251462,0.0,0.0,100.0
stochastic_inflow,stochastic,49,26.58251462,5.27317513,6.0,0.53165029,25.32403945,25.32403945,0.0,0.0,100.0
stochastic_inflow,stochastic,50,25.32403945,5.51331006,6.0,0.50648079,24.33086873,24.33086873,0.0,0.0,100.0
stochastic_inflow,stochastic,51,24.33086873,6.56424975,6.0,0.48661737,24.4085011,24.4085011,0.0,0.0,100.0
stochastic_inflow,stochastic,52,24.4085011,5.73586557,6.0,0.48817002,23.65619665,23.65619665,0.0,0.0,100.0
stochastic_inflow,stochastic,53,23.65619665,9.13574946,6.0,0.47312393,26.31882218,26.31882218,0.0,0.0,100.0
stochastic_inflow,stochastic,54,26.31882218,5.17731619,6.0,0.52637644,24.96976192,24.96976192,0.0,0.0,100.0
stochastic_inflow,stochastic,55,24.96976192,4.92321632,6.0,0.49939524,23.39358301,23.39358301,0.0,0.0,100.0
stochastic_inflow,stochastic,56,23.39358301,6.89009382,6.0,0.46787166,23.81580517,23.81580517,0.0,0.0,100.0
stochastic_inflow,stochastic,57,23.81580517,7.74999707,6.0,0.4763161,25.08948614,25.08948614,0.0,0.0,100.0
stochastic_inflow,stochastic,58,25.08948614,6.57177625,6.0,0.50178972,25.15947267,25.15947267,0.0,0.0,100.0
stochastic_inflow,stochastic,59,25.15947267,6.97412305,6.0,0.50318945,25.63040626,25.63040626,0.0,0.0,100.0
