step,time,current_state,delayed_state,derivative_value,target,absolute_gap,warning
25,2.500000,90.000000,80.000000,4.000000,100.000000,10.000000,Delayed adjustment depends on delay length history function time step and feedback strength.
26,2.600000,90.400000,80.000000,4.000000,100.000000,9.600000,Delayed adjustment depends on delay length history function time step and feedback strength.
27,2.700000,90.800000,80.000000,4.000000,100.000000,9.200000,Delayed adjustment depends on delay length history function time step and feedback strength.
28,2.800000,91.200000,80.000000,4.000000,100.000000,8.800000,Delayed adjustment depends on delay length history function time step and feedback strength.
29,2.900000,91.600000,80.000000,4.000000,100.000000,8.400000,Delayed adjustment depends on delay length history function time step and feedback strength.
30,3.000000,92.000000,80.000000,4.000000,100.000000,8.000000,Delayed adjustment depends on delay length history function time step and feedback strength.
31,3.100000,92.400000,80.000000,4.000000,100.000000,7.600000,Delayed adjustment depends on delay length history function time step and feedback strength.
32,3.200000,92.800000,80.000000,4.000000,100.000000,7.200000,Delayed adjustment depends on delay length history function time step and feedback strength.
33,3.300000,93.200000,80.000000,4.000000,100.000000,6.800000,Delayed adjustment depends on delay length history function time step and feedback strength.
34,3.400000,93.600000,80.000000,4.000000,100.000000,6.400000,Delayed adjustment depends on delay length history function time step and feedback strength.
35,3.500000,94.000000,80.000000,4.000000,100.000000,6.000000,Delayed adjustment depends on delay length history function time step and feedback strength.
36,3.600000,94.400000,80.000000,4.000000,100.000000,5.600000,Delayed adjustment depends on delay length history function time step and feedback strength.
37,3.700000,94.800000,80.000000,4.000000,100.000000,5.200000,Delayed adjustment depends on delay length history function time step and feedback strength.
38,3.800000,95.200000,80.000000,4.000000,100.000000,4.800000,Delayed adjustment depends on delay length history function time step and feedback strength.
39,3.900000,95.600000,80.000000,4.000000,100.000000,4.400000,Delayed adjustment depends on delay length history function time step and feedback strength.
40,4.000000,96.000000,80.000000,4.000000,100.000000,4.000000,Delayed adjustment depends on delay length history function time step and feedback strength.
41,4.100000,96.400000,80.000000,4.000000,100.000000,3.600000,Delayed adjustment depends on delay length history function time step and feedback strength.
42,4.200000,96.800000,80.000000,4.000000,100.000000,3.200000,Delayed adjustment depends on delay length history function time step and feedback strength.
43,4.300000,97.200000,80.000000,4.000000,100.000000,2.800000,Delayed adjustment depends on delay length history function time step and feedback strength.
44,4.400000,97.600000,80.000000,4.000000,100.000000,2.400000,Delayed adjustment depends on delay length history function time step and feedback strength.
45,4.500000,98.000000,80.000000,4.000000,100.000000,2.000000,Delayed adjustment depends on delay length history function time step and feedback strength.
46,4.600000,98.400000,80.000000,4.000000,100.000000,1.600000,Delayed adjustment depends on delay length history function time step and feedback strength.
47,4.700000,98.800000,80.000000,4.000000,100.000000,1.200000,Delayed adjustment depends on delay length history function time step and feedback strength.
48,4.800000,99.200000,80.000000,4.000000,100.000000,0.800000,Delayed adjustment depends on delay length history function time step and feedback strength.
49,4.900000,99.600000,80.000000,4.000000,100.000000,0.400000,Delayed adjustment depends on delay length history function time step and feedback strength.
50,5.000000,100.000000,80.000000,4.000000,100.000000,0.000000,Delayed adjustment depends on delay length history function time step and feedback strength.
51,5.100000,100.400000,80.400000,3.920000,100.000000,0.400000,Delayed adjustment depends on delay length history function time step and feedback strength.
52,5.200000,100.792000,80.800000,3.840000,100.000000,0.792000,Delayed adjustment depends on delay length history function time step and feedback strength.
53,5.300000,101.176000,81.200000,3.760000,100.000000,1.176000,Delayed adjustment depends on delay length history function time step and feedback strength.
54,5.400000,101.552000,81.600000,3.680000,100.000000,1.552000,Delayed adjustment depends on delay length history function time step and feedback strength.
55,5.500000,101.920000,82.000000,3.600000,100.000000,1.920000,Delayed adjustment depends on delay length history function time step and feedback strength.
56,5.600000,102.280000,82.400000,3.520000,100.000000,2.280000,Delayed adjustment depends on delay length history function time step and feedback strength.
57,5.700000,102.632000,82.800000,3.440000,100.000000,2.632000,Delayed adjustment depends on delay length history function time step and feedback strength.
58,5.800000,102.976000,83.200000,3.360000,100.000000,2.976000,Delayed adjustment depends on delay length history function time step and feedback strength.
59,5.900000,103.312000,83.600000,3.280000,100.000000,3.312000,Delayed adjustment depends on delay length history function time step and feedback strength.
60,6.000000,103.640000,84.000000,3.200000,100.000000,3.640000,Delayed adjustment depends on delay length history function time step and feedback strength.
61,6.100000,103.960000,84.400000,3.120000,100.000000,3.960000,Delayed adjustment depends on delay length history function time step and feedback strength.
62,6.200000,104.272000,84.800000,3.040000,100.000000,4.272000,Delayed adjustment depends on delay length history function time step and feedback strength.
63,6.300000,104.576000,85.200000,2.960000,100.000000,4.576000,Delayed adjustment depends on delay length history function time step and feedback strength.
64,6.400000,104.872000,85.600000,2.880000,100.000000,4.872000,Delayed adjustment depends on delay length history function time step and feedback strength.
65,6.500000,105.160000,86.000000,2.800000,100.000000,5.160000,Delayed adjustment depends on delay length history function time step and feedback strength.
66,6.600000,105.440000,86.400000,2.720000,100.000000,5.440000,Delayed adjustment depends on delay length history function time step and feedback strength.
67,6.700000,105.712000,86.800000,2.640000,100.000000,5.712000,Delayed adjustment depends on delay length history function time step and feedback strength.
68,6.800000,105.976000,87.200000,2.560000,100.000000,5.976000,Delayed adjustment depends on delay length history function time step and feedback strength.
69,6.900000,106.232000,87.600000,2.480000,100.000000,6.232000,Delayed adjustment depends on delay length history function time step and feedback strength.
70,7.000000,106.480000,88.000000,2.400000,100.000000,6.480000,Delayed adjustment depends on delay length history function time step and feedback strength.
71,7.100000,106.720000,88.400000,2.320000,100.000000,6.720000,Delayed adjustment depends on delay length history function time step and feedback strength.
72,7.200000,106.952000,88.800000,2.240000,100.000000,6.952000,Delayed adjustment depends on delay length history function time step and feedback strength.
73,7.300000,107.176000,89.200000,2.160000,100.000000,7.176000,Delayed adjustment depends on delay length history function time step and feedback strength.
74,7.400000,107.392000,89.600000,2.080000,100.000000,7.392000,Delayed adjustment depends on delay length history function time step and feedback strength.
75,7.500000,107.600000,90.000000,2.000000,100.000000,7.600000,Delayed adjustment depends on delay length history function time step and feedback strength.
76,7.600000,107.800000,90.400000,1.920000,100.000000,7.800000,Delayed adjustment depends on delay length history function time step and feedback strength.
77,7.700000,107.992000,90.800000,1.840000,100.000000,7.992000,Delayed adjustment depends on delay length history function time step and feedback strength.
78,7.800000,108.176000,91.200000,1.760000,100.000000,8.176000,Delayed adjustment depends on delay length history function time step and feedback strength.
79,7.900000,108.352000,91.600000,1.680000,100.000000,8.352000,Delayed adjustment depends on delay length history function time step and feedback strength.
80,8.000000,108.520000,92.000000,1.600000,100.000000,8.520000,Delayed adjustment depends on delay length history function time step and feedback strength.
81,8.100000,108.680000,92.400000,1.520000,100.000000,8.680000,Delayed adjustment depends on delay length history function time step and feedback strength.
82,8.200000,108.832000,92.800000,1.440000,100.000000,8.832000,Delayed adjustment depends on delay length history function time step and feedback strength.
83,8.300000,108.976000,93.200000,1.360000,100.000000,8.976000,Delayed adjustment depends on delay length history function time step and feedback strength.
84,8.400000,109.112000,93.600000,1.280000,100.000000,9.112000,Delayed adjustment depends on delay length history function time step and feedback strength.
85,8.500000,109.240000,94.000000,1.200000,100.000000,9.240000,Delayed adjustment depends on delay length history function time step and feedback strength.
86,8.600000,109.360000,94.400000,1.120000,100.000000,9.360000,Delayed adjustment depends on delay length history function time step and feedback strength.
87,8.700000,109.472000,94.800000,1.040000,100.000000,9.472000,Delayed adjustment depends on delay length history function time step and feedback strength.
88,8.800000,109.576000,95.200000,0.960000,100.000000,9.576000,Delayed adjustment depends on delay length history function time step and feedback strength.
89,8.900000,109.672000,95.600000,0.880000,100.000000,9.672000,Delayed adjustment depends on delay length history function time step and feedback strength.
90,9.000000,109.760000,96.000000,0.800000,100.000000,9.760000,Delayed adjustment depends on delay length history function time step and feedback strength.
91,9.100000,109.840000,96.400000,0.720000,100.000000,9.840000,Delayed adjustment depends on delay length history function time step and feedback strength.
92,9.200000,109.912000,96.800000,0.640000,100.000000,9.912000,Delayed adjustment depends on delay length history function time step and feedback strength.
93,9.300000,109.976000,97.200000,0.560000,100.000000,9.976000,Delayed adjustment depends on delay length history function time step and feedback strength.
94,9.400000,110.032000,97.600000,0.480000,100.000000,10.032000,Delayed adjustment depends on delay length history function time step and feedback strength.
95,9.500000,110.080000,98.000000,0.400000,100.000000,10.080000,Delayed adjustment depends on delay length history function time step and feedback strength.
96,9.600000,110.120000,98.400000,0.320000,100.000000,10.120000,Delayed adjustment depends on delay length history function time step and feedback strength.
97,9.700000,110.152000,98.800000,0.240000,100.000000,10.152000,Delayed adjustment depends on delay length history function time step and feedback strength.
98,9.800000,110.176000,99.200000,0.160000,100.000000,10.176000,Delayed adjustment depends on delay length history function time step and feedback strength.
99,9.900000,110.192000,99.600000,0.080000,100.000000,10.192000,Delayed adjustment depends on delay length history function time step and feedback strength.
100,10.000000,110.200000,100.000000,-0.000000,100.000000,10.200000,Delayed adjustment depends on delay length history function time step and feedback strength.
101,10.100000,110.200000,100.400000,-0.080000,100.000000,10.200000,Delayed adjustment depends on delay length history function time step and feedback strength.
102,10.200000,110.192000,100.792000,-0.158400,100.000000,10.192000,Delayed adjustment depends on delay length history function time step and feedback strength.
103,10.300000,110.176160,101.176000,-0.235200,100.000000,10.176160,Delayed adjustment depends on delay length history function time step and feedback strength.
104,10.400000,110.152640,101.552000,-0.310400,100.000000,10.152640,Delayed adjustment depends on delay length history function time step and feedback strength.
105,10.500000,110.121600,101.920000,-0.384000,100.000000,10.121600,Delayed adjustment depends on delay length history function time step and feedback strength.
106,10.600000,110.083200,102.280000,-0.456000,100.000000,10.083200,Delayed adjustment depends on delay length history function time step and feedback strength.
107,10.700000,110.037600,102.632000,-0.526400,100.000000,10.037600,Delayed adjustment depends on delay length history function time step and feedback strength.
108,10.800000,109.984960,102.976000,-0.595200,100.000000,9.984960,Delayed adjustment depends on delay length history function time step and feedback strength.
109,10.900000,109.925440,103.312000,-0.662400,100.000000,9.925440,Delayed adjustment depends on delay length history function time step and feedback strength.
110,11.000000,109.859200,103.640000,-0.728000,100.000000,9.859200,Delayed adjustment depends on delay length history function time step and feedback strength.
111,11.100000,109.786400,103.960000,-0.792000,100.000000,9.786400,Delayed adjustment depends on delay length history function time step and feedback strength.
112,11.200000,109.707200,104.272000,-0.854400,100.000000,9.707200,Delayed adjustment depends on delay length history function time step and feedback strength.
113,11.300000,109.621760,104.576000,-0.915200,100.000000,9.621760,Delayed adjustment depends on delay length history function time step and feedback strength.
114,11.400000,109.530240,104.872000,-0.974400,100.000000,9.530240,Delayed adjustment depends on delay length history function time step and feedback strength.
115,11.500000,109.432800,105.160000,-1.032000,100.000000,9.432800,Delayed adjustment depends on delay length history function time step and feedback strength.
116,11.600000,109.329600,105.440000,-1.088000,100.000000,9.329600,Delayed adjustment depends on delay length history function time step and feedback strength.
117,11.700000,109.220800,105.712000,-1.142400,100.000000,9.220800,Delayed adjustment depends on delay length history function time step and feedback strength.
118,11.800000,109.106560,105.976000,-1.195200,100.000000,9.106560,Delayed adjustment depends on delay length history function time step and feedback strength.
119,11.900000,108.987040,106.232000,-1.246400,100.000000,8.987040,Delayed adjustment depends on delay length history function time step and feedback strength.
120,12.000000,108.862400,106.480000,-1.296000,100.000000,8.862400,Delayed adjustment depends on delay length history function time step and feedback strength.
121,12.100000,108.732800,106.720000,-1.344000,100.000000,8.732800,Delayed adjustment depends on delay length history function time step and feedback strength.
122,12.200000,108.598400,106.952000,-1.390400,100.000000,8.598400,Delayed adjustment depends on delay length history function time step and feedback strength.
123,12.300000,108.459360,107.176000,-1.435200,100.000000,8.459360,Delayed adjustment depends on delay length history function time step and feedback strength.
124,12.400000,108.315840,107.392000,-1.478400,100.000000,8.315840,Delayed adjustment depends on delay length history function time step and feedback strength.
125,12.500000,108.168000,107.600000,-1.520000,100.000000,8.168000,Delayed adjustment depends on delay length history function time step and feedback strength.
126,12.600000,108.016000,107.800000,-1.560000,100.000000,8.016000,Delayed adjustment depends on delay length history function time step and feedback strength.
127,12.700000,107.860000,107.992000,-1.598400,100.000000,7.860000,Delayed adjustment depends on delay length history function time step and feedback strength.
128,12.800000,107.700160,108.176000,-1.635200,100.000000,7.700160,Delayed adjustment depends on delay length history function time step and feedback strength.
129,12.900000,107.536640,108.352000,-1.670400,100.000000,7.536640,Delayed adjustment depends on delay length history function time step and feedback strength.
130,13.000000,107.369600,108.520000,-1.704000,100.000000,7.369600,Delayed adjustment depends on delay length history function time step and feedback strength.
131,13.100000,107.199200,108.680000,-1.736000,100.000000,7.199200,Delayed adjustment depends on delay length history function time step and feedback strength.
132,13.200000,107.025600,108.832000,-1.766400,100.000000,7.025600,Delayed adjustment depends on delay length history function time step and feedback strength.
133,13.300000,106.848960,108.976000,-1.795200,100.000000,6.848960,Delayed adjustment depends on delay length history function time step and feedback strength.
134,13.400000,106.669440,109.112000,-1.822400,100.000000,6.669440,Delayed adjustment depends on delay length history function time step and feedback strength.
135,13.500000,106.487200,109.240000,-1.848000,100.000000,6.487200,Delayed adjustment depends on delay length history function time step and feedback strength.
136,13.600000,106.302400,109.360000,-1.872000,100.000000,6.302400,Delayed adjustment depends on delay length history function time step and feedback strength.
137,13.700000,106.115200,109.472000,-1.894400,100.000000,6.115200,Delayed adjustment depends on delay length history function time step and feedback strength.
138,13.800000,105.925760,109.576000,-1.915200,100.000000,5.925760,Delayed adjustment depends on delay length history function time step and feedback strength.
139,13.900000,105.734240,109.672000,-1.934400,100.000000,5.734240,Delayed adjustment depends on delay length history function time step and feedback strength.
140,14.000000,105.540800,109.760000,-1.952000,100.000000,5.540800,Delayed adjustment depends on delay length history function time step and feedback strength.
141,14.100000,105.345600,109.840000,-1.968000,100.000000,5.345600,Delayed adjustment depends on delay length history function time step and feedback strength.
142,14.200000,105.148800,109.912000,-1.982400,100.000000,5.148800,Delayed adjustment depends on delay length history function time step and feedback strength.
143,14.300000,104.950560,109.976000,-1.995200,100.000000,4.950560,Delayed adjustment depends on delay length history function time step and feedback strength.
144,14.400000,104.751040,110.032000,-2.006400,100.000000,4.751040,Delayed adjustment depends on delay length history function time step and feedback strength.
145,14.500000,104.550400,110.080000,-2.016000,100.000000,4.550400,Delayed adjustment depends on delay length history function time step and feedback strength.
146,14.600000,104.348800,110.120000,-2.024000,100.000000,4.348800,Delayed adjustment depends on delay length history function time step and feedback strength.
147,14.700000,104.146400,110.152000,-2.030400,100.000000,4.146400,Delayed adjustment depends on delay length history function time step and feedback strength.
148,14.800000,103.943360,110.176000,-2.035200,100.000000,3.943360,Delayed adjustment depends on delay length history function time step and feedback strength.
149,14.900000,103.739840,110.192000,-2.038400,100.000000,3.739840,Delayed adjustment depends on delay length history function time step and feedback strength.
150,15.000000,103.536000,110.200000,-2.040000,100.000000,3.536000,Delayed adjustment depends on delay length history function time step and feedback strength.
151,15.100000,103.332000,110.200000,-2.040000,100.000000,3.332000,Delayed adjustment depends on delay length history function time step and feedback strength.
152,15.200000,103.128000,110.192000,-2.038400,100.000000,3.128000,Delayed adjustment depends on delay length history function time step and feedback strength.
153,15.300000,102.924160,110.176160,-2.035232,100.000000,2.924160,Delayed adjustment depends on delay length history function time step and feedback strength.
154,15.400000,102.720637,110.152640,-2.030528,100.000000,2.720637,Delayed adjustment depends on delay length history function time step and feedback strength.
155,15.500000,102.517584,110.121600,-2.024320,100.000000,2.517584,Delayed adjustment depends on delay length history function time step and feedback strength.
156,15.600000,102.315152,110.083200,-2.016640,100.000000,2.315152,Delayed adjustment depends on delay length history function time step and feedback strength.
157,15.700000,102.113488,110.037600,-2.007520,100.000000,2.113488,Delayed adjustment depends on delay length history function time step and feedback strength.
158,15.800000,101.912736,109.984960,-1.996992,100.000000,1.912736,Delayed adjustment depends on delay length history function time step and feedback strength.
159,15.900000,101.713037,109.925440,-1.985088,100.000000,1.713037,Delayed adjustment depends on delay length history function time step and feedback strength.
160,16.000000,101.514528,109.859200,-1.971840,100.000000,1.514528,Delayed adjustment depends on delay length history function time step and feedback strength.
161,16.100000,101.317344,109.786400,-1.957280,100.000000,1.317344,Delayed adjustment depends on delay length history function time step and feedback strength.
162,16.200000,101.121616,109.707200,-1.941440,100.000000,1.121616,Delayed adjustment depends on delay length history function time step and feedback strength.
163,16.300000,100.927472,109.621760,-1.924352,100.000000,0.927472,Delayed adjustment depends on delay length history function time step and feedback strength.
164,16.400000,100.735037,109.530240,-1.906048,100.000000,0.735037,Delayed adjustment depends on delay length history function time step and feedback strength.
165,16.500000,100.544432,109.432800,-1.886560,100.000000,0.544432,Delayed adjustment depends on delay length history function time step and feedback strength.
166,16.600000,100.355776,109.329600,-1.865920,100.000000,0.355776,Delayed adjustment depends on delay length history function time step and feedback strength.
167,16.700000,100.169184,109.220800,-1.844160,100.000000,0.169184,Delayed adjustment depends on delay length history function time step and feedback strength.
168,16.800000,99.984768,109.106560,-1.821312,100.000000,0.015232,Delayed adjustment depends on delay length history function time step and feedback strength.
169,16.900000,99.802637,108.987040,-1.797408,100.000000,0.197363,Delayed adjustment depends on delay length history function time step and feedback strength.
170,17.000000,99.622896,108.862400,-1.772480,100.000000,0.377104,Delayed adjustment depends on delay length history function time step and feedback strength.
171,17.100000,99.445648,108.732800,-1.746560,100.000000,0.554352,Delayed adjustment depends on delay length history function time step and feedback strength.
172,17.200000,99.270992,108.598400,-1.719680,100.000000,0.729008,Delayed adjustment depends on delay length history function time step and feedback strength.
173,17.300000,99.099024,108.459360,-1.691872,100.000000,0.900976,Delayed adjustment depends on delay length history function time step and feedback strength.
174,17.400000,98.929837,108.315840,-1.663168,100.000000,1.070163,Delayed adjustment depends on delay length history function time step and feedback strength.
175,17.500000,98.763520,108.168000,-1.633600,100.000000,1.236480,Delayed adjustment depends on delay length history function time step and feedback strength.
176,17.600000,98.600160,108.016000,-1.603200,100.000000,1.399840,Delayed adjustment depends on delay length history function time step and feedback strength.
177,17.700000,98.439840,107.860000,-1.572000,100.000000,1.560160,Delayed adjustment depends on delay length history function time step and feedback strength.
178,17.800000,98.282640,107.700160,-1.540032,100.000000,1.717360,Delayed adjustment depends on delay length history function time step and feedback strength.
179,17.900000,98.128637,107.536640,-1.507328,100.000000,1.871363,Delayed adjustment depends on delay length history function time step and feedback strength.
180,18.000000,97.977904,107.369600,-1.473920,100.000000,2.022096,Delayed adjustment depends on delay length history function time step and feedback strength.
181,18.100000,97.830512,107.199200,-1.439840,100.000000,2.169488,Delayed adjustment depends on delay length history function time step and feedback strength.
182,18.200000,97.686528,107.025600,-1.405120,100.000000,2.313472,Delayed adjustment depends on delay length history function time step and feedback strength.
183,18.300000,97.546016,106.848960,-1.369792,100.000000,2.453984,Delayed adjustment depends on delay length history function time step and feedback strength.
184,18.400000,97.409037,106.669440,-1.333888,100.000000,2.590963,Delayed adjustment depends on delay length history function time step and feedback strength.
185,18.500000,97.275648,106.487200,-1.297440,100.000000,2.724352,Delayed adjustment depends on delay length history function time step and feedback strength.
186,18.600000,97.145904,106.302400,-1.260480,100.000000,2.854096,Delayed adjustment depends on delay length history function time step and feedback strength.
187,18.700000,97.019856,106.115200,-1.223040,100.000000,2.980144,Delayed adjustment depends on delay length history function time step and feedback strength.
188,18.800000,96.897552,105.925760,-1.185152,100.000000,3.102448,Delayed adjustment depends on delay length history function time step and feedback strength.
189,18.900000,96.779037,105.734240,-1.146848,100.000000,3.220963,Delayed adjustment depends on delay length history function time step and feedback strength.
190,19.000000,96.664352,105.540800,-1.108160,100.000000,3.335648,Delayed adjustment depends on delay length history function time step and feedback strength.
191,19.100000,96.553536,105.345600,-1.069120,100.000000,3.446464,Delayed adjustment depends on delay length history function time step and feedback strength.
192,19.200000,96.446624,105.148800,-1.029760,100.000000,3.553376,Delayed adjustment depends on delay length history function time step and feedback strength.
193,19.300000,96.343648,104.950560,-0.990112,100.000000,3.656352,Delayed adjustment depends on delay length history function time step and feedback strength.
194,19.400000,96.244637,104.751040,-0.950208,100.000000,3.755363,Delayed adjustment depends on delay length history function time step and feedback strength.
195,19.500000,96.149616,104.550400,-0.910080,100.000000,3.850384,Delayed adjustment depends on delay length history function time step and feedback strength.
196,19.600000,96.058608,104.348800,-0.869760,100.000000,3.941392,Delayed adjustment depends on delay length history function time step and feedback strength.
197,19.700000,95.971632,104.146400,-0.829280,100.000000,4.028368,Delayed adjustment depends on delay length history function time step and feedback strength.
198,19.800000,95.888704,103.943360,-0.788672,100.000000,4.111296,Delayed adjustment depends on delay length history function time step and feedback strength.
199,19.900000,95.809837,103.739840,-0.747968,100.000000,4.190163,Delayed adjustment depends on delay length history function time step and feedback strength.
200,20.000000,95.735040,103.536000,-0.707200,100.000000,4.264960,Delayed adjustment depends on delay length history function time step and feedback strength.
201,20.100000,95.664320,103.332000,-0.666400,100.000000,4.335680,Delayed adjustment depends on delay length history function time step and feedback strength.
202,20.200000,95.597680,103.128000,-0.625600,100.000000,4.402320,Delayed adjustment depends on delay length history function time step and feedback strength.
203,20.300000,95.535120,102.924160,-0.584832,100.000000,4.464880,Delayed adjustment depends on delay length history function time step and feedback strength.
204,20.400000,95.476637,102.720637,-0.544127,100.000000,4.523363,Delayed adjustment depends on delay length history function time step and feedback strength.
205,20.500000,95.422224,102.517584,-0.503517,100.000000,4.577776,Delayed adjustment depends on delay length history function time step and feedback strength.
206,20.600000,95.371872,102.315152,-0.463030,100.000000,4.628128,Delayed adjustment depends on delay length history function time step and feedback strength.
207,20.700000,95.325569,102.113488,-0.422698,100.000000,4.674431,Delayed adjustment depends on delay length history function time step and feedback strength.
208,20.800000,95.283300,101.912736,-0.382547,100.000000,4.716700,Delayed adjustment depends on delay length history function time step and feedback strength.
209,20.900000,95.245045,101.713037,-0.342607,100.000000,4.754955,Delayed adjustment depends on delay length history function time step and feedback strength.
210,21.000000,95.210784,101.514528,-0.302906,100.000000,4.789216,Delayed adjustment depends on delay length history function time step and feedback strength.
211,21.100000,95.180494,101.317344,-0.263469,100.000000,4.819506,Delayed adjustment depends on delay length history function time step and feedback strength.
212,21.200000,95.154147,101.121616,-0.224323,100.000000,4.845853,Delayed adjustment depends on delay length history function time step and feedback strength.
213,21.300000,95.131714,100.927472,-0.185494,100.000000,4.868286,Delayed adjustment depends on delay length history function time step and feedback strength.
214,21.400000,95.113165,100.735037,-0.147007,100.000000,4.886835,Delayed adjustment depends on delay length history function time step and feedback strength.
215,21.500000,95.098464,100.544432,-0.108886,100.000000,4.901536,Delayed adjustment depends on delay length history function time step and feedback strength.
216,21.600000,95.087576,100.355776,-0.071155,100.000000,4.912424,Delayed adjustment depends on delay length history function time step and feedback strength.
217,21.700000,95.080460,100.169184,-0.033837,100.000000,4.919540,Delayed adjustment depends on delay length history function time step and feedback strength.
218,21.800000,95.077076,99.984768,0.003046,100.000000,4.922924,Delayed adjustment depends on delay length history function time step and feedback strength.
219,21.900000,95.077381,99.802637,0.039473,100.000000,4.922619,Delayed adjustment depends on delay length history function time step and feedback strength.
220,22.000000,95.081328,99.622896,0.075421,100.000000,4.918672,Delayed adjustment depends on delay length history function time step and feedback strength.
221,22.100000,95.088870,99.445648,0.110870,100.000000,4.911130,Delayed adjustment depends on delay length history function time step and feedback strength.
222,22.200000,95.099957,99.270992,0.145802,100.000000,4.900043,Delayed adjustment depends on delay length history function time step and feedback strength.
223,22.300000,95.114538,99.099024,0.180195,100.000000,4.885462,Delayed adjustment depends on delay length history function time step and feedback strength.
224,22.400000,95.132557,98.929837,0.214033,100.000000,4.867443,Delayed adjustment depends on delay length history function time step and feedback strength.
225,22.500000,95.153960,98.763520,0.247296,100.000000,4.846040,Delayed adjustment depends on delay length history function time step and feedback strength.
226,22.600000,95.178690,98.600160,0.279968,100.000000,4.821310,Delayed adjustment depends on delay length history function time step and feedback strength.
227,22.700000,95.206687,98.439840,0.312032,100.000000,4.793313,Delayed adjustment depends on delay length history function time step and feedback strength.
228,22.800000,95.237890,98.282640,0.343472,100.000000,4.762110,Delayed adjustment depends on delay length history function time step and feedback strength.
229,22.900000,95.272237,98.128637,0.374273,100.000000,4.727763,Delayed adjustment depends on delay length history function time step and feedback strength.
230,23.000000,95.309664,97.977904,0.404419,100.000000,4.690336,Delayed adjustment depends on delay length history function time step and feedback strength.
231,23.100000,95.350106,97.830512,0.433898,100.000000,4.649894,Delayed adjustment depends on delay length history function time step and feedback strength.
232,23.200000,95.393496,97.686528,0.462694,100.000000,4.606504,Delayed adjustment depends on delay length history function time step and feedback strength.
233,23.300000,95.439766,97.546016,0.490797,100.000000,4.560234,Delayed adjustment depends on delay length history function time step and feedback strength.
234,23.400000,95.488845,97.409037,0.518193,100.000000,4.511155,Delayed adjustment depends on delay length history function time step and feedback strength.
235,23.500000,95.540664,97.275648,0.544870,100.000000,4.459336,Delayed adjustment depends on delay length history function time step and feedback strength.
236,23.600000,95.595151,97.145904,0.570819,100.000000,4.404849,Delayed adjustment depends on delay length history function time step and feedback strength.
237,23.700000,95.652233,97.019856,0.596029,100.000000,4.347767,Delayed adjustment depends on delay length history function time step and feedback strength.
