"step","time","current_state","delayed_state","derivative_value","target","absolute_gap","warning"
34,3.4,93.6000000000002,80,4,100,6.39999999999981,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
35,3.5,94.0000000000002,80,4,100,5.9999999999998,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
36,3.6,94.4000000000002,80,4,100,5.5999999999998,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
37,3.7,94.8000000000002,80,4,100,5.19999999999979,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
38,3.8,95.2000000000002,80,4,100,4.79999999999978,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
39,3.9,95.6000000000002,80,4,100,4.39999999999978,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
40,4,96.0000000000002,80,4,100,3.99999999999977,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
41,4.1,96.4000000000002,80,4,100,3.59999999999977,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
42,4.2,96.8000000000002,80,4,100,3.19999999999976,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
43,4.3,97.2000000000002,80,4,100,2.79999999999976,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
44,4.4,97.6000000000003,80,4,100,2.39999999999975,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
45,4.5,98.0000000000003,80,4,100,1.99999999999974,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
46,4.6,98.4000000000003,80,4,100,1.59999999999974,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
47,4.7,98.8000000000003,80,4,100,1.19999999999973,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
48,4.8,99.2000000000003,80,4,100,0.799999999999727,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
49,4.9,99.6000000000003,80,4,100,0.399999999999721,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
50,5,100,80,4,100,2.8421709430404e-13,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
51,5.1,100.4,80.4,3.92,100,0.40000000000029,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
52,5.2,100.792,80.8,3.84,100,0.792000000000286,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
53,5.3,101.176,81.2,3.76,100,1.17600000000029,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
54,5.4,101.552,81.6,3.68,100,1.55200000000029,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
55,5.5,101.92,82,3.59999999999999,100,1.92000000000029,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
56,5.6,102.28,82.4,3.51999999999999,100,2.28000000000029,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
57,5.7,102.632,82.8,3.43999999999999,100,2.63200000000029,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
58,5.8,102.976,83.2,3.35999999999999,100,2.97600000000028,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
59,5.9,103.312,83.6,3.27999999999999,100,3.31200000000028,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
60,6,103.64,84.0000000000001,3.19999999999999,100,3.64000000000028,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
61,6.1,103.96,84.4000000000001,3.11999999999999,100,3.96000000000028,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
62,6.2,104.272,84.8000000000001,3.03999999999999,100,4.27200000000028,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
63,6.3,104.576,85.2000000000001,2.95999999999999,100,4.57600000000028,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
64,6.4,104.872,85.6000000000001,2.87999999999998,100,4.87200000000027,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
65,6.5,105.16,86.0000000000001,2.79999999999998,100,5.16000000000027,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
66,6.6,105.44,86.4000000000001,2.71999999999998,100,5.44000000000027,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
67,6.7,105.712,86.8000000000001,2.63999999999998,100,5.71200000000026,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
68,6.8,105.976,87.2000000000001,2.55999999999998,100,5.97600000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
69,6.9,106.232,87.6000000000001,2.47999999999998,100,6.23200000000026,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
70,7,106.48,88.0000000000001,2.39999999999998,100,6.48000000000026,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
71,7.1,106.72,88.4000000000001,2.31999999999998,100,6.72000000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
72,7.2,106.952,88.8000000000001,2.23999999999997,100,6.95200000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
73,7.3,107.176,89.2000000000001,2.15999999999997,100,7.17600000000026,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
74,7.4,107.392,89.6000000000001,2.07999999999997,100,7.39200000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
75,7.5,107.6,90.0000000000001,1.99999999999997,100,7.60000000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
76,7.6,107.8,90.4000000000001,1.91999999999997,100,7.80000000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
77,7.7,107.992,90.8000000000002,1.83999999999997,100,7.99200000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
78,7.8,108.176,91.2000000000002,1.75999999999997,100,8.17600000000024,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
79,7.9,108.352,91.6000000000002,1.67999999999997,100,8.35200000000025,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
80,8,108.52,92.0000000000002,1.59999999999997,100,8.52000000000024,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
81,8.1,108.68,92.4000000000002,1.51999999999996,100,8.68000000000023,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
82,8.2,108.832,92.8000000000002,1.43999999999996,100,8.83200000000024,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
83,8.3,108.976,93.2000000000002,1.35999999999996,100,8.97600000000023,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
84,8.4,109.112,93.6000000000002,1.27999999999996,100,9.11200000000022,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
85,8.5,109.24,94.0000000000002,1.19999999999996,100,9.24000000000022,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
86,8.6,109.36,94.4000000000002,1.11999999999996,100,9.36000000000021,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
87,8.7,109.472,94.8000000000002,1.03999999999996,100,9.47200000000021,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
88,8.8,109.576,95.2000000000002,0.959999999999957,100,9.57600000000021,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
89,8.9,109.672,95.6000000000002,0.879999999999956,100,9.6720000000002,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
90,9,109.76,96.0000000000002,0.799999999999955,100,9.76000000000019,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
91,9.1,109.84,96.4000000000002,0.719999999999953,100,9.84000000000019,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
92,9.2,109.912,96.8000000000002,0.639999999999952,100,9.91200000000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
93,9.3,109.976,97.2000000000002,0.559999999999951,100,9.97600000000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
94,9.4,110.032,97.6000000000003,0.47999999999995,100,10.0320000000002,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
95,9.5,110.08,98.0000000000003,0.399999999999949,100,10.0800000000002,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
96,9.6,110.12,98.4000000000003,0.319999999999948,100,10.1200000000002,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
97,9.7,110.152,98.8000000000003,0.239999999999947,100,10.1520000000002,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
98,9.8,110.176,99.2000000000003,0.159999999999945,100,10.1760000000002,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
99,9.9,110.192,99.6000000000003,0.0799999999999443,100,10.1920000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
100,10,110.2,100,-5.6843418860808e-14,100,10.2000000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
101,10.1,110.2,100.4,-0.080000000000058,100,10.2000000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
102,10.2,110.192,100.792,-0.158400000000057,100,10.1920000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
103,10.3,110.17616,101.176,-0.235200000000057,100,10.1761600000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
104,10.4,110.15264,101.552,-0.310400000000058,100,10.1526400000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
105,10.5,110.1216,101.92,-0.384000000000057,100,10.1216000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
106,10.6,110.0832,102.28,-0.456000000000057,100,10.0832000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
107,10.7,110.0376,102.632,-0.526400000000058,100,10.0376000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
108,10.8,109.98496,102.976,-0.595200000000057,100,9.98496000000009,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
109,10.9,109.92544,103.312,-0.662400000000056,100,9.92544000000008,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
110,11,109.8592,103.64,-0.728000000000057,100,9.85920000000007,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
111,11.1,109.7864,103.96,-0.792000000000056,100,9.78640000000007,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
112,11.2,109.7072,104.272,-0.854400000000055,100,9.70720000000007,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
113,11.3,109.62176,104.576,-0.915200000000056,100,9.62176000000007,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
114,11.4,109.53024,104.872,-0.974400000000054,100,9.53024000000006,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
115,11.5,109.4328,105.16,-1.03200000000005,100,9.43280000000006,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
116,11.6,109.3296,105.44,-1.08800000000005,100,9.32960000000006,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
117,11.7,109.2208,105.712,-1.14240000000005,100,9.22080000000005,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
118,11.8,109.10656,105.976,-1.19520000000005,100,9.10656000000004,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
119,11.9,108.98704,106.232,-1.24640000000005,100,8.98704000000004,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
120,12,108.8624,106.48,-1.29600000000005,100,8.86240000000004,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
121,12.1,108.7328,106.72,-1.34400000000005,100,8.73280000000003,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
122,12.2,108.5984,106.952,-1.39040000000005,100,8.59840000000003,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
123,12.3,108.45936,107.176,-1.43520000000005,100,8.45936000000002,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
124,12.4,108.31584,107.392,-1.47840000000005,100,8.31584000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
125,12.5,108.168,107.6,-1.52000000000005,100,8.16800000000001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
126,12.6,108.016,107.8,-1.56000000000005,100,8.016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
127,12.7,107.86,107.992,-1.59840000000005,100,7.86,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
128,12.8,107.70016,108.176,-1.63520000000005,100,7.70016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
129,12.9,107.53664,108.352,-1.67040000000005,100,7.53663999999999,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
130,13,107.3696,108.52,-1.70400000000005,100,7.36959999999999,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
131,13.1,107.1992,108.68,-1.73600000000005,100,7.19919999999999,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
132,13.2,107.0256,108.832,-1.76640000000005,100,7.02559999999998,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
133,13.3,106.84896,108.976,-1.79520000000005,100,6.84895999999998,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
134,13.4,106.66944,109.112,-1.82240000000004,100,6.66943999999997,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
135,13.5,106.4872,109.24,-1.84800000000004,100,6.48719999999996,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
136,13.6,106.3024,109.36,-1.87200000000004,100,6.30239999999995,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
137,13.7,106.1152,109.472,-1.89440000000004,100,6.11519999999994,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
138,13.8,105.92576,109.576,-1.91520000000004,100,5.92575999999994,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
139,13.9,105.73424,109.672,-1.93440000000004,100,5.73423999999994,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
140,14,105.5408,109.76,-1.95200000000004,100,5.54079999999993,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
141,14.1,105.3456,109.84,-1.96800000000004,100,5.34559999999993,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
142,14.2,105.1488,109.912,-1.98240000000004,100,5.14879999999992,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
143,14.3,104.95056,109.976,-1.99520000000003,100,4.95055999999992,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
144,14.4,104.75104,110.032,-2.00640000000003,100,4.75103999999992,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
145,14.5,104.5504,110.08,-2.01600000000003,100,4.55039999999991,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
146,14.6,104.3488,110.12,-2.02400000000003,100,4.34879999999991,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
147,14.7,104.1464,110.152,-2.03040000000003,100,4.14639999999991,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
148,14.8,103.94336,110.176,-2.03520000000003,100,3.94335999999991,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
149,14.9,103.73984,110.192,-2.03840000000003,100,3.73983999999992,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
150,15,103.536,110.2,-2.04000000000003,100,3.53599999999992,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
151,15.1,103.332,110.2,-2.04000000000003,100,3.33199999999991,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
152,15.2,103.128,110.192,-2.03840000000003,100,3.1279999999999,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
153,15.3,102.92416,110.17616,-2.03523200000003,100,2.9241599999999,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
154,15.4,102.7206368,110.15264,-2.03052800000002,100,2.72063679999989,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
155,15.5,102.517584,110.1216,-2.02432000000002,100,2.51758399999989,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
156,15.6,102.315152,110.0832,-2.01664000000002,100,2.31515199999988,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
157,15.7,102.113488,110.0376,-2.00752000000002,100,2.11348799999988,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
158,15.8,101.912736,109.98496,-1.99699200000002,100,1.91273599999987,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
159,15.9,101.7130368,109.92544,-1.98508800000002,100,1.71303679999987,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
160,16,101.514528,109.8592,-1.97184000000001,100,1.51452799999987,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
161,16.1,101.317344,109.7864,-1.95728000000001,100,1.31734399999986,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
162,16.2,101.121616,109.7072,-1.94144000000001,100,1.12161599999986,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
163,16.3,100.927472,109.62176,-1.92435200000001,100,0.927471999999852,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
164,16.4,100.7350368,109.53024,-1.90604800000001,100,0.735036799999847,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
165,16.5,100.544432,109.4328,-1.88656000000001,100,0.544431999999844,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
166,16.6,100.355776,109.3296,-1.86592000000001,100,0.35577599999985,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
167,16.7,100.169184,109.2208,-1.84416000000001,100,0.169183999999845,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
168,16.8,99.9847679999998,109.10656,-1.82131200000001,100,0.0152320000001538,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
169,16.9,99.8026367999998,108.98704,-1.79740800000001,100,0.197363200000154,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
170,17,99.6228959999998,108.8624,-1.77248000000001,100,0.377104000000159,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
171,17.1,99.4456479999998,108.7328,-1.74656000000001,100,0.554352000000165,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
172,17.2,99.2709919999998,108.5984,-1.71968000000001,100,0.729008000000164,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
173,17.3,99.0990239999998,108.45936,-1.691872,100,0.90097600000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
174,17.4,98.9298367999998,108.31584,-1.663168,100,1.07016320000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
175,17.5,98.7635199999998,108.168,-1.6336,100,1.23648000000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
176,17.6,98.6001599999998,108.016,-1.6032,100,1.39984000000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
177,17.7,98.4398399999998,107.86,-1.572,100,1.56016000000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
178,17.8,98.2826399999998,107.70016,-1.540032,100,1.71736000000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
179,17.9,98.1286367999998,107.53664,-1.507328,100,1.87136320000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
180,18,97.9779039999998,107.3696,-1.47392,100,2.02209600000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
181,18.1,97.8305119999998,107.1992,-1.43984,100,2.16948800000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
182,18.2,97.6865279999998,107.0256,-1.40512,100,2.31347200000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
183,18.3,97.5460159999998,106.84896,-1.369792,100,2.45398400000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
184,18.4,97.4090367999998,106.66944,-1.33388799999999,100,2.59096320000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
185,18.5,97.2756479999998,106.4872,-1.29743999999999,100,2.72435200000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
186,18.6,97.1459039999998,106.3024,-1.26047999999999,100,2.85409600000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
187,18.7,97.0198559999998,106.1152,-1.22303999999999,100,2.98014400000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
188,18.8,96.8975519999998,105.92576,-1.18515199999999,100,3.10244800000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
189,18.9,96.7790367999998,105.73424,-1.14684799999999,100,3.22096320000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
190,19,96.6643519999998,105.5408,-1.10815999999999,100,3.33564800000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
191,19.1,96.5535359999998,105.3456,-1.06911999999999,100,3.44646400000018,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
192,19.2,96.4466239999998,105.1488,-1.02975999999998,100,3.55337600000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
193,19.3,96.3436479999998,104.95056,-0.990111999999985,100,3.65635200000017,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
194,19.4,96.2446367999998,104.75104,-0.950207999999984,100,3.75536320000016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
195,19.5,96.1496159999998,104.5504,-0.910079999999982,100,3.85038400000016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
196,19.6,96.0586079999998,104.3488,-0.869759999999982,100,3.94139200000016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
197,19.7,95.9716319999998,104.1464,-0.829279999999983,100,4.02836800000016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
198,19.8,95.8887039999998,103.94336,-0.788671999999983,100,4.11129600000015,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
199,19.9,95.8098367999998,103.73984,-0.747967999999983,100,4.19016320000016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
200,20,95.7350399999998,103.536,-0.707199999999983,100,4.26496000000016,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
201,20.1,95.6643199999998,103.332,-0.666399999999982,100,4.33568000000015,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
202,20.2,95.5976799999999,103.128,-0.62559999999998,100,4.40232000000015,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
203,20.3,95.5351199999998,102.92416,-0.58483199999998,100,4.46488000000015,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
204,20.4,95.4766367999999,102.7206368,-0.544127359999979,100,4.52336320000015,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
205,20.5,95.4222240639998,102.517584,-0.503516799999977,100,4.57777593600015,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
206,20.6,95.3718723839999,102.315152,-0.463030399999977,100,4.62812761600014,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
207,20.7,95.3255693439999,102.113488,-0.422697599999975,100,4.67443065600014,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
208,20.8,95.2832995839999,101.912736,-0.382547199999973,100,4.71670041600014,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
209,20.9,95.2450448639999,101.7130368,-0.342607359999974,100,4.75495513600013,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
210,21,95.2107841279999,101.514528,-0.302905599999974,100,4.78921587200013,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
211,21.1,95.1804935679999,101.317344,-0.263468799999973,100,4.81950643200013,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
212,21.2,95.1541466879999,101.121616,-0.224323199999972,100,4.84585331200012,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
213,21.3,95.1317143679999,100.927472,-0.18549439999997,100,4.86828563200011,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
214,21.4,95.1131649279999,100.7350368,-0.147007359999969,100,4.88683507200011,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
215,21.5,95.0984641919999,100.544432,-0.108886399999969,100,4.9015358080001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
216,21.6,95.0875755519999,100.355776,-0.0711551999999699,100,4.9124244480001,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
217,21.7,95.0804600319999,100.169184,-0.033836799999969,100,4.91953996800009,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
218,21.8,95.0770763519999,99.9847679999998,0.00304640000003076,100,4.92292364800009,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
219,21.9,95.0773809919999,99.8026367999998,0.0394726400000309,100,4.92261900800008,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
220,22,95.0813282559999,99.6228959999998,0.0754208000000318,100,4.91867174400008,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
