x,y,dxdt,dydt,x_nullcline_residual,y_nullcline_residual,speed,warning
20.000000,12.000000,2.000000,-1.200000,2.000000,-1.200000,2.332381,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
20.000000,15.000000,-1.000000,-1.500000,-1.000000,-1.500000,1.802776,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
20.000000,18.000000,-4.000000,-1.800000,-4.000000,-1.800000,4.386342,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
20.000000,21.000000,-7.000000,-2.100000,-7.000000,-2.100000,7.308215,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
20.000000,24.000000,-10.000000,-2.400000,-10.000000,-2.400000,10.283968,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
20.000000,27.000000,-13.000000,-2.700000,-13.000000,-2.700000,13.277424,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
20.000000,30.000000,-16.000000,-3.000000,-16.000000,-3.000000,16.278821,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,3.000000,13.750000,0.000000,13.750000,0.000000,13.750000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,6.000000,10.000000,0.000000,10.000000,0.000000,10.000000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,9.000000,6.250000,0.000000,6.250000,0.000000,6.250000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,12.000000,2.500000,0.000000,2.500000,0.000000,2.500000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,15.000000,-1.250000,0.000000,-1.250000,0.000000,1.250000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,18.000000,-5.000000,0.000000,-5.000000,0.000000,5.000000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,21.000000,-8.750000,0.000000,-8.750000,0.000000,8.750000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,24.000000,-12.500000,0.000000,-12.500000,0.000000,12.500000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,27.000000,-16.250000,0.000000,-16.250000,0.000000,16.250000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
25.000000,30.000000,-20.000000,0.000000,-20.000000,0.000000,20.000000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,0.000000,21.000000,0.000000,21.000000,0.000000,21.000000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,3.000000,16.500000,0.300000,16.500000,0.300000,16.502727,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,6.000000,12.000000,0.600000,12.000000,0.600000,12.014991,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,9.000000,7.500000,0.900000,7.500000,0.900000,7.553807,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,12.000000,3.000000,1.200000,3.000000,1.200000,3.231099,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,15.000000,-1.500000,1.500000,-1.500000,1.500000,2.121320,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,18.000000,-6.000000,1.800000,-6.000000,1.800000,6.264184,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,21.000000,-10.500000,2.100000,-10.500000,2.100000,10.707941,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,24.000000,-15.000000,2.400000,-15.000000,2.400000,15.190787,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,27.000000,-19.500000,2.700000,-19.500000,2.700000,19.686036,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
30.000000,30.000000,-24.000000,3.000000,-24.000000,3.000000,24.186773,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,3.000000,19.250000,0.600000,19.250000,0.600000,19.259348,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,6.000000,14.000000,1.200000,14.000000,1.200000,14.051334,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,9.000000,8.750000,1.800000,8.750000,1.800000,8.933225,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,12.000000,3.500000,2.400000,3.500000,2.400000,4.243819,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,15.000000,-1.750000,3.000000,-1.750000,3.000000,3.473111,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,18.000000,-7.000000,3.600000,-7.000000,3.600000,7.871467,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,21.000000,-12.250000,4.200000,-12.250000,4.200000,12.950000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,24.000000,-17.500000,4.800000,-17.500000,4.800000,18.146349,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,27.000000,-22.750000,5.400000,-22.750000,5.400000,23.382098,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
35.000000,30.000000,-28.000000,6.000000,-28.000000,6.000000,28.635642,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,3.000000,22.000000,0.900000,22.000000,0.900000,22.018401,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,6.000000,16.000000,1.800000,16.000000,1.800000,16.100932,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,9.000000,10.000000,2.700000,10.000000,2.700000,10.358089,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,12.000000,4.000000,3.600000,4.000000,3.600000,5.381450,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,15.000000,-2.000000,4.500000,-2.000000,4.500000,4.924429,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,18.000000,-8.000000,5.400000,-8.000000,5.400000,9.651943,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,21.000000,-14.000000,6.300000,-14.000000,6.300000,15.352199,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,24.000000,-20.000000,7.200000,-20.000000,7.200000,21.256528,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,27.000000,-26.000000,8.100000,-26.000000,8.100000,27.232517,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
40.000000,30.000000,-32.000000,9.000000,-32.000000,9.000000,33.241540,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,0.000000,31.500000,0.000000,31.500000,0.000000,31.500000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,3.000000,24.750000,1.200000,24.750000,1.200000,24.779074,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,6.000000,18.000000,2.400000,18.000000,2.400000,18.159295,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,9.000000,11.250000,3.600000,11.250000,3.600000,11.811964,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,12.000000,4.500000,4.800000,4.500000,4.800000,6.579514,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,15.000000,-2.250000,6.000000,-2.250000,6.000000,6.408003,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,18.000000,-9.000000,7.200000,-9.000000,7.200000,11.525624,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,21.000000,-15.750000,8.400000,-15.750000,8.400000,17.850000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,24.000000,-22.500000,9.600000,-22.500000,9.600000,24.462420,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,27.000000,-29.250000,10.800000,-29.250000,10.800000,31.180162,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
45.000000,30.000000,-36.000000,12.000000,-36.000000,12.000000,37.947332,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,0.000000,35.000000,0.000000,35.000000,0.000000,35.000000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,3.000000,27.500000,1.500000,27.500000,1.500000,27.540879,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,6.000000,20.000000,3.000000,20.000000,3.000000,20.223748,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,9.000000,12.500000,4.500000,12.500000,4.500000,13.285330,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,12.000000,5.000000,6.000000,5.000000,6.000000,7.810250,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,15.000000,-2.500000,7.500000,-2.500000,7.500000,7.905694,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,18.000000,-10.000000,9.000000,-10.000000,9.000000,13.453624,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,21.000000,-17.500000,10.500000,-17.500000,10.500000,20.408332,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,24.000000,-25.000000,12.000000,-25.000000,12.000000,27.730849,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,27.000000,-32.500000,13.500000,-32.500000,13.500000,35.192329,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
50.000000,30.000000,-40.000000,15.000000,-40.000000,15.000000,42.720019,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,0.000000,38.500000,0.000000,38.500000,0.000000,38.500000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,3.000000,30.250000,1.800000,30.250000,1.800000,30.303506,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,6.000000,22.000000,3.600000,22.000000,3.600000,22.292600,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,9.000000,13.750000,5.400000,13.750000,5.400000,14.772356,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,12.000000,5.500000,7.200000,5.500000,7.200000,9.060353,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,15.000000,-2.750000,9.000000,-2.750000,9.000000,9.410765,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,18.000000,-11.000000,10.800000,-11.000000,10.800000,15.415577,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,21.000000,-19.250000,12.600000,-19.250000,12.600000,23.007010,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,24.000000,-27.500000,14.400000,-27.500000,14.400000,31.042068,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,27.000000,-35.750000,16.200000,-35.750000,16.200000,39.249236,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
55.000000,30.000000,-44.000000,18.000000,-44.000000,18.000000,47.539457,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,3.000000,33.000000,2.100000,33.000000,2.100000,33.066751,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,6.000000,24.000000,4.200000,24.000000,4.200000,24.364729,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,9.000000,15.000000,6.300000,15.000000,6.300000,16.269296,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,12.000000,6.000000,8.400000,6.000000,8.400000,10.322790,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,15.000000,-3.000000,10.500000,-3.000000,10.500000,10.920165,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,18.000000,-12.000000,12.600000,-12.000000,12.600000,17.400000,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,21.000000,-21.000000,14.700000,-21.000000,14.700000,25.633767,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,24.000000,-30.000000,16.800000,-30.000000,16.800000,34.383717,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,27.000000,-39.000000,18.900000,-39.000000,18.900000,43.338320,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
60.000000,30.000000,-48.000000,21.000000,-48.000000,21.000000,52.392748,Vector-field values depend on parameter values state ranges and the assumed interaction structure.
