scenario,step_size,index,time,resource_stock
resource_dynamics,0.5,46,23.0,30.68408332
resource_dynamics,0.5,47,23.5,29.59828914
resource_dynamics,0.5,48,24.0,28.47368232
resource_dynamics,0.5,49,24.5,27.3066382
resource_dynamics,0.5,50,25.0,26.0931484
resource_dynamics,0.5,51,25.5,24.8287646
resource_dynamics,0.5,52,26.0,23.50853262
resource_dynamics,0.5,53,26.5,22.12691456
resource_dynamics,0.5,54,27.0,20.67769655
resource_dynamics,0.5,55,27.5,19.15387882
resource_dynamics,0.5,56,28.0,17.54754395
resource_dynamics,0.5,57,28.5,15.84969824
resource_dynamics,0.5,58,29.0,14.05007944
resource_dynamics,0.5,59,29.5,12.13692233
resource_dynamics,0.5,60,30.0,10.09667094
resource_dynamics,0.5,61,30.5,7.91362284
resource_dynamics,0.5,62,31.0,5.56948601
resource_dynamics,0.5,63,31.5,3.04282249
resource_dynamics,0.5,64,32.0,0.30834363
resource_dynamics,0.5,65,32.5,0.0
resource_dynamics,0.5,66,33.0,0.0
resource_dynamics,0.5,67,33.5,0.0
resource_dynamics,0.5,68,34.0,0.0
resource_dynamics,0.5,69,34.5,0.0
resource_dynamics,0.5,70,35.0,0.0
resource_dynamics,0.5,71,35.5,0.0
resource_dynamics,0.5,72,36.0,0.0
resource_dynamics,0.5,73,36.5,0.0
resource_dynamics,0.5,74,37.0,0.0
resource_dynamics,0.5,75,37.5,0.0
resource_dynamics,0.5,76,38.0,0.0
resource_dynamics,0.5,77,38.5,0.0
resource_dynamics,0.5,78,39.0,0.0
resource_dynamics,0.5,79,39.5,0.0
resource_dynamics,0.5,80,40.0,0.0
resource_dynamics,0.5,81,40.5,0.0
resource_dynamics,0.5,82,41.0,0.0
resource_dynamics,0.5,83,41.5,0.0
resource_dynamics,0.5,84,42.0,0.0
resource_dynamics,0.5,85,42.5,0.0
resource_dynamics,0.5,86,43.0,0.0
resource_dynamics,0.5,87,43.5,0.0
resource_dynamics,0.5,88,44.0,0.0
resource_dynamics,0.5,89,44.5,0.0
resource_dynamics,0.5,90,45.0,0.0
resource_dynamics,0.5,91,45.5,0.0
resource_dynamics,0.5,92,46.0,0.0
resource_dynamics,0.5,93,46.5,0.0
resource_dynamics,0.5,94,47.0,0.0
resource_dynamics,0.5,95,47.5,0.0
resource_dynamics,0.5,96,48.0,0.0
resource_dynamics,0.5,97,48.5,0.0
resource_dynamics,0.5,98,49.0,0.0
resource_dynamics,0.5,99,49.5,0.0
resource_dynamics,0.5,100,50.0,0.0
resource_dynamics,0.25,0,0.0,70.0
resource_dynamics,0.25,1,0.25,69.445
resource_dynamics,0.25,2,0.5,68.89985139
resource_dynamics,0.25,3,0.75,68.36410942
resource_dynamics,0.25,4,1.0,67.83735119
resource_dynamics,0.25,5,1.25,67.31917419
resource_dynamics,0.25,6,1.5,66.80919498
resource_dynamics,0.25,7,1.75,66.30704792
resource_dynamics,0.25,8,2.0,65.812384
resource_dynamics,0.25,9,2.25,65.32486983
resource_dynamics,0.25,10,2.5,64.8441866
resource_dynamics,0.25,11,2.75,64.37002915
resource_dynamics,0.25,12,3.0,63.90210517
resource_dynamics,0.25,13,3.25,63.44013433
resource_dynamics,0.25,14,3.5,62.98384759
resource_dynamics,0.25,15,3.75,62.53298645
resource_dynamics,0.25,16,4.0,62.08730237
resource_dynamics,0.25,17,4.25,61.64655607
resource_dynamics,0.25,18,4.5,61.21051705
resource_dynamics,0.25,19,4.75,60.77896299
resource_dynamics,0.25,20,5.0,60.35167927
resource_dynamics,0.25,21,5.25,59.9284585
resource_dynamics,0.25,22,5.5,59.50910007
resource_dynamics,0.25,23,5.75,59.09340973
resource_dynamics,0.25,24,6.0,58.68119918
resource_dynamics,0.25,25,6.25,58.27228573
resource_dynamics,0.25,26,6.5,57.86649191
resource_dynamics,0.25,27,6.75,57.46364515
resource_dynamics,0.25,28,7.0,57.06357745
resource_dynamics,0.25,29,7.25,56.6661251
resource_dynamics,0.25,30,7.5,56.27112834
resource_dynamics,0.25,31,7.75,55.87843117
resource_dynamics,0.25,32,8.0,55.48788099
resource_dynamics,0.25,33,8.25,55.09932842
resource_dynamics,0.25,34,8.5,54.712627
resource_dynamics,0.25,35,8.75,54.32763301
resource_dynamics,0.25,36,9.0,53.94420523
resource_dynamics,0.25,37,9.25,53.56220469
resource_dynamics,0.25,38,9.5,53.18149451
resource_dynamics,0.25,39,9.75,52.80193965
resource_dynamics,0.25,40,10.0,52.42340676
resource_dynamics,0.25,41,10.25,52.04576395
resource_dynamics,0.25,42,10.5,51.66888063
resource_dynamics,0.25,43,10.75,51.29262731
resource_dynamics,0.25,44,11.0,50.91687541
resource_dynamics,0.25,45,11.25,50.54149712
resource_dynamics,0.25,46,11.5,50.16636517
resource_dynamics,0.25,47,11.75,49.79135271
resource_dynamics,0.25,48,12.0,49.41633312
resource_dynamics,0.25,49,12.25,49.04117982
resource_dynamics,0.25,50,12.5,48.66576612
resource_dynamics,0.25,51,12.75,48.28996504
resource_dynamics,0.25,52,13.0,47.91364914
resource_dynamics,0.25,53,13.25,47.53669035
resource_dynamics,0.25,54,13.5,47.1589598
resource_dynamics,0.25,55,13.75,46.78032762
resource_dynamics,0.25,56,14.0,46.40066279
resource_dynamics,0.25,57,14.25,46.01983294
resource_dynamics,0.25,58,14.5,45.63770416
resource_dynamics,0.25,59,14.75,45.25414083
resource_dynamics,0.25,60,15.0,44.8690054
resource_dynamics,0.25,61,15.25,44.4821582
resource_dynamics,0.25,62,15.5,44.09345724
resource_dynamics,0.25,63,15.75,43.70275798
resource_dynamics,0.25,64,16.0,43.30991311
resource_dynamics,0.25,65,16.25,42.91477235
resource_dynamics,0.25,66,16.5,42.51718214
resource_dynamics,0.25,67,16.75,42.11698549
resource_dynamics,0.25,68,17.0,41.71402163
resource_dynamics,0.25,69,17.25,41.30812578
resource_dynamics,0.25,70,17.5,40.89912887
resource_dynamics,0.25,71,17.75,40.48685724
resource_dynamics,0.25,72,18.0,40.07113229
resource_dynamics,0.25,73,18.25,39.65177021
resource_dynamics,0.25,74,18.5,39.22858157
resource_dynamics,0.25,75,18.75,38.80137101
resource_dynamics,0.25,76,19.0,38.36993683
resource_dynamics,0.25,77,19.25,37.93407057
resource_dynamics,0.25,78,19.5,37.49355657
resource_dynamics,0.25,79,19.75,37.04817156
resource_dynamics,0.25,80,20.0,36.59768413
resource_dynamics,0.25,81,20.25,36.1418542
resource_dynamics,0.25,82,20.5,35.6804325
resource_dynamics,0.25,83,20.75,35.21316
resource_dynamics,0.25,84,21.0,34.73976721
resource_dynamics,0.25,85,21.25,34.25997359
resource_dynamics,0.25,86,21.5,33.7734868
resource_dynamics,0.25,87,21.75,33.28000192
resource_dynamics,0.25,88,22.0,32.77920067
resource_dynamics,0.25,89,22.25,32.2707505
resource_dynamics,0.25,90,22.5,31.75430367
resource_dynamics,0.25,91,22.75,31.22949623
resource_dynamics,0.25,92,23.0,30.69594691
resource_dynamics,0.25,93,23.25,30.153256
resource_dynamics,0.25,94,23.5,29.60100404
resource_dynamics,0.25,95,23.75,29.03875047
resource_dynamics,0.25,96,24.0,28.46603218
resource_dynamics,0.25,97,24.25,27.88236189
resource_dynamics,0.25,98,24.5,27.28722642
resource_dynamics,0.25,99,24.75,26.68008489
resource_dynamics,0.25,100,25.0,26.06036659
resource_dynamics,0.25,101,25.25,25.42746887
resource_dynamics,0.25,102,25.5,24.78075469
resource_dynamics,0.25,103,25.75,24.11955004
resource_dynamics,0.25,104,26.0,23.44314108
resource_dynamics,0.25,105,26.25,22.75077104
resource_dynamics,0.25,106,26.5,22.04163682
resource_dynamics,0.25,107,26.75,21.31488529
resource_dynamics,0.25,108,27.0,20.56960918
resource_dynamics,0.25,109,27.25,19.80484262
resource_dynamics,0.25,110,27.5,19.01955623
resource_dynamics,0.25,111,27.75,18.21265168
resource_dynamics,0.25,112,28.0,17.3829557
resource_dynamics,0.25,113,28.25,16.52921349
resource_dynamics,0.25,114,28.5,15.65008139
resource_dynamics,0.25,115,28.75,14.74411878
resource_dynamics,0.25,116,29.0,13.80977906
resource_dynamics,0.25,117,29.25,12.84539962
resource_dynamics,0.25,118,29.5,11.84919067
resource_dynamics,0.25,119,29.75,10.81922275
resource_dynamics,0.25,120,30.0,9.75341277
resource_dynamics,0.25,121,30.25,8.64950826
resource_dynamics,0.25,122,30.5,7.50506984
resource_dynamics,0.25,123,30.75,6.31745125
resource_dynamics,0.25,124,31.0,5.08377697
resource_dynamics,0.25,125,31.25,3.80091678
resource_dynamics,0.25,126,31.5,2.4654569
resource_dynamics,0.25,127,31.75,1.07366714
resource_dynamics,0.25,128,32.0,0.0
resource_dynamics,0.25,129,32.25,0.0
resource_dynamics,0.25,130,32.5,0.0
resource_dynamics,0.25,131,32.75,0.0
resource_dynamics,0.25,132,33.0,0.0
resource_dynamics,0.25,133,33.25,0.0
resource_dynamics,0.25,134,33.5,0.0
resource_dynamics,0.25,135,33.75,0.0
resource_dynamics,0.25,136,34.0,0.0
resource_dynamics,0.25,137,34.25,0.0
resource_dynamics,0.25,138,34.5,0.0
resource_dynamics,0.25,139,34.75,0.0
resource_dynamics,0.25,140,35.0,0.0
resource_dynamics,0.25,141,35.25,0.0
resource_dynamics,0.25,142,35.5,0.0
resource_dynamics,0.25,143,35.75,0.0
resource_dynamics,0.25,144,36.0,0.0
resource_dynamics,0.25,145,36.25,0.0
resource_dynamics,0.25,146,36.5,0.0
resource_dynamics,0.25,147,36.75,0.0
resource_dynamics,0.25,148,37.0,0.0
resource_dynamics,0.25,149,37.25,0.0
resource_dynamics,0.25,150,37.5,0.0
resource_dynamics,0.25,151,37.75,0.0
resource_dynamics,0.25,152,38.0,0.0
resource_dynamics,0.25,153,38.25,0.0
resource_dynamics,0.25,154,38.5,0.0
resource_dynamics,0.25,155,38.75,0.0
resource_dynamics,0.25,156,39.0,0.0
resource_dynamics,0.25,157,39.25,0.0
resource_dynamics,0.25,158,39.5,0.0
resource_dynamics,0.25,159,39.75,0.0
resource_dynamics,0.25,160,40.0,0.0
resource_dynamics,0.25,161,40.25,0.0
resource_dynamics,0.25,162,40.5,0.0
resource_dynamics,0.25,163,40.75,0.0
resource_dynamics,0.25,164,41.0,0.0
resource_dynamics,0.25,165,41.25,0.0
resource_dynamics,0.25,166,41.5,0.0
resource_dynamics,0.25,167,41.75,0.0
resource_dynamics,0.25,168,42.0,0.0
resource_dynamics,0.25,169,42.25,0.0
resource_dynamics,0.25,170,42.5,0.0
resource_dynamics,0.25,171,42.75,0.0
resource_dynamics,0.25,172,43.0,0.0
resource_dynamics,0.25,173,43.25,0.0
resource_dynamics,0.25,174,43.5,0.0
resource_dynamics,0.25,175,43.75,0.0
resource_dynamics,0.25,176,44.0,0.0
resource_dynamics,0.25,177,44.25,0.0
resource_dynamics,0.25,178,44.5,0.0
resource_dynamics,0.25,179,44.75,0.0
resource_dynamics,0.25,180,45.0,0.0
resource_dynamics,0.25,181,45.25,0.0
resource_dynamics,0.25,182,45.5,0.0
resource_dynamics,0.25,183,45.75,0.0
resource_dynamics,0.25,184,46.0,0.0
resource_dynamics,0.25,185,46.25,0.0
resource_dynamics,0.25,186,46.5,0.0
resource_dynamics,0.25,187,46.75,0.0
resource_dynamics,0.25,188,47.0,0.0
resource_dynamics,0.25,189,47.25,0.0
resource_dynamics,0.25,190,47.5,0.0
resource_dynamics,0.25,191,47.75,0.0
resource_dynamics,0.25,192,48.0,0.0
resource_dynamics,0.25,193,48.25,0.0
resource_dynamics,0.25,194,48.5,0.0
resource_dynamics,0.25,195,48.75,0.0
resource_dynamics,0.25,196,49.0,0.0
resource_dynamics,0.25,197,49.25,0.0
resource_dynamics,0.25,198,49.5,0.0
resource_dynamics,0.25,199,49.75,0.0
resource_dynamics,0.25,200,50.0,0.0
resource_dynamics,0.1,0,0.0,70.0
resource_dynamics,0.1,1,0.1,69.778
resource_dynamics,0.1,2,0.2,69.55758953
resource_dynamics,0.1,3,0.3,69.33873965
resource_dynamics,0.1,4,0.4,69.12142202
resource_dynamics,0.1,5,0.5,68.90560884
resource_dynamics,0.1,6,0.6,68.69127287
resource_dynamics,0.1,7,0.7,68.47838741
resource_dynamics,0.1,8,0.8,68.26692626
resource_dynamics,0.1,9,0.9,68.05686376
resource_dynamics,0.1,10,1.0,67.8481747
resource_dynamics,0.1,11,1.1,67.64083438
resource_dynamics,0.1,12,1.2,67.43481855
resource_dynamics,0.1,13,1.3,67.23010343
resource_dynamics,0.1,14,1.4,67.02666567
resource_dynamics,0.1,15,1.5,66.82448234
resource_dynamics,0.1,16,1.6,66.62353097
resource_dynamics,0.1,17,1.7,66.42378945
resource_dynamics,0.1,18,1.8,66.22523609
resource_dynamics,0.1,19,1.9,66.0278496
resource_dynamics,0.1,20,2.0,65.83160905
resource_dynamics,0.1,21,2.1,65.63649387
resource_dynamics,0.1,22,2.2,65.44248388
resource_dynamics,0.1,23,2.3,65.24955923
resource_dynamics,0.1,24,2.4,65.0577004
resource_dynamics,0.1,25,2.5,64.86688822
resource_dynamics,0.1,26,2.6,64.67710383
resource_dynamics,0.1,27,2.7,64.4883287
resource_dynamics,0.1,28,2.8,64.3005446
resource_dynamics,0.1,29,2.9,64.1137336
resource_dynamics,0.1,30,3.0,63.92787805
resource_dynamics,0.1,31,3.1,63.74296061
resource_dynamics,0.1,32,3.2,63.5589642
resource_dynamics,0.1,33,3.3,63.37587201
resource_dynamics,0.1,34,3.4,63.1936675
resource_dynamics,0.1,35,3.5,63.01233438
resource_dynamics,0.1,36,3.6,62.83185663
resource_dynamics,0.1,37,3.7,62.65221845
resource_dynamics,0.1,38,3.8,62.4734043
resource_dynamics,0.1,39,3.9,62.29539885
resource_dynamics,0.1,40,4.0,62.11818702
resource_dynamics,0.1,41,4.1,61.94175394
resource_dynamics,0.1,42,4.2,61.76608495
resource_dynamics,0.1,43,4.3,61.59116561
resource_dynamics,0.1,44,4.4,61.41698169
resource_dynamics,0.1,45,4.5,61.24351915
resource_dynamics,0.1,46,4.6,61.07076414
resource_dynamics,0.1,47,4.7,60.89870301
resource_dynamics,0.1,48,4.8,60.7273223
resource_dynamics,0.1,49,4.9,60.55660872
resource_dynamics,0.1,50,5.0,60.38654916
resource_dynamics,0.1,51,5.1,60.21713069
resource_dynamics,0.1,52,5.2,60.04834053
resource_dynamics,0.1,53,5.3,59.88016609
resource_dynamics,0.1,54,5.4,59.7125949
resource_dynamics,0.1,55,5.5,59.54561469
resource_dynamics,0.1,56,5.6,59.37921332
resource_dynamics,0.1,57,5.7,59.21337878
resource_dynamics,0.1,58,5.8,59.04809924
resource_dynamics,0.1,59,5.9,58.88336298
resource_dynamics,0.1,60,6.0,58.71915843
resource_dynamics,0.1,61,6.1,58.55547416
resource_dynamics,0.1,62,6.2,58.39229886
resource_dynamics,0.1,63,6.3,58.22962134
resource_dynamics,0.1,64,6.4,58.06743054
resource_dynamics,0.1,65,6.5,57.90571552
resource_dynamics,0.1,66,6.6,57.74446546
resource_dynamics,0.1,67,6.7,57.58366964
resource_dynamics,0.1,68,6.8,57.42331748
resource_dynamics,0.1,69,6.9,57.26339846
resource_dynamics,0.1,70,7.0,57.10390221
resource_dynamics,0.1,71,7.1,56.94481843
resource_dynamics,0.1,72,7.2,56.78613694
resource_dynamics,0.1,73,7.3,56.62784764
resource_dynamics,0.1,74,7.4,56.46994054
resource_dynamics,0.1,75,7.5,56.31240571
resource_dynamics,0.1,76,7.6,56.15523335
resource_dynamics,0.1,77,7.7,55.99841371
resource_dynamics,0.1,78,7.8,55.84193713
resource_dynamics,0.1,79,7.9,55.68579405
resource_dynamics,0.1,80,8.0,55.52997497
resource_dynamics,0.1,81,8.1,55.37447045
resource_dynamics,0.1,82,8.2,55.21927117
resource_dynamics,0.1,83,8.3,55.06436782
resource_dynamics,0.1,84,8.4,54.90975122
resource_dynamics,0.1,85,8.5,54.7554122
resource_dynamics,0.1,86,8.6,54.60134169
resource_dynamics,0.1,87,8.7,54.44753067
resource_dynamics,0.1,88,8.8,54.29397017
resource_dynamics,0.1,89,8.9,54.1406513
resource_dynamics,0.1,90,9.0,53.9875652
resource_dynamics,0.1,91,9.1,53.83470308
resource_dynamics,0.1,92,9.2,53.68205619
resource_dynamics,0.1,93,9.3,53.52961583
resource_dynamics,0.1,94,9.4,53.37737336
resource_dynamics,0.1,95,9.5,53.22532016
resource_dynamics,0.1,96,9.6,53.07344768
resource_dynamics,0.1,97,9.7,52.92174738
resource_dynamics,0.1,98,9.8,52.77021079
resource_dynamics,0.1,99,9.9,52.61882946
resource_dynamics,0.1,100,10.0,52.46759497
resource_dynamics,0.1,101,10.1,52.31649895
resource_dynamics,0.1,102,10.2,52.16553304
resource_dynamics,0.1,103,10.3,52.01468892
resource_dynamics,0.1,104,10.4,51.86395831
resource_dynamics,0.1,105,10.5,51.71333292
resource_dynamics,0.1,106,10.6,51.56280453
resource_dynamics,0.1,107,10.7,51.41236491
resource_dynamics,0.1,108,10.8,51.26200585
resource_dynamics,0.1,109,10.9,51.11171917
resource_dynamics,0.1,110,11.0,50.9614967
resource_dynamics,0.1,111,11.1,50.8113303
resource_dynamics,0.1,112,11.2,50.66121181
resource_dynamics,0.1,113,11.3,50.51113312
resource_dynamics,0.1,114,11.4,50.36108609
resource_dynamics,0.1,115,11.5,50.21106262
resource_dynamics,0.1,116,11.6,50.0610546
resource_dynamics,0.1,117,11.7,49.91105393
resource_dynamics,0.1,118,11.8,49.76105251
resource_dynamics,0.1,119,11.9,49.61104223
resource_dynamics,0.1,120,12.0,49.461015
resource_dynamics,0.1,121,12.1,49.31096271
resource_dynamics,0.1,122,12.2,49.16087725
resource_dynamics,0.1,123,12.3,49.01075051
resource_dynamics,0.1,124,12.4,48.86057436
resource_dynamics,0.1,125,12.5,48.71034066
resource_dynamics,0.1,126,12.6,48.56004128
resource_dynamics,0.1,127,12.7,48.40966806
resource_dynamics,0.1,128,12.8,48.25921281
resource_dynamics,0.1,129,12.9,48.10866735
resource_dynamics,0.1,130,13.0,47.95802346
resource_dynamics,0.1,131,13.1,47.80727292
resource_dynamics,0.1,132,13.2,47.65640747
resource_dynamics,0.1,133,13.3,47.50541884
resource_dynamics,0.1,134,13.4,47.35429871
resource_dynamics,0.1,135,13.5,47.20303876
resource_dynamics,0.1,136,13.6,47.05163062
resource_dynamics,0.1,137,13.7,46.9000659
resource_dynamics,0.1,138,13.8,46.74833617
resource_dynamics,0.1,139,13.9,46.59643297
resource_dynamics,0.1,140,14.0,46.44434781
resource_dynamics,0.1,141,14.1,46.29207213
resource_dynamics,0.1,142,14.2,46.13959736
resource_dynamics,0.1,143,14.3,45.98691487
resource_dynamics,0.1,144,14.4,45.83401599
resource_dynamics,0.1,145,14.5,45.68089202
resource_dynamics,0.1,146,14.6,45.52753417
resource_dynamics,0.1,147,14.7,45.37393364
resource_dynamics,0.1,148,14.8,45.22008155
resource_dynamics,0.1,149,14.9,45.06596898
resource_dynamics,0.1,150,15.0,44.91158694
resource_dynamics,0.1,151,15.1,44.75692639
resource_dynamics,0.1,152,15.2,44.60197822
resource_dynamics,0.1,153,15.3,44.44673327
resource_dynamics,0.1,154,15.4,44.29118229
resource_dynamics,0.1,155,15.5,44.13531598
resource_dynamics,0.1,156,15.6,43.97912497
resource_dynamics,0.1,157,15.7,43.8225998
resource_dynamics,0.1,158,15.8,43.66573095
resource_dynamics,0.1,159,15.9,43.50850882
resource_dynamics,0.1,160,16.0,43.35092372
resource_dynamics,0.1,161,16.1,43.19296588
resource_dynamics,0.1,162,16.2,43.03462545
resource_dynamics,0.1,163,16.3,42.87589249
resource_dynamics,0.1,164,16.4,42.71675697
resource_dynamics,0.1,165,16.5,42.55720875
resource_dynamics,0.1,166,16.6,42.39723763
resource_dynamics,0.1,167,16.7,42.23683327
resource_dynamics,0.1,168,16.8,42.07598525
resource_dynamics,0.1,169,16.9,41.91468305
resource_dynamics,0.1,170,17.0,41.75291603
resource_dynamics,0.1,171,17.1,41.59067344
resource_dynamics,0.1,172,17.2,41.42794442
resource_dynamics,0.1,173,17.3,41.26471799
resource_dynamics,0.1,174,17.4,41.10098306
resource_dynamics,0.1,175,17.5,40.93672841
resource_dynamics,0.1,176,17.6,40.77194269
resource_dynamics,0.1,177,17.7,40.60661443
resource_dynamics,0.1,178,17.8,40.440732
resource_dynamics,0.1,179,17.9,40.27428367
resource_dynamics,0.1,180,18.0,40.10725755
resource_dynamics,0.1,181,18.1,39.93964161
resource_dynamics,0.1,182,18.2,39.77142366
resource_dynamics,0.1,183,18.3,39.60259138
resource_dynamics,0.1,184,18.4,39.43313228
resource_dynamics,0.1,185,18.5,39.26303372
resource_dynamics,0.1,186,18.6,39.09228288
resource_dynamics,0.1,187,18.7,38.92086679
resource_dynamics,0.1,188,18.8,38.74877229
resource_dynamics,0.1,189,18.9,38.57598607
resource_dynamics,0.1,190,19.0,38.40249461
resource_dynamics,0.1,191,19.1,38.22828423
resource_dynamics,0.1,192,19.2,38.05334104
resource_dynamics,0.1,193,19.3,37.87765096
resource_dynamics,0.1,194,19.4,37.70119972
resource_dynamics,0.1,195,19.5,37.52397283
resource_dynamics,0.1,196,19.6,37.3459556
resource_dynamics,0.1,197,19.7,37.16713313
resource_dynamics,0.1,198,19.8,36.98749029
resource_dynamics,0.1,199,19.9,36.80701171
resource_dynamics,0.1,200,20.0,36.62568182
resource_dynamics,0.1,201,20.1,36.44348479
resource_dynamics,0.1,202,20.2,36.26040455
resource_dynamics,0.1,203,20.3,36.07642479
resource_dynamics,0.1,204,20.4,35.89152892
resource_dynamics,0.1,205,20.5,35.7057001
resource_dynamics,0.1,206,20.6,35.51892124
resource_dynamics,0.1,207,20.7,35.33117495
resource_dynamics,0.1,208,20.8,35.14244355
resource_dynamics,0.1,209,20.9,34.95270909
resource_dynamics,0.1,210,21.0,34.76195332
resource_dynamics,0.1,211,21.1,34.57015767
resource_dynamics,0.1,212,21.2,34.37730326
resource_dynamics,0.1,213,21.3,34.1833709
resource_dynamics,0.1,214,21.4,33.98834107
resource_dynamics,0.1,215,21.5,33.79219389
resource_dynamics,0.1,216,21.6,33.59490915
resource_dynamics,0.1,217,21.7,33.39646629
resource_dynamics,0.1,218,21.8,33.19684437
resource_dynamics,0.1,219,21.9,32.99602208
resource_dynamics,0.1,220,22.0,32.79397774
resource_dynamics,0.1,221,22.1,32.59068924
resource_dynamics,0.1,222,22.2,32.3861341
resource_dynamics,0.1,223,22.3,32.18028941
resource_dynamics,0.1,224,22.4,31.97313184
resource_dynamics,0.1,225,22.5,31.7646376
resource_dynamics,0.1,226,22.6,31.55478248
resource_dynamics,0.1,227,22.7,31.34354179
resource_dynamics,0.1,228,22.8,31.13089038
resource_dynamics,0.1,229,22.9,30.91680258
resource_dynamics,0.1,230,23.0,30.70125227
resource_dynamics,0.1,231,23.1,30.48421277
resource_dynamics,0.1,232,23.2,30.26565689
resource_dynamics,0.1,233,23.3,30.04555692
resource_dynamics,0.1,234,23.4,29.82388456
resource_dynamics,0.1,235,23.5,29.60061094
resource_dynamics,0.1,236,23.6,29.37570663
resource_dynamics,0.1,237,23.7,29.14914156
resource_dynamics,0.1,238,23.8,28.92088507
resource_dynamics,0.1,239,23.9,28.69090583
