"step","time","solver_value","exact_value","absolute_error","solver_method","step_size","warning"
29,14.5,0.625137341023046,0.625108643962857,2.86970601889314e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
30,15,0.524776760574399,0.524751839918138,2.49206562604742e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
31,15.5,0.440528233345139,0.440506616180841,2.16171642984375e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
32,16,0.369805103720244,0.369786371648293,1.8732071950911e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
33,16.5,0.31043598204612,0.310419765864931,1.6216181188744e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
34,17,0.260598077147801,0.26058405184085,1.40253069513263e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
35,17.5,0.21876123175387,0.218749111818289,1.2119935581395e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
36,18,0.183640942566618,0.183630477702891,1.04648637269389e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
37,18.5,0.154158922567683,0.154149893734895,9.02883278786071e-06,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
38,19,0.129409994716226,0.129402210546585,7.78416964158923e-06,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
39,19.5,0.108634300587441,0.108627594146386,6.70644105553453e-06,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
40,20,0.0911939706821023,0.0911881965554516,5.77412665071775e-06,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
0,0,100,100,0,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
1,0.25,91.6218913777669,91.6218871650878,4.21267915839962e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
2,0.5,83.9457097963932,83.9457020769207,7.71947247812932e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
3,0.75,76.9126470459468,76.9126364368571,1.06090897844524e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
4,1,70.4688219322027,70.4688089718713,1.29603313325788e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
5,1.25,64.5648674859147,64.5648526427892,1.48431255269088e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
6,1.5,59.155552756144,59.1555364366815,1.63194624462903e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
7,1.75,54.1994362901518,54.1994188459187,1.74442331086766e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
8,2,49.6585486451249,49.658530379141,1.82659839396138e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
9,2.25,45.4981014994119,45.4980826718174,1.8827594530535e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
10,2.5,41.6862211347373,41.6862019678508,1.91668864601979e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
11,2.75,38.1937042475647,38.1936849303949,1.9317169837052e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
12,3,34.9937942188493,34.9937749111155,1.93077337655723e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
13,3.25,32.0619761281534,32.0619569638671,1.91642863285324e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
14,3.5,29.3757889417023,29.3757700323533,1.89093489808556e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
15,3.75,26.9146534355285,26.9146348729184,1.85626101369962e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
16,4,24.6597145354024,24.6596963941606,1.8141241710623e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
17,4.25,22.5936968656938,22.5936792055111,1.76601826638034e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
18,4.5,20.7007724005079,20.7007552681153,1.71323925926004e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
19,4.75,18.9664392031521,18.9664226340735,1.65690785358663e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
20,5,17.3774103249422,17.3773943450445,1.59798976717695e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
21,5.25,15.9215120121874,15.921496639049,1.53731383587541e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
22,5.5,14.5875904415044,14.5875756856227,1.47558816969706e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
23,5.75,13.3654262689487,13.365412134803,1.41341456636468e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
24,6,12.2456563383117,12.2456428252982,1.35130135170414e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
25,6.25,11.2197019487826,11.2196890520344,1.28967482133646e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
26,6.5,10.2797031324228,10.2796908435286,1.22888941422872e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
27,6.75,9.41845843794531,9.41844674557767,1.16923676376501e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
28,7,8.62936975947437,8.62935864993705,1.11095373185321e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
29,7.25,7.90639178761148,7.90638124531607,1.0542295407312e-05,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
30,7.5,7.24398569554607,7.24397570342515,9.99212092533952e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
31,7.75,6.6370767053942,6.63706724525856,9.46013563485337e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
32,8,6.08101520967534,6.0810062625218,8.9471535433816e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
33,8.25,5.57154115007423,5.57153269634964,8.45372458435634e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
34,8.5,5.10475138058859,5.10474340041544,7.98017315251087e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
35,8.75,4.67706976502794,4.6770622383959,7.5266320411771e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
36,9,4.28521977977628,4.28521268670402,7.09307225843503e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
37,9.25,3.9261994119252,3.92619273259598,6.67932922215897e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
38,9.5,3.59725816046863,3.59725187534297,6.2851256670271e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
39,9.75,3.29587596436243,3.29587005427074,5.91009169204071e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
40,10,3.01974389601407,3.01973834223185,5.55378222255598e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
41,10.25,2.76674647229276,2.76674125660056,5.21569220301998e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
42,10.5,2.53494544754227,2.53494055227249,4.89526977709431e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
43,10.75,2.32256496443283,2.32256037250516,4.59192767010563e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
44,11,2.12797794889072,2.12797364383772,4.30505299897632e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
45,11.25,1.94969364487549,1.9496896108598,4.03401568460637e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
46,11.5,1.78634619350704,1.7863424153314,3.77817563679272e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
47,11.75,1.6366841690459,1.63668063215704,3.53688885335046e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
48,12,1.49956099156034,1.49955768204777,3.30951256666268e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
49,12.25,1.37392614283078,1.37392304742121,3.09540956355825e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
50,12.5,1.25881711819516,1.2588142242434,2.89395175845364e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
51,12.75,1.1533520526775,1.15334934815436,2.70452314055092e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
52,13,1.05672296490743,1.05672043838527,2.52652216214955e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
53,13.25,0.968189567071402,0.968187207707769,2.35936363235378e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
54,13.5,0.887073593473031,0.887071390992826,2.2024802055487e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
55,13.75,0.812753604252715,0.812751548929221,2.05532349351056e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
56,14,0.744660224457308,0.744658307092434,1.9173648734272e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
57,14.25,0.68227178198571,0.682269993889683,1.7880960273553e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
58,14.5,0.625110310992102,0.625108643962857,1.66702924531137e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
59,14.75,0.572737890128405,0.572736336430859,1.55369754617496e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
60,15,0.524753287572761,0.524751839918138,1.44765462262164e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
61,15.25,0.480788887141176,0.480787538666519,1.34847465704802e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
62,15.5,0.440507871932863,0.440506616180841,1.25575202214456e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
63,15.75,0.40360164393284,0.403600474831956,1.16910088404643e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
64,16,0.369787459803029,0.369786371648293,1.08815473531809e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
65,16.25,0.338806264749334,0.338805252183471,1.01256586315657e-06,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
66,16.5,0.310420707869705,0.310419765864931,9.42004773407668e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
67,16.75,0.284413323778476,0.284412447618897,8.76159579110691e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
68,17,0.260584866576212,0.26058405184085,8.14735361676089e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
69,17.25,0.238752783401356,0.238752025947837,7.57453518240858e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
70,17.5,0.218749815869385,0.218749111818289,7.04051096644953e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
71,17.75,0.200422718684913,0.200422064404784,6.54280129158691e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
72,18,0.183631085609859,0.183630477702891,6.07906967875493e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
73,18.25,0.168246273793279,0.168245709081654,5.64711624573278e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
74,18.5,0.154150418222018,0.154149893734895,5.24487123260142e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
75,18.75,0.141235528741751,0.141235041702888,4.87038862850842e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
76,19,0.129402662730582,0.129402210546585,4.52183996996203e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
77,19.25,0.118561167086952,0.118560747336121,4.19750830552013e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
78,19.5,0.10862798372462,0.108627594146386,3.89578233866983e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
79,19.75,0.0995270132540295,0.0995266517389511,3.61515078331487e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
80,20,0.0911885319751426,0.0911881965554516,3.35419690938865e-07,"fixed_step_rk4",0.25,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
0,0,100,100,0,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
1,0.1,96.5605416692708,96.5605416257566,4.35141913612824e-08,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
2,0.2,93.2393820746299,93.2393819905948,8.40350651287736e-08,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
3,0.3,90.0324523803436,90.0324522586266,1.21717064871518e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
4,0.4,86.9358236965881,86.9358235398806,1.56707542942058e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
5,0.5,83.9457022660678,83.9457020769207,1.89147073115237e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
6,0.6,81.0584248161884,81.0584245970187,2.19169720594437e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
7,0.7,78.2704540710902,78.2704538241868,2.46903383072095e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
8,0.8,75.5783744180425,75.5783741455726,2.72469989681667e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
9,0.9,72.9788877228915,72.9788874269057,2.95985813636435e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
10,1,70.468809289433,70.4688089718713,3.1756168539232e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
11,1.1,68.045063957762,68.0450636204588,3.37303205810713e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
12,1.2,65.7046823368167,65.7046819815057,3.5531105879727e-07,"fixed_step_rk4",0.1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
