step,time,solver_value,exact_value,absolute_error,solver_method,step_size,warning
16,8.000000,6.081160281725,6.081006262522,0.000154019203,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
17,8.500000,5.104880773807,5.104743400415,0.000137373391,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
18,9.000000,4.285334789332,4.285212686704,0.000122102628,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
19,9.500000,3.597360069777,3.597251875343,0.000108194434,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
20,10.000000,3.019833947125,3.019738342232,0.000095604893,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
21,10.500000,2.535024821348,2.534940552272,0.000084269076,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
22,11.000000,2.128047752748,2.127973643838,0.000074108910,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
23,11.500000,1.786407454412,1.786342415331,0.000065039080,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
24,12.000000,1.499614653410,1.499557682048,0.000056971362,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
25,12.500000,1.258864042002,1.258814224243,0.000049817758,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
26,13.000000,1.056763931081,1.056720438385,0.000043492696,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
27,13.500000,0.887109305512,0.887071390993,0.000037914519,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
28,14.000000,0.744691313528,0.744658307092,0.000033006436,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
29,14.500000,0.625137341023,0.625108643963,0.000028697060,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
30,15.000000,0.524776760574,0.524751839918,0.000024920656,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
31,15.500000,0.440528233345,0.440506616181,0.000021617164,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
32,16.000000,0.369805103720,0.369786371648,0.000018732072,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
33,16.500000,0.310435982046,0.310419765865,0.000016216181,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
34,17.000000,0.260598077148,0.260584051841,0.000014025307,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
35,17.500000,0.218761231754,0.218749111818,0.000012119936,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
36,18.000000,0.183640942567,0.183630477703,0.000010464864,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
37,18.500000,0.154158922568,0.154149893735,0.000009028833,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
38,19.000000,0.129409994716,0.129402210547,0.000007784170,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
39,19.500000,0.108634300587,0.108627594146,0.000006706441,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
40,20.000000,0.091193970682,0.091188196555,0.000005774127,fixed_step_rk4,0.500000,ODE solver outputs depend on equation initial condition method tolerances step size stiffness and diagnostics.
