model,parameter_mu,equilibrium,derivative_value,stability,branch_status,warning
saddle_node_normal_form,-0.3,,,no_real_equilibrium,equilibrium_absent,"For mu below zero, the saddle-node normal form has no real equilibrium."
saddle_node_normal_form,-0.2,,,no_real_equilibrium,equilibrium_absent,"For mu below zero, the saddle-node normal form has no real equilibrium."
saddle_node_normal_form,-0.1,,,no_real_equilibrium,equilibrium_absent,"For mu below zero, the saddle-node normal form has no real equilibrium."
saddle_node_normal_form,0.0,0.0,-0.0,inconclusive_at_critical_value,critical_branch,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.1,-0.31622776601683794,0.6324555320336759,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.1,0.31622776601683794,-0.6324555320336759,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.2,-0.4472135954999579,0.8944271909999159,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.2,0.4472135954999579,-0.8944271909999159,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.3,-0.5477225575051661,1.0954451150103321,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.3,0.5477225575051661,-1.0954451150103321,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.4,-0.6324555320336759,1.2649110640673518,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.4,0.6324555320336759,-1.2649110640673518,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.5,-0.7071067811865476,1.4142135623730951,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.5,0.7071067811865476,-1.4142135623730951,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.6,-0.7745966692414834,1.5491933384829668,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.6,0.7745966692414834,-1.5491933384829668,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.7,-0.8366600265340756,1.6733200530681511,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.7,0.8366600265340756,-1.6733200530681511,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.8,-0.8944271909999159,1.7888543819998317,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.8,0.8944271909999159,-1.7888543819998317,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.9,-0.9486832980505138,1.8973665961010275,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,0.9,0.9486832980505138,-1.8973665961010275,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.0,-1.0,2.0,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.0,1.0,-2.0,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.1,-1.0488088481701516,2.0976176963403033,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.1,1.0488088481701516,-2.0976176963403033,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.2,-1.0954451150103321,2.1908902300206643,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.2,1.0954451150103321,-2.1908902300206643,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.3,-1.140175425099138,2.280350850198276,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.3,1.140175425099138,-2.280350850198276,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.4,-1.1832159566199232,2.3664319132398464,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.4,1.1832159566199232,-2.3664319132398464,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.5,-1.224744871391589,2.449489742783178,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.5,1.224744871391589,-2.449489742783178,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.6,-1.2649110640673518,2.5298221281347035,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.6,1.2649110640673518,-2.5298221281347035,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.7,-1.3038404810405297,2.6076809620810595,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.7,1.3038404810405297,-2.6076809620810595,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.8,-1.3416407864998738,2.6832815729997477,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.8,1.3416407864998738,-2.6832815729997477,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.9,-1.378404875209022,2.756809750418044,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,1.9,1.378404875209022,-2.756809750418044,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.0,-1.4142135623730951,2.8284271247461903,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.0,1.4142135623730951,-2.8284271247461903,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.1,-1.449137674618944,2.898275349237888,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.1,1.449137674618944,-2.898275349237888,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.2,-1.4832396974191326,2.9664793948382653,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.2,1.4832396974191326,-2.9664793948382653,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.3,-1.51657508881031,3.03315017762062,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.3,1.51657508881031,-3.03315017762062,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.4,-1.5491933384829668,3.0983866769659336,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.4,1.5491933384829668,-3.0983866769659336,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.5,-1.5811388300841898,3.1622776601683795,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.5,1.5811388300841898,-3.1622776601683795,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.6,-1.61245154965971,3.22490309931942,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.6,1.61245154965971,-3.22490309931942,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.7,-1.6431676725154984,3.286335345030997,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.7,1.6431676725154984,-3.286335345030997,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.8,-1.6733200530681511,3.3466401061363023,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.8,1.6733200530681511,-3.3466401061363023,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.9,-1.70293863659264,3.40587727318528,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,2.9,1.70293863659264,-3.40587727318528,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.0,-1.7320508075688772,3.4641016151377544,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.0,1.7320508075688772,-3.4641016151377544,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.1,-1.760681686165901,3.521363372331802,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.1,1.760681686165901,-3.521363372331802,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.2,-1.7888543819998317,3.5777087639996634,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.2,1.7888543819998317,-3.5777087639996634,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.3,-1.816590212458495,3.63318042491699,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.3,1.816590212458495,-3.63318042491699,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.4,-1.8439088914585775,3.687817782917155,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.4,1.8439088914585775,-3.687817782917155,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.5,-1.8708286933869707,3.7416573867739413,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.5,1.8708286933869707,-3.7416573867739413,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.6,-1.8973665961010275,3.794733192202055,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.6,1.8973665961010275,-3.794733192202055,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.7,-1.9235384061671346,3.847076812334269,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.7,1.9235384061671346,-3.847076812334269,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.8,-1.9493588689617927,3.8987177379235853,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.8,1.9493588689617927,-3.8987177379235853,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.9,-1.9748417658131499,3.9496835316262997,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,3.9,1.9748417658131499,-3.9496835316262997,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,4.0,-2.0,4.0,locally_unstable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
saddle_node_normal_form,4.0,2.0,-4.0,locally_stable,equilibrium_present,"Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
