step,time,baseline_state,forced_state,shock_value,absolute_deviation,warning
51,5.1000000000000005,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
52,5.2,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
53,5.300000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
54,5.4,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
55,5.5,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
56,5.6000000000000005,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
57,5.7,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
58,5.800000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
59,5.9,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
60,6.0,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
61,6.1000000000000005,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
62,6.2,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
63,6.300000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
64,6.4,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
65,6.5,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
66,6.6000000000000005,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
67,6.7,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
68,6.800000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
69,6.9,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
70,7.0,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
71,7.1000000000000005,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
72,7.2,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
73,7.300000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
74,7.4,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
75,7.5,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
76,7.6000000000000005,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
77,7.7,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
78,7.800000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
79,7.9,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
80,8.0,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
81,8.1,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
82,8.200000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
83,8.3,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
84,8.4,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
85,8.5,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
86,8.6,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
87,8.700000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
88,8.8,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
89,8.9,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
90,9.0,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
91,9.1,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
92,9.200000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
93,9.3,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
94,9.4,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
95,9.5,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
96,9.600000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
97,9.700000000000001,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
98,9.8,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
99,9.9,100.0,100.0,0.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
100,10.0,100.0,100.0,-30.0,0.0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
101,10.100000000000001,100.0,70.45,0.0,29.549999999999997,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
102,10.200000000000001,100.0,70.89325000000001,0.0,29.10674999999999,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
103,10.3,100.0,71.32985125,0.0,28.670148749999996,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
104,10.4,100.0,71.75990348125,0.0,28.240096518749993,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
105,10.5,100.0,72.18350492903126,0.0,27.81649507096874,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
106,10.600000000000001,100.0,72.60075235509579,0.0,27.399247644904207,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
107,10.700000000000001,100.0,73.01174106976936,0.0,26.988258930230643,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
108,10.8,100.0,73.41656495372281,0.0,26.583435046277188,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
109,10.9,100.0,73.81531647941696,0.0,26.184683520583036,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
110,11.0,100.0,74.20808673222571,0.0,25.79191326777429,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
111,11.100000000000001,100.0,74.59496543124233,0.0,25.40503456875767,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
112,11.200000000000001,100.0,74.97604094977369,0.0,25.02395905022631,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
113,11.3,100.0,75.35140033552709,0.0,24.64859966447291,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
114,11.4,100.0,75.72112933049418,0.0,24.27887066950582,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
115,11.5,100.0,76.08531239053677,0.0,23.91468760946323,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
116,11.600000000000001,100.0,76.44403270467872,0.0,23.55596729532128,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
117,11.700000000000001,100.0,76.79737221410853,0.0,23.202627785891465,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
118,11.8,100.0,77.1454116308969,0.0,22.854588369103098,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
119,11.9,100.0,77.48823045643344,0.0,22.511769543566558,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
120,12.0,100.0,77.82590699958693,0.0,22.174093000413066,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
121,12.100000000000001,100.0,78.15851839459313,0.0,21.84148160540687,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
122,12.200000000000001,100.0,78.48614061867423,0.0,21.513859381325773,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
123,12.3,100.0,78.80884850939411,0.0,21.19115149060589,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
124,12.4,100.0,79.1267157817532,0.0,20.873284218246795,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
125,12.5,100.0,79.4398150450269,0.0,20.560184954973096,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
126,12.600000000000001,100.0,79.7482178193515,0.0,20.251782180648505,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
127,12.700000000000001,100.0,80.05199455206122,0.0,19.948005447938783,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
128,12.8,100.0,80.3512146337803,0.0,19.6487853662197,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
129,12.9,100.0,80.6459464142736,0.0,19.354053585726405,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
130,13.0,100.0,80.9362572180595,0.0,19.063742781940505,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
131,13.100000000000001,100.0,81.2222133597886,0.0,18.777786640211403,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
132,13.200000000000001,100.0,81.50388015939177,0.0,18.49611984060823,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
133,13.3,100.0,81.7813219570009,0.0,18.2186780429991,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
134,13.4,100.0,82.05460212764588,0.0,17.94539787235412,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
135,13.5,100.0,82.32378309573119,0.0,17.676216904268813,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
136,13.600000000000001,100.0,82.58892634929522,0.0,17.41107365070478,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
137,13.700000000000001,100.0,82.8500924540558,0.0,17.149907545944203,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
138,13.8,100.0,83.10734106724496,0.0,16.89265893275504,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
139,13.9,100.0,83.36073095123629,0.0,16.63926904876371,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
140,14.0,100.0,83.61031998696775,0.0,16.389680013032248,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
141,14.100000000000001,100.0,83.85616518716324,0.0,16.143834812836758,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
142,14.200000000000001,100.0,84.0983227093558,0.0,15.901677290644201,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
143,14.3,100.0,84.33684786871547,0.0,15.663152131284534,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
144,14.4,100.0,84.57179515068474,0.0,15.428204849315264,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
145,14.5,100.0,84.80321822342447,0.0,15.196781776575534,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
146,14.600000000000001,100.0,85.03116995007309,0.0,14.968830049926908,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
147,14.700000000000001,100.0,85.255702400822,0.0,14.744297599177997,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
148,14.8,100.0,85.47686686480968,0.0,14.52313313519032,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
149,14.9,100.0,85.69471386183753,0.0,14.305286138162472,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
150,15.0,100.0,85.90929315390997,0.0,14.090706846090029,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
151,15.100000000000001,100.0,86.12065375660133,0.0,13.879346243398672,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
152,15.200000000000001,100.0,86.3288439502523,0.0,13.671156049747694,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
153,15.3,100.0,86.53391129099852,0.0,13.466088709001482,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
154,15.4,100.0,86.73590262163354,0.0,13.264097378366458,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
155,15.5,100.0,86.93486408230903,0.0,13.065135917690966,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
156,15.600000000000001,100.0,87.1308411210744,0.0,12.869158878925603,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
157,15.700000000000001,100.0,87.32387850425827,0.0,12.676121495741725,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
158,15.8,100.0,87.5140203266944,0.0,12.485979673305593,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
159,15.9,100.0,87.70131002179399,0.0,12.298689978206014,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
160,16.0,100.0,87.88579037146708,0.0,12.114209628532919,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
161,16.1,100.0,88.06750351589507,0.0,11.93249648410493,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
162,16.2,100.0,88.24649096315665,0.0,11.753509036843354,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
163,16.3,100.0,88.42279359870929,0.0,11.57720640129071,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
164,16.400000000000002,100.0,88.59645169472866,0.0,11.403548305271343,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
165,16.5,100.0,88.76750491930773,0.0,11.232495080692274,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
166,16.6,100.0,88.93599234551812,0.0,11.064007654481884,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
167,16.7,100.0,89.10195246033534,0.0,10.89804753966466,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
168,16.8,100.0,89.2654231734303,0.0,10.734576826569693,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
169,16.900000000000002,100.0,89.42644182582885,0.0,10.573558174171154,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
170,17.0,100.0,89.5850451984414,0.0,10.414954801558594,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
171,17.1,100.0,89.74126952046478,0.0,10.258730479535217,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
172,17.2,100.0,89.89515047765781,0.0,10.104849522342192,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
173,17.3,100.0,90.04672322049294,0.0,9.953276779507064,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
174,17.400000000000002,100.0,90.19602237218554,0.0,9.803977627814461,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
175,17.5,100.0,90.34308203660275,0.0,9.656917963397248,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
176,17.6,100.0,90.48793580605371,0.0,9.512064193946287,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
177,17.7,100.0,90.63061676896291,0.0,9.36938323103709,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
178,17.8,100.0,90.77115751742846,0.0,9.228842482571537,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
179,17.900000000000002,100.0,90.90959015466704,0.0,9.090409845332957,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
180,18.0,100.0,91.04594630234703,0.0,8.954053697652967,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
181,18.1,100.0,91.18025710781183,0.0,8.819742892188174,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
182,18.2,100.0,91.31255325119464,0.0,8.687446748805357,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
183,18.3,100.0,91.44286495242672,0.0,8.557135047573283,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
184,18.400000000000002,100.0,91.57122197814031,0.0,8.428778021859685,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
185,18.5,100.0,91.6976536484682,0.0,8.302346351531796,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
186,18.6,100.0,91.82218884374119,0.0,8.177811156258812,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
187,18.7,100.0,91.94485601108507,0.0,8.055143988914935,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
188,18.8,100.0,92.06568317091879,0.0,7.934316829081212,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
189,18.900000000000002,100.0,92.184697923355,0.0,7.815302076644997,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
190,19.0,100.0,92.30192745450468,0.0,7.698072545495322,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
191,19.1,100.0,92.41739854268711,0.0,7.58260145731289,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
192,19.200000000000003,100.0,92.5311375645468,0.0,7.468862435453204,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
193,19.3,100.0,92.6431705010786,0.0,7.3568294989214,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
194,19.400000000000002,100.0,92.75352294356242,0.0,7.246477056437584,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
195,19.5,100.0,92.86222009940899,0.0,7.137779900591013,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
196,19.6,100.0,92.96928679791785,0.0,7.030713202082154,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
197,19.700000000000003,100.0,93.07474749594908,0.0,6.925252504050917,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
198,19.8,100.0,93.17862628350984,0.0,6.821373716490157,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
199,19.900000000000002,100.0,93.2809468892572,0.0,6.719053110742806,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
200,20.0,100.0,93.38173268591834,0.0,6.618267314081663,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
201,20.1,100.0,93.48100669562956,0.0,6.51899330437044,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
202,20.200000000000003,100.0,93.57879159519511,0.0,6.4212084048048865,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
203,20.3,100.0,93.67510972126719,0.0,6.324890278732809,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
204,20.400000000000002,100.0,93.76998307544818,0.0,6.230016924551819,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
205,20.5,100.0,93.86343332931646,0.0,6.136566670683536,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
206,20.6,100.0,93.95548182937672,0.0,6.044518170623277,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
207,20.700000000000003,100.0,94.04614960193607,0.0,5.953850398063935,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
208,20.8,100.0,94.13545735790703,0.0,5.864542642092971,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
209,20.900000000000002,100.0,94.22342549753843,0.0,5.776574502461571,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
210,21.0,100.0,94.31007411507535,0.0,5.689925884924648,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
211,21.1,100.0,94.39542300334922,0.0,5.604576996650778,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
212,21.200000000000003,100.0,94.47949165829898,0.0,5.520508341701017,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
213,21.3,100.0,94.5622992834245,0.0,5.437700716575506,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
214,21.400000000000002,100.0,94.64386479417313,0.0,5.356135205826874,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
215,21.5,100.0,94.72420682226053,0.0,5.275793177739473,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
216,21.6,100.0,94.80334371992662,0.0,5.196656280073384,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
217,21.700000000000003,100.0,94.88129356412772,0.0,5.118706435872284,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
218,21.8,100.0,94.9580741606658,0.0,5.041925839334198,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
219,21.900000000000002,100.0,95.03370304825582,0.0,4.966296951744184,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
220,22.0,100.0,95.10819750253198,0.0,4.891802497468021,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
