step,time,baseline_state,forced_state,shock_value,absolute_deviation,warning
26,2.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
27,2.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
28,2.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
29,2.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
30,3.000000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
31,3.100000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
32,3.200000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
33,3.300000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
34,3.400000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
35,3.500000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
36,3.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
37,3.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
38,3.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
39,3.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
40,4.000000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
41,4.100000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
42,4.200000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
43,4.300000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
44,4.400000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
45,4.500000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
46,4.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
47,4.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
48,4.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
49,4.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
50,5.000000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
51,5.100000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
52,5.200000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
53,5.300000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
54,5.400000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
55,5.500000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
56,5.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
57,5.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
58,5.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
59,5.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
60,6.000000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
61,6.100000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
62,6.200000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
63,6.300000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
64,6.400000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
65,6.500000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
66,6.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
67,6.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
68,6.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
69,6.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
70,7.000000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
71,7.100000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
72,7.200000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
73,7.300000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
74,7.400000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
75,7.500000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
76,7.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
77,7.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
78,7.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
79,7.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
80,8.000000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
81,8.100000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
82,8.200000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
83,8.300000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
84,8.400000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
85,8.500000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
86,8.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
87,8.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
88,8.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
89,8.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
90,9.000000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
91,9.100000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
92,9.200000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
93,9.300000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
94,9.400000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
95,9.500000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
96,9.600000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
97,9.700000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
98,9.800000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
99,9.900000,100.000000,100.000000,0.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
100,10.000000,100.000000,100.000000,-30.000000,0.000000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
101,10.100000,100.000000,70.450000,0.000000,29.550000,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
102,10.200000,100.000000,70.893250,0.000000,29.106750,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
103,10.300000,100.000000,71.329851,0.000000,28.670149,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
104,10.400000,100.000000,71.759903,0.000000,28.240097,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
105,10.500000,100.000000,72.183505,0.000000,27.816495,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
106,10.600000,100.000000,72.600752,0.000000,27.399248,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
107,10.700000,100.000000,73.011741,0.000000,26.988259,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
108,10.800000,100.000000,73.416565,0.000000,26.583435,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
109,10.900000,100.000000,73.815316,0.000000,26.184684,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
110,11.000000,100.000000,74.208087,0.000000,25.791913,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
111,11.100000,100.000000,74.594965,0.000000,25.405035,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
112,11.200000,100.000000,74.976041,0.000000,25.023959,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
113,11.300000,100.000000,75.351400,0.000000,24.648600,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
114,11.400000,100.000000,75.721129,0.000000,24.278871,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
115,11.500000,100.000000,76.085312,0.000000,23.914688,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
116,11.600000,100.000000,76.444033,0.000000,23.555967,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
117,11.700000,100.000000,76.797372,0.000000,23.202628,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
118,11.800000,100.000000,77.145412,0.000000,22.854588,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
119,11.900000,100.000000,77.488230,0.000000,22.511770,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
120,12.000000,100.000000,77.825907,0.000000,22.174093,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
121,12.100000,100.000000,78.158518,0.000000,21.841482,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
122,12.200000,100.000000,78.486141,0.000000,21.513859,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
123,12.300000,100.000000,78.808849,0.000000,21.191151,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
124,12.400000,100.000000,79.126716,0.000000,20.873284,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
125,12.500000,100.000000,79.439815,0.000000,20.560185,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
126,12.600000,100.000000,79.748218,0.000000,20.251782,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
127,12.700000,100.000000,80.051995,0.000000,19.948005,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
128,12.800000,100.000000,80.351215,0.000000,19.648785,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
129,12.900000,100.000000,80.645946,0.000000,19.354054,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
130,13.000000,100.000000,80.936257,0.000000,19.063743,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
131,13.100000,100.000000,81.222213,0.000000,18.777787,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
132,13.200000,100.000000,81.503880,0.000000,18.496120,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
133,13.300000,100.000000,81.781322,0.000000,18.218678,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
134,13.400000,100.000000,82.054602,0.000000,17.945398,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
135,13.500000,100.000000,82.323783,0.000000,17.676217,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
136,13.600000,100.000000,82.588926,0.000000,17.411074,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
137,13.700000,100.000000,82.850092,0.000000,17.149908,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
138,13.800000,100.000000,83.107341,0.000000,16.892659,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
139,13.900000,100.000000,83.360731,0.000000,16.639269,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
140,14.000000,100.000000,83.610320,0.000000,16.389680,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
141,14.100000,100.000000,83.856165,0.000000,16.143835,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
142,14.200000,100.000000,84.098323,0.000000,15.901677,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
143,14.300000,100.000000,84.336848,0.000000,15.663152,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
144,14.400000,100.000000,84.571795,0.000000,15.428205,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
145,14.500000,100.000000,84.803218,0.000000,15.196782,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
146,14.600000,100.000000,85.031170,0.000000,14.968830,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
147,14.700000,100.000000,85.255702,0.000000,14.744298,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
148,14.800000,100.000000,85.476867,0.000000,14.523133,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
149,14.900000,100.000000,85.694714,0.000000,14.305286,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
150,15.000000,100.000000,85.909293,0.000000,14.090707,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
151,15.100000,100.000000,86.120654,0.000000,13.879346,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
152,15.200000,100.000000,86.328844,0.000000,13.671156,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
153,15.300000,100.000000,86.533911,0.000000,13.466089,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
154,15.400000,100.000000,86.735903,0.000000,13.264097,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
155,15.500000,100.000000,86.934864,0.000000,13.065136,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
156,15.600000,100.000000,87.130841,0.000000,12.869159,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
157,15.700000,100.000000,87.323879,0.000000,12.676121,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
158,15.800000,100.000000,87.514020,0.000000,12.485980,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
159,15.900000,100.000000,87.701310,0.000000,12.298690,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
160,16.000000,100.000000,87.885790,0.000000,12.114210,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
161,16.100000,100.000000,88.067504,0.000000,11.932496,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
162,16.200000,100.000000,88.246491,0.000000,11.753509,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
163,16.300000,100.000000,88.422794,0.000000,11.577206,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
164,16.400000,100.000000,88.596452,0.000000,11.403548,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
165,16.500000,100.000000,88.767505,0.000000,11.232495,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
166,16.600000,100.000000,88.935992,0.000000,11.064008,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
167,16.700000,100.000000,89.101952,0.000000,10.898048,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
168,16.800000,100.000000,89.265423,0.000000,10.734577,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
169,16.900000,100.000000,89.426442,0.000000,10.573558,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
170,17.000000,100.000000,89.585045,0.000000,10.414955,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
171,17.100000,100.000000,89.741270,0.000000,10.258730,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
172,17.200000,100.000000,89.895150,0.000000,10.104850,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
173,17.300000,100.000000,90.046723,0.000000,9.953277,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
174,17.400000,100.000000,90.196022,0.000000,9.803978,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
175,17.500000,100.000000,90.343082,0.000000,9.656918,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
176,17.600000,100.000000,90.487936,0.000000,9.512064,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
177,17.700000,100.000000,90.630617,0.000000,9.369383,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
178,17.800000,100.000000,90.771158,0.000000,9.228842,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
179,17.900000,100.000000,90.909590,0.000000,9.090410,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
180,18.000000,100.000000,91.045946,0.000000,8.954054,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
181,18.100000,100.000000,91.180257,0.000000,8.819743,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
182,18.200000,100.000000,91.312553,0.000000,8.687447,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
183,18.300000,100.000000,91.442865,0.000000,8.557135,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
184,18.400000,100.000000,91.571222,0.000000,8.428778,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
185,18.500000,100.000000,91.697654,0.000000,8.302346,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
186,18.600000,100.000000,91.822189,0.000000,8.177811,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
187,18.700000,100.000000,91.944856,0.000000,8.055144,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
188,18.800000,100.000000,92.065683,0.000000,7.934317,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
189,18.900000,100.000000,92.184698,0.000000,7.815302,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
190,19.000000,100.000000,92.301927,0.000000,7.698073,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
191,19.100000,100.000000,92.417399,0.000000,7.582601,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
192,19.200000,100.000000,92.531138,0.000000,7.468862,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
193,19.300000,100.000000,92.643171,0.000000,7.356829,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
194,19.400000,100.000000,92.753523,0.000000,7.246477,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
195,19.500000,100.000000,92.862220,0.000000,7.137780,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
196,19.600000,100.000000,92.969287,0.000000,7.030713,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
197,19.700000,100.000000,93.074747,0.000000,6.925253,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
198,19.800000,100.000000,93.178626,0.000000,6.821374,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
199,19.900000,100.000000,93.280947,0.000000,6.719053,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
200,20.000000,100.000000,93.381733,0.000000,6.618267,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
201,20.100000,100.000000,93.481007,0.000000,6.518993,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
202,20.200000,100.000000,93.578792,0.000000,6.421208,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
203,20.300000,100.000000,93.675110,0.000000,6.324890,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
204,20.400000,100.000000,93.769983,0.000000,6.230017,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
205,20.500000,100.000000,93.863433,0.000000,6.136567,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
206,20.600000,100.000000,93.955482,0.000000,6.044518,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
207,20.700000,100.000000,94.046150,0.000000,5.953850,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
208,20.800000,100.000000,94.135457,0.000000,5.864543,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
209,20.900000,100.000000,94.223425,0.000000,5.776575,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
210,21.000000,100.000000,94.310074,0.000000,5.689926,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
211,21.100000,100.000000,94.395423,0.000000,5.604577,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
212,21.200000,100.000000,94.479492,0.000000,5.520508,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
213,21.300000,100.000000,94.562299,0.000000,5.437701,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
214,21.400000,100.000000,94.643865,0.000000,5.356135,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
215,21.500000,100.000000,94.724207,0.000000,5.275793,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
216,21.600000,100.000000,94.803344,0.000000,5.196656,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
217,21.700000,100.000000,94.881294,0.000000,5.118706,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
218,21.800000,100.000000,94.958074,0.000000,5.041926,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
219,21.900000,100.000000,95.033703,0.000000,4.966297,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
220,22.000000,100.000000,95.108198,0.000000,4.891802,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
221,22.100000,100.000000,95.181575,0.000000,4.818425,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
222,22.200000,100.000000,95.253851,0.000000,4.746149,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
223,22.300000,100.000000,95.325043,0.000000,4.674957,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
224,22.400000,100.000000,95.395168,0.000000,4.604832,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
225,22.500000,100.000000,95.464240,0.000000,4.535760,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
226,22.600000,100.000000,95.532276,0.000000,4.467724,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
227,22.700000,100.000000,95.599292,0.000000,4.400708,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
228,22.800000,100.000000,95.665303,0.000000,4.334697,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
229,22.900000,100.000000,95.730323,0.000000,4.269677,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
230,23.000000,100.000000,95.794368,0.000000,4.205632,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
231,23.100000,100.000000,95.857453,0.000000,4.142547,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
232,23.200000,100.000000,95.919591,0.000000,4.080409,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
233,23.300000,100.000000,95.980797,0.000000,4.019203,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
234,23.400000,100.000000,96.041085,0.000000,3.958915,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
235,23.500000,100.000000,96.100469,0.000000,3.899531,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
236,23.600000,100.000000,96.158962,0.000000,3.841038,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
237,23.700000,100.000000,96.216578,0.000000,3.783422,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
238,23.800000,100.000000,96.273329,0.000000,3.726671,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
239,23.900000,100.000000,96.329229,0.000000,3.670771,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
240,24.000000,100.000000,96.384291,0.000000,3.615709,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
241,24.100000,100.000000,96.438526,0.000000,3.561474,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
242,24.200000,100.000000,96.491948,0.000000,3.508052,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
243,24.300000,100.000000,96.544569,0.000000,3.455431,Shock response depends on forcing form timing magnitude recovery rate and numerical step size.
