"step","time","baseline_state","forced_state","shock_value","absolute_deviation","warning"
20,2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
21,2.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
22,2.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
23,2.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
24,2.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
25,2.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
26,2.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
27,2.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
28,2.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
29,2.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
30,3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
31,3.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
32,3.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
33,3.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
34,3.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
35,3.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
36,3.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
37,3.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
38,3.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
39,3.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
40,4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
41,4.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
42,4.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
43,4.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
44,4.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
45,4.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
46,4.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
47,4.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
48,4.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
49,4.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
50,5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
51,5.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
52,5.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
53,5.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
54,5.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
55,5.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
56,5.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
57,5.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
58,5.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
59,5.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
60,6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
61,6.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
62,6.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
63,6.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
64,6.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
65,6.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
66,6.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
67,6.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
68,6.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
69,6.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
70,7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
71,7.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
72,7.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
73,7.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
74,7.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
75,7.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
76,7.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
77,7.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
78,7.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
79,7.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
80,8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
81,8.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
82,8.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
83,8.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
84,8.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
85,8.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
86,8.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
87,8.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
88,8.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
89,8.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
90,9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
91,9.1,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
92,9.2,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
93,9.3,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
94,9.4,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
95,9.5,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
96,9.6,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
97,9.7,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
98,9.8,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
99,9.9,100,100,0,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
100,10,100,100,-30,0,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
101,10.1,100,70.45,0,29.55,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
102,10.2,100,70.89325,0,29.10675,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
103,10.3,100,71.32985125,0,28.67014875,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
104,10.4,100,71.75990348125,0,28.24009651875,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
105,10.5,100,72.1835049290313,0,27.8164950709687,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
106,10.6,100,72.6007523550958,0,27.3992476449042,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
107,10.7,100,73.0117410697694,0,26.9882589302306,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
108,10.8,100,73.4165649537228,0,26.5834350462772,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
109,10.9,100,73.815316479417,0,26.184683520583,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
110,11,100,74.2080867322257,0,25.7919132677743,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
111,11.1,100,74.5949654312423,0,25.4050345687577,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
112,11.2,100,74.9760409497737,0,25.0239590502263,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
113,11.3,100,75.3514003355271,0,24.6485996644729,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
114,11.4,100,75.7211293304942,0,24.2788706695058,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
115,11.5,100,76.0853123905368,0,23.9146876094632,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
116,11.6,100,76.4440327046787,0,23.5559672953213,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
117,11.7,100,76.7973722141085,0,23.2026277858915,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
118,11.8,100,77.1454116308969,0,22.8545883691031,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
119,11.9,100,77.4882304564334,0,22.5117695435666,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
120,12,100,77.8259069995869,0,22.1740930004131,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
121,12.1,100,78.1585183945931,0,21.8414816054069,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
122,12.2,100,78.4861406186742,0,21.5138593813258,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
123,12.3,100,78.8088485093941,0,21.1911514906059,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
124,12.4,100,79.1267157817532,0,20.8732842182468,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
125,12.5,100,79.4398150450269,0,20.5601849549731,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
126,12.6,100,79.7482178193515,0,20.2517821806485,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
127,12.7,100,80.0519945520612,0,19.9480054479388,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
128,12.8,100,80.3512146337803,0,19.6487853662197,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
129,12.9,100,80.6459464142736,0,19.3540535857264,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
130,13,100,80.9362572180595,0,19.0637427819405,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
131,13.1,100,81.2222133597886,0,18.7777866402114,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
132,13.2,100,81.5038801593918,0,18.4961198406082,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
133,13.3,100,81.7813219570009,0,18.2186780429991,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
134,13.4,100,82.0546021276459,0,17.9453978723541,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
135,13.5,100,82.3237830957312,0,17.6762169042688,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
136,13.6,100,82.5889263492952,0,17.4110736507048,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
137,13.7,100,82.8500924540558,0,17.1499075459442,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
138,13.8,100,83.107341067245,0,16.892658932755,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
139,13.9,100,83.3607309512363,0,16.6392690487637,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
140,14,100,83.6103199869678,0,16.3896800130322,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
141,14.1,100,83.8561651871632,0,16.1438348128368,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
142,14.2,100,84.0983227093558,0,15.9016772906442,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
143,14.3,100,84.3368478687155,0,15.6631521312845,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
144,14.4,100,84.5717951506847,0,15.4282048493153,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
145,14.5,100,84.8032182234245,0,15.1967817765755,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
146,14.6,100,85.0311699500731,0,14.9688300499269,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
147,14.7,100,85.255702400822,0,14.744297599178,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
148,14.8,100,85.4768668648097,0,14.5231331351903,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
149,14.9,100,85.6947138618375,0,14.3052861381625,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
150,15,100,85.90929315391,0,14.09070684609,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
151,15.1,100,86.1206537566013,0,13.8793462433987,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
152,15.2,100,86.3288439502523,0,13.6711560497477,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
153,15.3,100,86.5339112909985,0,13.4660887090015,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
154,15.4,100,86.7359026216335,0,13.2640973783665,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
155,15.5,100,86.934864082309,0,13.065135917691,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
156,15.6,100,87.1308411210744,0,12.8691588789256,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
157,15.7,100,87.3238785042583,0,12.6761214957417,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
158,15.8,100,87.5140203266944,0,12.4859796733056,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
159,15.9,100,87.701310021794,0,12.298689978206,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
160,16,100,87.8857903714671,0,12.1142096285329,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
161,16.1,100,88.0675035158951,0,11.9324964841049,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
162,16.2,100,88.2464909631566,0,11.7535090368434,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
163,16.3,100,88.4227935987093,0,11.5772064012907,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
164,16.4,100,88.5964516947287,0,11.4035483052713,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
165,16.5,100,88.7675049193077,0,11.2324950806923,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
166,16.6,100,88.9359923455181,0,11.0640076544819,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
167,16.7,100,89.1019524603353,0,10.8980475396647,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
168,16.8,100,89.2654231734303,0,10.7345768265697,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
169,16.9,100,89.4264418258288,0,10.5735581741712,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
170,17,100,89.5850451984414,0,10.4149548015586,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
171,17.1,100,89.7412695204648,0,10.2587304795352,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
172,17.2,100,89.8951504776578,0,10.1048495223422,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
173,17.3,100,90.0467232204929,0,9.95327677950706,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
174,17.4,100,90.1960223721855,0,9.80397762781446,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
175,17.5,100,90.3430820366028,0,9.65691796339725,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
176,17.6,100,90.4879358060537,0,9.51206419394629,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
177,17.7,100,90.6306167689629,0,9.36938323103709,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
178,17.8,100,90.7711575174285,0,9.22884248257154,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
179,17.9,100,90.909590154667,0,9.09040984533296,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
180,18,100,91.045946302347,0,8.95405369765297,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
181,18.1,100,91.1802571078118,0,8.81974289218817,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
182,18.2,100,91.3125532511946,0,8.68744674880536,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
183,18.3,100,91.4428649524267,0,8.55713504757328,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
184,18.4,100,91.5712219781403,0,8.42877802185969,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
185,18.5,100,91.6976536484682,0,8.3023463515318,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
186,18.6,100,91.8221888437412,0,8.17781115625881,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
187,18.7,100,91.9448560110851,0,8.05514398891493,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
188,18.8,100,92.0656831709188,0,7.93431682908121,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
189,18.9,100,92.184697923355,0,7.815302076645,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
190,19,100,92.3019274545047,0,7.69807254549532,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
191,19.1,100,92.4173985426871,0,7.58260145731289,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
192,19.2,100,92.5311375645468,0,7.4688624354532,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
193,19.3,100,92.6431705010786,0,7.3568294989214,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
194,19.4,100,92.7535229435624,0,7.24647705643758,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
195,19.5,100,92.862220099409,0,7.13777990059101,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
196,19.6,100,92.9692867979178,0,7.03071320208215,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
197,19.7,100,93.0747474959491,0,6.92525250405092,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
198,19.8,100,93.1786262835098,0,6.82137371649016,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
199,19.9,100,93.2809468892572,0,6.71905311074281,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
200,20,100,93.3817326859183,0,6.61826731408166,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
201,20.1,100,93.4810066956296,0,6.51899330437044,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
202,20.2,100,93.5787915951951,0,6.42120840480489,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
203,20.3,100,93.6751097212672,0,6.32489027873281,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
204,20.4,100,93.7699830754482,0,6.23001692455182,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
205,20.5,100,93.8634333293165,0,6.13656667068354,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
206,20.6,100,93.9554818293767,0,6.04451817062328,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
207,20.7,100,94.0461496019361,0,5.95385039806393,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
208,20.8,100,94.135457357907,0,5.86454264209297,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
209,20.9,100,94.2234254975384,0,5.77657450246157,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
210,21,100,94.3100741150754,0,5.68992588492465,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
211,21.1,100,94.3954230033492,0,5.60457699665078,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
212,21.2,100,94.479491658299,0,5.52050834170102,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
213,21.3,100,94.5622992834245,0,5.43770071657551,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
214,21.4,100,94.6438647941731,0,5.35613520582687,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
215,21.5,100,94.7242068222605,0,5.27579317773947,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
216,21.6,100,94.8033437199266,0,5.19665628007338,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
217,21.7,100,94.8812935641277,0,5.11870643587228,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
218,21.8,100,94.9580741606658,0,5.0419258393342,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
219,21.9,100,95.0337030482558,0,4.96629695174418,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
220,22,100,95.108197502532,0,4.89180249746802,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
221,22.1,100,95.181574539994,0,4.818425460006,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
222,22.2,100,95.2538509218941,0,4.7461490781059,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
223,22.3,100,95.3250431580657,0,4.67495684193432,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
224,22.4,100,95.3951675106947,0,4.60483248930531,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
225,22.5,100,95.4642399980343,0,4.53576000196573,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
226,22.6,100,95.5322763980638,0,4.46772360193624,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
227,22.7,100,95.5992922520928,0,4.4007077479072,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
228,22.8,100,95.6653028683114,0,4.3346971316886,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
229,22.9,100,95.7303233252867,0,4.26967667471327,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
230,23,100,95.7943684754074,0,4.20563152459256,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
231,23.1,100,95.8574529482763,0,4.14254705172367,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
232,23.2,100,95.9195911540522,0,4.08040884594782,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
233,23.3,100,95.9807972867414,0,4.01920271325859,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
234,23.4,100,96.0410853274403,0,3.95891467255971,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
235,23.5,100,96.1004690475287,0,3.89953095247132,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
236,23.6,100,96.1589620118157,0,3.84103798818425,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
237,23.7,100,96.2165775816385,0,3.7834224183615,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
238,23.8,100,96.2733289179139,0,3.72667108208607,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
239,23.9,100,96.3292289841452,0,3.67077101585478,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
240,24,100,96.384290549383,0,3.61570945061696,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
241,24.1,100,96.4385261911423,0,3.56147380885771,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
242,24.2,100,96.4919482982751,0,3.50805170172485,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
243,24.3,100,96.544569073801,0,3.45543092619899,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
244,24.4,100,96.596400537694,0,3.403599462306,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
245,24.5,100,96.6474545296286,0,3.35254547037141,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
246,24.6,100,96.6977427116842,0,3.30225728831584,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
247,24.7,100,96.7472765710089,0,3.2527234289911,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
248,24.8,100,96.7960674224438,0,3.20393257755623,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
