"index","time","rate","left_cumulative","trapezoid_cumulative","true_cumulative","trapezoid_absolute_error","step_size"
68,6.8,3.17411335113861,15.983787988525,16.0424936560819,16.0426025096502,0.000108853568260514,0.1
69,6.9,3.2684397643882,16.3011993236388,16.3646213118583,16.3647748998746,0.000153588016384987,0.1
70,7,3.35698659871879,16.6280433000777,16.6958926300136,16.6960977456567,0.000205115643090892,0.1
71,7.1,3.43896904012588,16.9637419599495,17.0356904119558,17.0359533335572,0.000262921601354549,0.1
72,7.2,3.51366786384915,17.3076388639621,17.3833222571546,17.3836486854677,0.000326428313154992,0.1
73,7.3,3.58043662062856,17.659005650347,17.7380274813785,17.7384224826189,0.000395001240420356,0.1
74,7.4,3.63870809581163,18.0170493124099,18.0989847172005,18.0994526724256,0.000467955225122552,0.1
75,7.5,3.68799997677474,18.3809201219911,18.4653201208298,18.465864682165,0.000544561335171778,0.1
76,7.6,3.72791967203149,18.7497201196685,18.8361161032701,18.8367401574177,0.000624054147632336,0.1
77,7.7,3.758168233877,19.1225120868717,19.2104204985655,19.2111261379621,0.000705639396599622,0.1
78,7.8,3.77854334537461,19.4983289102594,19.5872560775281,19.5880445794374,0.000788501909234185,0.1
79,7.9,3.78894134183977,19.8761832447968,19.9656303118888,19.9665021256395,0.000871813750695338,0.1
80,8,3.78935824662338,20.2550773789808,20.344545291312,20.3455000338086,0.000954742496613648,0.1
81,8.1,3.77988981084509,20.6340132036432,20.7230076941854,20.7240441537358,0.00103645955036669,0.1
82,8.2,3.76073055667977,21.0120021847277,21.1000387125617,21.1011548609838,0.00111614842217378,0.1
83,8.3,3.73217183375629,21.3880752403957,21.4746838320835,21.4758768449706,0.00119301288715334,0.1
84,8.4,3.69459890808828,21.7612924237713,21.8460223691757,21.8472886541167,0.00126628494098924,0.1
85,8.5,3.64848711262349,22.1307523145801,22.2131766702113,22.2145119026848,0.00133523247353651,0.1
86,8.6,3.59439709787411,22.4956010258425,22.5753208807362,22.57672004732,0.00139916658384465,0.1
87,8.7,3.53296923008218,22.8550407356299,22.931689197134,22.9331466455974,0.00145744846341955,0.1
88,8.8,3.46491719289176,23.2083376586381,23.2815835182827,23.2830930140617,0.00150949577897563,0.1
89,8.9,3.39102085645788,23.5548293779273,23.6243804207502,23.6259352092411,0.00155478849094948,0.1
90,9,3.31211848524176,23.8939314635731,23.9595373878351,23.9611302618847,0.0015928740495319,0.1
91,9.1,3.22909836234935,24.2251433120972,24.2865982302147,24.2882216021311,0.00162337191640916,0.1
92,9.2,3.14288991410025,24.5480531483322,24.6051976440372,24.6068436214042,0.00164597736698724,0.1
93,9.3,3.05445442350706,24.8623421397422,24.9150648609175,24.9167253254526,0.00166046453506041,0.1
94,9.4,2.96477542545336,25.1677875820929,25.2160263533656,25.2176930420352,0.00166668866964059,0.1
95,9.5,2.87484887953819,25.4642651246382,25.5080075686151,25.5096721561964,0.00166458758123156,0.1
96,9.6,2.78567321877702,25.751750012592,25.7910336735309,25.7926878557941,0.001654182263227,0.1
97,9.7,2.69823937358906,26.0303173344698,26.0652293031492,26.0668648798313,0.00163557668210501,0.1
98,9.8,2.61352087074807,26.3001412718287,26.3308173153661,26.3324262721048,0.00160895673868922,0.1
99,9.9,2.53246410622468,26.5614933589035,26.5881165642147,26.5896911526254,0.00157458841065861,0.1
100,10,2.45597888911063,26.8147397695259,26.8375387139815,26.8390715290765,0.00153281509498271,0.1
