scenario,boundary_version,period,stock,inflow,demand,effective_demand,policy_savings,losses,shortage,capacity,stock_margin
low_inflow_boundary_test,uncertainty_expanded,9,61.34734166,5.0,6.0,6.0,0.0,0.92021012,0.0,100.0,0.61347342
low_inflow_boundary_test,uncertainty_expanded,10,59.42713153,5.0,6.0,6.0,0.0,0.89140697,0.0,100.0,0.59427132
low_inflow_boundary_test,uncertainty_expanded,11,57.53572456,5.0,6.0,6.0,0.0,0.86303587,0.0,100.0,0.57535725
low_inflow_boundary_test,uncertainty_expanded,12,55.67268869,5.0,6.0,6.0,0.0,0.83509033,0.0,100.0,0.55672689
low_inflow_boundary_test,uncertainty_expanded,13,53.83759836,5.0,6.0,6.0,0.0,0.80756398,0.0,100.0,0.53837598
low_inflow_boundary_test,uncertainty_expanded,14,52.03003438,5.0,6.0,6.0,0.0,0.78045052,0.0,100.0,0.52030034
low_inflow_boundary_test,uncertainty_expanded,15,50.24958387,5.0,6.0,6.0,0.0,0.75374376,0.0,100.0,0.50249584
low_inflow_boundary_test,uncertainty_expanded,16,48.49584011,5.0,6.0,6.0,0.0,0.7274376,0.0,100.0,0.4849584
low_inflow_boundary_test,uncertainty_expanded,17,46.76840251,5.0,6.0,6.0,0.0,0.70152604,0.0,100.0,0.46768403
low_inflow_boundary_test,uncertainty_expanded,18,45.06687647,5.0,6.0,6.0,0.0,0.67600315,0.0,100.0,0.45066876
low_inflow_boundary_test,uncertainty_expanded,19,43.39087332,5.0,6.0,6.0,0.0,0.6508631,0.0,100.0,0.43390873
low_inflow_boundary_test,uncertainty_expanded,20,41.74001022,5.0,6.0,6.0,0.0,0.62610015,0.0,100.0,0.4174001
low_inflow_boundary_test,uncertainty_expanded,21,40.11391007,5.0,6.0,6.0,0.0,0.60170865,0.0,100.0,0.4011391
low_inflow_boundary_test,uncertainty_expanded,22,38.51220142,5.0,6.0,6.0,0.0,0.57768302,0.0,100.0,0.38512201
low_inflow_boundary_test,uncertainty_expanded,23,36.9345184,5.0,6.0,6.0,0.0,0.55401778,0.0,100.0,0.36934518
low_inflow_boundary_test,uncertainty_expanded,24,35.38050062,5.0,6.0,6.0,0.0,0.53070751,0.0,100.0,0.35380501
low_inflow_boundary_test,uncertainty_expanded,25,33.84979311,5.0,6.0,6.0,0.0,0.5077469,0.0,100.0,0.33849793
low_inflow_boundary_test,uncertainty_expanded,26,32.34204622,5.0,6.0,6.0,0.0,0.48513069,0.0,100.0,0.32342046
low_inflow_boundary_test,uncertainty_expanded,27,30.85691552,5.0,6.0,6.0,0.0,0.46285373,0.0,100.0,0.30856916
low_inflow_boundary_test,uncertainty_expanded,28,29.39406179,5.0,6.0,6.0,0.0,0.44091093,0.0,100.0,0.29394062
low_inflow_boundary_test,uncertainty_expanded,29,27.95315086,5.0,6.0,6.0,0.0,0.41929726,0.0,100.0,0.27953151
low_inflow_boundary_test,uncertainty_expanded,30,26.5338536,5.0,6.0,6.0,0.0,0.3980078,0.0,100.0,0.26533854
low_inflow_boundary_test,uncertainty_expanded,31,25.1358458,5.0,6.0,6.0,0.0,0.37703769,0.0,100.0,0.25135846
low_inflow_boundary_test,uncertainty_expanded,32,23.75880811,5.0,6.0,6.0,0.0,0.35638212,0.0,100.0,0.23758808
low_inflow_boundary_test,uncertainty_expanded,33,22.40242599,5.0,6.0,6.0,0.0,0.33603639,0.0,100.0,0.22402426
low_inflow_boundary_test,uncertainty_expanded,34,21.0663896,5.0,6.0,6.0,0.0,0.31599584,0.0,100.0,0.2106639
low_inflow_boundary_test,uncertainty_expanded,35,19.75039375,5.0,6.0,6.0,0.0,0.29625591,0.0,100.0,0.19750394
low_inflow_boundary_test,uncertainty_expanded,36,18.45413785,5.0,6.0,6.0,0.0,0.27681207,0.0,100.0,0.18454138
low_inflow_boundary_test,uncertainty_expanded,37,17.17732578,5.0,6.0,6.0,0.0,0.25765989,0.0,100.0,0.17177326
low_inflow_boundary_test,uncertainty_expanded,38,15.91966589,5.0,6.0,6.0,0.0,0.23879499,0.0,100.0,0.15919666
low_inflow_boundary_test,uncertainty_expanded,39,14.68087091,5.0,6.0,6.0,0.0,0.22021306,0.0,100.0,0.14680871
low_inflow_boundary_test,uncertainty_expanded,40,13.46065784,5.0,6.0,6.0,0.0,0.20190987,0.0,100.0,0.13460658
low_inflow_boundary_test,uncertainty_expanded,41,12.25874797,5.0,6.0,6.0,0.0,0.18388122,0.0,100.0,0.12258748
low_inflow_boundary_test,uncertainty_expanded,42,11.07486675,5.0,6.0,6.0,0.0,0.166123,0.0,100.0,0.11074867
low_inflow_boundary_test,uncertainty_expanded,43,9.90874375,5.0,6.0,6.0,0.0,0.14863116,0.0,100.0,0.09908744
low_inflow_boundary_test,uncertainty_expanded,44,8.7601126,5.0,6.0,6.0,0.0,0.13140169,0.0,100.0,0.08760113
low_inflow_boundary_test,uncertainty_expanded,45,7.62871091,5.0,6.0,6.0,0.0,0.11443066,0.0,100.0,0.07628711
low_inflow_boundary_test,uncertainty_expanded,46,6.51428024,5.0,6.0,6.0,0.0,0.0977142,0.0,100.0,0.0651428
low_inflow_boundary_test,uncertainty_expanded,47,5.41656604,5.0,6.0,6.0,0.0,0.08124849,0.0,100.0,0.05416566
low_inflow_boundary_test,uncertainty_expanded,48,4.33531755,5.0,6.0,6.0,0.0,0.06502976,0.0,100.0,0.04335318
low_inflow_boundary_test,uncertainty_expanded,49,3.27028779,5.0,6.0,6.0,0.0,0.04905432,0.0,100.0,0.03270288
low_inflow_boundary_test,uncertainty_expanded,50,2.22123347,5.0,6.0,6.0,0.0,0.0333185,0.0,100.0,0.02221233
low_inflow_boundary_test,uncertainty_expanded,51,1.18791497,5.0,6.0,6.0,0.0,0.01781872,0.0,100.0,0.01187915
low_inflow_boundary_test,uncertainty_expanded,52,0.17009624,5.0,6.0,6.0,0.0,0.00255144,0.8324552,100.0,0.00170096
low_inflow_boundary_test,uncertainty_expanded,53,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
low_inflow_boundary_test,uncertainty_expanded,54,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
low_inflow_boundary_test,uncertainty_expanded,55,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
low_inflow_boundary_test,uncertainty_expanded,56,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
low_inflow_boundary_test,uncertainty_expanded,57,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
low_inflow_boundary_test,uncertainty_expanded,58,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
low_inflow_boundary_test,uncertainty_expanded,59,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
low_inflow_boundary_test,uncertainty_expanded,60,0.0,5.0,6.0,6.0,0.0,0.0,1.0,100.0,0.0
policy_savings_boundary_test,policy_expanded,0,80.0,5.0,6.0,4.5,1.5,1.2,0.0,100.0,0.8
policy_savings_boundary_test,policy_expanded,1,79.3,5.0,6.0,4.5,1.5,1.1895,0.0,100.0,0.793
policy_savings_boundary_test,policy_expanded,2,78.6105,5.0,6.0,4.5,1.5,1.1791575,0.0,100.0,0.786105
policy_savings_boundary_test,policy_expanded,3,77.9313425,5.0,6.0,4.5,1.5,1.16897014,0.0,100.0,0.77931343
policy_savings_boundary_test,policy_expanded,4,77.26237236,5.0,6.0,4.5,1.5,1.15893559,0.0,100.0,0.77262372
policy_savings_boundary_test,policy_expanded,5,76.60343678,5.0,6.0,4.5,1.5,1.14905155,0.0,100.0,0.76603437
policy_savings_boundary_test,policy_expanded,6,75.95438523,5.0,6.0,4.5,1.5,1.13931578,0.0,100.0,0.75954385
policy_savings_boundary_test,policy_expanded,7,75.31506945,5.0,6.0,4.5,1.5,1.12972604,0.0,100.0,0.75315069
policy_savings_boundary_test,policy_expanded,8,74.68534341,5.0,6.0,4.5,1.5,1.12028015,0.0,100.0,0.74685343
policy_savings_boundary_test,policy_expanded,9,74.06506325,5.0,6.0,4.5,1.5,1.11097595,0.0,100.0,0.74065063
policy_savings_boundary_test,policy_expanded,10,73.45408731,5.0,6.0,4.5,1.5,1.10181131,0.0,100.0,0.73454087
policy_savings_boundary_test,policy_expanded,11,72.852276,5.0,6.0,4.5,1.5,1.09278414,0.0,100.0,0.72852276
policy_savings_boundary_test,policy_expanded,12,72.25949186,5.0,6.0,4.5,1.5,1.08389238,0.0,100.0,0.72259492
policy_savings_boundary_test,policy_expanded,13,71.67559948,5.0,6.0,4.5,1.5,1.07513399,0.0,100.0,0.71675599
policy_savings_boundary_test,policy_expanded,14,71.10046549,5.0,6.0,4.5,1.5,1.06650698,0.0,100.0,0.71100465
policy_savings_boundary_test,policy_expanded,15,70.5339585,5.0,6.0,4.5,1.5,1.05800938,0.0,100.0,0.70533959
policy_savings_boundary_test,policy_expanded,16,69.97594913,5.0,6.0,4.5,1.5,1.04963924,0.0,100.0,0.69975949
policy_savings_boundary_test,policy_expanded,17,69.42630989,5.0,6.0,4.5,1.5,1.04139465,0.0,100.0,0.6942631
policy_savings_boundary_test,policy_expanded,18,68.88491524,5.0,6.0,4.5,1.5,1.03327373,0.0,100.0,0.68884915
policy_savings_boundary_test,policy_expanded,19,68.35164151,5.0,6.0,4.5,1.5,1.02527462,0.0,100.0,0.68351642
policy_savings_boundary_test,policy_expanded,20,67.82636689,5.0,6.0,4.5,1.5,1.0173955,0.0,100.0,0.67826367
policy_savings_boundary_test,policy_expanded,21,67.30897139,5.0,6.0,4.5,1.5,1.00963457,0.0,100.0,0.67308971
policy_savings_boundary_test,policy_expanded,22,66.79933682,5.0,6.0,4.5,1.5,1.00199005,0.0,100.0,0.66799337
policy_savings_boundary_test,policy_expanded,23,66.29734676,5.0,6.0,4.5,1.5,0.9944602,0.0,100.0,0.66297347
policy_savings_boundary_test,policy_expanded,24,65.80288656,5.0,6.0,4.5,1.5,0.9870433,0.0,100.0,0.65802887
policy_savings_boundary_test,policy_expanded,25,65.31584326,5.0,6.0,4.5,1.5,0.97973765,0.0,100.0,0.65315843
policy_savings_boundary_test,policy_expanded,26,64.83610561,5.0,6.0,4.5,1.5,0.97254158,0.0,100.0,0.64836106
policy_savings_boundary_test,policy_expanded,27,64.36356403,5.0,6.0,4.5,1.5,0.96545346,0.0,100.0,0.64363564
policy_savings_boundary_test,policy_expanded,28,63.89811057,5.0,6.0,4.5,1.5,0.95847166,0.0,100.0,0.63898111
policy_savings_boundary_test,policy_expanded,29,63.43963891,5.0,6.0,4.5,1.5,0.95159458,0.0,100.0,0.63439639
policy_savings_boundary_test,policy_expanded,30,62.98804433,5.0,6.0,4.5,1.5,0.94482066,0.0,100.0,0.62988044
policy_savings_boundary_test,policy_expanded,31,62.54322366,5.0,6.0,4.5,1.5,0.93814835,0.0,100.0,0.62543224
policy_savings_boundary_test,policy_expanded,32,62.10507531,5.0,6.0,4.5,1.5,0.93157613,0.0,100.0,0.62105075
policy_savings_boundary_test,policy_expanded,33,61.67349918,5.0,6.0,4.5,1.5,0.92510249,0.0,100.0,0.61673499
policy_savings_boundary_test,policy_expanded,34,61.24839669,5.0,6.0,4.5,1.5,0.91872595,0.0,100.0,0.61248397
policy_savings_boundary_test,policy_expanded,35,60.82967074,5.0,6.0,4.5,1.5,0.91244506,0.0,100.0,0.60829671
policy_savings_boundary_test,policy_expanded,36,60.41722568,5.0,6.0,4.5,1.5,0.90625839,0.0,100.0,0.60417226
policy_savings_boundary_test,policy_expanded,37,60.01096729,5.0,6.0,4.5,1.5,0.90016451,0.0,100.0,0.60010967
policy_savings_boundary_test,policy_expanded,38,59.61080278,5.0,6.0,4.5,1.5,0.89416204,0.0,100.0,0.59610803
policy_savings_boundary_test,policy_expanded,39,59.21664074,5.0,6.0,4.5,1.5,0.88824961,0.0,100.0,0.59216641
policy_savings_boundary_test,policy_expanded,40,58.82839113,5.0,6.0,4.5,1.5,0.88242587,0.0,100.0,0.58828391
policy_savings_boundary_test,policy_expanded,41,58.44596526,5.0,6.0,4.5,1.5,0.87668948,0.0,100.0,0.58445965
policy_savings_boundary_test,policy_expanded,42,58.06927579,5.0,6.0,4.5,1.5,0.87103914,0.0,100.0,0.58069276
policy_savings_boundary_test,policy_expanded,43,57.69823665,5.0,6.0,4.5,1.5,0.86547355,0.0,100.0,0.57698237
policy_savings_boundary_test,policy_expanded,44,57.3327631,5.0,6.0,4.5,1.5,0.85999145,0.0,100.0,0.57332763
policy_savings_boundary_test,policy_expanded,45,56.97277165,5.0,6.0,4.5,1.5,0.85459157,0.0,100.0,0.56972772
policy_savings_boundary_test,policy_expanded,46,56.61818008,5.0,6.0,4.5,1.5,0.8492727,0.0,100.0,0.5661818
policy_savings_boundary_test,policy_expanded,47,56.26890738,5.0,6.0,4.5,1.5,0.84403361,0.0,100.0,0.56268907
policy_savings_boundary_test,policy_expanded,48,55.92487377,5.0,6.0,4.5,1.5,0.83887311,0.0,100.0,0.55924874
policy_savings_boundary_test,policy_expanded,49,55.58600066,5.0,6.0,4.5,1.5,0.83379001,0.0,100.0,0.55586001
policy_savings_boundary_test,policy_expanded,50,55.25221065,5.0,6.0,4.5,1.5,0.82878316,0.0,100.0,0.55252211
policy_savings_boundary_test,policy_expanded,51,54.92342749,5.0,6.0,4.5,1.5,0.82385141,0.0,100.0,0.54923427
policy_savings_boundary_test,policy_expanded,52,54.59957608,5.0,6.0,4.5,1.5,0.81899364,0.0,100.0,0.54599576
policy_savings_boundary_test,policy_expanded,53,54.28058244,5.0,6.0,4.5,1.5,0.81420874,0.0,100.0,0.54280582
policy_savings_boundary_test,policy_expanded,54,53.9663737,5.0,6.0,4.5,1.5,0.80949561,0.0,100.0,0.53966374
policy_savings_boundary_test,policy_expanded,55,53.65687809,5.0,6.0,4.5,1.5,0.80485317,0.0,100.0,0.53656878
policy_savings_boundary_test,policy_expanded,56,53.35202492,5.0,6.0,4.5,1.5,0.80028037,0.0,100.0,0.53352025
policy_savings_boundary_test,policy_expanded,57,53.05174455,5.0,6.0,4.5,1.5,0.79577617,0.0,100.0,0.53051745
policy_savings_boundary_test,policy_expanded,58,52.75596838,5.0,6.0,4.5,1.5,0.79133953,0.0,100.0,0.52755968
policy_savings_boundary_test,policy_expanded,59,52.46462885,5.0,6.0,4.5,1.5,0.78696943,0.0,100.0,0.52464629
policy_savings_boundary_test,policy_expanded,60,52.17765942,5.0,6.0,4.5,1.5,0.78266489,0.0,100.0,0.52177659
longer_stress_boundary,temporal_expanded,0,70.0,5.0,7.0,6.5,0.5,2.1,0.0,80.0,0.875
longer_stress_boundary,temporal_expanded,1,66.4,5.0,7.0,6.5,0.5,1.992,0.0,80.0,0.83
longer_stress_boundary,temporal_expanded,2,62.908,5.0,7.0,6.5,0.5,1.88724,0.0,80.0,0.78635
longer_stress_boundary,temporal_expanded,3,59.52076,5.0,7.0,6.5,0.5,1.7856228,0.0,80.0,0.7440095
longer_stress_boundary,temporal_expanded,4,56.2351372,5.0,7.0,6.5,0.5,1.68705412,0.0,80.0,0.70293922
longer_stress_boundary,temporal_expanded,5,53.04808308,5.0,7.0,6.5,0.5,1.59144249,0.0,80.0,0.66310104
longer_stress_boundary,temporal_expanded,6,49.95664059,5.0,7.0,6.5,0.5,1.49869922,0.0,80.0,0.62445801
longer_stress_boundary,temporal_expanded,7,46.95794137,5.0,7.0,6.5,0.5,1.40873824,0.0,80.0,0.58697427
longer_stress_boundary,temporal_expanded,8,44.04920313,5.0,7.0,6.5,0.5,1.32147609,0.0,80.0,0.55061504
longer_stress_boundary,temporal_expanded,9,41.22772704,5.0,7.0,6.5,0.5,1.23683181,0.0,80.0,0.51534659
longer_stress_boundary,temporal_expanded,10,38.49089523,5.0,7.0,6.5,0.5,1.15472686,0.0,80.0,0.48113619
longer_stress_boundary,temporal_expanded,11,35.83616837,5.0,7.0,6.5,0.5,1.07508505,0.0,80.0,0.4479521
longer_stress_boundary,temporal_expanded,12,33.26108332,5.0,7.0,6.5,0.5,0.9978325,0.0,80.0,0.41576354
longer_stress_boundary,temporal_expanded,13,30.76325082,5.0,7.0,6.5,0.5,0.92289752,0.0,80.0,0.38454064
longer_stress_boundary,temporal_expanded,14,28.3403533,5.0,7.0,6.5,0.5,0.8502106,0.0,80.0,0.35425442
longer_stress_boundary,temporal_expanded,15,25.9901427,5.0,7.0,6.5,0.5,0.77970428,0.0,80.0,0.32487678
longer_stress_boundary,temporal_expanded,16,23.71043842,5.0,7.0,6.5,0.5,0.71131315,0.0,80.0,0.29638048
longer_stress_boundary,temporal_expanded,17,21.49912526,5.0,7.0,6.5,0.5,0.64497376,0.0,80.0,0.26873907
longer_stress_boundary,temporal_expanded,18,19.35415151,5.0,7.0,6.5,0.5,0.58062455,0.0,80.0,0.24192689
longer_stress_boundary,temporal_expanded,19,17.27352696,5.0,7.0,6.5,0.5,0.51820581,0.0,80.0,0.21591909
longer_stress_boundary,temporal_expanded,20,15.25532115,5.0,7.0,6.5,0.5,0.45765963,0.0,80.0,0.19069151
longer_stress_boundary,temporal_expanded,21,13.29766152,5.0,7.0,6.5,0.5,0.39892985,0.0,80.0,0.16622077
longer_stress_boundary,temporal_expanded,22,11.39873167,5.0,7.0,6.5,0.5,0.34196195,0.0,80.0,0.14248415
longer_stress_boundary,temporal_expanded,23,9.55676972,5.0,7.0,6.5,0.5,0.28670309,0.0,80.0,0.11945962
longer_stress_boundary,temporal_expanded,24,7.77006663,5.0,7.0,6.5,0.5,0.233102,0.0,80.0,0.09712583
longer_stress_boundary,temporal_expanded,25,6.03696463,5.0,7.0,6.5,0.5,0.18110894,0.0,80.0,0.07546206
longer_stress_boundary,temporal_expanded,26,4.35585569,5.0,7.0,6.5,0.5,0.13067567,0.0,80.0,0.0544482
longer_stress_boundary,temporal_expanded,27,2.72518002,5.0,7.0,6.5,0.5,0.0817554,0.0,80.0,0.03406475
longer_stress_boundary,temporal_expanded,28,1.14342462,5.0,7.0,6.5,0.5,0.03430274,0.39087812,80.0,0.01429281
longer_stress_boundary,temporal_expanded,29,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,30,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,31,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,32,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,33,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,34,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,35,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,36,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,37,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,38,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,39,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,40,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
longer_stress_boundary,temporal_expanded,41,0.0,5.0,7.0,6.5,0.5,0.0,1.5,80.0,0.0
