scenario,period,storage,demand,raw_next_storage,next_storage,shortage,overflow,adaptive_demand,domain_valid
high_demand,52,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,53,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,54,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,55,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,56,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,57,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,58,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,59,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,60,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
adaptive_demand,0,45.0,10.0,38.1,38.1,0.0,0.0,True,True
adaptive_demand,1,38.1,10.0,31.338,31.338,0.0,0.0,True,True
adaptive_demand,2,31.338,10.0,24.71124,24.71124,0.0,0.0,True,True
adaptive_demand,3,24.71124,10.0,18.2170152,18.2170152,0.0,0.0,True,True
adaptive_demand,4,18.2170152,10.0,11.8526749,11.8526749,0.0,0.0,True,True
adaptive_demand,5,11.8526749,10.0,5.6156214,5.6156214,0.0,0.0,True,True
adaptive_demand,6,5.6156214,10.0,-0.49669103,0.0,0.49669103,0.0,True,True
adaptive_demand,7,0.0,9.90066179,-5.90066179,0.0,5.90066179,0.0,True,True
adaptive_demand,8,0.0,8.72052944,-4.72052944,0.0,4.72052944,0.0,True,True
adaptive_demand,9,0.0,7.77642355,-3.77642355,0.0,3.77642355,0.0,True,True
adaptive_demand,10,0.0,7.02113884,-3.02113884,0.0,3.02113884,0.0,True,True
adaptive_demand,11,0.0,6.41691107,-2.41691107,0.0,2.41691107,0.0,True,True
adaptive_demand,12,0.0,5.93352886,-1.93352886,0.0,1.93352886,0.0,True,True
adaptive_demand,13,0.0,5.54682309,-1.54682309,0.0,1.54682309,0.0,True,True
adaptive_demand,14,0.0,5.23745847,-1.23745847,0.0,1.23745847,0.0,True,True
adaptive_demand,15,0.0,4.98996677,-0.98996677,0.0,0.98996677,0.0,True,True
adaptive_demand,16,0.0,4.79197342,-0.79197342,0.0,0.79197342,0.0,True,True
adaptive_demand,17,0.0,4.63357874,-0.63357874,0.0,0.63357874,0.0,True,True
adaptive_demand,18,0.0,4.50686299,-0.50686299,0.0,0.50686299,0.0,True,True
adaptive_demand,19,0.0,4.40549039,-0.40549039,0.0,0.40549039,0.0,True,True
adaptive_demand,20,0.0,4.32439231,-0.32439231,0.0,0.32439231,0.0,True,True
adaptive_demand,21,0.0,4.25951385,-0.25951385,0.0,0.25951385,0.0,True,True
adaptive_demand,22,0.0,4.20761108,-0.20761108,0.0,0.20761108,0.0,True,True
adaptive_demand,23,0.0,4.16608886,-0.16608886,0.0,0.16608886,0.0,True,True
adaptive_demand,24,0.0,4.13287109,-0.13287109,0.0,0.13287109,0.0,True,True
adaptive_demand,25,0.0,4.10629687,-0.10629687,0.0,0.10629687,0.0,True,True
adaptive_demand,26,0.0,4.0850375,-0.0850375,0.0,0.0850375,0.0,True,True
adaptive_demand,27,0.0,4.06803,-0.06803,0.0,0.06803,0.0,True,True
adaptive_demand,28,0.0,4.054424,-0.054424,0.0,0.054424,0.0,True,True
adaptive_demand,29,0.0,4.0435392,-0.0435392,0.0,0.0435392,0.0,True,True
adaptive_demand,30,0.0,4.03483136,-0.03483136,0.0,0.03483136,0.0,True,True
adaptive_demand,31,0.0,4.02786509,-0.02786509,0.0,0.02786509,0.0,True,True
adaptive_demand,32,0.0,4.02229207,-0.02229207,0.0,0.02229207,0.0,True,True
adaptive_demand,33,0.0,4.01783366,-0.01783366,0.0,0.01783366,0.0,True,True
adaptive_demand,34,0.0,4.01426692,-0.01426692,0.0,0.01426692,0.0,True,True
adaptive_demand,35,0.0,4.01141354,-0.01141354,0.0,0.01141354,0.0,True,True
adaptive_demand,36,0.0,4.00913083,-0.00913083,0.0,0.00913083,0.0,True,True
adaptive_demand,37,0.0,4.00730467,-0.00730467,0.0,0.00730467,0.0,True,True
adaptive_demand,38,0.0,4.00584373,-0.00584373,0.0,0.00584373,0.0,True,True
adaptive_demand,39,0.0,4.00467499,-0.00467499,0.0,0.00467499,0.0,True,True
adaptive_demand,40,0.0,4.00373999,-0.00373999,0.0,0.00373999,0.0,True,True
adaptive_demand,41,0.0,4.00299199,-0.00299199,0.0,0.00299199,0.0,True,True
adaptive_demand,42,0.0,4.00239359,-0.00239359,0.0,0.00239359,0.0,True,True
adaptive_demand,43,0.0,4.00191487,-0.00191487,0.0,0.00191487,0.0,True,True
adaptive_demand,44,0.0,4.0015319,-0.0015319,0.0,0.0015319,0.0,True,True
adaptive_demand,45,0.0,4.00122552,-0.00122552,0.0,0.00122552,0.0,True,True
adaptive_demand,46,0.0,4.00098042,-0.00098042,0.0,0.00098042,0.0,True,True
adaptive_demand,47,0.0,4.00078433,-0.00078433,0.0,0.00078433,0.0,True,True
adaptive_demand,48,0.0,4.00062747,-0.00062747,0.0,0.00062747,0.0,True,True
adaptive_demand,49,0.0,4.00050197,-0.00050197,0.0,0.00050197,0.0,True,True
adaptive_demand,50,0.0,4.00040158,-0.00040158,0.0,0.00040158,0.0,True,True
adaptive_demand,51,0.0,4.00032126,-0.00032126,0.0,0.00032126,0.0,True,True
adaptive_demand,52,0.0,4.00025701,-0.00025701,0.0,0.00025701,0.0,True,True
adaptive_demand,53,0.0,4.00020561,-0.00020561,0.0,0.00020561,0.0,True,True
adaptive_demand,54,0.0,4.00016449,-0.00016449,0.0,0.00016449,0.0,True,True
adaptive_demand,55,0.0,4.00013159,-0.00013159,0.0,0.00013159,0.0,True,True
adaptive_demand,56,0.0,4.00010527,-0.00010527,0.0,0.00010527,0.0,True,True
adaptive_demand,57,0.0,4.00008422,-8.422e-05,0.0,8.422e-05,0.0,True,True
adaptive_demand,58,0.0,4.00006737,-6.737e-05,0.0,6.737e-05,0.0,True,True
adaptive_demand,59,0.0,4.0000539,-5.39e-05,0.0,5.39e-05,0.0,True,True
adaptive_demand,60,0.0,4.00004312,-4.312e-05,0.0,4.312e-05,0.0,True,True
tight_capacity,0,70.0,7.0,69.95,69.95,0.0,0.0,False,True
tight_capacity,1,69.95,7.0,69.90075,69.90075,0.0,0.0,False,True
tight_capacity,2,69.90075,7.0,69.85223875,69.85223875,0.0,0.0,False,True
tight_capacity,3,69.85223875,7.0,69.80445517,69.80445517,0.0,0.0,False,True
tight_capacity,4,69.80445517,7.0,69.75738834,69.75738834,0.0,0.0,False,True
tight_capacity,5,69.75738834,7.0,69.71102752,69.71102752,0.0,0.0,False,True
tight_capacity,6,69.71102752,7.0,69.6653621,69.6653621,0.0,0.0,False,True
tight_capacity,7,69.6653621,7.0,69.62038167,69.62038167,0.0,0.0,False,True
tight_capacity,8,69.62038167,7.0,69.57607595,69.57607595,0.0,0.0,False,True
tight_capacity,9,69.57607595,7.0,69.53243481,69.53243481,0.0,0.0,False,True
tight_capacity,10,69.53243481,7.0,69.48944829,69.48944829,0.0,0.0,False,True
tight_capacity,11,69.48944829,7.0,69.44710656,69.44710656,0.0,0.0,False,True
tight_capacity,12,69.44710656,7.0,69.40539996,69.40539996,0.0,0.0,False,True
tight_capacity,13,69.40539996,7.0,69.36431896,69.36431896,0.0,0.0,False,True
tight_capacity,14,69.36431896,7.0,69.32385418,69.32385418,0.0,0.0,False,True
tight_capacity,15,69.32385418,7.0,69.28399637,69.28399637,0.0,0.0,False,True
tight_capacity,16,69.28399637,7.0,69.24473642,69.24473642,0.0,0.0,False,True
tight_capacity,17,69.24473642,7.0,69.20606537,69.20606537,0.0,0.0,False,True
tight_capacity,18,69.20606537,7.0,69.16797439,69.16797439,0.0,0.0,False,True
tight_capacity,19,69.16797439,7.0,69.13045478,69.13045478,0.0,0.0,False,True
tight_capacity,20,69.13045478,7.0,69.09349796,69.09349796,0.0,0.0,False,True
tight_capacity,21,69.09349796,7.0,69.05709549,69.05709549,0.0,0.0,False,True
tight_capacity,22,69.05709549,7.0,69.02123905,69.02123905,0.0,0.0,False,True
tight_capacity,23,69.02123905,7.0,68.98592047,68.98592047,0.0,0.0,False,True
tight_capacity,24,68.98592047,7.0,68.95113166,68.95113166,0.0,0.0,False,True
tight_capacity,25,68.95113166,7.0,68.91686469,68.91686469,0.0,0.0,False,True
tight_capacity,26,68.91686469,7.0,68.88311172,68.88311172,0.0,0.0,False,True
tight_capacity,27,68.88311172,7.0,68.84986504,68.84986504,0.0,0.0,False,True
tight_capacity,28,68.84986504,7.0,68.81711707,68.81711707,0.0,0.0,False,True
tight_capacity,29,68.81711707,7.0,68.78486031,68.78486031,0.0,0.0,False,True
tight_capacity,30,68.78486031,7.0,68.7530874,68.7530874,0.0,0.0,False,True
tight_capacity,31,68.7530874,7.0,68.72179109,68.72179109,0.0,0.0,False,True
tight_capacity,32,68.72179109,7.0,68.69096423,68.69096423,0.0,0.0,False,True
tight_capacity,33,68.69096423,7.0,68.66059976,68.66059976,0.0,0.0,False,True
tight_capacity,34,68.66059976,7.0,68.63069077,68.63069077,0.0,0.0,False,True
tight_capacity,35,68.63069077,7.0,68.60123041,68.60123041,0.0,0.0,False,True
tight_capacity,36,68.60123041,7.0,68.57221195,68.57221195,0.0,0.0,False,True
tight_capacity,37,68.57221195,7.0,68.54362877,68.54362877,0.0,0.0,False,True
tight_capacity,38,68.54362877,7.0,68.51547434,68.51547434,0.0,0.0,False,True
tight_capacity,39,68.51547434,7.0,68.48774222,68.48774222,0.0,0.0,False,True
tight_capacity,40,68.48774222,7.0,68.46042609,68.46042609,0.0,0.0,False,True
tight_capacity,41,68.46042609,7.0,68.4335197,68.4335197,0.0,0.0,False,True
tight_capacity,42,68.4335197,7.0,68.4070169,68.4070169,0.0,0.0,False,True
tight_capacity,43,68.4070169,7.0,68.38091165,68.38091165,0.0,0.0,False,True
tight_capacity,44,68.38091165,7.0,68.35519798,68.35519798,0.0,0.0,False,True
tight_capacity,45,68.35519798,7.0,68.32987001,68.32987001,0.0,0.0,False,True
tight_capacity,46,68.32987001,7.0,68.30492196,68.30492196,0.0,0.0,False,True
tight_capacity,47,68.30492196,7.0,68.28034813,68.28034813,0.0,0.0,False,True
tight_capacity,48,68.28034813,7.0,68.2561429,68.2561429,0.0,0.0,False,True
tight_capacity,49,68.2561429,7.0,68.23230076,68.23230076,0.0,0.0,False,True
tight_capacity,50,68.23230076,7.0,68.20881625,68.20881625,0.0,0.0,False,True
tight_capacity,51,68.20881625,7.0,68.18568401,68.18568401,0.0,0.0,False,True
tight_capacity,52,68.18568401,7.0,68.16289875,68.16289875,0.0,0.0,False,True
tight_capacity,53,68.16289875,7.0,68.14045526,68.14045526,0.0,0.0,False,True
tight_capacity,54,68.14045526,7.0,68.11834844,68.11834844,0.0,0.0,False,True
tight_capacity,55,68.11834844,7.0,68.09657321,68.09657321,0.0,0.0,False,True
tight_capacity,56,68.09657321,7.0,68.07512461,68.07512461,0.0,0.0,False,True
tight_capacity,57,68.07512461,7.0,68.05399774,68.05399774,0.0,0.0,False,True
tight_capacity,58,68.05399774,7.0,68.03318778,68.03318778,0.0,0.0,False,True
tight_capacity,59,68.03318778,7.0,68.01268996,68.01268996,0.0,0.0,False,True
tight_capacity,60,68.01268996,7.0,67.99249961,67.99249961,0.0,0.0,False,True
rapid_loss,0,80.0,7.0,75.0,75.0,0.0,0.0,False,True
rapid_loss,1,75.0,7.0,70.25,70.25,0.0,0.0,False,True
rapid_loss,2,70.25,7.0,65.7375,65.7375,0.0,0.0,False,True
rapid_loss,3,65.7375,7.0,61.450625,61.450625,0.0,0.0,False,True
rapid_loss,4,61.450625,7.0,57.37809375,57.37809375,0.0,0.0,False,True
rapid_loss,5,57.37809375,7.0,53.50918906,53.50918906,0.0,0.0,False,True
rapid_loss,6,53.50918906,7.0,49.83372961,49.83372961,0.0,0.0,False,True
rapid_loss,7,49.83372961,7.0,46.34204313,46.34204313,0.0,0.0,False,True
rapid_loss,8,46.34204313,7.0,43.02494097,43.02494097,0.0,0.0,False,True
rapid_loss,9,43.02494097,7.0,39.87369392,39.87369392,0.0,0.0,False,True
rapid_loss,10,39.87369392,7.0,36.88000923,36.88000923,0.0,0.0,False,True
rapid_loss,11,36.88000923,7.0,34.03600877,34.03600877,0.0,0.0,False,True
rapid_loss,12,34.03600877,7.0,31.33420833,31.33420833,0.0,0.0,False,True
rapid_loss,13,31.33420833,7.0,28.76749791,28.76749791,0.0,0.0,False,True
rapid_loss,14,28.76749791,7.0,26.32912302,26.32912302,0.0,0.0,False,True
rapid_loss,15,26.32912302,7.0,24.01266687,24.01266687,0.0,0.0,False,True
rapid_loss,16,24.01266687,7.0,21.81203352,21.81203352,0.0,0.0,False,True
rapid_loss,17,21.81203352,7.0,19.72143185,19.72143185,0.0,0.0,False,True
rapid_loss,18,19.72143185,7.0,17.73536025,17.73536025,0.0,0.0,False,True
rapid_loss,19,17.73536025,7.0,15.84859224,15.84859224,0.0,0.0,False,True
rapid_loss,20,15.84859224,7.0,14.05616263,14.05616263,0.0,0.0,False,True
rapid_loss,21,14.05616263,7.0,12.3533545,12.3533545,0.0,0.0,False,True
rapid_loss,22,12.3533545,7.0,10.73568677,10.73568677,0.0,0.0,False,True
rapid_loss,23,10.73568677,7.0,9.19890243,9.19890243,0.0,0.0,False,True
rapid_loss,24,9.19890243,7.0,7.73895731,7.73895731,0.0,0.0,False,True
rapid_loss,25,7.73895731,7.0,6.35200945,6.35200945,0.0,0.0,False,True
rapid_loss,26,6.35200945,7.0,5.03440897,5.03440897,0.0,0.0,False,True
rapid_loss,27,5.03440897,7.0,3.78268853,3.78268853,0.0,0.0,False,True
rapid_loss,28,3.78268853,7.0,2.5935541,2.5935541,0.0,0.0,False,True
rapid_loss,29,2.5935541,7.0,1.46387639,1.46387639,0.0,0.0,False,True
rapid_loss,30,1.46387639,7.0,0.39068257,0.39068257,0.0,0.0,False,True
rapid_loss,31,0.39068257,7.0,-0.62885155,0.0,0.62885155,0.0,False,True
rapid_loss,32,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,33,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,34,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,35,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,36,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,37,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,38,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,39,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,40,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,41,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,42,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,43,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,44,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,45,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,46,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,47,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,48,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,49,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,50,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,51,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,52,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,53,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,54,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,55,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,56,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,57,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,58,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,59,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
rapid_loss,60,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
