scenario,step,time,storage,rate_of_change,raw_next_storage,next_storage,shortage,overflow,domain_valid
baseline,34,8.5,86.39560169,0.70406597,86.57161818,86.57161818,0.0,0.0,True
baseline,35,8.75,86.57161818,0.70142573,86.74697461,86.74697461,0.0,0.0,True
baseline,36,9.0,86.74697461,0.69879538,86.92167346,86.92167346,0.0,0.0,True
baseline,37,9.25,86.92167346,0.6961749,87.09571718,87.09571718,0.0,0.0,True
baseline,38,9.5,87.09571718,0.69356424,87.26910824,87.26910824,0.0,0.0,True
baseline,39,9.75,87.26910824,0.69096338,87.44184909,87.44184909,0.0,0.0,True
baseline,40,10.0,87.44184909,0.68837226,87.61394215,87.61394215,0.0,0.0,True
baseline,41,10.25,87.61394215,0.68579087,87.78538987,87.78538987,0.0,0.0,True
baseline,42,10.5,87.78538987,0.68321915,87.95619466,87.95619466,0.0,0.0,True
baseline,43,10.75,87.95619466,0.68065708,88.12635893,88.12635893,0.0,0.0,True
baseline,44,11.0,88.12635893,0.67810462,88.29588508,88.29588508,0.0,0.0,True
baseline,45,11.25,88.29588508,0.67556172,88.46477551,88.46477551,0.0,0.0,True
baseline,46,11.5,88.46477551,0.67302837,88.6330326,88.6330326,0.0,0.0,True
baseline,47,11.75,88.6330326,0.67050451,88.80065873,88.80065873,0.0,0.0,True
baseline,48,12.0,88.80065873,0.66799012,88.96765626,88.96765626,0.0,0.0,True
baseline,49,12.25,88.96765626,0.66548516,89.13402755,89.13402755,0.0,0.0,True
baseline,50,12.5,89.13402755,0.66298959,89.29977495,89.29977495,0.0,0.0,True
baseline,51,12.75,89.29977495,0.66050338,89.46490079,89.46490079,0.0,0.0,True
baseline,52,13.0,89.46490079,0.65802649,89.62940741,89.62940741,0.0,0.0,True
baseline,53,13.25,89.62940741,0.65555889,89.79329714,89.79329714,0.0,0.0,True
baseline,54,13.5,89.79329714,0.65310054,89.95657227,89.95657227,0.0,0.0,True
baseline,55,13.75,89.95657227,0.65065142,90.11923513,90.11923513,0.0,0.0,True
baseline,56,14.0,90.11923513,0.64821147,90.28128799,90.28128799,0.0,0.0,True
baseline,57,14.25,90.28128799,0.64578068,90.44273316,90.44273316,0.0,0.0,True
baseline,58,14.5,90.44273316,0.643359,90.60357291,90.60357291,0.0,0.0,True
baseline,59,14.75,90.60357291,0.64094641,90.76380952,90.76380952,0.0,0.0,True
baseline,60,15.0,90.76380952,0.63854286,90.92344523,90.92344523,0.0,0.0,True
baseline,61,15.25,90.92344523,0.63614832,91.08248231,91.08248231,0.0,0.0,True
baseline,62,15.5,91.08248231,0.63376277,91.240923,91.240923,0.0,0.0,True
baseline,63,15.75,91.240923,0.63138615,91.39876954,91.39876954,0.0,0.0,True
baseline,64,16.0,91.39876954,0.62901846,91.55602416,91.55602416,0.0,0.0,True
baseline,65,16.25,91.55602416,0.62665964,91.71268906,91.71268906,0.0,0.0,True
baseline,66,16.5,91.71268906,0.62430966,91.86876648,91.86876648,0.0,0.0,True
baseline,67,16.75,91.86876648,0.6219685,92.02425861,92.02425861,0.0,0.0,True
baseline,68,17.0,92.02425861,0.61963612,92.17916764,92.17916764,0.0,0.0,True
baseline,69,17.25,92.17916764,0.61731249,92.33349576,92.33349576,0.0,0.0,True
baseline,70,17.5,92.33349576,0.61499756,92.48724515,92.48724515,0.0,0.0,True
baseline,71,17.75,92.48724515,0.61269132,92.64041798,92.64041798,0.0,0.0,True
baseline,72,18.0,92.64041798,0.61039373,92.79301641,92.79301641,0.0,0.0,True
baseline,73,18.25,92.79301641,0.60810475,92.9450426,92.9450426,0.0,0.0,True
baseline,74,18.5,92.9450426,0.60582436,93.09649869,93.09649869,0.0,0.0,True
baseline,75,18.75,93.09649869,0.60355252,93.24738682,93.24738682,0.0,0.0,True
baseline,76,19.0,93.24738682,0.6012892,93.39770912,93.39770912,0.0,0.0,True
baseline,77,19.25,93.39770912,0.59903436,93.54746771,93.54746771,0.0,0.0,True
baseline,78,19.5,93.54746771,0.59678798,93.69666471,93.69666471,0.0,0.0,True
baseline,79,19.75,93.69666471,0.59455003,93.84530221,93.84530221,0.0,0.0,True
baseline,80,20.0,93.84530221,0.59232047,93.99338233,93.99338233,0.0,0.0,True
baseline,81,20.25,93.99338233,0.59009927,94.14090715,94.14090715,0.0,0.0,True
baseline,82,20.5,94.14090715,0.58788639,94.28787875,94.28787875,0.0,0.0,True
baseline,83,20.75,94.28787875,0.58568182,94.4342992,94.4342992,0.0,0.0,True
baseline,84,21.0,94.4342992,0.58348551,94.58017058,94.58017058,0.0,0.0,True
baseline,85,21.25,94.58017058,0.58129744,94.72549494,94.72549494,0.0,0.0,True
baseline,86,21.5,94.72549494,0.57911758,94.87027433,94.87027433,0.0,0.0,True
baseline,87,21.75,94.87027433,0.57694589,95.0145108,95.0145108,0.0,0.0,True
baseline,88,22.0,95.0145108,0.57478234,95.15820639,95.15820639,0.0,0.0,True
baseline,89,22.25,95.15820639,0.5726269,95.30136311,95.30136311,0.0,0.0,True
baseline,90,22.5,95.30136311,0.57047955,95.443983,95.443983,0.0,0.0,True
baseline,91,22.75,95.443983,0.56834025,95.58606807,95.58606807,0.0,0.0,True
baseline,92,23.0,95.58606807,0.56620898,95.72762031,95.72762031,0.0,0.0,True
baseline,93,23.25,95.72762031,0.5640857,95.86864173,95.86864173,0.0,0.0,True
baseline,94,23.5,95.86864173,0.56197037,96.00913433,96.00913433,0.0,0.0,True
baseline,95,23.75,96.00913433,0.55986299,96.14910007,96.14910007,0.0,0.0,True
baseline,96,24.0,96.14910007,0.5577635,96.28854095,96.28854095,0.0,0.0,True
baseline,97,24.25,96.28854095,0.55567189,96.42745892,96.42745892,0.0,0.0,True
baseline,98,24.5,96.42745892,0.55358812,96.56585595,96.56585595,0.0,0.0,True
baseline,99,24.75,96.56585595,0.55151216,96.70373399,96.70373399,0.0,0.0,True
baseline,100,25.0,96.70373399,0.54944399,96.84109499,96.84109499,0.0,0.0,True
baseline,101,25.25,96.84109499,0.54738358,96.97794088,96.97794088,0.0,0.0,True
baseline,102,25.5,96.97794088,0.54533089,97.1142736,97.1142736,0.0,0.0,True
baseline,103,25.75,97.1142736,0.5432859,97.25009508,97.25009508,0.0,0.0,True
baseline,104,26.0,97.25009508,0.54124857,97.38540722,97.38540722,0.0,0.0,True
baseline,105,26.25,97.38540722,0.53921889,97.52021194,97.52021194,0.0,0.0,True
baseline,106,26.5,97.52021194,0.53719682,97.65451115,97.65451115,0.0,0.0,True
baseline,107,26.75,97.65451115,0.53518233,97.78830673,97.78830673,0.0,0.0,True
baseline,108,27.0,97.78830673,0.5331754,97.92160058,97.92160058,0.0,0.0,True
baseline,109,27.25,97.92160058,0.53117599,98.05439458,98.05439458,0.0,0.0,True
baseline,110,27.5,98.05439458,0.52918408,98.1866906,98.1866906,0.0,0.0,True
baseline,111,27.75,98.1866906,0.52719964,98.31849051,98.31849051,0.0,0.0,True
baseline,112,28.0,98.31849051,0.52522264,98.44979617,98.44979617,0.0,0.0,True
baseline,113,28.25,98.44979617,0.52325306,98.58060943,98.58060943,0.0,0.0,True
baseline,114,28.5,98.58060943,0.52129086,98.71093215,98.71093215,0.0,0.0,True
baseline,115,28.75,98.71093215,0.51933602,98.84076615,98.84076615,0.0,0.0,True
baseline,116,29.0,98.84076615,0.51738851,98.97011328,98.97011328,0.0,0.0,True
baseline,117,29.25,98.97011328,0.5154483,99.09897536,99.09897536,0.0,0.0,True
baseline,118,29.5,99.09897536,0.51351537,99.2273542,99.2273542,0.0,0.0,True
baseline,119,29.75,99.2273542,0.51158969,99.35525162,99.35525162,0.0,0.0,True
baseline,120,30.0,99.35525162,0.50967123,99.48266943,99.48266943,0.0,0.0,True
baseline,121,30.25,99.48266943,0.50775996,99.60960942,99.60960942,0.0,0.0,True
baseline,122,30.5,99.60960942,0.50585586,99.73607338,99.73607338,0.0,0.0,True
baseline,123,30.75,99.73607338,0.5039589,99.86206311,99.86206311,0.0,0.0,True
baseline,124,31.0,99.86206311,0.50206905,99.98758037,99.98758037,0.0,0.0,True
baseline,125,31.25,99.98758037,0.50018629,100.11262694,100.0,0.0,0.11262694,True
baseline,126,31.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,127,31.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,128,32.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,129,32.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,130,32.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,131,32.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,132,33.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,133,33.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,134,33.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,135,33.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,136,34.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,137,34.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,138,34.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,139,34.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,140,35.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,141,35.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,142,35.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,143,35.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,144,36.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,145,36.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,146,36.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,147,36.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,148,37.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,149,37.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,150,37.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,151,37.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,152,38.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,153,38.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,154,38.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,155,38.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,156,39.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,157,39.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,158,39.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,159,39.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,160,40.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,161,40.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,162,40.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,163,40.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,164,41.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,165,41.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,166,41.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,167,41.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,168,42.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,169,42.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,170,42.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,171,42.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,172,43.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,173,43.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,174,43.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,175,43.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,176,44.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,177,44.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,178,44.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,179,44.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,180,45.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,181,45.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,182,45.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,183,45.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,184,46.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,185,46.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,186,46.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,187,46.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,188,47.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,189,47.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,190,47.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,191,47.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,192,48.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,193,48.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,194,48.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,195,48.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,196,49.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,197,49.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,198,49.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,199,49.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,200,50.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,201,50.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,202,50.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,203,50.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,204,51.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,205,51.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,206,51.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,207,51.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,208,52.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,209,52.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,210,52.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,211,52.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,212,53.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,213,53.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,214,53.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,215,53.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,216,54.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,217,54.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,218,54.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,219,54.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,220,55.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,221,55.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,222,55.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,223,55.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,224,56.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,225,56.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,226,56.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,227,56.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,228,57.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,229,57.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,230,57.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,231,57.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,232,58.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,233,58.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,234,58.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,235,58.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,236,59.0,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,237,59.25,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,238,59.5,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,239,59.75,100.0,0.5,100.125,100.0,0.0,0.125,True
baseline,240,60.0,100.0,0.5,100.125,100.0,0.0,0.125,True
high_demand,0,0.0,80.0,-3.2,79.2,79.2,0.0,0.0,True
high_demand,1,0.25,79.2,-3.188,78.403,78.403,0.0,0.0,True
high_demand,2,0.5,78.403,-3.176045,77.60898875,77.60898875,0.0,0.0,True
high_demand,3,0.75,77.60898875,-3.16413483,76.81795504,76.81795504,0.0,0.0,True
high_demand,4,1.0,76.81795504,-3.15226933,76.02988771,76.02988771,0.0,0.0,True
high_demand,5,1.25,76.02988771,-3.14044832,75.24477563,75.24477563,0.0,0.0,True
high_demand,6,1.5,75.24477563,-3.12867163,74.46260772,74.46260772,0.0,0.0,True
high_demand,7,1.75,74.46260772,-3.11693912,73.68337294,73.68337294,0.0,0.0,True
high_demand,8,2.0,73.68337294,-3.10525059,72.9070603,72.9070603,0.0,0.0,True
high_demand,9,2.25,72.9070603,-3.0936059,72.13365882,72.13365882,0.0,0.0,True
high_demand,10,2.5,72.13365882,-3.08200488,71.3631576,71.3631576,0.0,0.0,True
high_demand,11,2.75,71.3631576,-3.07044736,70.59554576,70.59554576,0.0,0.0,True
high_demand,12,3.0,70.59554576,-3.05893319,69.83081246,69.83081246,0.0,0.0,True
high_demand,13,3.25,69.83081246,-3.04746219,69.06894691,69.06894691,0.0,0.0,True
high_demand,14,3.5,69.06894691,-3.0360342,68.30993836,68.30993836,0.0,0.0,True
high_demand,15,3.75,68.30993836,-3.02464908,67.55377609,67.55377609,0.0,0.0,True
high_demand,16,4.0,67.55377609,-3.01330664,66.80044943,66.80044943,0.0,0.0,True
high_demand,17,4.25,66.80044943,-3.00200674,66.04994775,66.04994775,0.0,0.0,True
high_demand,18,4.5,66.04994775,-2.99074922,65.30226045,65.30226045,0.0,0.0,True
high_demand,19,4.75,65.30226045,-2.97953391,64.55737697,64.55737697,0.0,0.0,True
high_demand,20,5.0,64.55737697,-2.96836065,63.8152868,63.8152868,0.0,0.0,True
high_demand,21,5.25,63.8152868,-2.9572293,63.07597948,63.07597948,0.0,0.0,True
high_demand,22,5.5,63.07597948,-2.94613969,62.33944456,62.33944456,0.0,0.0,True
high_demand,23,5.75,62.33944456,-2.93509167,61.60567164,61.60567164,0.0,0.0,True
high_demand,24,6.0,61.60567164,-2.92408507,60.87465037,60.87465037,0.0,0.0,True
high_demand,25,6.25,60.87465037,-2.91311976,60.14637043,60.14637043,0.0,0.0,True
high_demand,26,6.5,60.14637043,-2.90219556,59.42082154,59.42082154,0.0,0.0,True
high_demand,27,6.75,59.42082154,-2.89131232,58.69799346,58.69799346,0.0,0.0,True
high_demand,28,7.0,58.69799346,-2.8804699,57.97787599,57.97787599,0.0,0.0,True
high_demand,29,7.25,57.97787599,-2.86966814,57.26045895,57.26045895,0.0,0.0,True
high_demand,30,7.5,57.26045895,-2.85890688,56.54573223,56.54573223,0.0,0.0,True
high_demand,31,7.75,56.54573223,-2.84818598,55.83368573,55.83368573,0.0,0.0,True
high_demand,32,8.0,55.83368573,-2.83750529,55.12430941,55.12430941,0.0,0.0,True
high_demand,33,8.25,55.12430941,-2.82686464,54.41759325,54.41759325,0.0,0.0,True
high_demand,34,8.5,54.41759325,-2.8162639,53.71352728,53.71352728,0.0,0.0,True
high_demand,35,8.75,53.71352728,-2.80570291,53.01210155,53.01210155,0.0,0.0,True
high_demand,36,9.0,53.01210155,-2.79518152,52.31330617,52.31330617,0.0,0.0,True
high_demand,37,9.25,52.31330617,-2.78469959,51.61713127,51.61713127,0.0,0.0,True
high_demand,38,9.5,51.61713127,-2.77425697,50.92356703,50.92356703,0.0,0.0,True
high_demand,39,9.75,50.92356703,-2.76385351,50.23260365,50.23260365,0.0,0.0,True
high_demand,40,10.0,50.23260365,-2.75348905,49.54423139,49.54423139,0.0,0.0,True
high_demand,41,10.25,49.54423139,-2.74316347,48.85844052,48.85844052,0.0,0.0,True
high_demand,42,10.5,48.85844052,-2.73287661,48.17522137,48.17522137,0.0,0.0,True
high_demand,43,10.75,48.17522137,-2.72262832,47.49456429,47.49456429,0.0,0.0,True
high_demand,44,11.0,47.49456429,-2.71241846,46.81645967,46.81645967,0.0,0.0,True
high_demand,45,11.25,46.81645967,-2.7022469,46.14089795,46.14089795,0.0,0.0,True
high_demand,46,11.5,46.14089795,-2.69211347,45.46786958,45.46786958,0.0,0.0,True
high_demand,47,11.75,45.46786958,-2.68201804,44.79736507,44.79736507,0.0,0.0,True
high_demand,48,12.0,44.79736507,-2.67196048,44.12937495,44.12937495,0.0,0.0,True
high_demand,49,12.25,44.12937495,-2.66194062,43.4638898,43.4638898,0.0,0.0,True
high_demand,50,12.5,43.4638898,-2.65195835,42.80090021,42.80090021,0.0,0.0,True
high_demand,51,12.75,42.80090021,-2.6420135,42.14039683,42.14039683,0.0,0.0,True
high_demand,52,13.0,42.14039683,-2.63210595,41.48237035,41.48237035,0.0,0.0,True
high_demand,53,13.25,41.48237035,-2.62223556,40.82681146,40.82681146,0.0,0.0,True
high_demand,54,13.5,40.82681146,-2.61240217,40.17371091,40.17371091,0.0,0.0,True
high_demand,55,13.75,40.17371091,-2.60260566,39.5230595,39.5230595,0.0,0.0,True
high_demand,56,14.0,39.5230595,-2.59284589,38.87484802,38.87484802,0.0,0.0,True
high_demand,57,14.25,38.87484802,-2.58312272,38.22906734,38.22906734,0.0,0.0,True
high_demand,58,14.5,38.22906734,-2.57343601,37.58570834,37.58570834,0.0,0.0,True
high_demand,59,14.75,37.58570834,-2.56378563,36.94476194,36.94476194,0.0,0.0,True
high_demand,60,15.0,36.94476194,-2.55417143,36.30621908,36.30621908,0.0,0.0,True
high_demand,61,15.25,36.30621908,-2.54459329,35.67007076,35.67007076,0.0,0.0,True
high_demand,62,15.5,35.67007076,-2.53505106,35.03630799,35.03630799,0.0,0.0,True
high_demand,63,15.75,35.03630799,-2.52554462,34.40492184,34.40492184,0.0,0.0,True
high_demand,64,16.0,34.40492184,-2.51607383,33.77590338,33.77590338,0.0,0.0,True
high_demand,65,16.25,33.77590338,-2.50663855,33.14924374,33.14924374,0.0,0.0,True
high_demand,66,16.5,33.14924374,-2.49723866,32.52493408,32.52493408,0.0,0.0,True
high_demand,67,16.75,32.52493408,-2.48787401,31.90296558,31.90296558,0.0,0.0,True
high_demand,68,17.0,31.90296558,-2.47854448,31.28332945,31.28332945,0.0,0.0,True
high_demand,69,17.25,31.28332945,-2.46924994,30.66601697,30.66601697,0.0,0.0,True
high_demand,70,17.5,30.66601697,-2.45999025,30.05101941,30.05101941,0.0,0.0,True
high_demand,71,17.75,30.05101941,-2.45076529,29.43832808,29.43832808,0.0,0.0,True
high_demand,72,18.0,29.43832808,-2.44157492,28.82793435,28.82793435,0.0,0.0,True
high_demand,73,18.25,28.82793435,-2.43241902,28.2198296,28.2198296,0.0,0.0,True
high_demand,74,18.5,28.2198296,-2.42329744,27.61400524,27.61400524,0.0,0.0,True
high_demand,75,18.75,27.61400524,-2.41421008,27.01045272,27.01045272,0.0,0.0,True
high_demand,76,19.0,27.01045272,-2.40515679,26.40916352,26.40916352,0.0,0.0,True
high_demand,77,19.25,26.40916352,-2.39613745,25.81012916,25.81012916,0.0,0.0,True
high_demand,78,19.5,25.81012916,-2.38715194,25.21334117,25.21334117,0.0,0.0,True
high_demand,79,19.75,25.21334117,-2.37820012,24.61879114,24.61879114,0.0,0.0,True
high_demand,80,20.0,24.61879114,-2.36928187,24.02647068,24.02647068,0.0,0.0,True
high_demand,81,20.25,24.02647068,-2.36039706,23.43637141,23.43637141,0.0,0.0,True
high_demand,82,20.5,23.43637141,-2.35154557,22.84848502,22.84848502,0.0,0.0,True
high_demand,83,20.75,22.84848502,-2.34272728,22.2628032,22.2628032,0.0,0.0,True
high_demand,84,21.0,22.2628032,-2.33394205,21.67931769,21.67931769,0.0,0.0,True
high_demand,85,21.25,21.67931769,-2.32518977,21.09802025,21.09802025,0.0,0.0,True
high_demand,86,21.5,21.09802025,-2.3164703,20.51890267,20.51890267,0.0,0.0,True
high_demand,87,21.75,20.51890267,-2.30778354,19.94195679,19.94195679,0.0,0.0,True
high_demand,88,22.0,19.94195679,-2.29912935,19.36717445,19.36717445,0.0,0.0,True
high_demand,89,22.25,19.36717445,-2.29050762,18.79454754,18.79454754,0.0,0.0,True
high_demand,90,22.5,18.79454754,-2.28191821,18.22406799,18.22406799,0.0,0.0,True
high_demand,91,22.75,18.22406799,-2.27336102,17.65572774,17.65572774,0.0,0.0,True
