scenario,period,storage_m3,inflow_volume_m3,demand_volume_m3,loss_volume_m3,raw_next_storage_m3,next_storage_m3,storage_fraction,shortage_m3,overflow_m3,domain_valid
tight_capacity,4,73.71535179,8.0,6.0,1.10573028,74.60962152,74.60962152,0.99479495,0.0,0.0,True
tight_capacity,5,74.60962152,8.0,6.0,1.11914432,75.49047719,75.0,1.0,0.0,0.49047719,True
tight_capacity,6,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,7,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,8,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,9,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,10,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,11,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,12,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,13,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,14,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,15,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,16,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,17,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,18,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,19,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,20,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,21,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,22,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,23,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,24,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,25,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,26,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,27,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,28,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,29,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,30,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,31,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,32,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,33,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,34,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,35,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,36,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,37,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,38,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,39,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,40,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,41,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,42,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,43,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,44,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,45,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,46,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,47,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,48,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,49,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,50,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,51,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,52,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,53,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,54,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,55,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,56,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,57,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,58,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,59,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
tight_capacity,60,75.0,8.0,6.0,1.125,75.875,75.0,1.0,0.0,0.875,True
high_loss,0,80.0,8.0,6.0,4.0,78.0,78.0,0.78,0.0,0.0,True
high_loss,1,78.0,8.0,6.0,3.9,76.1,76.1,0.761,0.0,0.0,True
high_loss,2,76.1,8.0,6.0,3.805,74.295,74.295,0.74295,0.0,0.0,True
high_loss,3,74.295,8.0,6.0,3.71475,72.58025,72.58025,0.7258025,0.0,0.0,True
high_loss,4,72.58025,8.0,6.0,3.6290125,70.9512375,70.9512375,0.70951237,0.0,0.0,True
high_loss,5,70.9512375,8.0,6.0,3.54756187,69.40367562,69.40367562,0.69403676,0.0,0.0,True
high_loss,6,69.40367562,8.0,6.0,3.47018378,67.93349184,67.93349184,0.67933492,0.0,0.0,True
high_loss,7,67.93349184,8.0,6.0,3.39667459,66.53681725,66.53681725,0.66536817,0.0,0.0,True
high_loss,8,66.53681725,8.0,6.0,3.32684086,65.20997639,65.20997639,0.65209976,0.0,0.0,True
high_loss,9,65.20997639,8.0,6.0,3.26049882,63.94947757,63.94947757,0.63949478,0.0,0.0,True
high_loss,10,63.94947757,8.0,6.0,3.19747388,62.75200369,62.75200369,0.62752004,0.0,0.0,True
high_loss,11,62.75200369,8.0,6.0,3.13760018,61.61440351,61.61440351,0.61614404,0.0,0.0,True
high_loss,12,61.61440351,8.0,6.0,3.08072018,60.53368333,60.53368333,0.60533683,0.0,0.0,True
high_loss,13,60.53368333,8.0,6.0,3.02668417,59.50699916,59.50699916,0.59506999,0.0,0.0,True
high_loss,14,59.50699916,8.0,6.0,2.97534996,58.53164921,58.53164921,0.58531649,0.0,0.0,True
high_loss,15,58.53164921,8.0,6.0,2.92658246,57.60506675,57.60506675,0.57605067,0.0,0.0,True
high_loss,16,57.60506675,8.0,6.0,2.88025334,56.72481341,56.72481341,0.56724813,0.0,0.0,True
high_loss,17,56.72481341,8.0,6.0,2.83624067,55.88857274,55.88857274,0.55888573,0.0,0.0,True
high_loss,18,55.88857274,8.0,6.0,2.79442864,55.0941441,55.0941441,0.55094144,0.0,0.0,True
high_loss,19,55.0941441,8.0,6.0,2.75470721,54.3394369,54.3394369,0.54339437,0.0,0.0,True
high_loss,20,54.3394369,8.0,6.0,2.71697184,53.62246505,53.62246505,0.53622465,0.0,0.0,True
high_loss,21,53.62246505,8.0,6.0,2.68112325,52.9413418,52.9413418,0.52941342,0.0,0.0,True
high_loss,22,52.9413418,8.0,6.0,2.64706709,52.29427471,52.29427471,0.52294275,0.0,0.0,True
high_loss,23,52.29427471,8.0,6.0,2.61471374,51.67956097,51.67956097,0.51679561,0.0,0.0,True
high_loss,24,51.67956097,8.0,6.0,2.58397805,51.09558292,51.09558292,0.51095583,0.0,0.0,True
high_loss,25,51.09558292,8.0,6.0,2.55477915,50.54080378,50.54080378,0.50540804,0.0,0.0,True
high_loss,26,50.54080378,8.0,6.0,2.52704019,50.01376359,50.01376359,0.50013764,0.0,0.0,True
high_loss,27,50.01376359,8.0,6.0,2.50068818,49.51307541,49.51307541,0.49513075,0.0,0.0,True
high_loss,28,49.51307541,8.0,6.0,2.47565377,49.03742164,49.03742164,0.49037422,0.0,0.0,True
high_loss,29,49.03742164,8.0,6.0,2.45187108,48.58555056,48.58555056,0.48585551,0.0,0.0,True
high_loss,30,48.58555056,8.0,6.0,2.42927753,48.15627303,48.15627303,0.48156273,0.0,0.0,True
high_loss,31,48.15627303,8.0,6.0,2.40781365,47.74845938,47.74845938,0.47748459,0.0,0.0,True
high_loss,32,47.74845938,8.0,6.0,2.38742297,47.36103641,47.36103641,0.47361036,0.0,0.0,True
high_loss,33,47.36103641,8.0,6.0,2.36805182,46.99298459,46.99298459,0.46992985,0.0,0.0,True
high_loss,34,46.99298459,8.0,6.0,2.34964923,46.64333536,46.64333536,0.46643335,0.0,0.0,True
high_loss,35,46.64333536,8.0,6.0,2.33216677,46.31116859,46.31116859,0.46311169,0.0,0.0,True
high_loss,36,46.31116859,8.0,6.0,2.31555843,45.99561016,45.99561016,0.4599561,0.0,0.0,True
high_loss,37,45.99561016,8.0,6.0,2.29978051,45.69582965,45.69582965,0.4569583,0.0,0.0,True
high_loss,38,45.69582965,8.0,6.0,2.28479148,45.41103817,45.41103817,0.45411038,0.0,0.0,True
high_loss,39,45.41103817,8.0,6.0,2.27055191,45.14048626,45.14048626,0.45140486,0.0,0.0,True
high_loss,40,45.14048626,8.0,6.0,2.25702431,44.88346195,44.88346195,0.44883462,0.0,0.0,True
high_loss,41,44.88346195,8.0,6.0,2.2441731,44.63928885,44.63928885,0.44639289,0.0,0.0,True
high_loss,42,44.63928885,8.0,6.0,2.23196444,44.40732441,44.40732441,0.44407324,0.0,0.0,True
high_loss,43,44.40732441,8.0,6.0,2.22036622,44.18695819,44.18695819,0.44186958,0.0,0.0,True
high_loss,44,44.18695819,8.0,6.0,2.20934791,43.97761028,43.97761028,0.4397761,0.0,0.0,True
high_loss,45,43.97761028,8.0,6.0,2.19888051,43.77872977,43.77872977,0.4377873,0.0,0.0,True
high_loss,46,43.77872977,8.0,6.0,2.18893649,43.58979328,43.58979328,0.43589793,0.0,0.0,True
high_loss,47,43.58979328,8.0,6.0,2.17948966,43.41030361,43.41030361,0.43410304,0.0,0.0,True
high_loss,48,43.41030361,8.0,6.0,2.17051518,43.23978843,43.23978843,0.43239788,0.0,0.0,True
high_loss,49,43.23978843,8.0,6.0,2.16198942,43.07779901,43.07779901,0.43077799,0.0,0.0,True
high_loss,50,43.07779901,8.0,6.0,2.15388995,42.92390906,42.92390906,0.42923909,0.0,0.0,True
high_loss,51,42.92390906,8.0,6.0,2.14619545,42.77771361,42.77771361,0.42777714,0.0,0.0,True
high_loss,52,42.77771361,8.0,6.0,2.13888568,42.63882793,42.63882793,0.42638828,0.0,0.0,True
high_loss,53,42.63882793,8.0,6.0,2.1319414,42.50688653,42.50688653,0.42506887,0.0,0.0,True
high_loss,54,42.50688653,8.0,6.0,2.12534433,42.3815422,42.3815422,0.42381542,0.0,0.0,True
high_loss,55,42.3815422,8.0,6.0,2.11907711,42.26246509,42.26246509,0.42262465,0.0,0.0,True
high_loss,56,42.26246509,8.0,6.0,2.11312325,42.14934184,42.14934184,0.42149342,0.0,0.0,True
high_loss,57,42.14934184,8.0,6.0,2.10746709,42.04187475,42.04187475,0.42041875,0.0,0.0,True
high_loss,58,42.04187475,8.0,6.0,2.10209374,41.93978101,41.93978101,0.41939781,0.0,0.0,True
high_loss,59,41.93978101,8.0,6.0,2.09698905,41.84279196,41.84279196,0.41842792,0.0,0.0,True
high_loss,60,41.84279196,8.0,6.0,2.0921396,41.75065236,41.75065236,0.41750652,0.0,0.0,True
