scenario,time,analytical_state,euler_state,absolute_error,input_rate,loss_rate,equilibrium,initial_state,method,warning
input_loss_balance,7.6000000000000005,29.521651105058016,29.550620029902326,0.02896892484431035,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.7,29.540407433509557,29.568595228706233,0.02818779519667558,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.800000000000001,29.55842831580307,29.585851419557983,0.02742310375491286,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.9,29.575742589194885,29.602417362775665,0.026674773580779743,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.0,29.59237796021634,29.618320668264637,0.025942708048297902,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.1,29.608361049010128,29.63358784153405,0.02522679252392379,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.200000000000001,29.623717431928238,29.64824432787269,0.0245268959444509,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.3,29.638471682459535,29.66231455475778,0.02384287229824622,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.4,29.652647410552614,29.67582197256747,0.023174562014855127,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.5,29.66626730039674,29.68878909366477,0.022521793268030166,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.6,29.679353146721393,29.701237529918178,0.02188438319678454,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.700000000000001,29.69192588967249,29.71318802872145,0.021262139048960904,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.8,29.70400564832108,29.724660507572594,0.02065485925151478,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,8.9,29.715611752858155,29.73567408726969,0.020062334411534266,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.0,29.726762775527074,29.7462471237789,0.019484348251825878,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.1,29.73747656034312,29.756397238827745,0.018920678484626308,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.200000000000001,29.74777025164773,29.766141349274633,0.01837109762690403,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.3,29.75766032154309,29.775495695303647,0.017835373760558326,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.4,29.76716259625103,29.7844758674915,0.01731327124047155,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.5,29.776292281438344,29.793096832791843,0.016804551353498454,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.600000000000001,29.7850639865491,29.80137295948017,0.0163089729310677,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.700000000000001,29.793491748182873,29.809318041100962,0.01582629291808857,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.8,29.8015890525563,29.816945319456924,0.01535626690062486,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,9.9,29.809368857083882,29.82426750667865,0.014898649594766056,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,10.0,29.81684361111266,29.8312968064115,0.014453195298841592,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
