scenario,total_cost,total_benefit,budget,equity_floor,budget_ok,bounds_ok,equity_ok,feasible,allocation_housing,allocation_health,allocation_transport,allocation_resilience
baseline,67.0,110.0,75.0,1,True,True,False,False,0,0,5,7
baseline,73.0,120.0,75.0,1,True,True,False,False,0,0,5,8
baseline,30.0,48.0,75.0,1,True,True,False,False,0,0,6,0
baseline,36.0,58.0,75.0,1,True,True,False,False,0,0,6,1
baseline,42.0,68.0,75.0,1,True,True,False,False,0,0,6,2
baseline,48.0,78.0,75.0,1,True,True,False,False,0,0,6,3
baseline,54.0,88.0,75.0,1,True,True,False,False,0,0,6,4
baseline,60.0,98.0,75.0,1,True,True,False,False,0,0,6,5
baseline,66.0,108.0,75.0,1,True,True,False,False,0,0,6,6
baseline,72.0,118.0,75.0,1,True,True,False,False,0,0,6,7
baseline,78.0,128.0,75.0,1,False,True,False,False,0,0,6,8
baseline,35.0,56.0,75.0,1,True,True,False,False,0,0,7,0
baseline,41.0,66.0,75.0,1,True,True,False,False,0,0,7,1
baseline,47.0,76.0,75.0,1,True,True,False,False,0,0,7,2
baseline,53.0,86.0,75.0,1,True,True,False,False,0,0,7,3
baseline,59.0,96.0,75.0,1,True,True,False,False,0,0,7,4
baseline,65.0,106.0,75.0,1,True,True,False,False,0,0,7,5
baseline,71.0,116.0,75.0,1,True,True,False,False,0,0,7,6
baseline,77.0,126.0,75.0,1,False,True,False,False,0,0,7,7
baseline,83.0,136.0,75.0,1,False,True,False,False,0,0,7,8
baseline,40.0,64.0,75.0,1,True,True,False,False,0,0,8,0
baseline,46.0,74.0,75.0,1,True,True,False,False,0,0,8,1
baseline,52.0,84.0,75.0,1,True,True,False,False,0,0,8,2
baseline,58.0,94.0,75.0,1,True,True,False,False,0,0,8,3
baseline,64.0,104.0,75.0,1,True,True,False,False,0,0,8,4
baseline,70.0,114.0,75.0,1,True,True,False,False,0,0,8,5
baseline,76.0,124.0,75.0,1,False,True,False,False,0,0,8,6
baseline,82.0,134.0,75.0,1,False,True,False,False,0,0,8,7
baseline,88.0,144.0,75.0,1,False,True,False,False,0,0,8,8
baseline,8.0,13.0,75.0,1,True,True,False,False,0,1,0,0
baseline,14.0,23.0,75.0,1,True,True,False,False,0,1,0,1
baseline,20.0,33.0,75.0,1,True,True,False,False,0,1,0,2
baseline,26.0,43.0,75.0,1,True,True,False,False,0,1,0,3
baseline,32.0,53.0,75.0,1,True,True,False,False,0,1,0,4
baseline,38.0,63.0,75.0,1,True,True,False,False,0,1,0,5
baseline,44.0,73.0,75.0,1,True,True,False,False,0,1,0,6
baseline,50.0,83.0,75.0,1,True,True,False,False,0,1,0,7
baseline,56.0,93.0,75.0,1,True,True,False,False,0,1,0,8
baseline,13.0,21.0,75.0,1,True,True,False,False,0,1,1,0
baseline,19.0,31.0,75.0,1,True,True,False,False,0,1,1,1
baseline,25.0,41.0,75.0,1,True,True,False,False,0,1,1,2
baseline,31.0,51.0,75.0,1,True,True,False,False,0,1,1,3
baseline,37.0,61.0,75.0,1,True,True,False,False,0,1,1,4
baseline,43.0,71.0,75.0,1,True,True,False,False,0,1,1,5
baseline,49.0,81.0,75.0,1,True,True,False,False,0,1,1,6
baseline,55.0,91.0,75.0,1,True,True,False,False,0,1,1,7
baseline,61.0,101.0,75.0,1,True,True,False,False,0,1,1,8
baseline,18.0,29.0,75.0,1,True,True,False,False,0,1,2,0
baseline,24.0,39.0,75.0,1,True,True,False,False,0,1,2,1
baseline,30.0,49.0,75.0,1,True,True,False,False,0,1,2,2
baseline,36.0,59.0,75.0,1,True,True,False,False,0,1,2,3
baseline,42.0,69.0,75.0,1,True,True,False,False,0,1,2,4
baseline,48.0,79.0,75.0,1,True,True,False,False,0,1,2,5
baseline,54.0,89.0,75.0,1,True,True,False,False,0,1,2,6
baseline,60.0,99.0,75.0,1,True,True,False,False,0,1,2,7
baseline,66.0,109.0,75.0,1,True,True,False,False,0,1,2,8
baseline,23.0,37.0,75.0,1,True,True,False,False,0,1,3,0
baseline,29.0,47.0,75.0,1,True,True,False,False,0,1,3,1
baseline,35.0,57.0,75.0,1,True,True,False,False,0,1,3,2
baseline,41.0,67.0,75.0,1,True,True,False,False,0,1,3,3
baseline,47.0,77.0,75.0,1,True,True,False,False,0,1,3,4
baseline,53.0,87.0,75.0,1,True,True,False,False,0,1,3,5
baseline,59.0,97.0,75.0,1,True,True,False,False,0,1,3,6
baseline,65.0,107.0,75.0,1,True,True,False,False,0,1,3,7
baseline,71.0,117.0,75.0,1,True,True,False,False,0,1,3,8
baseline,28.0,45.0,75.0,1,True,True,False,False,0,1,4,0
baseline,34.0,55.0,75.0,1,True,True,False,False,0,1,4,1
baseline,40.0,65.0,75.0,1,True,True,False,False,0,1,4,2
baseline,46.0,75.0,75.0,1,True,True,False,False,0,1,4,3
baseline,52.0,85.0,75.0,1,True,True,False,False,0,1,4,4
baseline,58.0,95.0,75.0,1,True,True,False,False,0,1,4,5
baseline,64.0,105.0,75.0,1,True,True,False,False,0,1,4,6
baseline,70.0,115.0,75.0,1,True,True,False,False,0,1,4,7
baseline,76.0,125.0,75.0,1,False,True,False,False,0,1,4,8
baseline,33.0,53.0,75.0,1,True,True,False,False,0,1,5,0
baseline,39.0,63.0,75.0,1,True,True,False,False,0,1,5,1
baseline,45.0,73.0,75.0,1,True,True,False,False,0,1,5,2
baseline,51.0,83.0,75.0,1,True,True,False,False,0,1,5,3
baseline,57.0,93.0,75.0,1,True,True,False,False,0,1,5,4
baseline,63.0,103.0,75.0,1,True,True,False,False,0,1,5,5
baseline,69.0,113.0,75.0,1,True,True,False,False,0,1,5,6
baseline,75.0,123.0,75.0,1,True,True,False,False,0,1,5,7
baseline,81.0,133.0,75.0,1,False,True,False,False,0,1,5,8
baseline,38.0,61.0,75.0,1,True,True,False,False,0,1,6,0
baseline,44.0,71.0,75.0,1,True,True,False,False,0,1,6,1
baseline,50.0,81.0,75.0,1,True,True,False,False,0,1,6,2
baseline,56.0,91.0,75.0,1,True,True,False,False,0,1,6,3
baseline,62.0,101.0,75.0,1,True,True,False,False,0,1,6,4
baseline,68.0,111.0,75.0,1,True,True,False,False,0,1,6,5
baseline,74.0,121.0,75.0,1,True,True,False,False,0,1,6,6
baseline,80.0,131.0,75.0,1,False,True,False,False,0,1,6,7
baseline,86.0,141.0,75.0,1,False,True,False,False,0,1,6,8
baseline,43.0,69.0,75.0,1,True,True,False,False,0,1,7,0
baseline,49.0,79.0,75.0,1,True,True,False,False,0,1,7,1
baseline,55.0,89.0,75.0,1,True,True,False,False,0,1,7,2
baseline,61.0,99.0,75.0,1,True,True,False,False,0,1,7,3
baseline,67.0,109.0,75.0,1,True,True,False,False,0,1,7,4
baseline,73.0,119.0,75.0,1,True,True,False,False,0,1,7,5
baseline,79.0,129.0,75.0,1,False,True,False,False,0,1,7,6
baseline,85.0,139.0,75.0,1,False,True,False,False,0,1,7,7
baseline,91.0,149.0,75.0,1,False,True,False,False,0,1,7,8
baseline,48.0,77.0,75.0,1,True,True,False,False,0,1,8,0
baseline,54.0,87.0,75.0,1,True,True,False,False,0,1,8,1
baseline,60.0,97.0,75.0,1,True,True,False,False,0,1,8,2
baseline,66.0,107.0,75.0,1,True,True,False,False,0,1,8,3
baseline,72.0,117.0,75.0,1,True,True,False,False,0,1,8,4
baseline,78.0,127.0,75.0,1,False,True,False,False,0,1,8,5
baseline,84.0,137.0,75.0,1,False,True,False,False,0,1,8,6
baseline,90.0,147.0,75.0,1,False,True,False,False,0,1,8,7
baseline,96.0,157.0,75.0,1,False,True,False,False,0,1,8,8
baseline,16.0,26.0,75.0,1,True,True,False,False,0,2,0,0
baseline,22.0,36.0,75.0,1,True,True,False,False,0,2,0,1
baseline,28.0,46.0,75.0,1,True,True,False,False,0,2,0,2
baseline,34.0,56.0,75.0,1,True,True,False,False,0,2,0,3
baseline,40.0,66.0,75.0,1,True,True,False,False,0,2,0,4
baseline,46.0,76.0,75.0,1,True,True,False,False,0,2,0,5
baseline,52.0,86.0,75.0,1,True,True,False,False,0,2,0,6
baseline,58.0,96.0,75.0,1,True,True,False,False,0,2,0,7
baseline,64.0,106.0,75.0,1,True,True,False,False,0,2,0,8
baseline,21.0,34.0,75.0,1,True,True,False,False,0,2,1,0
baseline,27.0,44.0,75.0,1,True,True,False,False,0,2,1,1
baseline,33.0,54.0,75.0,1,True,True,False,False,0,2,1,2
baseline,39.0,64.0,75.0,1,True,True,False,False,0,2,1,3
baseline,45.0,74.0,75.0,1,True,True,False,False,0,2,1,4
baseline,51.0,84.0,75.0,1,True,True,False,False,0,2,1,5
baseline,57.0,94.0,75.0,1,True,True,False,False,0,2,1,6
baseline,63.0,104.0,75.0,1,True,True,False,False,0,2,1,7
baseline,69.0,114.0,75.0,1,True,True,False,False,0,2,1,8
baseline,26.0,42.0,75.0,1,True,True,False,False,0,2,2,0
baseline,32.0,52.0,75.0,1,True,True,False,False,0,2,2,1
baseline,38.0,62.0,75.0,1,True,True,False,False,0,2,2,2
baseline,44.0,72.0,75.0,1,True,True,False,False,0,2,2,3
baseline,50.0,82.0,75.0,1,True,True,False,False,0,2,2,4
baseline,56.0,92.0,75.0,1,True,True,False,False,0,2,2,5
baseline,62.0,102.0,75.0,1,True,True,False,False,0,2,2,6
baseline,68.0,112.0,75.0,1,True,True,False,False,0,2,2,7
baseline,74.0,122.0,75.0,1,True,True,False,False,0,2,2,8
baseline,31.0,50.0,75.0,1,True,True,False,False,0,2,3,0
baseline,37.0,60.0,75.0,1,True,True,False,False,0,2,3,1
baseline,43.0,70.0,75.0,1,True,True,False,False,0,2,3,2
baseline,49.0,80.0,75.0,1,True,True,False,False,0,2,3,3
baseline,55.0,90.0,75.0,1,True,True,False,False,0,2,3,4
baseline,61.0,100.0,75.0,1,True,True,False,False,0,2,3,5
baseline,67.0,110.0,75.0,1,True,True,False,False,0,2,3,6
baseline,73.0,120.0,75.0,1,True,True,False,False,0,2,3,7
baseline,79.0,130.0,75.0,1,False,True,False,False,0,2,3,8
baseline,36.0,58.0,75.0,1,True,True,False,False,0,2,4,0
baseline,42.0,68.0,75.0,1,True,True,False,False,0,2,4,1
baseline,48.0,78.0,75.0,1,True,True,False,False,0,2,4,2
baseline,54.0,88.0,75.0,1,True,True,False,False,0,2,4,3
baseline,60.0,98.0,75.0,1,True,True,False,False,0,2,4,4
baseline,66.0,108.0,75.0,1,True,True,False,False,0,2,4,5
baseline,72.0,118.0,75.0,1,True,True,False,False,0,2,4,6
baseline,78.0,128.0,75.0,1,False,True,False,False,0,2,4,7
baseline,84.0,138.0,75.0,1,False,True,False,False,0,2,4,8
baseline,41.0,66.0,75.0,1,True,True,False,False,0,2,5,0
baseline,47.0,76.0,75.0,1,True,True,False,False,0,2,5,1
baseline,53.0,86.0,75.0,1,True,True,False,False,0,2,5,2
baseline,59.0,96.0,75.0,1,True,True,False,False,0,2,5,3
baseline,65.0,106.0,75.0,1,True,True,False,False,0,2,5,4
baseline,71.0,116.0,75.0,1,True,True,False,False,0,2,5,5
baseline,77.0,126.0,75.0,1,False,True,False,False,0,2,5,6
baseline,83.0,136.0,75.0,1,False,True,False,False,0,2,5,7
baseline,89.0,146.0,75.0,1,False,True,False,False,0,2,5,8
baseline,46.0,74.0,75.0,1,True,True,False,False,0,2,6,0
baseline,52.0,84.0,75.0,1,True,True,False,False,0,2,6,1
baseline,58.0,94.0,75.0,1,True,True,False,False,0,2,6,2
baseline,64.0,104.0,75.0,1,True,True,False,False,0,2,6,3
baseline,70.0,114.0,75.0,1,True,True,False,False,0,2,6,4
baseline,76.0,124.0,75.0,1,False,True,False,False,0,2,6,5
baseline,82.0,134.0,75.0,1,False,True,False,False,0,2,6,6
baseline,88.0,144.0,75.0,1,False,True,False,False,0,2,6,7
baseline,94.0,154.0,75.0,1,False,True,False,False,0,2,6,8
baseline,51.0,82.0,75.0,1,True,True,False,False,0,2,7,0
baseline,57.0,92.0,75.0,1,True,True,False,False,0,2,7,1
baseline,63.0,102.0,75.0,1,True,True,False,False,0,2,7,2
baseline,69.0,112.0,75.0,1,True,True,False,False,0,2,7,3
baseline,75.0,122.0,75.0,1,True,True,False,False,0,2,7,4
baseline,81.0,132.0,75.0,1,False,True,False,False,0,2,7,5
baseline,87.0,142.0,75.0,1,False,True,False,False,0,2,7,6
baseline,93.0,152.0,75.0,1,False,True,False,False,0,2,7,7
baseline,99.0,162.0,75.0,1,False,True,False,False,0,2,7,8
baseline,56.0,90.0,75.0,1,True,True,False,False,0,2,8,0
baseline,62.0,100.0,75.0,1,True,True,False,False,0,2,8,1
baseline,68.0,110.0,75.0,1,True,True,False,False,0,2,8,2
baseline,74.0,120.0,75.0,1,True,True,False,False,0,2,8,3
baseline,80.0,130.0,75.0,1,False,True,False,False,0,2,8,4
baseline,86.0,140.0,75.0,1,False,True,False,False,0,2,8,5
baseline,92.0,150.0,75.0,1,False,True,False,False,0,2,8,6
baseline,98.0,160.0,75.0,1,False,True,False,False,0,2,8,7
baseline,104.0,170.0,75.0,1,False,True,False,False,0,2,8,8
baseline,24.0,39.0,75.0,1,True,True,False,False,0,3,0,0
baseline,30.0,49.0,75.0,1,True,True,False,False,0,3,0,1
baseline,36.0,59.0,75.0,1,True,True,False,False,0,3,0,2
baseline,42.0,69.0,75.0,1,True,True,False,False,0,3,0,3
baseline,48.0,79.0,75.0,1,True,True,False,False,0,3,0,4
baseline,54.0,89.0,75.0,1,True,True,False,False,0,3,0,5
baseline,60.0,99.0,75.0,1,True,True,False,False,0,3,0,6
baseline,66.0,109.0,75.0,1,True,True,False,False,0,3,0,7
baseline,72.0,119.0,75.0,1,True,True,False,False,0,3,0,8
baseline,29.0,47.0,75.0,1,True,True,False,False,0,3,1,0
baseline,35.0,57.0,75.0,1,True,True,False,False,0,3,1,1
baseline,41.0,67.0,75.0,1,True,True,False,False,0,3,1,2
baseline,47.0,77.0,75.0,1,True,True,False,False,0,3,1,3
baseline,53.0,87.0,75.0,1,True,True,False,False,0,3,1,4
baseline,59.0,97.0,75.0,1,True,True,False,False,0,3,1,5
baseline,65.0,107.0,75.0,1,True,True,False,False,0,3,1,6
baseline,71.0,117.0,75.0,1,True,True,False,False,0,3,1,7
baseline,77.0,127.0,75.0,1,False,True,False,False,0,3,1,8
baseline,34.0,55.0,75.0,1,True,True,False,False,0,3,2,0
baseline,40.0,65.0,75.0,1,True,True,False,False,0,3,2,1
baseline,46.0,75.0,75.0,1,True,True,False,False,0,3,2,2
baseline,52.0,85.0,75.0,1,True,True,False,False,0,3,2,3
baseline,58.0,95.0,75.0,1,True,True,False,False,0,3,2,4
baseline,64.0,105.0,75.0,1,True,True,False,False,0,3,2,5
baseline,70.0,115.0,75.0,1,True,True,False,False,0,3,2,6
baseline,76.0,125.0,75.0,1,False,True,False,False,0,3,2,7
baseline,82.0,135.0,75.0,1,False,True,False,False,0,3,2,8
baseline,39.0,63.0,75.0,1,True,True,False,False,0,3,3,0
baseline,45.0,73.0,75.0,1,True,True,False,False,0,3,3,1
baseline,51.0,83.0,75.0,1,True,True,False,False,0,3,3,2
baseline,57.0,93.0,75.0,1,True,True,False,False,0,3,3,3
baseline,63.0,103.0,75.0,1,True,True,False,False,0,3,3,4
baseline,69.0,113.0,75.0,1,True,True,False,False,0,3,3,5
baseline,75.0,123.0,75.0,1,True,True,False,False,0,3,3,6
baseline,81.0,133.0,75.0,1,False,True,False,False,0,3,3,7
baseline,87.0,143.0,75.0,1,False,True,False,False,0,3,3,8
baseline,44.0,71.0,75.0,1,True,True,False,False,0,3,4,0
baseline,50.0,81.0,75.0,1,True,True,False,False,0,3,4,1
baseline,56.0,91.0,75.0,1,True,True,False,False,0,3,4,2
baseline,62.0,101.0,75.0,1,True,True,False,False,0,3,4,3
baseline,68.0,111.0,75.0,1,True,True,False,False,0,3,4,4
baseline,74.0,121.0,75.0,1,True,True,False,False,0,3,4,5
baseline,80.0,131.0,75.0,1,False,True,False,False,0,3,4,6
baseline,86.0,141.0,75.0,1,False,True,False,False,0,3,4,7
baseline,92.0,151.0,75.0,1,False,True,False,False,0,3,4,8
baseline,49.0,79.0,75.0,1,True,True,False,False,0,3,5,0
baseline,55.0,89.0,75.0,1,True,True,False,False,0,3,5,1
baseline,61.0,99.0,75.0,1,True,True,False,False,0,3,5,2
baseline,67.0,109.0,75.0,1,True,True,False,False,0,3,5,3
baseline,73.0,119.0,75.0,1,True,True,False,False,0,3,5,4
baseline,79.0,129.0,75.0,1,False,True,False,False,0,3,5,5
baseline,85.0,139.0,75.0,1,False,True,False,False,0,3,5,6
baseline,91.0,149.0,75.0,1,False,True,False,False,0,3,5,7
baseline,97.0,159.0,75.0,1,False,True,False,False,0,3,5,8
baseline,54.0,87.0,75.0,1,True,True,False,False,0,3,6,0
baseline,60.0,97.0,75.0,1,True,True,False,False,0,3,6,1
baseline,66.0,107.0,75.0,1,True,True,False,False,0,3,6,2
baseline,72.0,117.0,75.0,1,True,True,False,False,0,3,6,3
baseline,78.0,127.0,75.0,1,False,True,False,False,0,3,6,4
baseline,84.0,137.0,75.0,1,False,True,False,False,0,3,6,5
baseline,90.0,147.0,75.0,1,False,True,False,False,0,3,6,6
baseline,96.0,157.0,75.0,1,False,True,False,False,0,3,6,7
baseline,102.0,167.0,75.0,1,False,True,False,False,0,3,6,8
baseline,59.0,95.0,75.0,1,True,True,False,False,0,3,7,0
baseline,65.0,105.0,75.0,1,True,True,False,False,0,3,7,1
baseline,71.0,115.0,75.0,1,True,True,False,False,0,3,7,2
baseline,77.0,125.0,75.0,1,False,True,False,False,0,3,7,3
baseline,83.0,135.0,75.0,1,False,True,False,False,0,3,7,4
baseline,89.0,145.0,75.0,1,False,True,False,False,0,3,7,5
baseline,95.0,155.0,75.0,1,False,True,False,False,0,3,7,6
baseline,101.0,165.0,75.0,1,False,True,False,False,0,3,7,7
baseline,107.0,175.0,75.0,1,False,True,False,False,0,3,7,8
baseline,64.0,103.0,75.0,1,True,True,False,False,0,3,8,0
baseline,70.0,113.0,75.0,1,True,True,False,False,0,3,8,1
baseline,76.0,123.0,75.0,1,False,True,False,False,0,3,8,2
baseline,82.0,133.0,75.0,1,False,True,False,False,0,3,8,3
baseline,88.0,143.0,75.0,1,False,True,False,False,0,3,8,4
baseline,94.0,153.0,75.0,1,False,True,False,False,0,3,8,5
baseline,100.0,163.0,75.0,1,False,True,False,False,0,3,8,6
baseline,106.0,173.0,75.0,1,False,True,False,False,0,3,8,7
baseline,112.0,183.0,75.0,1,False,True,False,False,0,3,8,8
baseline,32.0,52.0,75.0,1,True,True,False,False,0,4,0,0
baseline,38.0,62.0,75.0,1,True,True,False,False,0,4,0,1
baseline,44.0,72.0,75.0,1,True,True,False,False,0,4,0,2
baseline,50.0,82.0,75.0,1,True,True,False,False,0,4,0,3
baseline,56.0,92.0,75.0,1,True,True,False,False,0,4,0,4
baseline,62.0,102.0,75.0,1,True,True,False,False,0,4,0,5
baseline,68.0,112.0,75.0,1,True,True,False,False,0,4,0,6
baseline,74.0,122.0,75.0,1,True,True,False,False,0,4,0,7
baseline,80.0,132.0,75.0,1,False,True,False,False,0,4,0,8
baseline,37.0,60.0,75.0,1,True,True,False,False,0,4,1,0
baseline,43.0,70.0,75.0,1,True,True,False,False,0,4,1,1
baseline,49.0,80.0,75.0,1,True,True,False,False,0,4,1,2
baseline,55.0,90.0,75.0,1,True,True,False,False,0,4,1,3
baseline,61.0,100.0,75.0,1,True,True,False,False,0,4,1,4
baseline,67.0,110.0,75.0,1,True,True,False,False,0,4,1,5
baseline,73.0,120.0,75.0,1,True,True,False,False,0,4,1,6
baseline,79.0,130.0,75.0,1,False,True,False,False,0,4,1,7
baseline,85.0,140.0,75.0,1,False,True,False,False,0,4,1,8
baseline,42.0,68.0,75.0,1,True,True,False,False,0,4,2,0
baseline,48.0,78.0,75.0,1,True,True,False,False,0,4,2,1
baseline,54.0,88.0,75.0,1,True,True,False,False,0,4,2,2
baseline,60.0,98.0,75.0,1,True,True,False,False,0,4,2,3
baseline,66.0,108.0,75.0,1,True,True,False,False,0,4,2,4
baseline,72.0,118.0,75.0,1,True,True,False,False,0,4,2,5
baseline,78.0,128.0,75.0,1,False,True,False,False,0,4,2,6
baseline,84.0,138.0,75.0,1,False,True,False,False,0,4,2,7
baseline,90.0,148.0,75.0,1,False,True,False,False,0,4,2,8
baseline,47.0,76.0,75.0,1,True,True,False,False,0,4,3,0
baseline,53.0,86.0,75.0,1,True,True,False,False,0,4,3,1
baseline,59.0,96.0,75.0,1,True,True,False,False,0,4,3,2
baseline,65.0,106.0,75.0,1,True,True,False,False,0,4,3,3
baseline,71.0,116.0,75.0,1,True,True,False,False,0,4,3,4
baseline,77.0,126.0,75.0,1,False,True,False,False,0,4,3,5
baseline,83.0,136.0,75.0,1,False,True,False,False,0,4,3,6
baseline,89.0,146.0,75.0,1,False,True,False,False,0,4,3,7
baseline,95.0,156.0,75.0,1,False,True,False,False,0,4,3,8
baseline,52.0,84.0,75.0,1,True,True,False,False,0,4,4,0
baseline,58.0,94.0,75.0,1,True,True,False,False,0,4,4,1
baseline,64.0,104.0,75.0,1,True,True,False,False,0,4,4,2
baseline,70.0,114.0,75.0,1,True,True,False,False,0,4,4,3
baseline,76.0,124.0,75.0,1,False,True,False,False,0,4,4,4
baseline,82.0,134.0,75.0,1,False,True,False,False,0,4,4,5
baseline,88.0,144.0,75.0,1,False,True,False,False,0,4,4,6
baseline,94.0,154.0,75.0,1,False,True,False,False,0,4,4,7
baseline,100.0,164.0,75.0,1,False,True,False,False,0,4,4,8
baseline,57.0,92.0,75.0,1,True,True,False,False,0,4,5,0
baseline,63.0,102.0,75.0,1,True,True,False,False,0,4,5,1
baseline,69.0,112.0,75.0,1,True,True,False,False,0,4,5,2
baseline,75.0,122.0,75.0,1,True,True,False,False,0,4,5,3
baseline,81.0,132.0,75.0,1,False,True,False,False,0,4,5,4
baseline,87.0,142.0,75.0,1,False,True,False,False,0,4,5,5
baseline,93.0,152.0,75.0,1,False,True,False,False,0,4,5,6
baseline,99.0,162.0,75.0,1,False,True,False,False,0,4,5,7
baseline,105.0,172.0,75.0,1,False,True,False,False,0,4,5,8
baseline,62.0,100.0,75.0,1,True,True,False,False,0,4,6,0
baseline,68.0,110.0,75.0,1,True,True,False,False,0,4,6,1
baseline,74.0,120.0,75.0,1,True,True,False,False,0,4,6,2
baseline,80.0,130.0,75.0,1,False,True,False,False,0,4,6,3
baseline,86.0,140.0,75.0,1,False,True,False,False,0,4,6,4
baseline,92.0,150.0,75.0,1,False,True,False,False,0,4,6,5
baseline,98.0,160.0,75.0,1,False,True,False,False,0,4,6,6
baseline,104.0,170.0,75.0,1,False,True,False,False,0,4,6,7
baseline,110.0,180.0,75.0,1,False,True,False,False,0,4,6,8
baseline,67.0,108.0,75.0,1,True,True,False,False,0,4,7,0
baseline,73.0,118.0,75.0,1,True,True,False,False,0,4,7,1
baseline,79.0,128.0,75.0,1,False,True,False,False,0,4,7,2
baseline,85.0,138.0,75.0,1,False,True,False,False,0,4,7,3
baseline,91.0,148.0,75.0,1,False,True,False,False,0,4,7,4
baseline,97.0,158.0,75.0,1,False,True,False,False,0,4,7,5
baseline,103.0,168.0,75.0,1,False,True,False,False,0,4,7,6
baseline,109.0,178.0,75.0,1,False,True,False,False,0,4,7,7
baseline,115.0,188.0,75.0,1,False,True,False,False,0,4,7,8
baseline,72.0,116.0,75.0,1,True,True,False,False,0,4,8,0
baseline,78.0,126.0,75.0,1,False,True,False,False,0,4,8,1
baseline,84.0,136.0,75.0,1,False,True,False,False,0,4,8,2
baseline,90.0,146.0,75.0,1,False,True,False,False,0,4,8,3
baseline,96.0,156.0,75.0,1,False,True,False,False,0,4,8,4
baseline,102.0,166.0,75.0,1,False,True,False,False,0,4,8,5
baseline,108.0,176.0,75.0,1,False,True,False,False,0,4,8,6
baseline,114.0,186.0,75.0,1,False,True,False,False,0,4,8,7
baseline,120.0,196.0,75.0,1,False,True,False,False,0,4,8,8
baseline,40.0,65.0,75.0,1,True,True,False,False,0,5,0,0
baseline,46.0,75.0,75.0,1,True,True,False,False,0,5,0,1
