step,time,prey,predator,prey_rate,predator_rate
47,0.47000000000000003,44.23158169743872,10.572858476323574,7.579394514658919,4.066655831257487
48,0.48,44.307375642585306,10.61352503463615,7.502290919729358,4.098386294714067
49,0.49,44.3823985517826,10.65450889758329,7.424045972945045,4.130198756529464
50,0.5,44.45663901151205,10.695810885148584,7.344657135235845,4.162090626554744
51,0.51,44.53008558286441,10.737431791414132,7.264122077413067,4.194059236529743
52,0.52,44.60272680363854,10.779372383779428,7.182438685126986,4.226101839078282
53,0.53,44.67455119048981,10.82163340217021,7.099605063844493,4.258215606714243
54,0.54,44.74554724112825,10.864215558237353,7.015619543844274,4.290397630859524
55,0.55,44.81570343656669,10.907119534545949,6.930480685226954,4.322644920874918
56,0.56,44.885008243418966,10.950345983754698,6.844187282937305,4.3549544031050385
57,0.5700000000000001,44.95345011624834,10.993895527785748,6.75673837179572,4.387322919938373
58,0.58,45.0210174999663,11.037768756985132,6.668133231535961,4.419747228883611
59,0.59,45.08769883228166,11.081966229273968,6.578371391846126,4.452224001663429
60,0.6,45.153482546200124,11.126488469290603,6.487452637409575,4.4847498233269025
61,0.61,45.21835707257422,11.171335967523872,6.39537701294266,4.5173211913817815
62,0.62,45.28231084270365,11.21650917943769,6.302144828225735,4.549934514947882
63,0.63,45.34533229098591,11.262008524587168,6.207756663124076,4.5825861139328365
64,0.64,45.40740985761715,11.307834385726496,6.112213372595029,4.615272218231541
65,0.65,45.4685319913431,11.35398710790881,6.015516091677721,4.647988966950571
66,0.66,45.52868715225988,11.400466997578317,5.917666240461578,4.680732407658974
67,0.67,45.587863814664495,11.447274321654906,5.818665529029655,4.713498495666743
68,0.68,45.646050469954794,11.494409306611573,5.718515962372855,4.746283093332412
69,0.6900000000000001,45.70323562957852,11.541872137544896,5.617219845270888,4.779081969401181
70,0.7000000000000001,45.75940782803123,11.589662957238907,5.5147797871357795,4.811890798374979
71,0.71,45.814555625902585,11.637781865222657,5.411198706813618,4.8447051599159465
72,0.72,45.86866761297072,11.686228916821817,5.3064798373401665,4.877520538284826
73,0.73,45.92173241134412,11.735004122204664,5.200626730645737,4.910332321815723
74,0.74,45.97373867865058,11.784107445422821,5.093643262204928,4.943135802428777
75,0.75,46.02467511127263,11.833538803447109,4.985533635626286,4.975926175182266
76,0.76,46.074530447628895,11.88329806519893,4.876302387177343,5.008698537865688
77,0.77,46.123293471500666,11.933385050577588,4.765954390240015,5.041447890635384
78,0.78,46.170953015403065,11.983799529483942,4.654494859691518,5.074169135694278
79,0.79,46.21749796399998,12.034541220840886,4.541929356205607,5.106857077017308
80,0.8,46.26291725756204,12.08560979161106,4.428263790469227,5.13950642012415
81,0.81,46.30719989546673,12.1370048558123,4.31350442730918,5.172111771900861
82,0.8200000000000001,46.350334939739824,12.188725973531309,4.197657889723747,5.204667640471996
83,0.8300000000000001,46.39231151863706,12.240772649936028,4.080731162813702,5.23716843512488
84,0.84,46.433118830265194,12.293144334287277,3.9627315976075117,5.269608466287611
85,0.85,46.47274614624127,12.345840418950154,3.8436669147751132,5.301981945562433
86,0.86,46.51118281538902,12.398860238405778,3.7235452082248663,5.334282985816092
87,0.87,46.54841826747127,12.45220306826394,3.602374948577939,5.36650560132881
88,0.88,46.58444201695705,12.505868124277228,3.4801649865147333,5.3986437080034655
89,0.89,46.61924366682219,12.559854561357263,3.3569245559874155,5.430691123636617
90,0.9,46.65281291238207,12.61416147259363,3.232663277293021,5.462641568252955
91,0.91,46.685139545154996,12.668787888276158,3.107391160001402,5.49448866450476
92,0.92,46.71621345675501,12.723732774921206,2.9811186057320604,5.526225938137973
93,0.93,46.74602464281233,12.778995034302586,2.8538564107743767,5.557846818526409
94,0.9400000000000001,46.77456320692007,12.83457350248785,2.725615768545076,5.589344639275664
95,0.9500000000000001,46.80181936460552,12.890466948880606,2.596408271877479,5.620712638898254
96,0.96,46.82778344732429,12.94667407526959,2.4662459151364153,5.651943961561442
97,0.97,46.85244590647566,13.003193514885204,2.335141096153251,5.6830316579092806
98,0.98,46.87579731743719,13.060023831464298,2.2031066179750347,5.713968685960249
99,0.99,46.89782838361694,13.1171635183239,2.0701556904220944,5.744747912081956
100,1.0,46.91852994052116,13.17461099744472,1.9363019314483374,5.775362112044229
