"scenario","time","prey","predator","prey_rate","predator_rate","alpha","beta","delta","gamma","method","warning"
"predator_prey_coupled_system",0.52,44.6027268036385,10.7793723837794,7.18243868512699,4.22610183907828,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.53,44.6745511904898,10.8216334021702,7.09960506384449,4.25821560671424,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.54,44.7455472411282,10.8642155582374,7.01561954384427,4.29039763085952,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.55,44.8157034365667,10.9071195345459,6.93048068522695,4.32264492087492,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.56,44.885008243419,10.9503459837547,6.8441872829373,4.35495440310504,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.57,44.9534501162483,10.9938955277857,6.75673837179572,4.38732291993837,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.58,45.0210174999663,11.0377687569851,6.66813323153596,4.41974722888361,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.59,45.0876988322817,11.081966229274,6.57837139184613,4.45222400166343,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.6,45.1534825462001,11.1264884692906,6.48745263740958,4.4847498233269,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.61,45.2183570725742,11.1713359675239,6.39537701294266,4.51732119138178,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.62,45.2823108427037,11.2165091794377,6.30214482822574,4.54993451494788,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.63,45.3453322909859,11.2620085245872,6.20775666312408,4.58258611393284,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.64,45.4074098576171,11.3078343857265,6.11221337259503,4.61527221823154,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.65,45.4685319913431,11.3539871079088,6.01551609167772,4.64798896695057,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.66,45.5286871522599,11.4004669975783,5.91766624046158,4.68073240765897,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.67,45.5878638146645,11.4472743216549,5.81866552902965,4.71349849566674,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.68,45.6460504699548,11.4944093066116,5.71851596237286,4.74628309333241,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.69,45.7032356295785,11.5418721375449,5.61721984527089,4.77908196940118,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.7,45.7594078280312,11.5896629572389,5.51477978713578,4.81189079837498,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.71,45.8145556259026,11.6377818652227,5.41119870681362,4.84470515991595,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.72,45.8686676129707,11.6862289168218,5.30647983734017,4.87752053828483,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.73,45.9217324113441,11.7350041222047,5.20062673064574,4.91033232181572,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.74,45.9737386786506,11.7841074454228,5.09364326220493,4.94313580242878,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.75,46.0246751112726,11.8335388034471,4.98553363562629,4.97592617518227,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.76,46.0745304476289,11.8832980651989,4.87630238717734,5.00869853786569,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.77,46.1232934715007,11.9333850505776,4.76595439024002,5.04144789063538,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.78,46.1709530154031,11.9837995294839,4.65449485969152,5.07416913569428,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.79,46.217497964,12.0345412208409,4.54192935620561,5.10685707701731,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.8,46.262917257562,12.0856097916111,4.42826379046923,5.13950642012415,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.81,46.3071998954667,12.1370048558123,4.31350442730918,5.17211177190086,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.82,46.3503349397398,12.1887259735313,4.19765788972375,5.204667640472,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.83,46.3923115186371,12.240772649936,4.0807311628137,5.23716843512488,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.84,46.4331188302652,12.2931443342873,3.96273159760751,5.26960846628761,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.85,46.4727461462413,12.3458404189502,3.84366691477511,5.30198194556243,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.86,46.511182815389,12.3988602384058,3.72354520822487,5.33428298581609,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.87,46.5484182674713,12.4522030682639,3.60237494857794,5.36650560132881,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.88,46.584442016957,12.5058681242772,3.48016498651473,5.39864370800347,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.89,46.6192436668222,12.5598545613573,3.35692455598742,5.43069112363662,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.9,46.6528129123821,12.6141614725936,3.23266327729302,5.46264156825296,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.91,46.685139545155,12.6687878882762,3.1073911600014,5.49448866450476,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.92,46.716213456755,12.7237327749212,2.98111860573206,5.52622593813797,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.93,46.7460246428123,12.7789950343026,2.85385641077438,5.55784681852641,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.94,46.7745632069201,12.8345735024878,2.72561576854508,5.58934463927566,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.95,46.8018193646055,12.8904669488806,2.59640827187748,5.62071263889825,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.96,46.8277834473243,12.9466740752696,2.46624591513642,5.65194396156144,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.97,46.8524459064757,13.0031935148852,2.33514109615325,5.68303165790928,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.98,46.8757973174372,13.0600238314643,2.20310661797503,5.71396868596025,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",0.99,46.8978283836169,13.1171635183239,2.07015569042209,5.74474791208196,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1,46.9185299405212,13.1746109974447,1.93630193144834,5.77536211204423,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.01,46.9378929598356,13.2323646185652,1.80155936829854,5.80580397215198,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.02,46.9559085535186,13.2904226582867,1.66594243845697,5.83606609045909,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.03,46.9725679779032,13.3487833191913,1.52946599038163,5.86614097806461,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.04,46.987862637807,13.4074447289719,1.3921452840188,5.89602106049248,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.05,47.0017840906472,13.4664049395768,1.25399599109225,5.92569867915589,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.06,47.0143240505581,13.5256619263684,1.11503419516167,5.9551660929074,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.07,47.0254743925097,13.5852135872975,0.975276391445178,5.98441547967592,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.08,47.0352271564242,13.6450577420942,0.834739486400593,6.01343893819142,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.09,47.0435745512882,13.7051921314761,0.693440797060411,6.04222848979846,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.1,47.0505089592588,13.7656144163741,0.551398050115495,6.0707760803592,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.11,47.05602293976,13.8263221771777,0.408629380742632,6.09907358224687,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.12,47.0601092335674,13.8873129130002,0.26515333117117,6.1271127964303,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.13,47.0627607668791,13.9485840409645,0.120988848984382,6.15488545465015,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.14,47.0639706553689,14.010132895511,-0.0238447148491758,6.18238322168747,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.15,47.0637322082205,14.0719567277279,-0.169327608218225,6.20959769772508,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.16,47.0620389321383,14.1340527047051,-0.315439680389552,6.23652042080197,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.17,47.0588845353344,14.1964179089131,-0.462160384810772,6.26314286936136,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.18,47.0542629314863,14.2590493376068,-0.609468782198789,6.28945646489229,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.19,47.0481682436643,14.3219439022557,-0.757343543917351,6.3154525746651,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.2,47.0405948082251,14.3850984280023,-0.905762955647099,6.34112251456071,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.21,47.0315371786686,14.4485096531479,-1.05470492135095,6.36645755199363,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.22,47.0209901294551,14.5121742286679,-1.20414696753767,6.39144890892857,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.23,47.0089486597798,14.5760887177572,-1.35406624782623,6.41608776499024,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.24,46.9954079973015,14.6402495954071,-1.50443954781311,6.44036526066613,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.25,46.9803636018234,14.7046532480137,-1.65524329024453,6.46427250060149,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.26,46.9638111689209,14.7692959730197,-1.80645354049552,6.48780055698619,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.27,46.945746633516,14.8341739785896,-1.95804601235697,6.51094047303246,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.28,46.9261661733924,14.8992833833199,-2.10999607413206,6.53368326654274,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.29,46.9050662126511,14.9646202159854,-2.26227875504273,6.55601993356672,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.3,46.8824434251007,15.030180415321,-2.41486875194672,6.57794145214636,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.31,46.8582947375812,15.0959598298425,-2.56774043636542,6.59943878614766,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.32,46.8326173332175,15.161954217704,-2.72086786182238,6.62050288917788,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.33,46.8054086545993,15.2281592465957,-2.87422477149192,6.6411247085867,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.34,46.7766664068844,15.2945704936816,-3.02778460615701,6.66129518954963,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
"predator_prey_coupled_system",1.35,46.7463885608228,15.3611834455771,-3.18152051247534,6.68100527923198,0.7,0.05,0.02,0.5,"explicit_euler","Predator-prey terms are illustrative and assume continuous well-mixed interaction."
