step,x_reference,x_perturbed,absolute_difference,log_difference,warning
13,0.40927619612934135,0.4092826376872892,6.441557947822751e-06,-11.952740129741517,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
14,0.9428998465038291,0.9429044046825951,4.558178765989851e-06,-12.298587407640055,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
15,0.20997493127085012,0.20995918441974865,1.5746851101478e-05,-11.058870142746201,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
16,0.6469532920837424,0.6469176686604162,3.562342332619206e-05,-10.24250717786525,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
17,0.8907784467884261,0.8908192746780138,4.082788958770234e-05,-10.106145141754533,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
18,0.3794396015499384,0.37931514870658967,0.0001244528433487213,-8.9915836820937,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
19,0.9183142422696933,0.918197150006321,0.00011709226337230927,-9.052548358097374,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
20,0.2925514593858962,0.29293346053370367,0.00038200114780745364,-7.870086944630659,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
21,0.8071639016886062,0.8077814481104656,0.0006175464218594051,-7.389756315187547,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
22,0.6070363162477859,0.6055552627761966,0.001481053471589222,-6.515001639291379,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
23,0.9303185853160055,0.9315465373509675,0.0012279520349619544,-6.702407509497263,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
24,0.2528210690133635,0.2486935857915211,0.004127483221842393,-5.490087447146783,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
25,0.7367200466975841,0.728695836092938,0.008024210604646087,-4.825291981826704,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
26,0.7564581160168251,0.7710230367596329,0.014564920742807796,-4.229139330205332,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
27,0.7184940154434927,0.688531402827788,0.029962612615704654,-3.507804920673682,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
28,0.7888154243399773,0.8363780495763666,0.04756262523638932,-3.045708010272728,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
29,0.6496840375869435,0.5337142502764778,0.1159697873104657,-2.1544255760199866,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
30,0.8876192866775149,0.9705670623803505,0.08294777570283562,-2.4895440776197892,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
31,0.38903002552289667,0.11140989523063652,0.2776201302922602,-1.2815015375165744,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
32,0.9269740925817491,0.38609114885380696,0.5408829437279421,-0.6145523937357087,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
33,0.2640031846295685,0.9243966171591622,0.6603934325295937,-0.4149195116712674,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
34,0.7577914622265565,0.272561294241052,0.48523016798550445,-0.7231319274528952,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
35,0.7158198918120663,0.7732593769785093,0.05743948516644304,-2.857023317262088,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
36,0.7933449197630892,0.683784320283936,0.1095605994791532,-2.2112774629049565,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
37,0.6394001563918285,0.8432709621093094,0.20387080571748095,-1.5902687910669002,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
38,0.8992136259519417,0.5154436816329414,0.38376994431900024,-0.9577120092644605,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
39,0.35345107533178255,0.9740698215207193,0.6206187461889368,-0.47703832086760983,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
40,0.8912413094464976,0.09850543686092204,0.7927358725855755,-0.23226518649121947,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
41,0.37802792735210067,0.34632825150206764,0.03169967585003303,-3.451448823702192,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
42,0.9169789726265047,0.8829014754829941,0.034077497143510604,-3.3791180203426054,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
43,0.29690129191064396,0.40320719428448953,0.10630590237384557,-2.24143446955159,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
44,0.8141285676124946,0.9384614957707059,0.12433292815821129,-2.0847924067928836,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
45,0.5901606477379173,0.22523091523340938,0.36492973250450794,-1.0080504576190634,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
46,0.9432971246379688,0.6805576052204676,0.2627395194175012,-1.336592158060583,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
47,0.20860187122206578,0.8478559096684941,0.6392540384464284,-0.4474533473549599,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
48,0.643839809124402,0.5030854378239474,0.14075437130045454,-1.960738955247767,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
49,0.8943094263131167,0.9749628722863948,0.08065344597327806,-2.5175937478187156,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
50,0.36862829765042104,0.09520005280288558,0.2734282448475355,-1.2967160504177675,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
51,0.9076917557049171,0.3359343107219322,0.571757444982985,-0.5590404247683355,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
52,0.3267709860879445,0.8700215534466789,0.5432505673587343,-0.6101846154674332,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
53,0.8579676640823218,0.44102779494113564,0.4169398691411862,-0.8748132662831594,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
54,0.4752506907386394,0.9614368882189315,0.48618619748029207,-0.721163606066853,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
55,0.9726111395952336,0.14459639294423443,0.8280147466509992,-0.18872431479049806,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
56,0.10389097184892901,0.4823842767578288,0.37849330490889976,-0.971556894744829,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
57,0.3630807874871348,0.9737897765491553,0.6107089890620205,-0.49313471958510147,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
58,0.9018872040549417,0.0995406657862557,0.8023465382686861,-0.22021467183640278,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
59,0.3450980333459164,0.34956605440023014,0.004468021054313764,-5.410809685540591,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
60,0.8814209848341189,0.8867415492440134,0.005320564409894479,-5.236175889170523,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
61,0.40762032607986626,0.39168079894452745,0.015939527135338805,-4.13895327134624,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
62,0.9417173838009979,0.9292411076625461,0.012476276138451814,-4.38392634690892,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
63,0.21405443610720748,0.25643307882125904,0.04237864271405156,-3.1611107532227654,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
64,0.6561170245111284,0.7436331041392852,0.08751607962815677,-2.4359327353227536,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
65,0.8799471511653877,0.7435073512130792,0.13643979995230848,-1.991871787628102,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
66,0.41199663305309353,0.7437462626302414,0.3317496295771478,-1.1033747223427184,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
67,0.9447960888834317,0.7432922618697787,0.201503827013653,-1.6019469051521689,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
68,0.2034101133246091,0.7441546137257193,0.5407445004011102,-0.6148083845176352,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
69,0.6319343125753272,0.7425152459261347,0.11058093335080754,-2.2020075976050992,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
70,0.9071140149445758,0.7456267864242069,0.1614872285203689,-1.8233292198156759,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
71,0.3286068974592602,0.7397031789845765,0.4110962815253163,-0.8889278303020964,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
72,0.8604351771656918,0.7509153053402835,0.10951987182540834,-2.2116492683330855,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
73,0.4683372839399917,0.72946188722937,0.2611246032893783,-1.3427575783430254,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
74,0.9710901424056427,0.7696542450056298,0.2014358974000129,-1.6022840752556253,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
75,0.10948890314010189,0.6914176937867306,0.5819287906466287,-0.5414071915772628,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
76,0.38025422459418917,0.8321011393709408,0.4518469147767516,-0.7944118406385573,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
77,0.9190777021625984,0.5448644495912396,0.37421325257135885,-0.9829294500253932,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
78,0.2900581302454541,0.967150006535213,0.6770918762897589,-0.38994830436230643,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
79,0.8031052041634646,0.12390639843718679,0.6791988057262779,-0.3868414023400821,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
80,0.6166962173151952,0.42335905116769645,0.19333716614749874,-1.643319639405437,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
81,0.9218897721708665,0.9520920433521284,0.03020227118126184,-3.4998381527514986,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
82,0.2808351785366959,0.17788985891701936,0.10294531961967651,-2.273557309196711,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
83,0.7876704460285364,0.570355722344859,0.21731472368367744,-1.5264086366121568,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
84,0.6522582864787974,0.9556952820999991,0.30343699562120174,-1.1925812827143054,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
85,0.8845879153743078,0.16513305850002874,0.7194548568742791,-0.3292614969799031,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
86,0.39815932785737257,0.5376701128127738,0.1395107849554012,-1.969613369200845,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
87,0.9345510622403977,0.9694657541426243,0.03491469190222651,-3.3548475669468583,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
88,0.23854495979239365,0.11544743218045858,0.12309752761193507,-2.094778330380628,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
89,0.7084009216051519,0.39826535807524827,0.3101355635299036,-1.1707457753821047,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
90,0.805619317909081,0.934635244266526,0.12901592635744497,-2.047819422105808,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
91,0.6107276468310734,0.2382595973213714,0.372468049509702,-0.9876040179695647,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
92,0.927183614086287,0.7078186502619545,0.21936496382433257,-1.5170184347574331,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
93,0.26330522343909496,0.806564493552868,0.5432592701137731,-0.6101685958148929,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
94,0.7565047727202547,0.6084710240414269,0.1480337486788278,-1.9103149995995774,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
95,0.7184006761297488,0.9291127440792762,0.21071206794952746,-1.5572626843042117,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
96,0.7889744641976674,0.2568627861881389,0.5321116780095285,-0.6309018906002952,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
97,0.6493256602625171,0.7444487515132407,0.0951230912507236,-2.3525835286970214,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
98,0.8880372040299368,0.7419547507461097,0.14608245328382707,-1.923584068164867,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
99,0.3877658003256539,0.7466858045064128,0.35892000418075887,-1.0246557449041165,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
100,0.9258735892514901,0.7376698440345932,0.18820374521689687,-1.6702301518328126,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
