"step","x_reference","x_perturbed","absolute_difference","log_difference","warning"
15,0.20997493127085,0.209959184419749,1.5746851101478e-05,-11.0588701427462,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
16,0.646953292083742,0.646917668660416,3.56234233261921e-05,-10.2425071778652,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
17,0.890778446788426,0.890819274678014,4.08278895877023e-05,-10.1061451417545,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
18,0.379439601549938,0.37931514870659,0.000124452843348721,-8.9915836820937,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
19,0.918314242269693,0.918197150006321,0.000117092263372309,-9.05254835809737,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
20,0.292551459385896,0.292933460533704,0.000382001147807454,-7.87008694463066,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
21,0.807163901688606,0.807781448110466,0.000617546421859405,-7.38975631518755,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
22,0.607036316247786,0.605555262776197,0.00148105347158922,-6.51500163929138,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
23,0.930318585316006,0.931546537350967,0.00122795203496195,-6.70240750949726,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
24,0.252821069013363,0.248693585791521,0.00412748322184239,-5.49008744714678,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
25,0.736720046697584,0.728695836092938,0.00802421060464609,-4.8252919818267,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
26,0.756458116016825,0.771023036759633,0.0145649207428078,-4.22913933020533,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
27,0.718494015443493,0.688531402827788,0.0299626126157047,-3.50780492067368,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
28,0.788815424339977,0.836378049576367,0.0475626252363893,-3.04570801027273,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
29,0.649684037586943,0.533714250276478,0.115969787310466,-2.15442557601999,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
30,0.887619286677515,0.97056706238035,0.0829477757028356,-2.48954407761979,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
31,0.389030025522897,0.111409895230637,0.27762013029226,-1.28150153751657,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
32,0.926974092581749,0.386091148853807,0.540882943727942,-0.614552393735709,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
33,0.264003184629569,0.924396617159162,0.660393432529594,-0.414919511671267,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
34,0.757791462226556,0.272561294241052,0.485230167985504,-0.723131927452895,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
35,0.715819891812066,0.773259376978509,0.057439485166443,-2.85702331726209,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
36,0.793344919763089,0.683784320283936,0.109560599479153,-2.21127746290496,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
37,0.639400156391828,0.843270962109309,0.203870805717481,-1.5902687910669,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
38,0.899213625951942,0.515443681632941,0.383769944319,-0.95771200926446,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
39,0.353451075331783,0.974069821520719,0.620618746188937,-0.47703832086761,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
40,0.891241309446498,0.098505436860922,0.792735872585576,-0.232265186491219,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
41,0.378027927352101,0.346328251502068,0.031699675850033,-3.45144882370219,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
42,0.916978972626505,0.882901475482994,0.0340774971435106,-3.37911802034261,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
43,0.296901291910644,0.40320719428449,0.106305902373846,-2.24143446955159,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
44,0.814128567612495,0.938461495770706,0.124332928158211,-2.08479240679288,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
45,0.590160647737917,0.225230915233409,0.364929732504508,-1.00805045761906,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
46,0.943297124637969,0.680557605220468,0.262739519417501,-1.33659215806058,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
47,0.208601871222066,0.847855909668494,0.639254038446428,-0.44745334735496,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
48,0.643839809124402,0.503085437823947,0.140754371300455,-1.96073895524777,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
49,0.894309426313117,0.974962872286395,0.0806534459732781,-2.51759374781872,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
50,0.368628297650421,0.0952000528028856,0.273428244847535,-1.29671605041777,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
51,0.907691755704917,0.335934310721932,0.571757444982985,-0.559040424768335,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
52,0.326770986087945,0.870021553446679,0.543250567358734,-0.610184615467433,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
53,0.857967664082322,0.441027794941136,0.416939869141186,-0.874813266283159,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
54,0.475250690738639,0.961436888218931,0.486186197480292,-0.721163606066853,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
55,0.972611139595234,0.144596392944234,0.828014746650999,-0.188724314790498,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
56,0.103890971848929,0.482384276757829,0.3784933049089,-0.971556894744829,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
57,0.363080787487135,0.973789776549155,0.61070898906202,-0.493134719585101,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
58,0.901887204054942,0.0995406657862557,0.802346538268686,-0.220214671836403,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
59,0.345098033345916,0.34956605440023,0.00446802105431376,-5.41080968554059,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
60,0.881420984834119,0.886741549244013,0.00532056440989448,-5.23617588917052,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
61,0.407620326079866,0.391680798944527,0.0159395271353388,-4.13895327134624,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
62,0.941717383800998,0.929241107662546,0.0124762761384518,-4.38392634690892,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
63,0.214054436107207,0.256433078821259,0.0423786427140516,-3.16111075322277,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
64,0.656117024511128,0.743633104139285,0.0875160796281568,-2.43593273532275,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
65,0.879947151165388,0.743507351213079,0.136439799952308,-1.9918717876281,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
66,0.411996633053094,0.743746262630241,0.331749629577148,-1.10337472234272,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
67,0.944796088883432,0.743292261869779,0.201503827013653,-1.60194690515217,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
68,0.203410113324609,0.744154613725719,0.54074450040111,-0.614808384517635,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
69,0.631934312575327,0.742515245926135,0.110580933350808,-2.2020075976051,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
70,0.907114014944576,0.745626786424207,0.161487228520369,-1.82332921981568,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
71,0.32860689745926,0.739703178984576,0.411096281525316,-0.888927830302096,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
72,0.860435177165692,0.750915305340284,0.109519871825408,-2.21164926833309,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
73,0.468337283939992,0.72946188722937,0.261124603289378,-1.34275757834303,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
74,0.971090142405643,0.76965424500563,0.201435897400013,-1.60228407525563,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
75,0.109488903140102,0.691417693786731,0.581928790646629,-0.541407191577263,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
76,0.380254224594189,0.832101139370941,0.451846914776752,-0.794411840638557,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
77,0.919077702162598,0.54486444959124,0.374213252571359,-0.982929450025393,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
78,0.290058130245454,0.967150006535213,0.677091876289759,-0.389948304362306,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
79,0.803105204163465,0.123906398437187,0.679198805726278,-0.386841402340082,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
80,0.616696217315195,0.423359051167696,0.193337166147499,-1.64331963940544,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
81,0.921889772170867,0.952092043352128,0.0302022711812618,-3.4998381527515,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
82,0.280835178536696,0.177889858917019,0.102945319619677,-2.27355730919671,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
83,0.787670446028536,0.570355722344859,0.217314723683677,-1.52640863661216,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
84,0.652258286478797,0.955695282099999,0.303436995621202,-1.19258128271431,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
85,0.884587915374308,0.165133058500029,0.719454856874279,-0.329261496979903,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
86,0.398159327857373,0.537670112812774,0.139510784955401,-1.96961336920085,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
87,0.934551062240398,0.969465754142624,0.0349146919022265,-3.35484756694686,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
88,0.238544959792394,0.115447432180459,0.123097527611935,-2.09477833038063,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
89,0.708400921605152,0.398265358075248,0.310135563529904,-1.1707457753821,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
90,0.805619317909081,0.934635244266526,0.129015926357445,-2.04781942210581,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
91,0.610727646831073,0.238259597321371,0.372468049509702,-0.987604017969565,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
92,0.927183614086287,0.707818650261954,0.219364963824333,-1.51701843475743,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
93,0.263305223439095,0.806564493552868,0.543259270113773,-0.610168595814893,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
94,0.756504772720255,0.608471024041427,0.148033748678828,-1.91031499959958,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
95,0.718400676129749,0.929112744079276,0.210712067949527,-1.55726268430421,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
96,0.788974464197667,0.256862786188139,0.532111678009529,-0.630901890600295,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
97,0.649325660262517,0.744448751513241,0.0951230912507236,-2.35258352869702,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
98,0.888037204029937,0.74195475074611,0.146082453283827,-1.92358406816487,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
99,0.387765800325654,0.746685804506413,0.358920004180759,-1.02465574490412,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
100,0.92587358925149,0.737669844034593,0.188203745216897,-1.67023015183281,"Trajectory divergence depends on parameter value, initial uncertainty, numerical precision, and iteration count."
