"scenario","model_type","time","state","rate","growth_rate","carrying_capacity","method","warning"
"exponential_growth","dx_dt_equals_r_x",4.6,48.6694110063285,17.034293852215,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",4.7,50.37284039155,17.6304941370425,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",4.8,52.1358898052542,18.247561431839,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",4.9,53.9606459484381,18.8862260819533,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5,55.8492685566334,19.5472439948217,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.1,57.8039929561156,20.2313975346405,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.2,59.8271327095797,20.9394964483529,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.3,61.9210823544149,21.6723788240452,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.4,64.0883202368195,22.4309120828868,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.5,66.3314114451081,23.2159940057878,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.6,68.6530108456869,24.0285537959904,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.7,71.055866225286,24.8695531788501,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.8,73.542821543171,25.7399875401098,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",5.9,76.116820297182,26.6408871040137,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6,78.7809090075833,27.5733181526542,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.1,81.5382408228487,28.5383842879971,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.2,84.3920792516485,29.537227738077,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.3,87.3458020254562,30.5710307089096,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.4,90.4029050963471,31.6410167837215,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.5,93.5670067747193,32.7484523711517,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.6,96.8418520118344,33.894648204142,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.7,100.231316832249,35.080960891287,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.8,103.739412921377,36.3087945224821,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",6.9,107.370292373626,37.5796023307689,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7,111.128252606702,38.8948884123458,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.1,115.017741447937,40.256209506778,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.2,119.043362398615,41.6651768395152,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.3,123.209880082566,43.1234580288982,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.4,127.522225885456,44.6327790599096,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.5,131.985503791447,46.1949263270065,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.6,136.604996424148,47.8117487484517,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.7,141.386171298993,49.4851599546475,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.8,146.334687294458,51.2171405530602,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",7.9,151.456401349764,53.0097404724173,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8,156.757375397005,54.8650813889519,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.1,162.243883535901,56.7853592375652,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.2,167.922419459657,58.77284681088,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.3,173.799704140745,60.8298964492608,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.4,179.882693785671,62.958942824985,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.5,186.17858806817,65.1625058238594,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.6,192.694838650556,67.4431935276945,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.7,199.439158003325,69.8037053011638,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.8,206.419528533442,72.2468349867045,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",8.9,213.644212032112,74.7754742112392,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9,221.121759453236,77.3926158086326,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.1,228.861021034099,80.1013573619347,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.2,236.871156770293,82.9049048696024,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.3,245.161647257253,85.8065765400385,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.4,253.742304911257,88.8098067189399,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.5,262.623285583151,91.9181499541027,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.6,271.815100578561,95.1352852024963,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.7,281.328629098811,98.4650201845837,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.8,291.175131117269,101.911295891044,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",9.9,301.366260706373,105.478191247231,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"exponential_growth","dx_dt_equals_r_x",10,311.914079831096,109.169927940884,0.35,NA,"explicit_euler","Exponential growth assumes no capacity constraint."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0,10,3.15,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.1,10.315,3.2378527125,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.2,10.63878527125,3.32743171277032,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.3,10.971528442527,3.41872442760633,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.4,11.3134008852877,3.51171467128139,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.5,11.6645723524158,3.60638245476893,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.6,12.0252105978927,3.7027037945296,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.7,12.3954809773457,3.8006505217619,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.8,12.7755460295218,3.90019009309914,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",0.9,13.1655650388318,4.00128540382013,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1,13.5656935792138,4.10389460472689,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.1,13.9760830396865,4.20797092392752,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.2,14.3968801320792,4.31346249484662,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.3,14.8282263815639,4.42031219186718,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.4,15.2702576007506,4.52845747508622,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.5,15.7231033482592,4.63783024574058,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.6,16.1868863728333,4.74835671392709,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.7,16.661722044226,4.85995728030243,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.8,17.1477177722562,4.97254643350035,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",1.9,17.6449724156063,5.08603266504592,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2,18.1535756821109,5.20031840357736,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.1,18.6736075224686,5.31529997020282,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.2,19.2051375194889,5.43086755682243,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.3,19.7482242751711,5.54690522923129,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.4,20.3029147980942,5.66329095678763,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.5,20.869243893773,5.77989667037832,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.6,21.4472335608108,5.8965883503419,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.7,22.036892395845,6.01322614591458,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.8,22.6382150104365,6.12966452764714,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",2.9,23.2511814632012,6.24575247409893,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3,23.8757567106111,6.36133369394886,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.1,24.511890080006,6.47624688447206,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.2,25.1595147684532,6.59032602711456,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.3,25.8185473711646,6.70340072065787,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.4,26.4888874432304,6.81529655220019,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.5,27.1704170984504,6.92583550589447,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.6,27.8630006490399,7.03483640907457,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.7,28.5664842899473,7.14211541507424,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.8,29.2806958314548,7.24748652169956,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",3.9,30.0054444836247,7.35076212395906,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4,30.7405206960206,7.45175359928857,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.1,31.4856960559495,7.55027192313561,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.2,32.240723248263,7.64612831239325,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.3,33.0053360795024,7.73913489380268,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.4,33.7792495688826,7.82910539407992,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.5,34.5621601082906,7.91585584817281,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.6,35.3537456931079,7.99920532172246,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.7,36.1536662252802,8.07897664349668,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.8,36.9615638896298,8.15499714328528,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",4.9,37.7770636039584,8.22709939050412,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5,38.5997735430088,8.29512192855261,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.1,39.429285735864,8.35890999981097,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.2,40.2651767358451,8.41831625605484,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.3,41.1070083614506,8.47320144900842,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.4,41.9543285063515,8.52343509575702,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.5,42.8066720159272,8.56889611379744,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.6,43.6635616273069,8.60947342062172,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.7,44.5245089693691,8.64506649290718,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.8,45.3890156186598,8.67558588062263,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",5.9,46.2565742067221,8.70095367165577,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6,47.1266695738876,8.72110390291832,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.1,47.9987799641795,8.73598291428881,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.2,48.8723782556084,8.74554964220551,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.3,49.7469332198289,8.74977585021671,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.4,50.6219108048506,8.74864629432784,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.5,51.4967754342834,8.74215882154764,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.6,52.3709913164381,8.73032440062081,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.7,53.2440237565002,8.71316708453542,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.8,54.1153404649537,8.6907239050013,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",6.9,54.9844128554539,8.66304469970235,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",7,55.8507173254241,8.63019187372294,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",7.1,56.7137365127964,8.5922400971286,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",7.2,57.5729605225093,8.54927594123581,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",7.3,58.4278881166329,8.50139745662731,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
"logistic_growth","dx_dt_equals_r_x_one_minus_x_over_K",7.4,59.2780278622956,8.44871369645263,0.35,100,"explicit_euler","Logistic growth assumes a fixed carrying capacity."
