step,time,center_value,total_mass,max_value,left_boundary,right_boundary,diffusion_ratio,stability_status,warning
46,9.200000000000001,0.3679447072984415,1.0,0.3679447072984415,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
47,9.4,0.3632207590041639,1.0,0.3632207590041639,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
48,9.600000000000001,0.35864911321978904,1.0,0.35864911321978904,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
49,9.8,0.35422316070094356,1.0,0.35422316070094356,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
50,10.0,0.3499366201516084,1.0,0.3499366201516084,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
51,10.200000000000001,0.345783520748594,1.0,0.345783520748594,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
52,10.4,0.3417581856377045,1.0,0.3417581856377045,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
53,10.600000000000001,0.3378552163460513,1.0,0.3378552163460513,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
54,10.8,0.33406947805821047,1.0,0.33406947805821047,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
55,11.0,0.3303960857069652,1.0,0.3303960857069652,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
56,11.200000000000001,0.3268303908322379,1.0,0.3268303908322379,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
57,11.4,0.32336796916451266,1.0,0.32336796916451266,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
58,11.600000000000001,0.3200046088915861,1.0,0.3200046088915861,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
59,11.8,0.31673629956987137,1.0,0.31673629956987137,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
60,12.0,0.3135592216437279,1.0000000000000002,0.3135592216437279,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
61,12.200000000000001,0.31046973653840304,1.0000000000000002,0.31046973653840304,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
62,12.4,0.30746437729416337,1.0000000000000002,0.30746437729416337,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
63,12.600000000000001,0.3045398397110661,1.0000000000000002,0.3045398397110661,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
64,12.8,0.30169297397558426,1.0,0.30169297397558426,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
65,13.0,0.2989207767419609,1.0,0.2989207767419609,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
66,13.200000000000001,0.29622038364272774,1.0000000000000002,0.29622038364272774,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
67,13.4,0.2935890622042979,1.0000000000000002,0.2935890622042979,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
68,13.600000000000001,0.29102420514492516,1.0000000000000002,0.29102420514492516,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
69,13.8,0.2885233240336267,1.0000000000000002,0.2885233240336267,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
70,14.0,0.2860840432898956,1.0000000000000002,0.2860840432898956,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
71,14.200000000000001,0.2837040945051838,1.0,0.2837040945051838,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
72,14.4,0.28138131106822584,1.0000000000000002,0.28138131106822584,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
73,14.600000000000001,0.2791136230772991,1.0000000000000002,0.2791136230772991,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
74,14.8,0.2768990525234813,1.0,0.2768990525234813,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
75,15.0,0.2747357087298761,1.0000000000000002,0.2747357087298761,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
76,15.200000000000001,0.2726217840326335,1.0,0.2726217840326335,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
77,15.4,0.27055554969039847,1.0,0.27055554969039847,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
78,15.600000000000001,0.2685353520095824,1.0,0.2685353520095824,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
79,15.8,0.2665596086735656,1.0,0.2665596086735656,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
80,16.0,0.26462680526461585,1.0,0.26462680526461585,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
81,16.2,0.2627354919679415,1.0,0.2627354919679415,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
82,16.400000000000002,0.26088428044789713,1.0,0.26088428044789713,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
83,16.6,0.2590718408869239,1.0,0.2590718408869239,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
84,16.8,0.25729689917833737,1.0,0.25729689917833737,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
85,17.0,0.2555582342645772,1.0000000000000002,0.2555582342645772,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
86,17.2,0.2538546756130048,1.0000000000000002,0.2538546756130048,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
87,17.400000000000002,0.25218510082177964,1.0000000000000002,0.25218510082177964,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
88,17.6,0.25054843334876437,1.0000000000000002,0.25054843334876437,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
89,17.8,0.24894364035680389,1.0000000000000002,0.24894364035680389,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
90,18.0,0.24736973066909618,1.0000000000000002,0.24736973066909618,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
91,18.2,0.24582575282872357,1.0000000000000002,0.24582575282872357,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
92,18.400000000000002,0.24431079325674426,1.0000000000000002,0.24431079325674426,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
93,18.6,0.2428239745035561,1.0000000000000002,0.2428239745035561,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
94,18.8,0.2413644535885387,1.0000000000000002,0.2413644535885387,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
95,19.0,0.23993142042325738,1.0000000000000002,0.23993142042325738,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
96,19.200000000000003,0.23852409631377447,1.0000000000000002,0.23852409631377447,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
97,19.400000000000002,0.23714173253785967,1.0000000000000002,0.23714173253785967,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
98,19.6,0.23578360899312428,1.0000000000000002,0.23578360899312428,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
99,19.8,0.23444903291232358,1.0000000000000002,0.23444903291232358,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
100,20.0,0.23313733764227848,1.0000000000000002,0.23313733764227848,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
101,20.200000000000003,0.2318478814830629,1.0000000000000002,0.2318478814830629,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
102,20.400000000000002,0.23058004658428777,1.0000000000000002,0.23058004658428777,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
103,20.6,0.22933323789548626,1.0000000000000002,0.22933323789548626,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
104,20.8,0.22810688216776864,1.0000000000000002,0.22810688216776864,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
105,21.0,0.22690042700407043,1.0000000000000002,0.22690042700407043,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
106,21.200000000000003,0.22571333995546297,1.0000000000000002,0.22571333995546297,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
107,21.400000000000002,0.2245451076611339,1.0000000000000002,0.2245451076611339,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
108,21.6,0.2233952350297746,1.0000000000000002,0.2233952350297746,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
109,21.8,0.22226324446023515,1.0000000000000002,0.22226324446023515,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
110,22.0,0.22114867509942224,1.0000000000000002,0.22114867509942224,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
111,22.200000000000003,0.22005108213552602,1.0000000000000002,0.22005108213552602,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
112,22.400000000000002,0.21897003612476443,1.0000000000000002,0.21897003612476443,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
113,22.6,0.21790512234993123,1.0,0.21790512234993123,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
114,22.8,0.21685594020912635,1.0,0.21685594020912635,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
115,23.0,0.21582210263313387,1.0,0.21582210263313387,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
116,23.200000000000003,0.21480323552999517,1.0,0.21480323552999517,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
117,23.400000000000002,0.21379897725540245,1.0,0.21379897725540245,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
118,23.6,0.21280897810761118,1.0,0.21280897810761118,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
119,23.8,0.21183289984563897,1.0000000000000002,0.21183289984563897,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
120,24.0,0.2108704152295842,1.0000000000000002,0.2108704152295842,0.0,0.0,0.016,stable_for_basic_explicit_1d_diffusion,"Finite difference results depend on grid spacing, time step, stencil, boundary condition, stability, and convergence checks."
