scenario,replication,sampled_initial_stock,sampled_growth_rate,sampled_extraction,sampled_shock_probability,final_stock,minimum_stock,depleted
baseline_uncertainty,91,70.23498872,0.21503252,6.95375264,0.02481987,0.0,0.0,1
baseline_uncertainty,92,71.02908319,0.20318572,7.676428,0.0366139,0.0,0.0,1
baseline_uncertainty,93,71.6382123,0.16058408,7.1197696,0.06062563,0.0,0.0,1
baseline_uncertainty,94,69.79419473,0.16414957,5.31841049,0.05952293,0.0,0.0,1
baseline_uncertainty,95,69.75215958,0.14969313,7.89560492,0.07670598,0.0,0.0,1
baseline_uncertainty,96,68.1180407,0.14371931,6.81102863,0.02557253,0.0,0.0,1
baseline_uncertainty,97,72.07522832,0.17783889,7.47465582,0.07181663,0.0,0.0,1
baseline_uncertainty,98,67.68509531,0.18786212,6.80391148,0.02053863,0.0,0.0,1
baseline_uncertainty,99,70.80494788,0.1938668,5.55141713,0.07407549,0.0,0.0,1
baseline_uncertainty,100,66.57952767,0.1880861,6.52312689,0.04611274,0.0,0.0,1
baseline_uncertainty,101,69.71573809,0.16831092,7.00312824,0.05122724,0.0,0.0,1
baseline_uncertainty,102,65.1648237,0.17183912,6.34551134,0.05796777,0.0,0.0,1
baseline_uncertainty,103,72.60933224,0.21325377,6.67935004,0.06455249,0.0,0.0,1
baseline_uncertainty,104,66.35065538,0.15809011,5.90949589,0.04794257,0.0,0.0,1
baseline_uncertainty,105,67.26263486,0.21486561,6.29674633,0.04934979,0.0,0.0,1
baseline_uncertainty,106,66.42029663,0.1649735,5.33421359,0.02301039,0.0,0.0,1
baseline_uncertainty,107,65.27537468,0.15910372,6.89472362,0.05104043,0.0,0.0,1
baseline_uncertainty,108,67.90688933,0.1411297,6.55506621,0.03451261,0.0,0.0,1
baseline_uncertainty,109,73.04112938,0.17348226,5.63215273,0.03837517,0.0,0.0,1
baseline_uncertainty,110,74.07579388,0.14664017,6.13399951,0.02938232,0.0,0.0,1
baseline_uncertainty,111,74.14127326,0.18431612,7.76003862,0.07810306,0.0,0.0,1
baseline_uncertainty,112,68.31123836,0.1893085,7.3399731,0.05654623,0.0,0.0,1
baseline_uncertainty,113,70.80778982,0.16886502,6.21004466,0.04589386,0.0,0.0,1
baseline_uncertainty,114,70.65102095,0.17512239,6.99837925,0.05382527,0.0,0.0,1
baseline_uncertainty,115,74.93469751,0.16542825,7.17708672,0.06825494,0.0,0.0,1
baseline_uncertainty,116,69.78839579,0.18539202,6.8953988,0.06655359,0.0,0.0,1
baseline_uncertainty,117,69.47542478,0.1926184,6.47598506,0.0377013,0.0,0.0,1
baseline_uncertainty,118,67.79091404,0.18902879,6.74107175,0.0540826,0.0,0.0,1
baseline_uncertainty,119,71.52770261,0.15116127,7.55047125,0.05017783,0.0,0.0,1
baseline_uncertainty,120,66.72475008,0.15928969,5.13243394,0.03240212,0.0,0.0,1
baseline_uncertainty,121,72.94579915,0.20082215,6.67610378,0.06294042,0.0,0.0,1
baseline_uncertainty,122,71.8889442,0.18124809,6.05208465,0.03836397,0.0,0.0,1
baseline_uncertainty,123,69.85775641,0.15248659,6.07673497,0.03036282,0.0,0.0,1
baseline_uncertainty,124,74.91655966,0.18038888,5.16479702,0.05806407,14.72457455,14.72457455,0
baseline_uncertainty,125,70.72372558,0.21336088,6.1948519,0.04678806,0.0,0.0,1
baseline_uncertainty,126,74.08174955,0.17640602,7.33957307,0.06713214,0.0,0.0,1
baseline_uncertainty,127,71.4529644,0.20722148,5.01444624,0.06485369,48.81207001,48.16896012,0
baseline_uncertainty,128,71.13732629,0.20205755,6.91110141,0.06767461,0.0,0.0,1
baseline_uncertainty,129,67.73777691,0.21597418,5.14181594,0.06967472,51.66426109,50.9005851,0
baseline_uncertainty,130,65.89242529,0.19766929,7.61074369,0.0764558,0.0,0.0,1
baseline_uncertainty,131,70.99762716,0.20277682,7.85452325,0.07420754,0.0,0.0,1
baseline_uncertainty,132,69.72676158,0.15675934,6.2759829,0.02588861,0.0,0.0,1
baseline_uncertainty,133,69.99919516,0.21875463,5.89160999,0.02842558,33.70712206,33.70712206,0
baseline_uncertainty,134,71.56861154,0.21543956,5.51665742,0.06116355,40.14114727,40.14114727,0
baseline_uncertainty,135,70.36622332,0.17049791,5.83358755,0.07161232,0.0,0.0,1
baseline_uncertainty,136,66.68312819,0.20625808,6.73664184,0.05769386,0.0,0.0,1
baseline_uncertainty,137,74.30555991,0.20861596,5.09685112,0.06431296,51.3318354,48.98059165,0
baseline_uncertainty,138,68.46715984,0.20818954,5.15574706,0.02772193,47.9516786,47.9516786,0
baseline_uncertainty,139,67.01728276,0.14327108,5.19352848,0.02856389,0.0,0.0,1
baseline_uncertainty,140,68.50450953,0.16528657,7.69622775,0.07202405,0.0,0.0,1
baseline_uncertainty,141,73.75091558,0.21350524,6.09708654,0.07389589,0.0,0.0,1
baseline_uncertainty,142,66.7895165,0.15379061,6.17738367,0.02574546,0.0,0.0,1
baseline_uncertainty,143,70.03038684,0.15293272,7.10293484,0.02742736,0.0,0.0,1
baseline_uncertainty,144,69.24889129,0.19113252,7.93814493,0.03288815,0.0,0.0,1
baseline_uncertainty,145,68.58474513,0.17136786,6.18406846,0.04522023,0.0,0.0,1
baseline_uncertainty,146,74.29817184,0.19319369,5.25529878,0.06296369,5.90544286,5.90544286,1
baseline_uncertainty,147,68.98972569,0.21590159,6.2767783,0.02409509,0.0,0.0,1
baseline_uncertainty,148,69.82062251,0.17626164,7.12816162,0.04197192,0.0,0.0,1
baseline_uncertainty,149,73.588592,0.16964781,7.77224638,0.03410222,0.0,0.0,1
baseline_uncertainty,150,73.59469413,0.20576817,7.23871946,0.02788955,0.0,0.0,1
baseline_uncertainty,151,74.10375117,0.16838583,7.8372424,0.04949925,0.0,0.0,1
baseline_uncertainty,152,66.0014095,0.14961653,7.91892761,0.04647675,0.0,0.0,1
baseline_uncertainty,153,68.19110918,0.20597637,7.79985843,0.06725031,0.0,0.0,1
baseline_uncertainty,154,74.12599462,0.1964416,6.35519548,0.0593267,0.0,0.0,1
baseline_uncertainty,155,69.90857512,0.20148623,6.75810104,0.04394068,0.0,0.0,1
baseline_uncertainty,156,69.39813295,0.17469474,6.53059445,0.05669875,0.0,0.0,1
baseline_uncertainty,157,74.93073409,0.14976203,7.72349987,0.05914556,0.0,0.0,1
baseline_uncertainty,158,65.31978747,0.2180145,7.56045815,0.07746231,0.0,0.0,1
baseline_uncertainty,159,66.81164054,0.18256212,6.67631177,0.02249718,0.0,0.0,1
baseline_uncertainty,160,71.50406287,0.19409564,6.55540416,0.0344187,0.0,0.0,1
baseline_uncertainty,161,70.23582803,0.16729177,6.66115916,0.05971678,0.0,0.0,1
baseline_uncertainty,162,74.22570391,0.2072407,5.729593,0.06774439,0.0,0.0,1
baseline_uncertainty,163,71.10821575,0.21240902,7.50702691,0.03971929,0.0,0.0,1
baseline_uncertainty,164,67.31792129,0.16417043,7.6468139,0.02535819,0.0,0.0,1
baseline_uncertainty,165,70.60652286,0.14059276,5.72410179,0.02754047,0.0,0.0,1
baseline_uncertainty,166,74.69853911,0.20507508,6.80624893,0.07502135,0.0,0.0,1
baseline_uncertainty,167,65.05501235,0.17407591,6.57222876,0.0408747,0.0,0.0,1
baseline_uncertainty,168,71.36064433,0.15147214,5.15183916,0.0452041,0.0,0.0,1
baseline_uncertainty,169,73.48017866,0.16791115,6.23985761,0.04641501,0.0,0.0,1
baseline_uncertainty,170,73.04444611,0.1823015,7.14068776,0.03892394,0.0,0.0,1
baseline_uncertainty,171,72.55934712,0.17260853,6.5636848,0.04242456,0.0,0.0,1
baseline_uncertainty,172,67.02249395,0.21536022,5.06100515,0.03553364,62.51311841,62.51311841,0
baseline_uncertainty,173,68.11104722,0.17064076,6.97505575,0.02199665,0.0,0.0,1
baseline_uncertainty,174,70.05408051,0.15021604,5.39346618,0.06146735,0.0,0.0,1
baseline_uncertainty,175,72.63324657,0.15731215,5.5449463,0.0375543,0.0,0.0,1
baseline_uncertainty,176,71.54001828,0.1833027,5.17734328,0.02965177,0.0,0.0,1
baseline_uncertainty,177,66.7943166,0.14925551,5.1631767,0.05536503,0.0,0.0,1
baseline_uncertainty,178,71.28422639,0.21616398,6.50482784,0.04169824,0.0,0.0,1
baseline_uncertainty,179,70.58086053,0.18395194,6.92094204,0.02679701,0.0,0.0,1
baseline_uncertainty,180,69.27539065,0.19023621,7.60836588,0.04271142,0.0,0.0,1
baseline_uncertainty,181,69.11133955,0.17370346,6.57285884,0.04657051,0.0,0.0,1
baseline_uncertainty,182,68.6411013,0.21995384,5.5708994,0.06246099,45.02502256,45.02502256,0
baseline_uncertainty,183,66.96273376,0.16217294,5.84927204,0.06614131,0.0,0.0,1
baseline_uncertainty,184,68.45750799,0.15395098,6.84696907,0.04747847,0.0,0.0,1
baseline_uncertainty,185,71.05194695,0.14806179,7.83690967,0.04101305,0.0,0.0,1
baseline_uncertainty,186,70.49682125,0.1416637,5.02786144,0.04711247,0.0,0.0,1
baseline_uncertainty,187,74.92670772,0.21406416,6.70206895,0.03315247,0.0,0.0,1
baseline_uncertainty,188,68.24965089,0.17284371,5.73031274,0.03357971,0.0,0.0,1
baseline_uncertainty,189,67.90871845,0.19944411,7.65388428,0.06939857,0.0,0.0,1
baseline_uncertainty,190,72.40122507,0.18462733,7.66720561,0.03420405,0.0,0.0,1
baseline_uncertainty,191,67.90777355,0.21889041,6.48745535,0.04221133,0.0,0.0,1
baseline_uncertainty,192,69.40365807,0.15536741,5.61374446,0.03318563,0.0,0.0,1
baseline_uncertainty,193,74.67732138,0.17110776,7.08014755,0.037535,0.0,0.0,1
baseline_uncertainty,194,72.56921503,0.14646028,7.74723963,0.05475685,0.0,0.0,1
baseline_uncertainty,195,70.1169,0.21188758,6.28547235,0.04324225,0.0,0.0,1
baseline_uncertainty,196,65.25619744,0.15095417,5.14698934,0.03629126,0.0,0.0,1
baseline_uncertainty,197,72.99647668,0.14309286,5.88078512,0.0564314,0.0,0.0,1
baseline_uncertainty,198,70.16764574,0.2032855,6.49935033,0.07722832,0.0,0.0,1
baseline_uncertainty,199,67.09242402,0.21166576,6.099281,0.02790875,0.0,0.0,1
baseline_uncertainty,200,73.27181765,0.21071764,5.98235645,0.03240816,0.0,0.0,1
baseline_uncertainty,201,65.78322721,0.16689459,6.50138882,0.06103547,0.0,0.0,1
baseline_uncertainty,202,73.45235392,0.20849102,6.19749671,0.02935643,0.0,0.0,1
baseline_uncertainty,203,73.27012529,0.20809338,5.24898595,0.04295844,45.38474547,45.38474547,0
baseline_uncertainty,204,71.77811946,0.17495707,7.78403247,0.04622878,0.0,0.0,1
baseline_uncertainty,205,73.30631695,0.19617007,7.15745033,0.03802655,0.0,0.0,1
baseline_uncertainty,206,73.84528025,0.16817584,6.86360353,0.04462677,0.0,0.0,1
baseline_uncertainty,207,69.75173324,0.17234421,7.50673473,0.06890022,0.0,0.0,1
baseline_uncertainty,208,70.43536475,0.19619098,5.68522751,0.06924618,0.0,0.0,1
baseline_uncertainty,209,69.82634579,0.19948876,7.56625612,0.0263458,0.0,0.0,1
baseline_uncertainty,210,73.34268706,0.20317694,7.53195653,0.06565429,0.0,0.0,1
baseline_uncertainty,211,69.10609359,0.21746267,5.74146464,0.05529179,9.71254535,9.71254535,1
baseline_uncertainty,212,71.50808514,0.16018828,7.86514072,0.06812822,0.0,0.0,1
baseline_uncertainty,213,71.59894175,0.14812382,7.12476668,0.04975043,0.0,0.0,1
baseline_uncertainty,214,65.56735886,0.18010557,7.7502051,0.04916487,0.0,0.0,1
baseline_uncertainty,215,66.13555975,0.17013387,5.13552579,0.02830763,0.0,0.0,1
baseline_uncertainty,216,73.74763095,0.19901521,7.97798664,0.04471248,0.0,0.0,1
baseline_uncertainty,217,67.93777212,0.15030395,7.03536983,0.04457377,0.0,0.0,1
baseline_uncertainty,218,68.97943988,0.161736,7.42305696,0.03647089,0.0,0.0,1
baseline_uncertainty,219,72.01979609,0.16620569,7.47052348,0.0460193,0.0,0.0,1
baseline_uncertainty,220,72.40817732,0.171941,7.38423955,0.02571238,0.0,0.0,1
baseline_uncertainty,221,69.73112743,0.14748392,6.79949083,0.06732098,0.0,0.0,1
baseline_uncertainty,222,67.70372201,0.1571376,7.8451992,0.07794648,0.0,0.0,1
baseline_uncertainty,223,68.58313342,0.17538659,5.60475449,0.02511899,0.0,0.0,1
baseline_uncertainty,224,68.78801384,0.14222549,7.23517467,0.06397258,0.0,0.0,1
baseline_uncertainty,225,73.98949111,0.17482649,7.75977009,0.02063398,0.0,0.0,1
baseline_uncertainty,226,70.94090375,0.20631118,7.94003636,0.04004572,0.0,0.0,1
baseline_uncertainty,227,68.35218932,0.17939094,7.1216396,0.06295537,0.0,0.0,1
baseline_uncertainty,228,67.90057305,0.18894031,6.59042152,0.04932264,0.0,0.0,1
baseline_uncertainty,229,69.31850649,0.15058868,5.39491019,0.05207772,0.0,0.0,1
baseline_uncertainty,230,69.15140955,0.17084597,5.09448718,0.04032437,0.0,0.0,1
baseline_uncertainty,231,72.99745702,0.16899348,7.59300948,0.04063516,0.0,0.0,1
baseline_uncertainty,232,70.69807999,0.21575928,7.06238862,0.06646524,0.0,0.0,1
baseline_uncertainty,233,69.485171,0.1714708,5.40547759,0.02809335,0.0,0.0,1
baseline_uncertainty,234,67.99770825,0.20084714,5.98746623,0.04810334,0.0,0.0,1
baseline_uncertainty,235,70.64671293,0.15026242,5.12246689,0.0210206,0.0,0.0,1
baseline_uncertainty,236,67.67882939,0.15126851,6.72940512,0.04883123,0.0,0.0,1
baseline_uncertainty,237,67.34485784,0.18726107,6.84879282,0.02010663,0.0,0.0,1
baseline_uncertainty,238,67.26474819,0.15182036,5.43400046,0.07098792,0.0,0.0,1
baseline_uncertainty,239,65.38258737,0.15562593,5.30335642,0.03152717,0.0,0.0,1
baseline_uncertainty,240,65.97301252,0.2075725,7.73441929,0.06412044,0.0,0.0,1
baseline_uncertainty,241,70.5653011,0.2005517,6.97743497,0.04391047,0.0,0.0,1
baseline_uncertainty,242,68.20576269,0.21665984,5.81939944,0.07729451,19.87076653,19.87076653,0
baseline_uncertainty,243,74.30333944,0.19740985,7.64892296,0.0552012,0.0,0.0,1
baseline_uncertainty,244,74.62839864,0.2044533,6.65474913,0.03259262,0.0,0.0,1
baseline_uncertainty,245,71.80639995,0.1951439,5.77612876,0.05130194,0.0,0.0,1
baseline_uncertainty,246,74.46183081,0.1503278,7.76843773,0.05268873,0.0,0.0,1
baseline_uncertainty,247,65.75304921,0.16441462,6.7799523,0.0674799,0.0,0.0,1
baseline_uncertainty,248,65.14821472,0.15420522,7.09507213,0.07935427,0.0,0.0,1
baseline_uncertainty,249,66.69135548,0.1573533,5.47013093,0.03475231,0.0,0.0,1
baseline_uncertainty,250,69.33443386,0.14745317,6.67878137,0.04299722,0.0,0.0,1
baseline_uncertainty,251,69.3372102,0.18365325,7.86265877,0.06648644,0.0,0.0,1
baseline_uncertainty,252,70.93649258,0.18109515,7.17916162,0.02246376,0.0,0.0,1
baseline_uncertainty,253,74.1513123,0.16383331,6.73984472,0.04371401,0.0,0.0,1
baseline_uncertainty,254,72.26852329,0.19146287,6.84590721,0.04717991,0.0,0.0,1
baseline_uncertainty,255,68.48589692,0.15186541,5.25632125,0.06847739,0.0,0.0,1
baseline_uncertainty,256,71.57420274,0.16982841,5.35720241,0.06075164,0.0,0.0,1
baseline_uncertainty,257,66.22215084,0.15195452,6.86557621,0.03671148,0.0,0.0,1
baseline_uncertainty,258,68.67381794,0.21613829,7.56451699,0.05896904,0.0,0.0,1
baseline_uncertainty,259,68.24937108,0.1606752,6.9020748,0.06804912,0.0,0.0,1
baseline_uncertainty,260,71.42887729,0.14275267,5.77718743,0.04500297,0.0,0.0,1
baseline_uncertainty,261,73.00353113,0.1811242,6.42974205,0.02365387,0.0,0.0,1
baseline_uncertainty,262,73.0762322,0.19485558,6.11478974,0.0495165,0.0,0.0,1
baseline_uncertainty,263,73.25161138,0.14124159,6.60234525,0.04035645,0.0,0.0,1
baseline_uncertainty,264,68.98213972,0.18539684,6.55268019,0.0352122,0.0,0.0,1
baseline_uncertainty,265,66.65765461,0.18101151,7.45594238,0.03787658,0.0,0.0,1
baseline_uncertainty,266,70.48080312,0.18958816,7.83421148,0.05010175,0.0,0.0,1
baseline_uncertainty,267,65.62047556,0.20328644,5.49833049,0.07179625,39.55334726,39.55334726,0
baseline_uncertainty,268,69.22212715,0.21999718,5.00655905,0.05401628,51.29275342,50.80079378,0
baseline_uncertainty,269,73.09138102,0.16567544,6.7979713,0.04827513,0.0,0.0,1
baseline_uncertainty,270,69.63773804,0.14833741,5.22151985,0.06429262,0.0,0.0,1
baseline_uncertainty,271,70.87861504,0.19915227,5.80620677,0.05998497,0.0,0.0,1
baseline_uncertainty,272,66.94077297,0.1671142,7.19523554,0.02069758,0.0,0.0,1
baseline_uncertainty,273,65.24901006,0.18344994,5.74916073,0.05413818,0.0,0.0,1
baseline_uncertainty,274,68.59806853,0.21341292,7.53029812,0.06834174,0.0,0.0,1
baseline_uncertainty,275,69.77497843,0.19904338,5.61580646,0.04310766,0.0,0.0,1
baseline_uncertainty,276,70.28121334,0.14773551,5.20101697,0.0309095,0.0,0.0,1
baseline_uncertainty,277,71.52690715,0.2101051,7.35676761,0.0746975,0.0,0.0,1
baseline_uncertainty,278,65.95826753,0.16150418,6.97801579,0.03836386,0.0,0.0,1
baseline_uncertainty,279,74.69669046,0.14584836,5.56885633,0.02918604,0.0,0.0,1
baseline_uncertainty,280,69.73488131,0.21623208,6.54924394,0.07883556,0.0,0.0,1
baseline_uncertainty,281,68.48310172,0.14830071,7.51543993,0.02117954,0.0,0.0,1
baseline_uncertainty,282,66.11255782,0.14199893,5.39240654,0.04353309,0.0,0.0,1
baseline_uncertainty,283,70.4339429,0.19516552,5.30378423,0.05539748,9.26584163,9.26584163,1
baseline_uncertainty,284,71.01443932,0.19858888,6.17575906,0.07757204,0.0,0.0,1
baseline_uncertainty,285,65.4276752,0.18758435,6.27450122,0.07551011,0.0,0.0,1
baseline_uncertainty,286,71.37120812,0.17888259,7.20647477,0.03059615,0.0,0.0,1
baseline_uncertainty,287,74.09158802,0.16768052,5.1405291,0.07268361,0.0,0.0,1
baseline_uncertainty,288,69.40337126,0.21309519,5.49161717,0.07522015,29.54753783,29.54753783,0
baseline_uncertainty,289,69.39020394,0.14447995,5.57694361,0.03227973,0.0,0.0,1
baseline_uncertainty,290,66.99916952,0.14833433,6.83642082,0.0509198,0.0,0.0,1
baseline_uncertainty,291,70.74873566,0.18925223,7.37836241,0.04375885,0.0,0.0,1
baseline_uncertainty,292,71.40916857,0.18460016,6.08536579,0.06356217,0.0,0.0,1
baseline_uncertainty,293,72.30796349,0.17012044,6.69552956,0.07817851,0.0,0.0,1
baseline_uncertainty,294,73.45701836,0.19714345,6.16354658,0.05286618,0.0,0.0,1
baseline_uncertainty,295,69.99173846,0.21884528,7.68335536,0.05000489,0.0,0.0,1
baseline_uncertainty,296,68.06376376,0.20480037,5.79225733,0.05479251,0.0,0.0,1
baseline_uncertainty,297,74.44593865,0.19469232,5.91673341,0.07770154,0.0,0.0,1
baseline_uncertainty,298,69.55830821,0.20665374,5.51941953,0.02254574,19.02944752,19.02944752,0
baseline_uncertainty,299,72.15465589,0.16069203,7.18029369,0.04437866,0.0,0.0,1
