"scenario","time","value","growth_rate","carrying_capacity","warning"
"low_growth",4.75,20.7144465660361,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",5,21.463248659653,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",5.25,22.2315291400833,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",5.5,23.0192498381095,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",5.75,23.826330288391,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",6,24.6526458786652,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",6.25,25.4980261318232,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",6.5,26.3622531433338,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",6.75,27.245060196606,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",7,28.1461305786918,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",7.25,29.0650966182223,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",7.5,30.001538966626,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",7.75,30.9549861424655,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",8,31.9249143571582,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",8.25,32.9107476384028,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",8.5,33.911858265326,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",8.75,34.9275675267102,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",9,35.9571468106767,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",9.25,36.9998190309251,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",9.5,38.0547603910929,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",9.75,39.1211024850639,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",10,40.1979347271636,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",10.25,41.2843071022052,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",10.5,42.3792332213585,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",10.75,43.4816936658732,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",11,44.5906395968822,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",11.25,45.7049966059021,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",11.5,46.8236687773221,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",11.75,47.9455429311878,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",12,49.069493012016,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",12.25,50.1943845872666,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",12.5,51.3190794175005,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",12.75,52.442440059205,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",13,53.5633344607841,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",13.25,54.6806405123148,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",13.5,55.7932505103475,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",13.75,56.9000755002728,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",14,58.0000494605537,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",14.25,59.0921332953968,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",14.5,60.175318605158,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",14.75,61.2486312068881,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",15,62.3111343808536,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",15.25,63.3619318225547,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",15.5,64.4001702836239,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",15.75,65.4250418889524,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",16,66.4357861213892,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",16.25,67.4316914693079,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",16.5,68.4120967361789,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",16.75,69.3763920149624,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",17,70.3240193335819,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",17.25,71.2544729809227,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",17.5,72.167299525669,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",17.75,73.0620975428346,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",18,73.9385170650185,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",18.25,74.79625877724,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",18.5,75.6350729756463,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",18.75,76.4547583114735,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",19,77.2551603423701,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",19.25,78.0361699135815,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",19.5,78.7977213915804,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",19.75,79.5397907725139,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"low_growth",20,80.262393687377,0.18,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",0,10,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",0.25,10.8155230525237,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",0.5,11.6889160686801,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",0.75,12.6228562412162,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",1,13.6199092862667,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",1.25,14.6824837900243,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",1.5,15.812781026096,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",1.75,17.0127406995802,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",2,18.2839833157374,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",2.25,19.6277501384623,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",2.5,21.044841987496,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",2.75,22.5355584104993,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",3,24.0996390398939,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",3.25,25.7362091844262,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",3.5,27.4437318887052,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",3.75,29.2199687963457,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",4,31.0619521504333,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",4.25,32.9659701387652,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",4.5,34.9275675267102,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",4.75,36.9415631123346,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",5,39.0020849925291,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",5.25,41.1026239636289,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",5.5,43.2361046266507,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",5.75,45.394972968499,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",6,47.5712983977227,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",6.25,49.7568874824681,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",6.5,51.9434060241068,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",6.75,54.1225056509971,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",7,56.2859508694951,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",7.25,58.4257424841608,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",7.5,60.5342334982131,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",7.75,62.6042340121257,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",8,64.6291022195551,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",8.25,66.6028193093833,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",8.5,68.5200468665596,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",8.75,70.3761661665443,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",9,72.167299525669,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",9.25,73.8903145576922,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",9.5,75.5428127613119,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",9.75,77.1231043031395,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",10,78.6301711570675,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",10.25,80.0636209170399,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",10.5,81.4236336282202,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",10.75,82.7109039004135,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",11,83.9265804001876,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",11.25,85.0722045886511,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",11.5,86.1496503036896,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",11.75,87.1610654996671,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",12,88.1088171718437,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",12.25,88.9954402208642,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",12.5,89.8235907645653,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",12.75,90.596004186364,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",13,91.3154580248195,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",13.25,91.9847396582682,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",13.5,92.6066186204679,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",13.75,93.1838232953408,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",14,93.7190216777574,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",14.25,94.2148058490166,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",14.5,94.6736797963194,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",14.75,95.0980502013371,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",15,95.4902198304792,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",15.25,95.8523831755918,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",15.5,96.1866240159584,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",15.75,96.4949145984285,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",16,96.7791161605302,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",16.25,97.0409805501323,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",16.5,97.2821527235838,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",16.75,97.5041739315171,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",17,97.7084854271348,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",17.25,97.896432555488,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",17.5,98.0692691038184,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",17.75,98.2281618124181,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",18,98.3741949626829,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",18.25,98.5083749741789,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",18.5,98.6316349557406,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",18.75,98.7448391670072,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",19,98.8487873565591,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",19.25,98.9442189510913,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",19.5,99.031817077028,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",19.75,99.1122124017889,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"baseline",20,99.1859867867211,0.35,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",0,10,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",0.25,11.3073448673742,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",0.5,12.7613702353918,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",0.75,14.3720724344451,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",1,16.1484408779155,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",1.25,18.0979614363095,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",1.5,20.2260670254717,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",1.75,22.5355584104993,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",2,25.0260286133463,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",2.25,27.6933342470088,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",2.5,30.5291648016497,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",2.75,33.5207642952661,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",3,36.6508567656174,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",3.25,39.8978164178028,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",3.5,43.2361046266507,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",3.75,46.6369708095646,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",4,50.069385522055,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",4.25,53.5011463870631,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",4.5,56.9000755002728,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",4.75,60.2352149096445,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",5,63.4779270237981,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",5.25,66.6028193093833,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",5.5,69.5884349285276,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",5.75,72.4176788403397,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",6,75.0779774921084,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",6.25,77.5611951931576,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",6.5,79.8633485735997,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",6.75,81.9841708665967,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",7,83.9265804001876,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",7.25,85.6961040823091,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",7.5,87.3002988307371,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",7.75,88.7482039149791,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",8,90.0498468032008,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",8.25,91.2158156097162,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",8.5,92.2569033574963,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",8.75,93.1838232953408,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",9,94.0069904030702,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",9.25,94.7363617426822,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",9.5,95.3813271388508,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",9.75,95.9506414532568,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",10,96.4523901411944,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",10.25,96.8939805882331,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",10.5,97.2821527235838,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",10.75,97.6230034567227,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",11,97.9220204944954,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",11.25,98.1841220144594,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",11.5,98.4136994709102,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",11.75,98.6146614856069,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",12,98.7904773300351,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",12.25,98.9442189510913,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",12.5,99.0786008413907,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
"high_growth",12.75,99.1960173238592,0.55,100,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
